date,home,away,market,outcome,prob,fair_odds,book_odds,price_source,edge,EV
2025-12-13 15:00:00,Arsenal,Aston Villa,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 15:00:00,Arsenal,Aston Villa,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 17:00:00,Arsenal,Bournemouth,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 17:00:00,Arsenal,Bournemouth,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 19:00:00,Arsenal,Brentford,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 19:00:00,Arsenal,Brentford,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 21:00:00,Arsenal,Brighton,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 21:00:00,Arsenal,Brighton,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 23:00:00,Arsenal,Burnley,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-13 23:00:00,Arsenal,Burnley,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 15:00:00,Arsenal,Chelsea,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 15:00:00,Arsenal,Chelsea,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 17:00:00,Arsenal,Crystal Palace,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 17:00:00,Arsenal,Crystal Palace,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 19:00:00,Arsenal,Everton,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 19:00:00,Arsenal,Everton,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 21:00:00,Arsenal,Fulham,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 21:00:00,Arsenal,Fulham,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 23:00:00,Arsenal,Ipswich,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-14 23:00:00,Arsenal,Ipswich,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 15:00:00,Arsenal,Leeds,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 15:00:00,Arsenal,Leeds,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 17:00:00,Arsenal,Leicester,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 17:00:00,Arsenal,Leicester,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 19:00:00,Arsenal,Liverpool,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 19:00:00,Arsenal,Liverpool,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 21:00:00,Arsenal,Luton,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 21:00:00,Arsenal,Luton,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 23:00:00,Arsenal,Man City,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-15 23:00:00,Arsenal,Man City,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 15:00:00,Arsenal,Man United,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 15:00:00,Arsenal,Man United,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 17:00:00,Arsenal,Newcastle,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 17:00:00,Arsenal,Newcastle,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 19:00:00,Arsenal,Nott'm Forest,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 19:00:00,Arsenal,Nott'm Forest,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 21:00:00,Arsenal,Sheffield United,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 21:00:00,Arsenal,Sheffield United,DC,X2,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
2025-12-16 23:00:00,Arsenal,Southampton,DC,1X,0.953804251609147,1.0484331541958605,1.9970155318016387,synth,0.47690212580457353,
