country,league,alert,verif,datameci,orameci,etapa,txtechipa1,place1,txtechipa2,place2,underprob,underoddsc,cotau,overprob,overoddsc,cotao,homeprob,homeoddsc,cotaa,drawprob,drawoddsc,cotae,awayprob,awayoddsc,cotad,score,validated,result,scor1,scor2,scorp1,scorp2,elohomeo,eloawayo,elodiff,totalgh,totalga,totaldiff,scoredh,scoreda,scodiff,receivedh,receiveda,recdiff,ggh,gga,ngh,nga,gh0,gh1,gh2,gh3,gh4,ga0,ga1,ga2,ga3,ga4,goalminh,goalmina,formah,formaa,codechipa1,codechipa2
England,Premier L,,,8/11/2017,2245,1,Arsenal,9 (9),Leicester,18 (18),44.601,2.242,2.43,55.399,1.805,1.621,66.163,1.511,1.534,19.605,5.101,4.59,14.232,7.027,6.41,2-0 (11.38); 2-1 (10.69); 1-0 ( 9.67); 1-1 ( 9.09); 3-0 ( 7.49);,199,4-3 (2-2),4,3,2,2,1976,1779,197,2.879,2.772,0.107,1.858,1.421,0.437,1.021,1.351,-0.33,52.105,51.754,47.895,48.246,15.3,22.6,26.6,17.5,12.5,42.8,40.2,11.5,4.5,1.0," 2,45,83,85"," 5,29,56",0,0,1018,1042
England,Premier L,,,8/12/2017,1530,1,Watford,13 (13),Liverpool,2 (2),48.434,2.065,2.04,51.566,1.939,1.877,20.326,4.92,6.47,22.539,4.437,4.23,57.136,1.75,1.588,0-1 (12.37); 0-2 (11.12); 1-1 ( 9.51); 1-2 ( 8.55); 0-0 ( 6.97);,97,3-3 (2-1),3,3,2,1,1645,1966,-321,2.605,3.147,-0.542,1.053,1.921,-0.868,1.553,1.226,0.326,46.053,57.368,53.947,42.632,41.5,31.9,18.5,6.1,1.0,16.8,29.8,26.8,16.4,7.2," 8,32,90","29,55,57",0,0,1025,1002
England,Premier L,,,8/12/2017,1800,1,West Bromwich,4 (4),Bournemouth,19 (19),59.156,1.69,1.775,40.844,2.448,2.17,42.704,2.342,2.47,27.309,3.662,3.32,29.987,3.335,3.18,1-0 (15.40); 1-1 (12.67); 0-0 (10.04); 0-1 ( 8.26); 2-0 ( 8.17);,290,1-0 (1-0),1,0,1,0,1692,1750,-58,2.511,3.079,-0.568,1.111,1.316,-0.205,1.4,1.763,-0.363,49.474,57.895,50.526,42.105,25.8,39.6,21.0,9.6,3.4,38.9,32.0,17.9,7.9,2.4,31,,0,0,1006,1063
England,Premier L,,,8/12/2017,1800,1,Everton,8 (8),Stoke,14 (14),51.268,1.951,1.787,48.732,2.052,2.15,53.643,1.864,1.699,24.065,4.155,3.86,22.292,4.486,5.78,1-0 (13.40); 1-1 (10.46); 2-0 ( 9.46); 0-0 ( 7.84); 2-1 ( 7.39);,227,1-0 (1-0),1,0,1,0,1856,1725,131,2.7,2.432,0.268,1.5,1.1,0.4,1.2,1.332,-0.132,53.158,49.474,46.842,50.526,19.3,33.0,23.3,14.0,5.2,40.6,31.7,20.7,6.6,0.4,45,,0,0,1017,1028
England,Premier L,,,8/12/2017,1800,1,Southampton,3 (3),Swansea,16 (16),57.014,1.754,1.763,42.986,2.326,2.18,44.946,2.225,1.625,26.866,3.722,3.95,28.188,3.548,6.6,1-0 (14.71); 1-1 (12.90); 0-0 ( 9.24); 0-1 ( 8.11); 2-0 ( 7.68);,337,0-0 (0-0),0,0,0,0,1750,1744,6,2.553,2.684,-0.132,1.353,1.232,0.121,1.2,1.453,-0.253,47.895,51.579,52.105,48.421,24.2,38.5,20.1,12.7,3.5,38.2,33.5,18.1,8.0,2.0,,,0,0,1004,1034
England,Premier L,,,8/12/2017,1800,1,Chelsea,10 (10),Burnley,15 (15),39.43,2.536,2.21,60.57,1.651,1.746,70.737,1.414,1.255,17.178,5.822,6.31,12.086,8.274,15.28,2-0 (13.13); 3-0 (10.53); 2-1 ( 8.60); 1-0 ( 7.89); 3-1 ( 6.90);,73,2-3 (0-3),2,3,0,3,2099,1700,399,2.879,2.303,0.576,1.911,0.882,1.029,0.968,1.421,-0.453,53.158,44.737,46.842,55.263,14.0,16.4,27.3,21.9,12.3,48.1,31.5,15.0,5.4,0.0,"69,88","24,39,43",0,0,1019,1030
England,Premier L,,,8/12/2017,1800,1,Crystal Palace,6 (6),Huddersfield,20 (20),44.522,2.246,1.833,55.478,1.803,2.09,55.511,1.801,1.793,22.245,4.495,3.68,22.244,4.496,5.27,0-0 (11.16); 0-1 (11.12); 0-2 (11.12); 2-0 (11.12); 3-0 (11.12);,3,0-3 (0-2),0,3,0,2,1730,1461,269,2.513,0.0,2.513,1.112,0.0,1.112,1.401,0.0,1.401,46.711,0.0,53.289,0.0,33.4,0.0,33.3,33.3,0.0,33.4,33.3,33.3,0.0,0.0,,"23,26,78",0,0,1012,1064
England,Premier L,,,8/12/2017,2030,1,Brighton,17 (17),Man City,5 (5),47.537,2.104,2.35,52.463,1.906,1.662,20.422,4.897,11.6,22.246,4.495,5.6,57.333,1.744,1.322,0-1 (12.13); 0-2 (11.07); 1-1 ( 9.66); 1-2 ( 8.81); 0-0 ( 6.55);,77,0-2 (0-0),0,2,0,0,1636,2010,-374,0.0,3.111,-3.111,0.0,2.116,-2.116,0.0,0.995,-0.995,0.0,53.158,0.0,46.842,40.7,32.4,18.1,6.4,1.2,16.1,29.8,27.2,15.5,7.7,,"70,75",0,0,1036,1009
England,Premier L,,,8/13/2017,1630,1,Newcastle,7 (7),Tottenham,1 (1),40.996,2.439,2.07,59.004,1.695,1.854,20.482,4.882,4.8,22.654,4.414,3.9,56.864,1.759,1.8,1-1 (10.39); 1-2 ( 9.92); 1-3 ( 9.92); 0-1 ( 8.43); 0-2 ( 8.05);,79,0-2 (0-0),0,2,0,0,1695,2092,-397,2.809,2.868,-0.059,1.132,1.758,-0.626,1.678,1.111,0.567,48.684,54.211,51.316,45.789,31.8,39.2,20.2,8.8,0.0,15.5,26.5,25.3,25.3,5.0,,"61,70",0,0,1016,1001
England,Premier L,,,8/13/2017,1900,1,Man Utd,11 (11),West Ham,12 (12),40.366,2.477,2.25,59.635,1.677,1.714,68.753,1.454,1.307,18.543,5.393,5.8,12.704,7.872,12.0,2-0 (11.98); 2-1 (11.77); 1-0 ( 8.93); 1-1 ( 8.78); 3-0 ( 8.00);,213,4-0 (1-0),4,0,1,0,1959,1753,206,2.642,2.668,-0.026,1.658,1.268,0.389,0.984,1.4,-0.416,50.526,54.211,49.474,45.789,11.3,22.0,29.5,19.7,10.7,40.6,39.9,14.0,5.1,0.4,"33,53,87,90",,0,0,1020,1022
England,Premier L,,,8/19/2017,1530,2,Swansea,12 (13),Man Utd,1 (14),48.338,2.069,2.08,51.662,1.936,1.847,22.089,4.527,11.55,23.17,4.316,5.25,54.742,1.827,1.344,0-1 (12.73); 1-1 (10.92); 0-2 ( 8.75); 1-2 ( 7.50); 0-3 ( 7.41);,207,0-4 (0-1),0,4,0,1,1749,1970,-221,2.67,2.649,0.021,1.225,1.67,-0.445,1.445,0.979,0.466,51.309,50.262,48.691,49.738,39.4,33.8,16.9,7.7,0.9,17.7,32.3,22.2,18.8,6.7,,"45,80,82,84",0,0,1034,1020
England,Premier L,,,8/19/2017,1800,2,Southampton,11 (6),West Ham,20 (20),57.731,1.732,2.02,42.269,2.366,1.9,43.807,2.283,1.699,27.303,3.663,4.02,28.891,3.461,5.45,1-0 (14.48); 1-1 (13.32); 0-0 ( 9.41); 0-1 ( 8.66); 2-0 ( 7.50);,344,3-2 (2-1),3,2,2,1,1744,1741,3,2.539,2.675,-0.136,1.346,1.262,0.084,1.194,1.414,-0.22,47.644,53.927,52.356,46.073,25.1,38.6,20.0,12.2,3.4,37.5,34.5,17.4,8.4,2.0,"11,38,90","45,74",0,0,1004,1022
England,Premier L,,,8/19/2017,1800,2,Leicester,13 (14),Brighton,18 (16),52.505,1.905,1.813,47.495,2.105,2.12,54.661,1.829,1.757,23.272,4.297,3.73,22.067,4.532,5.45,1-0 (14.66); 2-0 (11.31); 1-1 ( 9.18); 0-0 ( 8.45); 2-1 ( 7.08);,146,2-0 (1-0),2,0,1,0,1772,1625,147,2.809,2.0,0.809,1.435,0.0,1.435,1.374,2.0,-0.626,52.174,0.0,47.826,100.0,18.9,32.8,25.3,14.3,5.4,44.7,28.0,19.1,4.1,4.1," 1,54",,0,0,1042,1036
England,Premier L,,,8/19/2017,1800,2,Burnley,6 (12),West Bromwich,7 (8),54.466,1.836,1.5,45.534,2.196,2.72,46.076,2.17,2.75,25.542,3.915,3.01,28.382,3.523,3.09,1-0 (13.84); 1-1 (10.94); 0-0 ( 9.53); 2-0 ( 8.35); 0-1 ( 7.53);,300,0-1 (0-0),0,1,0,0,1737,1709,28,2.338,2.503,-0.165,0.909,1.11,-0.201,1.429,1.393,0.036,45.455,49.215,54.545,50.785,24.3,35.3,21.3,13.6,4.3,39.2,31.0,17.6,8.6,3.6,,71,0,0,1030,1006
England,Premier L,,,8/19/2017,1800,2,Liverpool,9 (8),Crystal Palace,19 (9),34.587,2.891,2.34,65.413,1.529,1.666,74.015,1.351,1.386,16.677,5.996,5.31,9.309,10.743,9.0,2-1 (14.26); 2-0 (13.20); 3-1 ( 9.97); 3-0 ( 9.23); 1-1 ( 8.26);,146,1-0 (0-0),1,0,0,0,1954,1667,287,3.162,2.516,0.646,1.927,1.105,0.822,1.236,1.412,-0.176,57.592,46.405,42.408,53.595,5.8,19.8,34.2,23.9,10.9,38.6,41.7,14.3,5.4,0.0,73,,0,0,1002,1012
England,Premier L,,,8/19/2017,1800,2,Bournemouth,16 (15),Watford,10 (15),53.758,1.86,2.02,46.242,2.163,1.9,49.892,2.004,2.1,24.551,4.073,3.52,25.557,3.913,3.84,1-0 (13.11); 0-0 (10.59); 2-0 (10.42); 1-1 ( 8.27); 0-1 ( 6.69);,208,0-2 (0-0),0,2,0,0,1732,1656,76,3.052,2.649,0.403,1.299,1.078,0.221,1.753,1.571,0.182,57.143,46.753,42.857,53.247,24.4,30.2,24.0,13.9,5.7,43.4,27.4,19.2,6.2,3.8,,"73,86",0,0,1063,1025
England,Premier L,,,8/19/2017,2030,2,Stoke,15 (11),Arsenal,5 (12),47.619,2.1,2.12,52.381,1.909,1.806,18.242,5.482,4.35,22.157,4.513,3.81,59.601,1.678,1.892,0-1 (12.36); 1-1 (11.18); 0-2 (10.61); 1-2 ( 9.59); 0-3 ( 7.87);,165,1-0 (0-0),1,0,0,0,1716,1982,-266,2.424,2.901,-0.476,1.094,1.869,-0.775,1.33,1.031,0.298,49.215,52.356,50.785,47.644,40.8,36.9,13.3,7.2,1.2,14.8,30.3,26.0,19.3,6.0,47,,0,0,1028,1018
England,Premier L,,,8/20/2017,1630,2,Huddersfield,2 (16),Newcastle,17 (10),32.0,3.125,1.714,68.0,1.471,2.26,48.0,2.083,2.83,20.0,5.0,3.21,32.0,3.125,2.81,3-1 (16.00); 0-1 ( 8.00); 1-1 ( 8.00); 2-1 ( 8.00); 3-0 ( 8.00);,10,1-0 (0-0),1,0,0,0,1523,1685,-162,3.0,2.804,0.196,3.0,1.124,1.876,0.0,1.68,-1.68,0.0,48.366,100.0,51.634,20.0,20.0,20.0,40.0,0.0,20.0,40.0,20.0,10.0,10.0,50,,0,0,1064,1016
England,Premier L,,,8/20/2017,1900,2,Tottenham,3 (7),Chelsea,14 (13),54.191,1.845,1.847,45.809,2.183,2.08,55.474,1.803,2.16,25.042,3.993,3.37,19.485,5.132,3.82,2-1 (13.76); 1-1 (12.35); 2-0 (11.06); 1-0 ( 9.93); 0-1 ( 9.76);,33,1-2 (0-1),1,2,0,1,2101,2061,40,2.864,2.89,-0.026,1.759,1.911,-0.152,1.105,0.979,0.126,53.927,53.403,46.073,46.597,21.5,27.2,30.3,9.0,6.0,36.5,45.4,15.1,3.0,0.0,82,"24,88",0,0,1001,1019
England,Premier L,,,8/21/2017,2300,2,Man City,4 (9),Everton,8 (11),52.815,1.893,2.28,47.185,2.119,1.699,57.492,1.739,1.303,23.494,4.256,6.15,19.014,5.259,11.1,1-0 (11.92); 2-0 (10.78); 1-1 ( 9.73); 0-0 ( 9.46); 2-1 ( 8.80);,114,1-1 (0-1),1,1,0,1,2020,1864,156,3.105,2.691,0.414,2.115,1.497,0.618,0.99,1.194,-0.204,52.88,52.88,47.12,47.12,21.5,27.1,24.5,14.9,7.8,44.0,35.9,14.9,3.5,1.7,82,35,0,0,1009,1017
England,Premier L,,,8/26/2017,1530,3,Bournemouth,17 (18),Man City,5 (4),46.193,2.165,2.92,53.807,1.858,1.442,18.909,5.288,11.95,22.21,4.502,6.6,58.881,1.698,1.273,1-1 (10.85); 0-1 (10.74); 1-2 ( 9.73); 0-2 ( 9.63); 1-3 ( 7.97);,136,1-2 (1-1),1,2,1,1,1687,2007,-320,3.038,3.099,-0.06,1.282,2.109,-0.827,1.756,0.99,0.767,56.41,53.125,43.59,46.875,38.5,38.9,13.9,7.3,0.7,16.4,27.9,25.0,20.5,8.0,13,"21,90",0,0,1063,1009
England,Premier L,,,8/26/2017,1800,3,Watford,4 (10),Brighton,19 (19),55.254,1.81,1.653,44.746,2.235,2.36,51.682,1.935,2.14,24.24,4.125,3.31,24.078,4.153,3.98,1-0 (14.99); 2-0 (10.76); 0-0 ( 9.95); 1-1 ( 9.69); 2-1 ( 6.95);,96,0-0 (0-0),0,0,0,0,1700,1613,87,2.641,2.0,0.641,1.09,0.0,1.09,1.551,2.0,-0.449,46.154,0.0,53.846,100.0,22.1,33.3,23.9,13.5,5.2,45.0,29.1,15.6,4.1,6.2,,,0,0,1025,1036
England,Premier L,,,8/26/2017,1800,3,Huddersfield,2 (9),Southampton,7 (12),55.128,1.814,1.719,44.872,2.229,2.25,40.547,2.466,3.84,25.436,3.931,3.41,34.017,2.94,2.15,1-0 (16.30); 1-1 (10.81); 0-0 (10.08); 1-2 ( 8.09); 0-1 ( 6.68);,31,0-0 (0-0),0,0,0,0,1546,1758,-212,2.0,2.552,-0.552,2.0,1.354,0.646,0.0,1.198,-1.198,0.0,47.917,100.0,52.083,25.9,41.9,16.1,12.9,3.2,38.9,25.8,19.3,9.6,6.4,,,0,0,1064,1004
England,Premier L,,,8/26/2017,1800,3,Newcastle,16 (16),West Ham,20 (20),55.221,1.811,1.917,44.779,2.233,2.0,45.291,2.208,2.4,25.829,3.872,3.39,28.88,3.463,3.24,1-0 (14.36); 1-1 (11.56); 0-0 ( 8.97); 2-0 ( 8.82); 0-1 ( 7.22);,222,3-0 (1-0),3,0,1,0,1661,1726,-65,2.792,2.688,0.105,1.117,1.266,-0.149,1.675,1.422,0.253,48.052,54.167,51.948,45.833,23.3,37.3,22.9,11.2,3.6,38.5,31.0,18.4,8.5,3.6,"36,72,86",,0,0,1016,1022
England,Premier L,,,8/26/2017,1800,3,Crystal Palace,18 (19),Swansea,15 (11),55.59,1.799,1.724,44.41,2.252,2.24,44.104,2.267,2.06,26.084,3.834,3.35,29.812,3.354,4.22,1-0 (13.95); 1-1 (11.59); 0-0 ( 9.36); 2-0 ( 8.41); 0-1 ( 7.78);,225,0-2 (0-1),0,2,0,1,1663,1722,-59,2.506,2.677,-0.171,1.097,1.219,-0.121,1.409,1.458,-0.049,46.104,51.042,53.896,48.958,24.7,36.8,22.2,11.5,3.1,37.9,31.5,18.2,8.4,4.0,,"44,48",0,0,1012,1034
England,Premier L,,,8/26/2017,2030,3,Man Utd,1 (2),Leicester,9 (13),42.92,2.33,2.34,57.08,1.752,1.666,68.334,1.463,1.312,18.439,5.423,5.8,13.227,7.56,11.6,2-0 (12.51); 2-1 (11.56); 1-0 ( 8.66); 1-1 ( 8.00); 3-0 ( 7.06);,190,2-0 (0-0),2,0,0,0,1996,1783,213,2.656,2.802,-0.145,1.682,1.44,0.243,0.974,1.362,-0.388,50.0,51.724,50.0,48.276,14.5,20.0,28.9,16.3,15.2,43.3,40.0,11.5,4.2,1.0,"70,82",,0,0,1020,1042
England,Premier L,,,8/27/2017,1630,3,Chelsea,12 (13),Everton,8 (10),39.341,2.542,2.06,60.659,1.649,1.862,65.302,1.531,1.526,20.906,4.783,4.35,13.792,7.25,7.4,2-1 (12.90); 1-1 (11.46); 2-0 (10.43); 1-0 ( 9.27); 3-1 ( 7.15);,59,2-0 (2-0),2,0,2,0,2088,1876,212,2.891,2.688,0.203,1.911,1.495,0.417,0.979,1.193,-0.214,53.646,53.125,46.354,46.875,8.6,27.1,30.5,16.9,16.9,34.2,42.3,18.6,3.3,1.6,"27,40",,0,0,1019,1017
England,Premier L,,,8/27/2017,1630,3,West Bromwich,3 (6),Stoke,14 (17),57.518,1.739,1.653,42.483,2.354,2.36,43.628,2.292,2.66,27.005,3.703,3.15,29.367,3.405,3.06,1-0 (14.02); 1-1 (12.07); 0-0 (10.16); 0-1 ( 8.75); 2-0 ( 7.56);,343,1-1 (0-0),1,1,0,0,1736,1744,-8,2.495,2.417,0.078,1.109,1.094,0.016,1.385,1.323,0.063,48.958,48.958,51.042,51.042,26.6,36.7,19.8,12.5,3.7,38.2,32.9,18.6,8.1,2.0,61,77,0,0,1006,1028
England,Premier L,,,8/27/2017,1900,3,Tottenham,10 (14),Burnley,13 (6),36.137,2.767,2.63,63.863,1.566,1.534,72.752,1.375,1.219,16.426,6.088,7.25,10.822,9.24,16.0,2-0 (13.24); 2-1 (11.64); 3-0 ( 9.09); 3-1 ( 8.00); 1-0 ( 7.02);,102,1-1 (0-0),1,1,0,0,2073,1709,364,2.865,2.321,0.544,1.755,0.897,0.858,1.109,1.423,-0.314,54.167,44.872,45.833,55.128,10.2,16.6,31.3,21.5,14.7,42.3,37.2,15.6,4.9,0.0,49,90,0,0,1001,1030
England,Premier L,,,8/27/2017,1900,3,Liverpool,6 (5),Arsenal,11 (16),46.229,2.163,2.61,53.771,1.86,1.543,49.261,2.03,2.16,24.366,4.104,3.69,26.373,3.792,3.5,2-0 ( 9.73); 1-0 ( 9.13); 2-1 ( 9.11); 1-1 ( 8.55); 2-2 ( 8.06);,109,4-0 (2-0),4,0,2,0,1957,1953,4,3.151,2.891,0.26,1.922,1.859,0.063,1.229,1.031,0.198,57.292,52.083,42.708,47.917,20.5,27.5,29.3,15.5,4.5,33.2,31.1,27.5,5.5,1.8,"17,40,57,77",,0,0,1002,1018
England,Premier L,,,9/9/2017,1530,4,Man City,4 (13),Liverpool,2 (10),48.053,2.081,2.62,51.948,1.925,1.537,51.025,1.96,1.892,24.353,4.106,3.98,24.622,4.061,4.15,2-0 (10.65); 2-1 (10.19); 1-0 ( 8.80); 1-1 ( 8.42); 2-2 ( 7.74);,75,5-0 (2-0),5,0,2,0,2015,1985,30,3.098,3.155,-0.057,2.109,1.933,0.176,0.99,1.223,-0.233,53.368,56.995,46.632,43.005,21.6,25.3,30.6,14.6,5.3,34.8,33.3,25.3,4.0,1.3,"24,45,53,77,90",,0,0,1009,1002
England,Premier L,,,9/9/2017,1800,4,Leicester,15 (6),Chelsea,6 (8),40.288,2.482,2.04,59.712,1.675,1.877,19.891,5.027,4.74,21.574,4.635,3.85,58.535,1.708,1.819,1-2 (10.92); 1-1 (10.52); 0-2 ( 9.05); 1-3 ( 8.89); 0-1 ( 8.72);,98,1-2 (0-1),1,2,0,1,1774,2096,-322,2.795,2.886,-0.091,1.427,1.912,-0.485,1.368,0.974,0.393,51.282,53.368,48.718,46.632,32.9,39.7,16.3,9.1,1.0,13.5,26.5,27.5,22.4,7.1,62,"41,50",0,0,1042,1019
England,Premier L,,,9/9/2017,1800,4,Southampton,8 (3),Watford,7 (7),54.103,1.848,1.877,45.897,2.179,2.04,47.9,2.088,1.666,25.369,3.942,3.97,26.731,3.741,5.94,1-0 (13.99); 1-1 (11.04); 0-0 ( 8.87); 2-0 ( 8.83); 0-1 ( 7.00);,276,0-2 (0-1),0,2,0,1,1751,1690,61,2.539,2.608,-0.069,1.347,1.076,0.271,1.192,1.532,-0.34,47.668,45.57,52.332,54.43,22.5,35.5,22.4,13.7,3.9,39.4,31.1,19.5,7.2,2.8,,"38,66",0,0,1004,1025
England,Premier L,,,9/9/2017,1800,4,Arsenal,16 (7),Bournemouth,18 (17),42.575,2.349,2.88,57.425,1.741,1.4,68.308,1.464,1.359,18.632,5.367,5.75,13.06,7.657,9.0,2-0 (14.31); 2-1 (12.95); 1-0 ( 9.87); 1-1 ( 8.94); 3-0 ( 7.26);,162,3-0 (2-0),3,0,2,0,1924,1678,246,2.896,3.038,-0.142,1.85,1.278,0.571,1.047,1.759,-0.713,51.813,56.962,48.187,43.038,10.2,23.4,33.9,17.2,11.1,42.2,38.2,12.3,6.7,0.6," 6,27,50",,0,0,1018,1063
England,Premier L,,,9/9/2017,1800,4,Brighton,17 (17),West Bromwich,5 (9),55.183,1.812,1.471,44.817,2.231,2.81,47.137,2.121,2.72,25.215,3.966,3.05,27.649,3.617,3.08,1-0 (14.50); 2-0 (10.96); 1-1 ( 9.86); 0-0 ( 9.31); 2-1 ( 7.45);,139,3-1 (1-0),3,1,1,0,1622,1730,-108,1.333,2.492,-1.159,0.0,1.109,-1.109,1.333,1.383,-0.05,0.0,49.223,100.0,50.777,22.6,35.2,26.6,10.7,2.8,41.2,28.0,18.7,9.3,2.8,"45,48,63",77,0,0,1036,1006
England,Premier L,,,9/9/2017,1800,4,Everton,12 (10),Tottenham,9 (6),39.507,2.531,1.819,60.494,1.653,2.11,25.802,3.876,4.05,22.532,4.438,3.6,51.667,1.935,2.02,0-1 ( 9.38); 1-1 ( 8.41); 2-1 ( 8.11); 0-2 ( 8.11); 1-2 ( 7.27);,98,0-3 (0-2),0,3,0,2,1867,2055,-188,2.684,2.86,-0.176,1.487,1.751,-0.264,1.197,1.109,0.088,52.85,54.404,47.15,45.596,31.8,28.5,27.5,10.2,2.0,15.5,29.5,25.5,20.4,5.1,,"28,42,46",0,0,1017,1001
England,Premier L,,,9/9/2017,2030,4,Stoke,11 (11),Man Utd,1 (4),47.302,2.114,1.98,52.698,1.898,1.943,20.629,4.847,6.88,22.866,4.373,4.25,56.505,1.77,1.561,0-1 (13.06); 1-1 (11.35); 0-2 ( 8.65); 0-3 ( 8.42); 1-2 ( 7.52);,188,2-2 (1-1),2,2,1,1,1749,2004,-255,2.415,2.653,-0.238,1.093,1.684,-0.591,1.321,0.969,0.352,49.223,49.741,50.777,50.259,39.7,34.5,15.9,7.9,1.5,15.8,32.9,21.8,21.2,6.3,"43,63","45,57",0,0,1028,1020
England,Premier L,,,9/10/2017,1630,4,Burnley,10 (16),Crystal Palace,19 (15),53.849,1.857,1.653,46.151,2.167,2.36,50.072,1.997,2.32,24.116,4.147,3.25,25.812,3.874,3.55,1-0 (13.74); 2-0 (11.93); 0-0 (10.62); 1-1 ( 7.45); 2-1 ( 6.47);,151,1-0 (1-0),1,0,1,0,1726,1629,97,2.316,2.503,-0.187,0.899,1.09,-0.192,1.418,1.413,0.005,45.57,45.806,54.43,54.194,23.5,30.4,26.4,13.2,4.6,45.2,24.5,18.5,7.2,4.6, 3,,0,0,1030,1012
England,Premier L,,,9/10/2017,1900,4,Swansea,13 (19),Newcastle,14 (16),53.902,1.855,1.704,46.098,2.169,2.28,47.441,2.108,2.36,25.44,3.931,3.26,27.12,3.687,3.46,1-0 (13.66); 1-1 (11.08); 2-0 ( 8.86); 0-0 ( 8.75); 2-1 ( 7.19);,283,0-1 (0-0),0,1,0,0,1755,1692,63,2.674,2.794,-0.12,1.223,1.129,0.094,1.451,1.665,-0.214,50.777,47.742,49.223,52.258,22.6,35.3,22.9,13.4,3.8,38.7,31.4,19.7,7.4,2.8,,76,0,0,1034,1016
England,Premier L,,,9/11/2017,2300,4,West Ham,20 (15),Huddersfield,3 (5),54.116,1.848,1.892,45.884,2.179,2.03,48.909,2.045,1.952,23.882,4.187,3.59,27.209,3.675,4.37,1-0 (18.97); 1-1 (11.28); 0-0 ( 9.61); 3-0 ( 9.48); 1-2 ( 9.42);,23,2-0 (0-0),2,0,0,0,1694,1552,142,2.689,1.333,1.356,1.259,1.333,-0.074,1.43,0.0,1.43,53.886,0.0,46.114,100.0,22.0,43.4,8.6,21.7,4.3,43.7,26.0,21.7,4.3,4.3,"72,77",,0,0,1022,1064
England,Premier L,,,9/15/2017,2300,5,Bournemouth,19 (18),Brighton,14 (14),54.11,1.848,1.819,45.89,2.179,2.11,45.43,2.201,2.2,25.111,3.982,3.33,29.459,3.395,3.77,1-0 (12.48); 0-0 (11.69); 2-0 ( 9.19); 1-1 ( 8.13); 0-1 ( 7.62);,140,2-1 (0-0),2,1,0,0,1669,1652,17,3.038,2.0,1.038,1.263,0.75,0.513,1.775,1.25,0.525,56.25,25.0,43.75,75.0,28.1,30.0,22.1,13.5,4.2,41.6,27.1,17.8,8.5,5.0,"67,73",55,0,0,1063,1036
England,Premier L,,,9/16/2017,1530,5,Crystal Palace,20 (19),Southampton,13 (11),53.782,1.859,1.694,46.218,2.164,2.29,46.584,2.147,2.89,25.061,3.99,3.26,28.355,3.527,2.72,1-0 (13.17); 2-0 (10.85); 0-0 ( 9.34); 1-1 ( 9.24); 2-1 ( 7.62);,121,0-1 (0-1),0,1,0,1,1619,1708,-89,2.494,2.536,-0.042,1.083,1.34,-0.257,1.41,1.196,0.214,45.513,47.423,54.487,52.577,23.4,33.0,27.2,10.7,4.1,39.9,28.0,19.8,9.0,3.3,, 6,0,0,1012,1004
England,Premier L,,,9/16/2017,1800,5,Watford,4 (16),Man City,2 (3),47.537,2.104,2.69,52.463,1.906,1.51,18.987,5.267,9.35,22.689,4.407,6.1,58.324,1.715,1.333,0-1 (12.72); 1-1 (11.54); 0-2 ( 9.32); 0-3 ( 8.56); 1-2 ( 8.46);,154,0-6 (0-3),0,6,0,3,1732,2040,-308,2.6,3.108,-0.508,1.088,2.124,-1.036,1.513,0.985,0.528,45.0,53.093,55.0,46.907,40.0,36.3,15.5,6.4,1.2,15.2,31.8,23.3,21.4,5.8,,"27,31,38,63,81,89",0,0,1025,1009
England,Premier L,,,9/16/2017,1800,5,West Bromwich,9 (6),West Ham,18 (20),56.801,1.761,1.606,43.199,2.315,2.46,45.355,2.205,2.34,26.286,3.804,3.27,28.359,3.526,3.49,1-0 (14.36); 1-1 (11.13); 0-0 (10.19); 2-0 ( 8.78); 0-1 ( 7.90);,273,0-0 (0-0),0,0,0,0,1699,1705,-6,2.5,2.686,-0.186,1.108,1.263,-0.155,1.392,1.423,-0.031,49.485,53.608,50.515,46.392,25.4,35.8,21.9,12.4,3.2,40.1,31.1,17.5,8.4,2.9,,,0,0,1006,1022
England,Premier L,,,9/16/2017,1800,5,Newcastle,10 (11),Stoke,12 (12),57.223,1.748,1.775,42.777,2.338,2.17,41.105,2.433,2.17,27.319,3.66,3.45,31.577,3.167,3.71,1-0 (13.27); 1-1 (13.01); 0-0 ( 9.67); 0-1 ( 9.48); 1-2 ( 7.07);,335,2-1 (1-0),2,1,1,0,1720,1757,-37,2.782,2.423,0.359,1.128,1.098,0.03,1.654,1.325,0.329,47.436,49.485,52.564,50.515,27.4,37.6,18.8,12.5,3.2,35.3,34.6,18.8,8.3,2.0,"19,68",57,0,0,1016,1028
England,Premier L,,,9/16/2017,1800,5,Huddersfield,6 (7),Leicester,17 (17),48.487,2.062,1.704,51.513,1.941,2.28,35.512,2.816,3.62,23.846,4.194,3.39,40.642,2.46,2.23,1-0 (14.29); 1-2 (12.40); 1-1 (10.60); 0-0 ( 7.22); 1-3 ( 7.05);,26,1-1 (0-0),1,1,0,0,1540,1765,-225,1.5,2.797,-1.297,1.0,1.424,-0.424,0.5,1.373,-0.873,0.0,51.695,100.0,48.305,23.3,46.1,15.3,11.5,3.8,31.0,23.0,26.9,15.3,3.8,46,50,0,0,1064,1042
