league,matches,current_ou_thr,current_ou_acc,current_ou_bacc,current_ou_pred_over_rate,best_ou_thr_bacc,best_ou_acc,best_ou_bacc,best_ou_pred_over_rate,ou_bacc_gain,current_btts_thr,current_btts_acc,current_btts_bacc,current_btts_yes_rate,best_btts_thr_bacc,best_btts_acc,best_btts_bacc,best_btts_yes_rate,btts_bacc_gain
Ligue 1,117,0.5,0.49572649572649574,0.4940093512565751,0.29914529914529914,0.52,0.5299145299145299,0.527469316189363,0.21367521367521367,0.03345996493278791,0.5,0.5384615384615384,0.5105820105820106,0.13675213675213677,0.51,0.5555555555555556,0.5251322751322751,0.10256410256410256,0.014550264550264536
