fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,next_round_only,next_round_span_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_next_round,upcoming_rows_after_filters,mu_home,mu_away,mu_home_raw,mu_away_raw,mu_goal_multiplier,poisson_v2_enabled,poisson_v2_disp_alpha,poisson_v2_dep_strength,poisson_v2_dc_rho,mu_total,elo_hfa_used,p_over25,p_under25,p_over_2_5,p_under_2_5,pred_ou25,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,pred_btts,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,quality_status,quality_critical,quality_issue_count,quality_flags,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2026-02-22T14:00:00,2026-02-22,Premier League,England,2025-2026,Crystal Palace,Wolves,no_lgavg,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,4,4,4,4,4,4,4,4,4,1.7168686389923096,0.6192691326141357,1.7168686389923096,0.6192691326141357,1.0,1,0.06,0.08,-0.04,2.3361377716064453,65.0,0.4085844618411132,0.5914155381588868,0.4085844618411132,0.5914155381588868,OU25_OVER,1.83,1.87,1.83,1.87,-0.2522904348307628,0.1059470563571183,0.3753208145833068,0.6246791854166932,BTTS_YES,,,,,BAD,1,2,elo_evidence_low;odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,1.6320905278763702,11.361623739646197,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,1,0,
2026-02-22T14:00:00,2026-02-22,Premier League,England,2025-2026,Nottingham Forest,Liverpool,no_lgavg,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,4,4,4,4,4,4,4,4,4,0.723483681678772,2.0516068935394287,0.723483681678772,2.0516068935394287,1.0,1,0.06,0.08,-0.04,2.7750905752182007,65.0,0.5122683944860403,0.4877316055139596,0.5122683944860403,0.4877316055139596,OU25_OVER,1.66,2.1,1.66,2.1,-0.1496344651531731,0.0242363715793152,0.4412357253501885,0.5587642746498114,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.79578057258722,11.13497936589831,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,0,1,
2026-02-22T14:00:00,2026-02-22,Premier League,England,2025-2026,Sunderland,Fulham,no_lgavg,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,4,4,4,4,4,4,4,4,4,1.0552603006362915,1.338192582130432,1.0552603006362915,1.338192582130432,1.0,1,0.06,0.08,-0.04,2.393452882766724,65.0,0.4222702297006305,0.5777297702993696,0.4222702297006305,0.5777297702993696,OU25_OVER,2.05,1.68,2.05,1.68,-0.1343460291137075,-0.0294139858970591,0.4754181969477347,0.5245818030522653,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,11.268469012625406,11.860902486292842,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,1,3,
2026-02-22T16:30:00,2026-02-22,Premier League,England,2025-2026,Tottenham,Arsenal,no_lgavg,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,4,4,4,4,4,4,4,4,4,0.716583788394928,1.217395544052124,0.716583788394928,1.217395544052124,1.0,1,0.06,0.08,-0.04,1.933979332447052,65.0,0.3068383508666126,0.6931616491333874,0.3068383508666126,0.6931616491333874,OU25_UNDER,1.75,1.98,1.75,1.98,-0.4630328859834278,0.372460065284107,0.3614386494810685,0.6385613505189315,BTTS_YES,,,,,BAD,1,2,elo_evidence_low;odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,4.253849710967675,12.5517155916886,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,1,4,
2026-02-23T20:00:00,2026-02-23,Premier League,England,2025-2026,Everton,Manchester United,no_lgavg,2026-02-22T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,1,1,1,1,1,1,1,1,1,0.6379724144935608,1.3363580703735352,0.6379724144935608,1.3363580703735352,1.0,1,0.06,0.08,-0.04,1.974330484867096,65.0,0.3171479380423866,0.6828520619576133,0.3171479380423866,0.6828520619576133,OU25_UNDER,1.66,2.1,1.66,2.1,-0.4735344228496382,0.4339893301109878,0.3481264718995508,0.6518735281004492,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,9.708092404758087,10.22665622375781,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-23,2026-02-23,2026-02-23,0,1,
2026-02-27T20:00:00,2026-02-27,Premier League,England,2025-2026,Wolves,Aston Villa,no_lgavg,2026-02-26T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,1,1,1,1,1,1,1,1,1,0.7718675136566162,1.704100251197815,0.7718675136566162,1.704100251197815,1.0,1,0.06,0.08,-0.04,2.475967764854431,65.0,0.4426437377123088,0.5573562622876911,0.4426437377123088,0.5573562622876911,OU25_OVER,1.75,1.95,1.75,1.95,-0.2253734590034595,0.0868447114609975,0.4344381756679874,0.5655618243320126,BTTS_YES,,,,,BAD,1,2,elo_evidence_low;odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.97319983289252,4.732328851877671,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-27,2026-02-27,2026-02-27,2,0,
2026-02-28T12:30:00,2026-02-28,Premier League,England,2025-2026,Bournemouth,Sunderland,no_lgavg,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.647092342376709,0.8135819435119629,1.647092342376709,0.8135819435119629,1.0,1,0.06,0.08,-0.04,2.460674285888672,65.0,0.4389065047188811,0.5610934952811188,0.4389065047188811,0.5610934952811188,OU25_OVER,1.75,2.05,1.75,2.05,-0.2319136167419579,0.1502416653262934,0.4439001096297638,0.5560998903702361,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,11.450533718314368,11.58817786990797,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,1,1,
2026-02-28T15:00:00,2026-02-28,Premier League,England,2025-2026,Newcastle,Everton,no_lgavg,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.3358404636383057,0.7265233397483826,1.3358404636383057,0.7265233397483826,1.0,1,0.06,0.08,-0.04,2.062363803386688,65.0,0.3396117193435574,0.6603882806564425,0.3396117193435574,0.6603882806564425,OU25_UNDER,1.75,2.05,1.75,2.05,-0.4056794911487744,0.3537959753457069,0.3800549772073588,0.6199450227926411,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,12.406225779758543,12.23038667596501,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,2,3,
2026-02-28T15:00:00,2026-02-28,Premier League,England,2025-2026,Liverpool,West Ham,no_lgavg,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,2.265613317489624,0.6064068675041199,2.265613317489624,0.6064068675041199,1.0,1,0.06,0.08,-0.04,2.872020184993744,65.0,0.5334794872293609,0.4665205127706391,0.5334794872293609,0.4665205127706391,OU25_OVER,1.44,2.75,1.44,2.75,-0.2317895383897203,0.2829314101192575,0.4008853887570424,0.5991146112429576,BTTS_YES,,,,,WARN,0,1,odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.49836366054405,10.829892660819382,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,5,2,
2026-02-28T15:00:00,2026-02-28,Premier League,England,2025-2026,Burnley,Brentford,no_lgavg,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,0.7677851915359497,1.183664083480835,0.7677851915359497,1.183664083480835,1.0,1,0.06,0.08,-0.04,1.951449275016785,65.0,0.3112737248735616,0.6887262751264384,0.3112737248735616,0.6887262751264384,OU25_UNDER,1.8,2.0,1.8,2.0,-0.439707295227589,0.3774525502528767,0.3729414479028631,0.6270585520971369,BTTS_YES,,,,,BAD,1,2,elo_evidence_low;odds_btts_missing,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,12.04270408988996,5.529502996677567,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,3,4,
