date,home,away,market,outcome,prob,odds,edge,EV
2025-12-12 19:45:00,Angers,Nantes,TG Interval,0-3,0.9025691038102508,3.0,0.5692357704769175,1.7077073114307524
2025-12-07 16:15:00,Auxerre,Metz,TG Interval,0-3,0.7785236513914213,3.0,0.445190318058088,1.3355709541742637
2025-12-07 14:00:00,Nice,Angers,TG Interval,0-3,0.776637443321297,3.0,0.4433041099879637,1.329912329963891
2025-12-07 16:15:00,Le Havre,Paris FC,TG Interval,0-3,0.7462224469135976,3.0,0.4128891135802643,1.2386673407407929
2025-12-06 16:00:00,Nantes,Lens,TG Interval,0-3,0.7234837053057765,3.0,0.39015037197244323,1.1704511159173299
2025-12-12 19:45:00,Angers,Nantes,TG Interval,1-3,0.6722983061865375,3.0,0.3389649728532042,1.0168949185596126
2025-12-06 18:00:00,Toulouse,Strasbourg,TG Interval,0-3,0.6603015510405016,3.0,0.3269682177071683,0.9809046531215047
2025-12-07 16:15:00,Auxerre,Metz,TG Interval,1-3,0.6489754924487162,3.0,0.3156421591153829,0.9469264773461488
2025-12-07 14:00:00,Nice,Angers,TG Interval,1-3,0.6452383370977035,3.0,0.3119050037643702,0.9357150112931105
2025-12-07 19:45:00,Lorient,Lyon,TG Interval,2-5,0.6396608067309537,3.0,0.3063274733976204,0.9189824201928611
2025-12-06 20:05:00,Paris SG,Rennes,TG Interval,2-5,0.6356559278076809,3.0,0.30232259447434756,0.9069677834230427
2025-12-06 18:00:00,Toulouse,Strasbourg,TG Interval,2-5,0.63327482657237,3.0,0.2999414932390367,0.89982447971711
2025-12-07 16:15:00,Le Havre,Paris FC,TG Interval,1-3,0.63244708104256,3.0,0.29911374770922666,0.8973412431276799
2025-12-06 16:00:00,Nantes,Lens,TG Interval,1-3,0.6191315578701981,3.0,0.2857982245368648,0.8573946736105944
2025-12-06 16:00:00,Nantes,Lens,TG Interval,2-5,0.6152858482396899,3.0,0.2819525149063566,0.8458575447190697
2025-12-07 16:15:00,Le Havre,Paris FC,TG Interval,2-5,0.6050255083201671,3.0,0.2716921749868338,0.8150765249605012
2025-12-07 16:15:00,Auxerre,Metz,TG Interval,2-5,0.5855830915871667,3.0,0.2522497582538334,0.7567492747615001
2025-12-07 14:00:00,Nice,Angers,TG Interval,2-5,0.5819882359935973,3.0,0.24865490266026397,0.7459647079807918
