league,matches,current_ou_thr,current_ou_acc,current_ou_bacc,current_ou_pred_over_rate,best_ou_thr_bacc,best_ou_acc,best_ou_bacc,best_ou_pred_over_rate,ou_bacc_gain,current_btts_thr,current_btts_acc,current_btts_bacc,current_btts_yes_rate,best_btts_thr_bacc,best_btts_acc,best_btts_bacc,best_btts_yes_rate,btts_bacc_gain
La Liga,148,0.5,0.5405405405405406,0.5553113553113553,0.22972972972972974,0.46,0.5608108108108109,0.5716117216117216,0.30405405405405406,0.016300366300366242,0.5,0.4797297297297297,0.5062373876352962,0.10810810810810811,0.13,0.5608108108108109,0.5299027701339204,0.9594594594594594,0.023665382498624155
