Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Higher
2025-08-29 21:45:00,Lens,Brest,1X2 H,62.6%,2.00,29.3%,0.25,OU 2.5 Under,62.9%,1.90,12.9%,0.19,OU (62.9%)
2025-08-30 20:00:00,Nantes,Auxerre,1X2 H,62.1%,2.00,28.8%,0.24,OU 2.5 Over,97.5%,1.90,47.5%,0.85,OU (97.5%)
2025-08-30 22:05:00,Toulouse,Paris SG,1X2 A,81.5%,2.00,48.2%,0.63,OU 2.5 Under,62.9%,1.90,12.9%,0.19,1X2 (81.5%)
2025-08-31 16:00:00,Angers,Rennes,1X2 H,46.7%,2.00,13.4%,-0.07,OU 2.5 Over,64.7%,1.90,14.7%,0.23,OU (64.7%)
2025-08-31 18:15:00,Le Havre,Nice,1X2 H,72.5%,2.00,39.1%,0.45,OU 2.5 Over,64.7%,1.90,14.7%,0.23,1X2 (72.5%)
2025-08-31 18:15:00,Monaco,Strasbourg,1X2 H,77.7%,2.00,44.4%,0.55,OU 2.5 Under,50.0%,1.90,0.0%,-0.05,1X2 (77.7%)
2025-08-31 21:45:00,Lyon,Marseille,1X2 H,62.1%,2.00,28.8%,0.24,OU 2.5 Over,97.5%,1.90,47.5%,0.85,OU (97.5%)
