Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Higher
2025-08-29 21:45:00,Lens,Brest,1X2 H,98.3%,2.00,64.9%,0.97,OU 2.5 Over,100.0%,1.90,50.0%,0.90,OU (100.0%)
2025-08-30 20:00:00,Nantes,Auxerre,1X2 H,83.9%,2.00,50.6%,0.68,OU 2.5 Over,90.0%,1.90,40.0%,0.71,OU (90.0%)
2025-08-30 22:05:00,Toulouse,Paris SG,1X2 A,62.6%,2.00,29.3%,0.25,OU 2.5 Under,100.0%,1.90,50.0%,0.90,OU (100.0%)
2025-08-31 16:00:00,Angers,Rennes,1X2 H,80.1%,2.00,46.8%,0.60,OU 2.5 Under,96.4%,1.90,46.4%,0.83,OU (96.4%)
2025-08-31 18:15:00,Le Havre,Nice,1X2 H,81.8%,2.00,48.5%,0.64,OU 2.5 Over,100.0%,1.90,50.0%,0.90,OU (100.0%)
2025-08-31 18:15:00,Monaco,Strasbourg,1X2 H,88.9%,2.00,55.6%,0.78,OU 2.5 Over,90.0%,1.90,40.0%,0.71,OU (90.0%)
2025-08-31 21:45:00,Lyon,Marseille,1X2 D,63.7%,2.00,30.4%,0.27,OU 2.5 Under,75.0%,1.90,25.0%,0.42,OU (75.0%)
