Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Higher
2025-08-30 16:30:00,Hoffenheim,Ein Frankfurt,1X2 D,50.0%,2.00,16.7%,0.00,OU 2.5 Over,76.7%,1.90,26.7%,0.46,OU (76.7%)
2025-08-30 16:30:00,RB Leipzig,Heidenheim,1X2 H,59.0%,2.00,25.6%,0.18,OU 2.5 Over,57.6%,1.90,7.6%,0.09,1X2 (59.0%)
2025-08-30 16:30:00,Stuttgart,M'gladbach,1X2 H,73.1%,2.00,39.7%,0.46,OU 2.5 Over,77.2%,1.90,27.2%,0.47,OU (77.2%)
2025-08-30 16:30:00,Werder Bremen,Leverkusen,1X2 H,63.0%,2.00,29.6%,0.26,OU 2.5 Over,100.0%,1.90,50.0%,0.90,OU (100.0%)
2025-08-30 19:30:00,Augsburg,Bayern Munich,1X2 H,71.6%,2.00,38.2%,0.43,OU 2.5 Under,50.0%,1.90,0.0%,-0.05,1X2 (71.6%)
2025-08-31 16:30:00,Wolfsburg,Mainz,1X2 A,56.1%,2.00,22.7%,0.12,OU 2.5 Under,88.1%,1.90,38.1%,0.67,OU (88.1%)
2025-08-31 18:30:00,Dortmund,Union Berlin,1X2 A,50.6%,2.00,17.3%,0.01,OU 2.5 Over,92.9%,1.90,42.9%,0.76,OU (92.9%)
2025-08-31 20:30:00,FC Koln,Freiburg,1X2 H,57.2%,2.00,23.9%,0.14,OU 2.5 Over,92.9%,1.90,42.9%,0.76,OU (92.9%)
