league,kickoff_utc,home,away,dc_home,dc_draw,dc_away,dc_over25,dc_under25,H5_gpg,H5_gapg,H5_shots_pg,H5_sot_pg,H5_conv,H5_sot_conv,H5_shots_allowed_pg,H5_concession_rate,H5_corners_pg,H5_corners_allowed_pg,H5_xg_pg,H5_xga_pg,H5_xgdiff_pg,H10_gpg,H10_gapg,H10_shots_pg,H10_sot_pg,H10_conv,H10_sot_conv,H10_shots_allowed_pg,H10_concession_rate,H10_corners_pg,H10_corners_allowed_pg,H10_xg_pg,H10_xga_pg,H10_xgdiff_pg,A5_gpg,A5_gapg,A5_shots_pg,A5_sot_pg,A5_conv,A5_sot_conv,A5_shots_allowed_pg,A5_concession_rate,A5_corners_pg,A5_corners_allowed_pg,A5_xg_pg,A5_xga_pg,A5_xgdiff_pg,A10_gpg,A10_gapg,A10_shots_pg,A10_sot_pg,A10_conv,A10_sot_conv,A10_shots_allowed_pg,A10_concession_rate,A10_corners_pg,A10_corners_allowed_pg,A10_xg_pg,A10_xga_pg,A10_xgdiff_pg,H_elo_low_gd,H_elo_mid_gd,H_elo_high_gd,A_elo_low_gd,A_elo_mid_gd,A_elo_high_gd
E0,2025-08-22T13:00:00Z,West Ham,Chelsea,,,,,,1.0,2.0,9.2,3.0,0.10869565217391304,0.3333333333333333,20.2,0.09900990099009901,5.4,5.2,1.0206667999999999,2.120776,-1.1001092000000003,1.1,1.5,9.5,3.0,0.11578947368421053,0.36666666666666664,17.3,0.08670520231213873,4.5,5.3,1.0141467,1.6647881999999998,-0.6506414999999999,1.4,1.4,19.4,5.6,0.07216494845360824,0.25,7.2,0.19444444444444445,5.4,1.4,1.9248682,0.69965864,1.22520956,1.2,0.9,14.8,4.5,0.08108108108108109,0.26666666666666666,7.7,0.11688311688311688,5.6,3.0,1.4047322000000002,0.63464312,0.7700890800000002,-0.05,,,0.9,,
