case,matches,side_rmse,side_rmse_delta_vs_v1,side_poisson_nll,side_poisson_nll_delta_vs_v1,side_brier,side_brier_delta_vs_v1,side_logloss,side_logloss_delta_vs_v1
v1,3251,0.9936899948752674,0.0,0.7900743312307149,0.0,0.1641420526231809,0.0,0.5015292445172153,0.0
v2_cal,3251,0.9770266436017999,-0.01666335127346752,0.7734321695422246,-0.01664216168849031,0.1590820707484573,-0.005059981874723618,0.4895181982452962,-0.012011046271919068
v2_cal_shrink,3251,1.024977115353481,0.03128712047821358,0.822322965440104,0.03224863420938906,0.17100450633873357,0.006862453715552663,0.51848853293272,0.01695928841550476
v2_raw,3251,0.9770952407395147,-0.01659475413575273,0.7736970475037632,-0.016377283726951686,0.1592037710291402,-0.004938281594040694,0.4897273711889252,-0.01180187332829008
v2_raw_no_elo,3251,0.9789391160336044,-0.01475087884166304,0.7767146875886964,-0.01335964364201847,0.16020030946567687,-0.003941743157504035,0.49224457798369003,-0.009284666533525221
v2_shrink,3251,1.0246378685450614,0.030947873669794013,0.8221199716245166,0.032045640393801644,0.17098543861419643,0.006843385991015527,0.5183798162882568,0.016850571771041545
