date,home,away,market,outcome,prob,odds,edge,EV
2025-12-06 17:30:00,Leeds,Liverpool,TG Interval,0-3,0.4724118574546,3.0,0.1390785241212667,0.41723557236380016
2025-12-06 15:00:00,Bournemouth,Chelsea,OU 1.5,Over,0.7456163171924585,1.9,0.24561631719245847,0.41667100266567103
2025-12-07 14:00:00,Brighton,West Ham,OU 1.5,Over,0.7421583520634668,1.9,0.2421583520634668,0.41010086892058695
2025-12-07 16:30:00,Fulham,Crystal Palace,OU 1.5,Over,0.7213745378614326,1.9,0.22137453786143257,0.3706116219367219
2025-12-07 16:30:00,Fulham,Crystal Palace,TG Interval,3-6,0.4560794288863518,3.0,0.12274609555301846,0.36823828665905545
2025-12-06 15:00:00,Man City,Sunderland,OU 3.5,Under,0.7187092408644103,1.9,0.21870924086441035,0.3655475576423797
2025-12-08 20:00:00,Wolves,Man United,OU 1.5,Over,0.7147691431249102,1.9,0.21476914312491024,0.35806137193732934
2025-12-08 20:00:00,Wolves,Man United,TG Interval,3-6,0.44994230592347756,3.0,0.11660897259014424,0.34982691777043273
2025-12-08 20:00:00,Wolves,Man United,OU 3.5,Under,0.6948538555818674,1.9,0.1948538555818674,0.3202223256055481
2025-12-06 15:00:00,Man City,Sunderland,OU 1.5,Over,0.6903940379932062,1.9,0.1903940379932062,0.3117486721870917
2025-12-07 16:30:00,Fulham,Crystal Palace,OU 3.5,Under,0.6874481473138341,1.9,0.18744814731383408,0.3061514798962848
2025-12-06 17:30:00,Leeds,Liverpool,TG Interval,1-3,0.43340343339897736,3.0,0.10007010006564404,0.30021030019693207
2025-12-06 15:00:00,Man City,Sunderland,TG Interval,3-6,0.42712415980916885,3.0,0.09379082647583553,0.28137247942750654
2025-12-06 15:00:00,Tottenham,Brentford,OU 1.5,Over,0.6613702984517528,1.9,0.16137029845175277,0.2566035670583302
2025-12-07 14:00:00,Brighton,West Ham,OU 3.5,Under,0.659968413010317,1.9,0.15996841301031695,0.2539399847196022
2025-12-06 15:00:00,Bournemouth,Chelsea,OU 3.5,Under,0.6563347039093181,1.9,0.15633470390931814,0.24703593742770447
2025-12-06 15:00:00,Everton,Nott'm Forest,OU 1.5,Over,0.6529245908021561,1.9,0.15292459080215615,0.24055672252409654
2025-12-06 15:00:00,Tottenham,Brentford,TG Interval,3-6,0.400483550953115,3.0,0.06715021761978168,0.20145065285934494
2025-12-06 15:00:00,Newcastle,Burnley,OU 3.5,Under,0.6095151541456401,1.9,0.10951515414564006,0.158078792876716
2025-12-06 17:30:00,Leeds,Liverpool,OU 2.5,Over,0.6607925501657057,1.67,0.0923170979693233,0.10352355877672847
