league,matches,current_ou_thr,current_ou_acc,current_ou_bacc,current_ou_yes_rate,best_ou_thr_bacc,best_ou_acc,best_ou_bacc,best_ou_yes_rate,ou_bacc_gain,current_btts_thr,current_btts_acc,current_btts_bacc,current_btts_yes_rate,best_btts_thr_bacc,best_btts_acc,best_btts_bacc,best_btts_yes_rate,btts_bacc_gain
2. Bundesliga,115,0.5,0.4260869565217391,0.48185231539424284,0.19130434782608696,0.33,0.4956521739130435,0.4881101376720901,0.5391304347826087,0.006257822277847269,0.5,0.41739130434782606,0.5015873015873016,0.11304347826086956,0.29,0.5391304347826087,0.5142857142857142,0.6173913043478261,0.012698412698412653
Süper Lig,116,0.5,0.4396551724137931,0.4543010752688172,0.28448275862068967,0.41,0.5,0.501194743130227,0.4827586206896552,0.04689366786140986,0.5,0.4482758620689655,0.514093137254902,0.1206896551724138,0.32,0.5,0.47549019607843135,0.6379310344827587,-0.03860294117647067
