league,matches,current_ou_thr,current_ou_acc,current_ou_bacc,current_ou_pred_over_rate,best_ou_thr_bacc,best_ou_acc,best_ou_bacc,best_ou_pred_over_rate,ou_bacc_gain,current_btts_thr,current_btts_acc,current_btts_bacc,current_btts_yes_rate,best_btts_thr_bacc,best_btts_acc,best_btts_bacc,best_btts_yes_rate,btts_bacc_gain
Liga I,111,0.5,0.4954954954954955,0.48684210526315785,0.18018018018018017,0.16,0.5045045045045045,0.5155945419103314,0.9099099099099099,0.02875243664717353,0.5,0.5405405405405406,0.5058823529411764,0.07207207207207207,0.42,0.5585585585585585,0.532843137254902,0.18018018018018017,0.026960784313725505
