Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Pick_TG,Prob_TG,Odds_TG,Edge_TG,EV_TG,Higher
2025-08-29 21:45:00,Lens,Brest,1X2 H,59.3%,2.00,26.0%,0.19,OU 2.5 Under,71.2%,1.90,21.2%,0.35,TG 0-3,81.7%,3.00,48.4%,1.45,OU (71.2%)
2025-08-30 20:00:00,Nantes,Auxerre,1X2 H,78.8%,2.00,45.5%,0.58,OU 2.5 Over,86.7%,1.90,36.7%,0.65,TG 2-5,71.5%,3.00,38.2%,1.15,OU (86.7%)
2025-08-30 22:05:00,Toulouse,Paris SG,1X2 A,47.8%,2.00,14.4%,-0.04,OU 2.5 Under,68.2%,1.90,18.2%,0.30,TG 0-3,77.9%,3.00,44.6%,1.34,OU (68.2%)
2025-08-31 16:00:00,Angers,Rennes,1X2 A,34.4%,2.00,1.0%,-0.31,OU 2.5 Over,71.8%,1.90,21.8%,0.36,TG 2-5,71.6%,3.00,38.3%,1.15,OU (71.8%)
2025-08-31 18:15:00,Le Havre,Nice,1X2 H,72.9%,2.00,39.6%,0.46,OU 2.5 Under,50.0%,1.90,0.0%,-0.05,TG 2-5,70.3%,3.00,37.0%,1.11,1X2 (72.9%)
2025-08-31 18:15:00,Monaco,Strasbourg,1X2 H,73.0%,2.00,39.7%,0.46,OU 2.5 Under,71.2%,1.90,21.2%,0.35,TG 0-3,81.3%,3.00,48.0%,1.44,1X2 (73.0%)
2025-08-31 21:45:00,Lyon,Marseille,1X2 H,72.2%,2.00,38.9%,0.44,OU 2.5 Over,86.7%,1.90,36.7%,0.65,TG 2-5,70.9%,3.00,37.6%,1.13,OU (86.7%)
