league,out,ok,seconds,returncode,stdout_tail,stderr_tail
Serie B,reports/backtest_serieb_fullseason.csv,True,6468.0,0,,"g backtest for 2026-03-01...
2026-03-08 01:08:13,078 [INFO] [76/77] Running backtest for 2026-03-03...
2026-03-08 01:09:38,557 [INFO] [77/77] Running backtest for 2026-03-04...
2026-03-08 01:11:07,267 [INFO] Aggregating results...
C:\BOTS\AIFootballPredictions\scripts\run_backtest.py:229: FutureWarning: The behavior of DataFrame concatenation with empty or all-NA entries is deprecated. In a future version, this will no longer exclude empty or all-NA columns when determining the result dtypes. To retain the old behavior, exclude the relevant entries before the concat operation.
  full_preds = pd.concat(all_preds, ignore_index=True)
2026-03-08 01:11:09,493 [INFO] Backtest complete. Saved to reports/backtest_serieb_fullseason.csv
2026-03-08 01:11:09,519 [INFO] Matches with known results: 256
"
Serie A,reports/backtest_serie_a_fullseason.csv,True,7784.4,0,," backtest for 2026-03-01...
2026-03-08 01:30:31,957 [INFO] [94/95] Running backtest for 2026-03-02...
2026-03-08 01:31:50,158 [INFO] [95/95] Running backtest for 2026-03-06...
2026-03-08 01:33:06,252 [INFO] Aggregating results...
C:\BOTS\AIFootballPredictions\scripts\run_backtest.py:229: FutureWarning: The behavior of DataFrame concatenation with empty or all-NA entries is deprecated. In a future version, this will no longer exclude empty or all-NA columns when determining the result dtypes. To retain the old behavior, exclude the relevant entries before the concat operation.
  full_preds = pd.concat(all_preds, ignore_index=True)
2026-03-08 01:33:06,850 [INFO] Backtest complete. Saved to reports/backtest_serie_a_fullseason.csv
2026-03-08 01:33:06,877 [INFO] Matches with known results: 247
"
La Liga,reports/backtest_laliga_fullseason.csv,True,8207.2,0,,"cktest for 2026-03-02...
2026-03-08 01:38:04,210 [INFO] [104/105] Running backtest for 2026-03-04...
2026-03-08 01:39:09,802 [INFO] [105/105] Running backtest for 2026-03-06...
2026-03-08 01:40:09,812 [INFO] Aggregating results...
C:\BOTS\AIFootballPredictions\scripts\run_backtest.py:229: FutureWarning: The behavior of DataFrame concatenation with empty or all-NA entries is deprecated. In a future version, this will no longer exclude empty or all-NA columns when determining the result dtypes. To retain the old behavior, exclude the relevant entries before the concat operation.
  full_preds = pd.concat(all_preds, ignore_index=True)
2026-03-08 01:40:10,227 [INFO] Backtest complete. Saved to reports/backtest_laliga_fullseason.csv
2026-03-08 01:40:10,245 [INFO] Matches with known results: 236
"
