Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Higher
2025-08-29 21:45:00,Lens,Brest,1X2 H,59.7%,2.00,26.4%,0.19,OU 2.5 Under,60.3%,1.90,10.3%,0.15,OU (60.3%)
2025-08-30 20:00:00,Nantes,Auxerre,1X2 H,59.3%,2.00,25.9%,0.19,OU 2.5 Over,88.0%,1.90,38.0%,0.67,OU (88.0%)
2025-08-30 22:05:00,Toulouse,Paris SG,1X2 A,76.7%,2.00,43.3%,0.53,OU 2.5 Under,60.3%,1.90,10.3%,0.15,1X2 (76.7%)
2025-08-31 16:00:00,Angers,Rennes,1X2 H,45.3%,2.00,12.0%,-0.09,OU 2.5 Over,61.8%,1.90,11.8%,0.17,OU (61.8%)
2025-08-31 18:15:00,Le Havre,Nice,1X2 H,68.5%,2.00,35.2%,0.37,OU 2.5 Over,61.8%,1.90,11.8%,0.17,1X2 (68.5%)
2025-08-31 18:15:00,Monaco,Strasbourg,1X2 H,73.3%,2.00,39.9%,0.47,OU 2.5 Under,50.0%,1.90,0.0%,-0.05,1X2 (73.3%)
2025-08-31 21:45:00,Lyon,Marseille,1X2 H,59.3%,2.00,25.9%,0.19,OU 2.5 Over,88.0%,1.90,38.0%,0.67,OU (88.0%)
