Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,HST,AC,AST,MaxCH,AY,HY
2025-03-09,SP1,Sociedad,Sevilla,0,1,A,0,0,2024/2025,0,40.0,60.0,42.11,52.63,7,9,12,14,3.36,6,2,3,4,2.56,1,2
2025-03-30,SP1,Betis,Sevilla,2,1,H,2,1,2024/2025,1,40.0,80.0,57.89,52.63,11,6,22,10,5.7,2,3,2,2,1.83,4,4
2025-04-11,SP1,Valencia,Sevilla,1,0,H,1,0,2024/2025,0,40.0,40.0,47.37,52.63,8,12,18,10,3.5,3,6,3,5,2.5,2,3
2025-04-24,SP1,Osasuna,Sevilla,1,0,H,1,0,2024/2025,0,20.0,60.0,57.89,52.63,9,12,13,14,3.68,4,2,4,3,2.36,2,4
2025-05-10,SP1,Celta,Sevilla,3,2,H,1,1,2024/2025,1,40.0,60.0,57.89,52.63,8,19,16,11,4.41,3,4,6,10,1.95,2,0
2025-05-25,SP1,Villarreal,Sevilla,4,2,H,3,1,2024/2025,1,60.0,80.0,73.68,52.63,12,17,14,8,4.45,3,7,5,6,1.8,1,0
2025-08-17,SP1,Ath Bilbao,Sevilla,3,2,H,2,0,2025/2026,1,100.0,100.0,50.0,50.0,14,12,12,8,6.6,10,3,1,6,1.59,2,0
2025-08-30,SP1,Girona,Sevilla,0,2,A,0,1,2025/2026,0,50.0,50.0,50.0,50.0,20,13,14,5,3.1,11,5,3,4,2.5,2,0
2023-08-25,SP1,Las Palmas,Sociedad,0,0,D,0,0,2023/2024,0,0.0,0.0,31.58,47.37,11,8,29,7,2.0,5,5,7,1,4.75,4,1
2023-09-17,SP1,Real Madrid,Sociedad,2,1,H,0,1,2023/2024,1,50.0,100.0,57.89,47.37,17,15,14,11,5.4,4,8,3,5,1.78,2,3
2023-09-27,SP1,Valencia,Sociedad,0,1,A,0,1,2023/2024,0,33.33,50.0,36.84,47.37,9,2,17,14,3.32,0,2,2,1,2.63,7,4
2023-10-08,SP1,Ath Madrid,Sociedad,2,1,H,1,0,2023/2024,1,50.0,100.0,78.95,47.37,14,13,12,9,4.8,1,5,4,4,2.1,3,3
2023-10-29,SP1,Vallecano,Sociedad,2,2,D,1,1,2023/2024,1,60.0,60.0,36.84,47.37,16,15,16,17,2.44,4,7,5,3,3.65,2,3
2023-11-11,SP1,Almeria,Sociedad,1,3,A,0,0,2023/2024,1,80.0,100.0,68.42,47.37,7,18,19,18,1.87,5,2,5,6,4.8,2,2
2023-12-02,SP1,Osasuna,Sociedad,1,1,D,1,1,2023/2024,0,60.0,20.0,26.32,47.37,9,17,10,12,2.22,1,3,8,5,4.16,3,3
2023-12-09,SP1,Villarreal,Sociedad,0,3,A,0,3,2023/2024,1,80.0,80.0,73.68,47.37,20,16,22,10,2.31,5,4,3,5,3.53,1,2
2023-12-21,SP1,Cadiz,Sociedad,0,0,D,0,0,2023/2024,0,60.0,40.0,26.32,47.37,10,8,15,16,1.83,7,2,5,1,6.62,1,3
2024-01-13,SP1,Ath Bilbao,Sociedad,2,1,H,2,0,2023/2024,1,60.0,60.0,57.89,47.37,10,9,21,16,4.2,5,3,5,1,2.17,4,1
2024-01-20,SP1,Celta,Sociedad,0,1,A,0,1,2023/2024,0,40.0,20.0,42.11,47.37,6,6,18,12,3.4,6,2,3,2,3.07,2,1
2024-02-03,SP1,Girona,Sociedad,0,0,D,0,0,2023/2024,0,40.0,80.0,68.42,47.37,11,11,19,8,4.1,3,3,4,2,2.1,3,2
2024-02-18,SP1,Mallorca,Sociedad,1,2,A,1,1,2023/2024,1,40.0,60.0,26.32,47.37,4,19,18,12,2.59,3,1,9,5,3.99,5,7
2024-03-02,SP1,Sevilla,Sociedad,3,2,H,2,1,2023/2024,1,60.0,40.0,57.89,47.37,12,13,15,12,3.12,2,5,5,4,2.82,2,1
2024-03-09,SP1,Granada,Sociedad,2,3,A,2,1,2023/2024,1,60.0,20.0,47.37,47.37,13,11,11,17,1.98,4,6,6,8,4.97,2,1
2024-03-31,SP1,Alaves,Sociedad,0,1,A,0,0,2023/2024,0,60.0,20.0,26.32,47.37,3,12,15,10,2.22,3,0,8,3,4.24,2,2
2024-04-21,SP1,Getafe,Sociedad,1,1,D,1,1,2023/2024,0,60.0,40.0,31.58,47.37,6,7,18,12,2.3,0,4,4,3,4.1,2,0
2024-05-13,SP1,Barcelona,Sociedad,2,0,H,1,0,2023/2024,0,40.0,40.0,57.89,47.37,14,10,14,12,5.37,6,5,2,3,1.78,3,2
2024-05-19,SP1,Betis,Sociedad,0,2,A,0,2,2023/2024,0,20.0,60.0,36.84,47.37,18,5,18,12,2.51,6,9,2,2,3.5,4,3
2024-08-24,SP1,Espanol,Sociedad,0,1,A,0,0,2024/2025,0,0.0,0.0,36.84,42.11,13,8,18,14,2.22,7,3,4,4,4.12,2,2
2024-09-01,SP1,Getafe,Sociedad,0,0,D,0,0,2024/2025,0,0.0,0.0,26.32,42.11,16,1,16,14,2.88,4,1,1,0,3.3,1,1
2024-09-17,SP1,Mallorca,Sociedad,1,0,H,1,0,2024/2025,0,0.0,25.0,47.37,42.11,10,13,10,5,3.08,5,4,5,4,3.15,1,1
2024-09-21,SP1,Valladolid,Sociedad,0,0,D,0,0,2024/2025,0,0.0,0.0,47.37,42.11,15,14,12,15,2.33,5,2,7,4,4.52,4,4
2024-10-19,SP1,Girona,Sociedad,0,1,A,0,1,2024/2025,0,0.0,60.0,68.42,42.11,8,14,12,10,2.89,6,3,6,4,2.83,1,2
2024-11-03,SP1,Sevilla,Sociedad,0,2,A,0,1,2024/2025,0,0.0,20.0,26.32,42.11,8,9,17,6,2.41,5,0,9,3,3.66,1,2
2024-11-24,SP1,Ath Bilbao,Sociedad,1,0,H,1,0,2024/2025,0,0.0,40.0,36.84,42.11,12,6,9,18,3.75,4,4,4,1,2.49,4,3
2024-12-08,SP1,Leganes,Sociedad,0,3,A,0,1,2024/2025,1,20.0,60.0,47.37,42.11,11,15,15,12,1.91,5,2,3,5,6.27,2,2
2024-12-21,SP1,Celta,Sociedad,2,0,H,2,0,2024/2025,0,20.0,40.0,57.89,42.11,11,7,13,19,3.02,5,7,7,1,3.03,5,3
2025-01-19,SP1,Valencia,Sociedad,1,0,H,1,0,2024/2025,0,20.0,60.0,47.37,42.11,7,9,12,10,2.75,4,2,7,3,3.24,4,3
2025-02-02,SP1,Osasuna,Sociedad,2,1,H,1,0,2024/2025,1,40.0,80.0,57.89,42.11,11,13,8,10,2.61,3,4,5,3,3.3,3,3
2025-02-16,SP1,Betis,Sociedad,3,0,H,0,0,2024/2025,1,60.0,80.0,57.89,42.11,24,5,15,9,3.4,5,8,5,1,2.5,2,0
2025-03-02,SP1,Barcelona,Sociedad,4,0,H,2,0,2024/2025,1,60.0,60.0,68.42,42.11,33,0,6,15,13.0,12,10,0,0,1.29,0,0
2025-03-16,SP1,Vallecano,Sociedad,2,2,D,0,1,2024/2025,1,80.0,40.0,52.63,42.11,10,8,9,16,3.7,4,5,4,4,2.46,2,3
2025-04-06,SP1,Las Palmas,Sociedad,1,3,A,0,1,2024/2025,1,100.0,60.0,47.37,42.11,13,13,10,7,2.51,5,5,4,8,3.32,2,0
2025-04-20,SP1,Villarreal,Sociedad,2,2,D,1,1,2024/2025,1,100.0,60.0,73.68,42.11,20,4,12,12,5.45,10,5,4,4,1.7,1,5
2025-04-23,SP1,Alaves,Sociedad,1,0,H,0,0,2024/2025,0,80.0,0.0,15.79,42.11,10,6,17,17,3.64,6,1,6,0,2.43,5,4
2025-05-10,SP1,Ath Madrid,Sociedad,4,0,H,4,0,2024/2025,1,80.0,80.0,52.63,42.11,13,6,12,7,5.24,3,7,3,1,1.83,1,0
2025-05-24,SP1,Real Madrid,Sociedad,2,0,H,1,0,2024/2025,0,60.0,60.0,63.16,42.11,16,9,7,5,7.8,11,8,4,1,1.4,0,0
2025-08-16,SP1,Valencia,Sociedad,1,1,D,0,0,2025/2026,0,0.0,0.0,50.0,0.0,18,13,11,5,3.25,8,2,7,3,2.49,2,1
2025-08-30,SP1,Oviedo,Sociedad,1,0,H,1,0,2025/2026,0,0.0,50.0,50.0,0.0,8,18,18,7,2.3,1,1,10,6,3.55,1,2
2023-08-11,SP1,Sevilla,Valencia,1,2,A,0,0,2023/2024,1,100.0,100.0,57.89,47.37,9,10,17,15,4.74,8,3,1,3,1.96,2,3
2023-09-02,SP1,Alaves,Valencia,1,0,H,1,0,2023/2024,0,50.0,50.0,26.32,47.37,7,9,9,18,2.75,1,1,2,4,3.46,2,4
2023-09-23,SP1,Almeria,Valencia,2,2,D,0,1,2023/2024,1,66.67,75.0,68.42,47.37,17,7,10,12,2.76,8,10,3,5,2.95,2,4
2023-10-01,SP1,Betis,Valencia,3,0,H,1,0,2023/2024,1,75.0,25.0,36.84,47.37,15,9,10,11,4.06,5,7,3,2,2.17,2,2
2023-10-07,SP1,Mallorca,Valencia,1,1,D,1,1,2023/2024,0,60.0,25.0,26.32,47.37,9,11,11,17,3.37,3,5,6,3,2.7,1,2
2023-10-29,SP1,Ath Bilbao,Valencia,2,2,D,1,0,2023/2024,1,60.0,100.0,57.89,47.37,12,11,10,11,6.25,10,7,4,5,1.67,1,3
2023-11-11,SP1,Real Madrid,Valencia,5,1,H,2,0,2023/2024,1,80.0,60.0,57.89,47.37,16,10,26,7,10.75,4,7,4,4,1.37,3,1
2023-12-02,SP1,Girona,Valencia,2,1,H,0,0,2023/2024,1,80.0,60.0,68.42,47.37,9,9,7,6,5.84,3,5,2,3,1.7,3,2
2023-12-08,SP1,Getafe,Valencia,1,0,H,0,0,2023/2024,0,60.0,20.0,31.58,47.37,8,3,14,15,3.22,7,6,0,0,2.79,4,2
2023-12-19,SP1,Vallecano,Valencia,0,1,A,0,0,2023/2024,0,60.0,40.0,36.84,47.37,7,8,18,16,3.7,8,1,1,3,2.39,5,1
2024-01-14,SP1,Cadiz,Valencia,1,4,A,1,1,2023/2024,1,60.0,60.0,26.32,47.37,10,9,15,15,2.86,3,2,1,5,3.29,2,4
2024-01-28,SP1,Ath Madrid,Valencia,2,0,H,1,0,2023/2024,0,40.0,40.0,78.95,47.37,12,10,9,9,7.0,3,8,6,3,1.61,0,2
2024-02-10,SP1,Las Palmas,Valencia,2,0,H,0,0,2023/2024,0,20.0,60.0,31.58,47.37,8,7,9,9,3.25,5,3,0,1,2.67,0,2
2024-03-17,SP1,Villarreal,Valencia,1,0,H,0,0,2023/2024,0,20.0,20.0,73.68,47.37,13,14,12,12,3.55,6,7,2,7,2.27,1,5
2024-04-04,SP1,Granada,Valencia,0,1,A,0,0,2023/2024,0,20.0,20.0,47.37,47.37,13,6,15,20,2.61,5,3,4,2,3.41,1,3
2024-04-15,SP1,Osasuna,Valencia,0,1,A,0,1,2023/2024,0,0.0,40.0,26.32,47.37,13,4,10,10,3.51,4,2,1,3,2.45,2,0
2024-04-29,SP1,Barcelona,Valencia,4,2,H,1,2,2023/2024,1,20.0,60.0,57.89,47.37,27,5,5,12,9.5,15,13,1,3,1.38,0,1
2024-05-16,SP1,Sociedad,Valencia,1,0,H,1,0,2023/2024,0,20.0,20.0,31.58,47.37,10,7,13,11,9.0,3,5,3,3,1.54,2,0
2024-05-26,SP1,Celta,Valencia,2,2,D,0,1,2023/2024,1,40.0,80.0,42.11,47.37,9,12,18,17,4.15,2,4,2,1,1.98,0,0
2024-08-23,SP1,Celta,Valencia,3,1,H,2,1,2024/2025,1,100.0,100.0,57.89,42.11,7,13,11,9,3.75,4,5,7,5,2.23,0,3
2024-08-28,SP1,Ath Bilbao,Valencia,1,0,H,1,0,2024/2025,0,50.0,0.0,36.84,42.11,13,2,9,14,5.43,5,4,3,0,1.76,3,1
2024-09-15,SP1,Ath Madrid,Valencia,3,0,H,1,0,2024/2025,1,66.67,66.67,52.63,42.11,14,5,8,10,11.0,7,5,3,1,1.39,2,1
2024-09-28,SP1,Sociedad,Valencia,3,0,H,1,0,2024/2025,1,75.0,75.0,42.11,42.11,11,9,12,7,5.37,6,6,4,4,1.89,0,0
2024-10-04,SP1,Leganes,Valencia,0,0,D,0,0,2024/2025,0,60.0,25.0,47.37,42.11,8,6,14,15,3.0,1,0,2,1,3.05,2,2
2024-10-27,SP1,Getafe,Valencia,1,1,D,0,1,2024/2025,0,40.0,0.0,26.32,42.11,15,2,20,20,4.91,8,4,2,1,2.14,7,3
2024-11-29,SP1,Mallorca,Valencia,2,1,H,1,1,2024/2025,1,60.0,20.0,47.37,42.11,9,7,14,9,4.77,3,3,6,1,2.24,0,0
2024-12-13,SP1,Valladolid,Valencia,1,0,H,1,0,2024/2025,0,40.0,60.0,47.37,42.11,2,14,10,10,2.5,1,1,7,2,3.5,3,4
2024-12-18,SP1,Espanol,Valencia,1,1,D,1,0,2024/2025,0,20.0,40.0,36.84,42.11,10,14,11,13,3.37,4,3,7,4,2.89,0,1
2025-01-11,SP1,Sevilla,Valencia,1,1,D,0,0,2024/2025,0,20.0,0.0,26.32,42.11,15,5,8,16,4.24,10,5,1,1,2.17,2,1
2025-01-26,SP1,Barcelona,Valencia,7,1,H,5,0,2024/2025,1,40.0,80.0,68.42,42.11,22,7,12,10,13.6,14,11,4,2,1.25,1,0
2025-02-15,SP1,Villarreal,Valencia,1,1,D,1,0,2024/2025,0,20.0,60.0,73.68,42.11,13,12,17,6,5.5,4,4,5,3,1.74,5,0
2025-03-02,SP1,Osasuna,Valencia,3,3,D,3,2,2024/2025,1,40.0,60.0,57.89,42.11,12,12,7,10,3.77,3,5,3,5,2.4,1,2
2025-03-15,SP1,Girona,Valencia,1,1,D,0,0,2024/2025,0,40.0,80.0,68.42,42.11,14,12,5,12,4.33,9,4,4,2,2.05,1,2
2025-04-05,SP1,Real Madrid,Valencia,1,2,A,0,1,2024/2025,1,60.0,60.0,63.16,42.11,21,10,13,10,10.5,9,9,4,2,1.31,4,0
2025-04-19,SP1,Vallecano,Valencia,1,1,D,1,0,2024/2025,0,40.0,40.0,52.63,42.11,11,10,13,18,3.35,5,4,2,3,2.46,1,3
2025-05-03,SP1,Las Palmas,Valencia,2,3,A,1,1,2024/2025,1,60.0,60.0,47.37,42.11,15,10,6,12,2.98,9,3,5,5,2.67,1,1
2025-05-14,SP1,Alaves,Valencia,1,0,H,0,0,2024/2025,0,40.0,0.0,15.79,42.11,11,10,10,16,4.01,9,5,4,3,2.4,3,4
2025-05-23,SP1,Betis,Valencia,1,1,D,1,0,2024/2025,0,40.0,60.0,57.89,42.11,14,9,12,8,3.85,3,4,2,2,1.98,2,1
2025-08-24,SP1,Osasuna,Valencia,1,0,H,1,0,2025/2026,0,0.0,0.0,0.0,0.0,16,4,13,14,3.5,3,4,4,1,2.26,1,2
2024-08-25,SP1,Real Madrid,Valladolid,3,0,H,0,0,2024/2025,1,100.0,100.0,63.16,84.21,17,8,15,10,21.0,5,9,5,2,1.17,1,1
2024-08-31,SP1,Barcelona,Valladolid,7,0,H,3,0,2024/2025,1,100.0,100.0,68.42,84.21,23,5,12,6,14.87,10,10,1,2,1.23,3,0
2024-09-15,SP1,Celta,Valladolid,3,1,H,2,0,2024/2025,1,100.0,100.0,57.89,84.21,14,6,15,14,5.88,5,7,3,1,1.7,5,3
2024-09-24,SP1,Sevilla,Valladolid,2,1,H,1,0,2024/2025,1,100.0,50.0,26.32,84.21,22,8,12,14,6.5,6,5,4,2,1.65,4,5
2024-10-18,SP1,Alaves,Valladolid,2,3,A,1,1,2024/2025,1,100.0,60.0,15.79,84.21,10,12,14,15,6.4,5,4,6,4,1.65,2,6
2024-11-02,SP1,Osasuna,Valladolid,1,0,H,1,0,2024/2025,0,80.0,80.0,57.89,84.21,20,7,12,21,6.0,7,4,2,4,1.75,5,1
2024-11-22,SP1,Getafe,Valladolid,2,0,H,0,0,2024/2025,0,60.0,0.0,26.32,84.21,12,6,15,15,6.9,3,5,2,3,1.7,2,3
2024-12-07,SP1,Las Palmas,Valladolid,2,1,H,1,1,2024/2025,1,60.0,40.0,47.37,84.21,11,9,13,17,6.33,3,5,3,2,1.78,3,4
2024-12-20,SP1,Girona,Valladolid,3,0,H,2,0,2024/2025,1,60.0,80.0,68.42,84.21,23,1,7,13,9.71,9,7,1,1,1.39,1,3
2025-01-17,SP1,Espanol,Valladolid,2,1,H,1,0,2024/2025,1,60.0,40.0,36.84,84.21,12,11,16,13,5.62,1,4,7,4,1.88,2,2
2025-02-01,SP1,Villarreal,Valladolid,5,1,H,1,0,2024/2025,1,80.0,80.0,73.68,84.21,22,8,14,9,15.47,3,8,6,2,1.25,2,1
2025-02-07,SP1,Vallecano,Valladolid,1,0,H,0,0,2024/2025,0,80.0,80.0,52.63,84.21,20,8,15,11,10.0,4,6,2,3,1.5,2,2
2025-02-23,SP1,Ath Bilbao,Valladolid,7,1,H,4,0,2024/2025,1,80.0,60.0,36.84,84.21,29,5,5,10,18.0,4,16,4,3,1.22,3,2
2025-03-08,SP1,Valencia,Valladolid,2,1,H,1,1,2024/2025,1,80.0,60.0,47.37,84.21,17,11,10,11,9.4,5,4,4,4,1.48,3,1
2025-03-29,SP1,Sociedad,Valladolid,2,1,H,1,0,2024/2025,1,80.0,80.0,42.11,84.21,12,12,10,20,11.0,3,2,6,5,1.4,3,2
2025-04-14,SP1,Ath Madrid,Valladolid,4,2,H,2,1,2024/2025,1,80.0,40.0,52.63,84.21,24,6,8,11,41.0,5,9,1,3,1.12,1,1
2025-04-24,SP1,Betis,Valladolid,5,1,H,1,1,2024/2025,1,100.0,80.0,57.89,84.21,16,10,7,7,17.22,4,6,4,5,1.18,0,1
2025-05-10,SP1,Mallorca,Valladolid,2,1,H,1,1,2024/2025,1,100.0,60.0,47.37,84.21,12,16,12,16,10.0,5,4,10,7,1.36,1,2
2025-05-24,SP1,Leganes,Valladolid,3,0,H,3,0,2024/2025,1,100.0,40.0,47.37,84.21,16,6,16,11,9.5,3,6,4,2,1.36,1,0
2023-08-11,SP1,Almeria,Vallecano,0,2,A,0,2,2023/2024,0,0.0,0.0,68.42,36.84,19,10,25,16,3.03,8,5,3,4,2.8,3,1
2023-08-21,SP1,Granada,Vallecano,0,2,A,0,0,2023/2024,0,0.0,0.0,47.37,36.84,14,17,11,14,2.94,5,7,6,9,3.12,1,2
2023-09-02,SP1,Betis,Vallecano,1,0,H,0,0,2023/2024,0,0.0,0.0,36.84,36.84,14,15,20,22,4.13,2,5,3,6,2.14,5,3
2023-09-27,SP1,Cadiz,Vallecano,0,0,D,0,0,2023/2024,0,0.0,25.0,26.32,36.84,9,9,13,16,3.09,1,2,2,4,2.74,6,5
2023-10-07,SP1,Sevilla,Vallecano,2,2,D,0,2,2023/2024,1,20.0,80.0,57.89,36.84,22,7,19,16,4.65,12,6,2,4,1.9,2,5
2023-10-22,SP1,Las Palmas,Vallecano,0,1,A,0,0,2023/2024,0,20.0,20.0,31.58,36.84,12,12,11,13,3.15,10,6,5,4,2.76,3,4
2023-11-05,SP1,Real Madrid,Vallecano,0,0,D,0,0,2023/2024,0,20.0,60.0,57.89,36.84,22,4,15,12,15.0,11,5,1,0,1.25,5,3
2023-12-02,SP1,Ath Bilbao,Vallecano,4,0,H,1,0,2023/2024,1,40.0,100.0,57.89,36.84,9,11,11,15,8.0,7,4,2,3,1.49,2,1
2023-12-15,SP1,Osasuna,Vallecano,1,0,H,0,0,2023/2024,0,40.0,20.0,26.32,36.84,10,9,13,20,3.83,9,4,1,3,2.3,3,2
2024-01-02,SP1,Getafe,Vallecano,0,2,A,0,1,2023/2024,0,20.0,20.0,31.58,36.84,5,12,16,16,3.93,2,0,3,8,2.48,3,6
2024-01-27,SP1,Sociedad,Vallecano,0,0,D,0,0,2023/2024,0,20.0,20.0,31.58,36.84,6,5,14,16,5.74,2,3,2,0,1.85,4,2
2024-01-31,SP1,Ath Madrid,Vallecano,2,1,H,1,1,2023/2024,1,40.0,60.0,78.95,36.84,8,10,13,11,6.85,5,3,6,2,1.65,3,0
2024-02-11,SP1,Mallorca,Vallecano,2,1,H,0,0,2023/2024,1,40.0,40.0,26.32,36.84,8,11,11,17,3.65,5,5,1,4,2.55,0,4
2024-02-26,SP1,Girona,Vallecano,3,0,H,0,0,2023/2024,1,60.0,80.0,68.42,36.84,14,7,16,13,5.62,2,8,2,1,1.69,5,3
2024-03-10,SP1,Alaves,Vallecano,1,0,H,1,0,2023/2024,0,60.0,20.0,26.32,36.84,12,9,10,13,4.3,7,4,5,3,2.19,2,2
2024-03-31,SP1,Celta,Vallecano,0,0,D,0,0,2023/2024,0,60.0,20.0,42.11,36.84,13,8,16,12,4.5,3,0,2,2,2.0,3,3
2024-04-28,SP1,Villarreal,Vallecano,3,0,H,1,0,2023/2024,1,60.0,60.0,73.68,36.84,15,20,8,15,4.82,3,7,6,4,1.85,1,2
2024-05-12,SP1,Valencia,Vallecano,0,0,D,0,0,2023/2024,0,40.0,20.0,36.84,36.84,13,12,21,14,3.8,6,5,3,1,2.31,2,1
2024-05-19,SP1,Barcelona,Vallecano,3,0,H,1,0,2023/2024,1,40.0,40.0,57.89,36.84,14,15,7,10,9.93,7,6,5,4,1.36,2,4
2024-08-18,SP1,Sociedad,Vallecano,1,2,A,0,0,2024/2025,1,100.0,100.0,42.11,36.84,11,12,21,14,5.84,10,5,5,5,1.84,4,2
2024-08-24,SP1,Getafe,Vallecano,0,0,D,0,0,2024/2025,0,50.0,0.0,26.32,36.84,12,3,18,16,3.4,3,0,2,1,2.75,2,1
2024-08-31,SP1,Espanol,Vallecano,2,1,H,1,1,2024/2025,1,66.67,50.0,36.84,36.84,10,17,16,14,3.05,3,5,7,5,2.95,2,3
2024-09-25,SP1,Girona,Vallecano,0,0,D,0,0,2024/2025,0,50.0,66.67,68.42,36.84,11,2,16,8,5.5,4,0,3,0,1.72,4,3
2024-10-05,SP1,Valladolid,Vallecano,1,2,A,0,0,2024/2025,1,60.0,40.0,47.37,36.84,13,17,18,13,2.51,5,5,13,3,3.65,2,4
2024-10-20,SP1,Mallorca,Vallecano,1,0,H,0,0,2024/2025,0,40.0,20.0,47.37,36.84,19,10,13,9,4.5,9,5,2,2,2.15,1,1
2024-11-24,SP1,Sevilla,Vallecano,1,0,H,1,0,2024/2025,0,40.0,20.0,26.32,36.84,11,9,14,14,4.24,8,3,3,1,2.22,5,2
2024-12-07,SP1,Valencia,Vallecano,0,1,A,0,1,2024/2025,0,20.0,40.0,47.37,36.84,14,6,12,5,4.14,9,6,4,1,2.37,2,2
2024-12-18,SP1,Villarreal,Vallecano,1,1,D,1,1,2024/2025,0,20.0,60.0,73.68,36.84,14,18,15,10,4.9,7,5,7,3,1.9,3,4
2024-12-22,SP1,Betis,Vallecano,1,1,D,1,0,2024/2025,0,0.0,40.0,57.89,36.84,14,10,14,9,5.32,5,5,5,4,1.75,4,0
2025-01-19,SP1,Osasuna,Vallecano,1,1,D,0,1,2024/2025,0,0.0,60.0,57.89,36.84,12,8,13,9,3.57,6,3,3,3,2.4,2,3
2025-01-31,SP1,Leganes,Vallecano,0,1,A,0,0,2024/2025,0,0.0,60.0,47.37,36.84,5,19,19,7,2.5,2,1,9,3,3.53,4,2
2025-02-17,SP1,Barcelona,Vallecano,1,0,H,1,0,2024/2025,0,0.0,40.0,68.42,36.84,14,9,9,11,15.0,4,5,5,4,1.23,3,2
2025-03-09,SP1,Real Madrid,Vallecano,2,1,H,2,1,2024/2025,1,20.0,60.0,63.16,36.84,10,20,17,12,11.5,4,5,6,6,1.31,1,3
2025-03-29,SP1,Alaves,Vallecano,0,2,A,0,1,2024/2025,0,20.0,0.0,15.79,36.84,12,11,12,14,4.65,8,4,5,5,2.2,5,3
2025-04-13,SP1,Ath Bilbao,Vallecano,3,1,H,0,1,2024/2025,1,40.0,60.0,36.84,36.84,13,11,7,12,5.79,7,4,1,3,1.91,3,4
2025-04-24,SP1,Ath Madrid,Vallecano,3,0,H,2,0,2024/2025,1,60.0,60.0,52.63,36.84,10,12,15,8,7.06,6,5,3,5,1.53,2,0
2025-05-09,SP1,Las Palmas,Vallecano,0,1,A,0,0,2024/2025,0,60.0,60.0,47.37,36.84,11,16,9,8,2.95,8,2,8,5,2.7,3,2
2025-05-18,SP1,Celta,Vallecano,1,2,A,1,2,2024/2025,1,60.0,60.0,57.89,36.84,24,7,17,10,4.44,9,7,2,2,1.95,3,2
2025-08-15,SP1,Girona,Vallecano,1,3,A,0,3,2025/2026,1,100.0,100.0,50.0,50.0,7,16,17,8,3.15,2,2,4,5,2.45,1,0
2025-08-25,SP1,Ath Bilbao,Vallecano,1,0,H,0,0,2025/2026,0,50.0,50.0,50.0,50.0,11,6,13,13,5.5,3,4,6,1,1.75,4,0
2023-08-18,SP1,Mallorca,Villarreal,0,1,A,0,0,2023/2024,0,0.0,0.0,26.32,57.89,8,15,11,12,2.85,6,1,5,3,2.82,4,2
2023-09-01,SP1,Cadiz,Villarreal,3,1,H,2,1,2023/2024,1,50.0,33.33,26.32,57.89,18,7,15,21,2.25,7,4,3,3,3.59,4,5
2023-09-24,SP1,Vallecano,Villarreal,1,1,D,1,1,2023/2024,0,33.33,33.33,36.84,57.89,11,13,18,20,3.0,2,6,8,6,2.77,3,2
2023-09-30,SP1,Getafe,Villarreal,0,0,D,0,0,2023/2024,0,25.0,25.0,31.58,57.89,22,3,11,19,3.07,6,9,4,0,2.95,4,2
2023-10-30,SP1,Granada,Villarreal,2,3,A,2,3,2023/2024,1,40.0,80.0,47.37,57.89,18,6,15,14,2.43,4,8,1,5,3.45,4,0
2023-11-12,SP1,Ath Madrid,Villarreal,3,1,H,1,1,2023/2024,1,60.0,100.0,78.95,57.89,25,11,8,8,9.0,6,10,3,7,1.37,2,0
2023-12-03,SP1,Sevilla,Villarreal,1,1,D,0,0,2023/2024,0,40.0,40.0,57.89,57.89,18,5,16,6,4.02,8,4,4,4,2.1,2,3
2023-12-17,SP1,Real Madrid,Villarreal,4,1,H,2,0,2023/2024,1,60.0,60.0,57.89,57.89,22,3,12,14,13.75,11,9,0,1,1.29,3,2
2024-01-02,SP1,Valencia,Villarreal,3,1,H,2,0,2023/2024,1,80.0,20.0,36.84,57.89,11,8,15,12,3.64,4,8,3,4,2.25,5,2
2024-01-13,SP1,Las Palmas,Villarreal,3,0,H,1,0,2023/2024,1,80.0,60.0,31.58,57.89,8,17,11,13,2.87,4,3,6,3,2.7,3,4
2024-01-27,SP1,Barcelona,Villarreal,3,5,A,0,1,2023/2024,1,80.0,80.0,57.89,57.89,22,9,13,8,8.05,10,10,0,6,1.44,4,3
2024-02-10,SP1,Alaves,Villarreal,1,1,D,1,1,2023/2024,0,80.0,20.0,26.32,57.89,17,12,11,7,3.47,10,4,9,4,2.29,2,0
2024-02-23,SP1,Sociedad,Villarreal,1,3,A,0,1,2023/2024,1,80.0,20.0,31.58,57.89,21,6,14,15,5.6,13,8,2,4,1.66,4,3
2024-03-10,SP1,Betis,Villarreal,2,3,A,2,1,2023/2024,1,80.0,60.0,36.84,57.89,13,6,17,12,3.47,11,4,4,4,2.23,4,3
2024-04-14,SP1,Ath Bilbao,Villarreal,1,1,D,0,0,2023/2024,0,60.0,40.0,57.89,57.89,13,10,12,13,5.79,3,6,1,2,1.65,3,3
2024-04-21,SP1,Almeria,Villarreal,1,2,A,1,1,2023/2024,1,60.0,80.0,68.42,57.89,24,11,16,10,2.02,5,5,2,3,3.59,4,3
2024-05-05,SP1,Celta,Villarreal,3,2,H,2,1,2023/2024,1,80.0,60.0,42.11,57.89,23,11,5,11,2.75,2,7,1,3,2.84,0,4
