Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,HST,AC,AST,MaxCH,AY,HY
2025-08-23,SP1,Mallorca,Celta,1,1,D,0,1,2025/2026,0,0.0,50.0,50.0,0.0,12,8,12,12,2.5,3,4,4,2,3.3,3,3
2025-08-23,SP1,Ath Madrid,Elche,1,1,D,1,1,2025/2026,0,0.0,0.0,0.0,0.0,13,6,7,14,13.0,10,6,2,2,1.29,3,0
2024-08-19,SP1,Valladolid,Espanol,1,0,H,1,0,2024/2025,0,0.0,0.0,47.37,42.11,12,10,8,15,3.9,3,3,2,2,2.39,2,2
2024-08-28,SP1,Ath Madrid,Espanol,0,0,D,0,0,2024/2025,0,0.0,50.0,52.63,42.11,24,8,9,6,14.09,9,7,3,1,1.28,2,0
2024-09-21,SP1,Real Madrid,Espanol,4,1,H,0,0,2024/2025,1,33.33,66.67,63.16,42.11,31,10,5,7,23.0,9,14,4,2,1.14,3,4
2024-09-29,SP1,Betis,Espanol,1,0,H,0,0,2024/2025,0,25.0,40.0,57.89,42.11,20,8,20,14,7.78,8,12,4,1,1.54,4,2
2024-10-19,SP1,Ath Bilbao,Espanol,4,1,H,3,0,2024/2025,1,40.0,40.0,36.84,42.11,10,5,22,15,9.4,5,6,5,2,1.46,3,2
2024-11-23,SP1,Girona,Espanol,4,1,H,4,0,2024/2025,1,80.0,60.0,68.42,42.11,12,9,19,4,6.13,6,5,3,1,1.79,3,0
2024-12-09,SP1,Getafe,Espanol,1,0,H,1,0,2024/2025,0,60.0,0.0,26.32,42.11,15,9,15,14,6.81,3,6,3,1,1.88,6,3
2024-12-22,SP1,Las Palmas,Espanol,1,0,H,0,0,2024/2025,0,60.0,40.0,47.37,42.11,10,9,16,9,4.2,2,4,2,2,2.13,2,4
2025-01-25,SP1,Sevilla,Espanol,1,1,D,0,1,2024/2025,0,40.0,0.0,26.32,42.11,25,6,14,13,5.49,5,4,1,1,1.83,4,1
2025-02-09,SP1,Sociedad,Espanol,2,1,H,1,0,2024/2025,1,40.0,40.0,42.11,42.11,13,4,17,11,7.1,6,3,0,1,1.67,2,1
2025-02-22,SP1,Alaves,Espanol,0,1,A,0,0,2024/2025,0,20.0,0.0,15.79,42.11,15,9,17,13,5.52,7,5,0,2,1.95,2,2
2025-03-15,SP1,Mallorca,Espanol,2,1,H,0,0,2024/2025,1,40.0,40.0,47.37,42.11,20,2,12,10,5.19,6,7,2,0,1.88,2,0
2025-04-04,SP1,Vallecano,Espanol,0,4,A,0,2,2024/2025,1,60.0,40.0,52.63,42.11,16,15,10,8,6.25,8,5,4,7,1.8,2,2
2025-04-12,SP1,Celta,Espanol,0,2,A,0,1,2024/2025,0,60.0,40.0,57.89,42.11,16,5,10,14,6.25,13,6,5,3,1.68,2,2
2025-04-22,SP1,Valencia,Espanol,1,1,D,0,1,2024/2025,0,40.0,40.0,47.37,42.11,16,8,7,7,4.34,6,7,4,3,2.1,1,2
2025-04-27,SP1,Villarreal,Espanol,1,0,H,0,0,2024/2025,0,40.0,40.0,73.68,42.11,14,12,11,19,8.02,8,5,6,1,1.43,0,4
2025-05-11,SP1,Leganes,Espanol,3,2,H,2,0,2024/2025,1,40.0,40.0,47.37,42.11,13,12,18,14,3.43,3,5,8,6,2.42,2,2
2025-05-18,SP1,Osasuna,Espanol,2,0,H,1,0,2024/2025,0,20.0,40.0,57.89,42.11,16,16,5,11,4.31,8,3,6,6,2.05,1,1
2025-08-24,SP1,Sociedad,Espanol,2,2,D,0,2,2025/2026,1,100.0,100.0,100.0,100.0,15,14,18,16,4.5,5,7,2,3,1.9,2,2
2023-08-20,SP1,Girona,Getafe,3,0,H,1,0,2023/2024,1,100.0,100.0,68.42,52.63,7,9,20,11,5.0,3,6,2,2,2.02,5,2
2023-09-02,SP1,Real Madrid,Getafe,2,1,H,0,1,2023/2024,1,100.0,100.0,57.89,52.63,26,6,16,12,11.0,11,12,1,2,1.38,6,2
2023-09-24,SP1,Sociedad,Getafe,4,3,H,1,2,2023/2024,1,100.0,50.0,31.58,52.63,10,10,24,13,7.5,2,6,1,7,1.73,2,3
2023-09-27,SP1,Ath Bilbao,Getafe,2,2,D,1,0,2023/2024,1,100.0,75.0,57.89,52.63,9,13,19,9,8.0,5,4,4,5,1.77,6,5
2023-10-08,SP1,Celta,Getafe,2,2,D,2,2,2023/2024,1,100.0,20.0,42.11,52.63,26,3,20,14,4.45,13,11,1,2,2.09,8,1
2023-10-28,SP1,Mallorca,Getafe,0,0,D,0,0,2023/2024,0,80.0,20.0,26.32,52.63,15,8,25,10,4.1,8,4,3,0,2.41,1,0
2023-11-11,SP1,Granada,Getafe,1,1,D,1,1,2023/2024,0,60.0,60.0,47.37,52.63,12,10,9,14,3.26,3,6,5,6,2.66,2,4
2023-12-01,SP1,Las Palmas,Getafe,2,0,H,1,0,2023/2024,0,40.0,40.0,31.58,52.63,11,12,9,11,3.65,4,6,4,4,2.56,5,0
2023-12-16,SP1,Sevilla,Getafe,0,3,A,0,2,2023/2024,1,40.0,40.0,57.89,52.63,12,14,18,18,5.3,4,4,2,7,1.89,3,3
2023-12-19,SP1,Ath Madrid,Getafe,3,3,D,1,0,2023/2024,1,40.0,80.0,78.95,52.63,8,29,14,7,9.0,1,4,12,9,1.5,3,3
2024-01-21,SP1,Osasuna,Getafe,3,2,H,2,0,2023/2024,1,60.0,20.0,26.32,52.63,13,10,16,14,3.75,1,7,4,7,2.58,4,4
2024-02-04,SP1,Betis,Getafe,1,1,D,1,1,2023/2024,0,60.0,20.0,36.84,52.63,9,11,19,9,4.71,3,3,5,2,2.13,4,7
2024-02-16,SP1,Villarreal,Getafe,1,1,D,0,1,2023/2024,0,60.0,40.0,73.68,52.63,20,11,13,13,3.88,8,7,3,2,2.11,1,0
2024-02-24,SP1,Barcelona,Getafe,4,0,H,1,0,2023/2024,1,60.0,80.0,57.89,52.63,17,10,18,12,8.0,5,9,8,4,1.45,4,1
2024-03-09,SP1,Valencia,Getafe,1,0,H,1,0,2023/2024,0,40.0,40.0,36.84,52.63,10,15,19,10,5.3,5,3,5,5,2.05,3,2
2024-04-13,SP1,Vallecano,Getafe,0,0,D,0,0,2023/2024,0,20.0,20.0,36.84,52.63,11,7,19,17,3.5,3,2,0,0,2.55,6,4
2024-04-27,SP1,Almeria,Getafe,1,3,A,1,1,2023/2024,1,40.0,100.0,68.42,52.63,21,8,31,15,3.0,9,11,2,5,2.75,4,5
2024-05-12,SP1,Cadiz,Getafe,1,0,H,1,0,2023/2024,0,40.0,0.0,26.32,52.63,13,10,16,23,4.03,6,6,2,4,2.21,2,5
2024-05-18,SP1,Alaves,Getafe,1,0,H,1,0,2023/2024,0,20.0,40.0,26.32,52.63,9,10,27,13,4.5,2,2,1,4,2.03,7,5
2024-08-15,SP1,Ath Bilbao,Getafe,1,1,D,1,0,2024/2025,0,0.0,0.0,36.84,42.11,7,9,12,15,7.5,5,4,6,2,1.63,1,4
2024-09-14,SP1,Sevilla,Getafe,1,0,H,1,0,2024/2025,0,0.0,33.33,26.32,42.11,10,15,15,19,3.86,3,4,4,4,2.33,4,3
2024-09-18,SP1,Betis,Getafe,2,1,H,0,0,2024/2025,1,33.33,33.33,57.89,42.11,18,15,20,10,5.56,8,8,4,5,2.0,5,3
2024-09-25,SP1,Barcelona,Getafe,1,0,H,1,0,2024/2025,0,25.0,66.67,68.42,42.11,16,7,14,4,13.3,7,4,5,1,1.28,1,1
2024-10-20,SP1,Villarreal,Getafe,1,1,D,1,0,2024/2025,0,20.0,80.0,73.68,42.11,10,21,21,18,4.85,5,4,5,4,1.91,3,4
2024-11-04,SP1,Celta,Getafe,1,0,H,1,0,2024/2025,0,20.0,40.0,57.89,42.11,10,10,11,12,4.41,0,3,2,2,2.16,4,1
2024-12-01,SP1,Real Madrid,Getafe,2,0,H,2,0,2024/2025,0,20.0,60.0,63.16,42.11,13,8,26,7,11.83,5,4,3,3,1.35,6,2
2024-12-15,SP1,Ath Madrid,Getafe,1,0,H,0,0,2024/2025,0,0.0,60.0,52.63,42.11,11,7,15,13,14.0,8,3,3,1,1.43,1,3
2025-01-12,SP1,Las Palmas,Getafe,1,2,A,0,0,2024/2025,1,20.0,60.0,47.37,42.11,15,12,17,14,3.72,4,7,5,3,2.6,3,2
2025-01-26,SP1,Sociedad,Getafe,0,3,A,0,0,2024/2025,1,40.0,20.0,42.11,42.11,13,13,15,11,5.85,5,4,2,4,2.0,6,3
2025-02-09,SP1,Alaves,Getafe,0,1,A,0,1,2024/2025,0,40.0,0.0,15.79,42.11,12,4,16,16,4.15,8,4,3,3,2.43,6,2
2025-02-14,SP1,Girona,Getafe,1,2,A,0,1,2024/2025,1,60.0,100.0,68.42,42.11,14,10,23,11,5.09,3,4,3,6,2.02,3,2
2025-03-02,SP1,Leganes,Getafe,1,0,H,0,0,2024/2025,0,60.0,40.0,47.37,42.11,5,9,15,15,2.92,2,1,6,0,3.33,1,1
2025-03-16,SP1,Osasuna,Getafe,1,2,A,1,0,2024/2025,1,60.0,60.0,57.89,42.11,12,7,15,19,3.83,3,4,2,4,2.45,3,2
2025-04-06,SP1,Valladolid,Getafe,0,4,A,0,3,2024/2025,1,60.0,60.0,47.37,42.11,5,16,17,11,2.05,3,0,4,9,4.7,1,3
2025-04-18,SP1,Espanol,Getafe,1,0,H,1,0,2024/2025,0,60.0,0.0,36.84,42.11,9,9,15,12,3.28,6,3,8,4,2.88,2,0
2025-05-02,SP1,Vallecano,Getafe,1,0,H,1,0,2024/2025,0,40.0,40.0,52.63,42.11,13,12,13,12,3.58,7,8,3,1,2.45,2,3
2025-05-10,SP1,Valencia,Getafe,3,0,H,3,0,2024/2025,1,60.0,40.0,47.37,42.11,10,10,20,17,4.62,2,6,6,3,2.05,5,3
2025-05-18,SP1,Mallorca,Getafe,1,2,A,0,0,2024/2025,1,60.0,80.0,47.37,42.11,7,10,9,14,3.6,3,1,4,4,2.62,2,2
2025-08-17,SP1,Celta,Getafe,0,2,A,0,0,2025/2026,0,0.0,0.0,0.0,66.67,11,10,17,15,6.0,9,3,3,3,1.7,2,3
2025-08-25,SP1,Sevilla,Getafe,1,2,A,1,1,2025/2026,1,50.0,100.0,100.0,66.67,12,9,24,10,4.4,5,3,3,6,2.1,2,2
2025-08-29,SP1,Valencia,Getafe,3,0,H,1,0,2025/2026,1,66.67,50.0,50.0,66.67,7,11,7,18,3.75,8,4,6,1,2.42,0,2
2023-08-12,SP1,Sociedad,Girona,1,1,D,1,0,2023/2024,0,0.0,0.0,31.58,57.89,15,6,9,22,5.3,4,2,1,1,1.88,5,2
2023-08-26,SP1,Sevilla,Girona,1,2,A,1,1,2023/2024,1,50.0,100.0,57.89,57.89,21,8,18,11,4.29,6,4,6,3,2.0,1,2
2023-09-18,SP1,Granada,Girona,2,4,A,0,3,2023/2024,1,66.67,66.67,47.37,57.89,12,13,21,13,2.5,4,5,5,7,3.2,3,3
2023-09-27,SP1,Villarreal,Girona,1,2,A,0,0,2023/2024,1,75.0,100.0,73.68,57.89,14,17,11,9,3.5,5,3,6,5,2.26,2,3
2023-10-07,SP1,Cadiz,Girona,0,1,A,0,0,2023/2024,0,60.0,20.0,26.32,57.89,8,20,13,12,2.3,5,2,5,5,3.58,3,1
2023-11-04,SP1,Osasuna,Girona,2,4,A,1,1,2023/2024,1,80.0,40.0,26.32,57.89,15,11,10,14,2.63,2,3,7,4,3.06,3,5
2023-11-11,SP1,Vallecano,Girona,1,2,A,1,1,2023/2024,1,80.0,60.0,36.84,57.89,22,19,13,15,2.55,8,9,3,7,3.15,2,1
2023-12-10,SP1,Barcelona,Girona,2,4,A,1,2,2023/2024,1,80.0,60.0,57.89,57.89,31,15,10,7,6.5,8,11,3,7,1.59,2,1
2023-12-21,SP1,Betis,Girona,1,1,D,0,1,2023/2024,0,60.0,20.0,36.84,57.89,21,12,9,6,2.7,7,4,6,4,2.94,2,2
2024-01-14,SP1,Almeria,Girona,0,0,D,0,0,2023/2024,0,60.0,40.0,68.42,57.89,20,5,8,13,2.02,4,3,3,1,4.12,4,4
2024-01-28,SP1,Celta,Girona,0,1,A,0,1,2023/2024,0,40.0,20.0,42.11,57.89,10,15,11,13,2.65,5,5,7,6,3.11,1,1
2024-02-10,SP1,Real Madrid,Girona,4,0,H,2,0,2023/2024,1,40.0,60.0,57.89,57.89,16,5,12,9,7.0,0,6,2,0,1.46,2,1
2024-02-19,SP1,Ath Bilbao,Girona,3,2,H,1,0,2023/2024,1,40.0,60.0,57.89,57.89,14,12,13,16,4.5,3,7,4,6,1.91,2,1
2024-03-03,SP1,Mallorca,Girona,1,0,H,1,0,2023/2024,0,40.0,40.0,26.32,57.89,16,15,9,19,2.23,8,2,5,4,3.75,0,5
2024-03-16,SP1,Getafe,Girona,1,0,H,1,0,2023/2024,0,40.0,40.0,31.58,57.89,11,13,13,16,2.16,2,3,5,3,3.87,4,4
2024-04-13,SP1,Ath Madrid,Girona,3,1,H,2,1,2023/2024,1,60.0,100.0,78.95,57.89,17,12,12,18,4.2,2,4,0,5,1.92,2,3
2024-04-27,SP1,Las Palmas,Girona,0,2,A,0,1,2023/2024,0,40.0,0.0,31.58,57.89,10,6,10,12,1.8,4,5,2,3,5.3,3,1
2024-05-10,SP1,Alaves,Girona,2,2,D,1,2,2023/2024,1,40.0,40.0,26.32,57.89,14,15,6,13,2.31,5,8,3,5,3.35,2,3
2024-05-19,SP1,Valencia,Girona,1,3,A,0,1,2023/2024,1,60.0,40.0,36.84,57.89,20,18,8,10,2.02,5,6,4,5,3.99,0,2
2024-08-15,SP1,Betis,Girona,1,1,D,1,0,2024/2025,0,0.0,0.0,57.89,42.11,19,13,7,11,3.21,4,4,4,2,2.5,0,2
2024-08-25,SP1,Ath Madrid,Girona,3,0,H,1,0,2024/2025,1,50.0,100.0,52.63,42.11,11,13,10,11,7.0,1,6,9,5,1.52,3,1
2024-09-01,SP1,Sevilla,Girona,0,2,A,0,1,2024/2025,0,33.33,50.0,26.32,42.11,16,11,14,6,2.49,7,5,5,4,2.98,2,3
2024-09-21,SP1,Valencia,Girona,2,0,H,0,0,2024/2025,0,25.0,33.33,47.37,42.11,7,8,10,13,3.39,5,2,4,3,2.76,2,3
2024-09-29,SP1,Celta,Girona,1,1,D,0,1,2024/2025,0,20.0,60.0,57.89,42.11,12,9,14,9,2.86,4,2,4,4,2.71,0,1
2024-10-26,SP1,Las Palmas,Girona,1,0,H,1,0,2024/2025,0,20.0,20.0,47.37,42.11,12,8,14,12,3.0,3,3,5,3,2.69,5,4
2024-11-10,SP1,Getafe,Girona,0,1,A,0,1,2024/2025,0,0.0,0.0,26.32,42.11,8,3,16,25,3.44,5,0,2,2,2.66,3,3
2024-12-01,SP1,Villarreal,Girona,2,2,D,1,0,2024/2025,1,20.0,80.0,73.68,42.11,13,13,13,8,5.0,1,4,5,6,1.83,6,2
2024-12-14,SP1,Mallorca,Girona,2,1,H,1,1,2024/2025,1,40.0,60.0,47.37,42.11,8,13,14,10,3.2,2,2,4,1,2.9,2,5
2025-01-11,SP1,Alaves,Girona,0,1,A,0,0,2024/2025,0,40.0,20.0,15.79,42.11,11,3,11,16,2.51,6,2,3,1,3.3,4,1
2025-01-26,SP1,Vallecano,Girona,2,1,H,0,0,2024/2025,1,60.0,100.0,52.63,42.11,17,12,9,19,3.27,4,7,1,5,2.69,1,3
2025-02-08,SP1,Ath Bilbao,Girona,3,0,H,2,0,2024/2025,1,80.0,40.0,36.84,42.11,23,3,12,7,5.34,11,8,2,1,1.8,4,0
2025-02-23,SP1,Real Madrid,Girona,2,0,H,1,0,2024/2025,0,60.0,40.0,63.16,42.11,22,6,7,1,10.5,11,5,5,2,1.32,2,0
2025-03-10,SP1,Espanol,Girona,1,1,D,0,0,2024/2025,0,40.0,20.0,36.84,42.11,7,18,13,11,2.38,4,4,9,4,3.61,3,3
2025-03-30,SP1,Barcelona,Girona,4,1,H,1,0,2024/2025,1,60.0,60.0,68.42,42.11,21,4,11,8,10.5,10,9,2,2,1.32,1,0
2025-04-13,SP1,Osasuna,Girona,2,1,H,1,0,2024/2025,1,60.0,80.0,57.89,42.11,13,18,15,17,3.11,4,6,4,8,2.6,0,2
2025-04-24,SP1,Leganes,Girona,1,1,D,0,0,2024/2025,0,40.0,20.0,47.37,42.11,7,8,18,16,2.5,4,1,5,3,3.34,2,4
2025-05-13,SP1,Valladolid,Girona,0,1,A,0,0,2024/2025,0,40.0,60.0,47.37,42.11,11,13,19,5,1.75,6,4,4,5,5.05,0,0
2025-05-18,SP1,Sociedad,Girona,3,2,H,2,1,2024/2025,1,60.0,40.0,42.11,42.11,15,9,9,10,5.25,9,9,2,5,1.78,3,1
2025-08-24,SP1,Villarreal,Girona,5,0,H,4,0,2025/2026,1,100.0,50.0,50.0,100.0,19,5,9,8,7.0,8,7,1,2,1.5,2,1
2023-08-14,SP1,Ath Madrid,Granada,3,1,H,1,0,2023/2024,1,100.0,100.0,78.95,47.37,14,7,9,15,11.0,3,6,3,4,1.36,1,3
2023-09-02,SP1,Sociedad,Granada,5,3,H,2,1,2023/2024,1,100.0,33.33,31.58,47.37,15,8,14,15,8.5,2,6,5,5,1.5,5,1
2023-09-24,SP1,Las Palmas,Granada,1,0,H,0,0,2023/2024,0,66.67,0.0,31.58,47.37,10,2,19,13,4.1,6,3,7,1,2.05,4,6
2023-10-01,SP1,Almeria,Granada,3,3,D,3,0,2023/2024,1,75.0,80.0,68.42,47.37,17,19,14,18,4.25,1,5,5,4,2.01,1,2
2023-10-20,SP1,Osasuna,Granada,2,0,H,1,0,2023/2024,0,60.0,20.0,26.32,47.37,12,13,13,19,5.8,1,6,7,3,1.71,4,3
2023-11-05,SP1,Valencia,Granada,1,0,H,1,0,2023/2024,0,40.0,40.0,36.84,47.37,11,6,15,20,6.25,0,2,4,1,1.67,5,3
2023-11-24,SP1,Alaves,Granada,3,1,H,2,0,2023/2024,1,40.0,20.0,26.32,47.37,8,11,13,10,5.8,6,5,2,4,1.77,3,1
2023-12-02,SP1,Real Madrid,Granada,2,0,H,1,0,2023/2024,0,40.0,40.0,57.89,47.37,11,1,12,10,19.0,6,4,0,0,1.2,1,2
2023-12-16,SP1,Celta,Granada,1,0,H,1,0,2023/2024,0,20.0,40.0,42.11,47.37,11,7,18,20,5.5,7,4,1,2,1.72,2,6
2024-01-13,SP1,Betis,Granada,1,0,H,0,0,2023/2024,0,20.0,0.0,36.84,47.37,25,6,17,11,5.5,13,6,1,2,1.76,4,3
2024-01-29,SP1,Getafe,Granada,2,0,H,2,0,2023/2024,0,20.0,20.0,31.58,47.37,7,16,11,17,5.0,4,4,3,3,1.9,1,2
2024-02-11,SP1,Barcelona,Granada,3,3,D,1,1,2023/2024,1,20.0,80.0,57.89,47.37,11,11,9,13,17.95,6,6,2,5,1.2,2,1
2024-03-03,SP1,Villarreal,Granada,5,1,H,3,0,2023/2024,1,40.0,40.0,73.68,47.37,16,9,15,12,5.0,6,10,4,3,1.8,2,1
2024-03-16,SP1,Mallorca,Granada,1,0,H,0,0,2023/2024,0,40.0,40.0,26.32,47.37,18,8,9,17,5.4,10,8,2,3,1.88,0,2
2024-03-29,SP1,Cadiz,Granada,1,0,H,0,0,2023/2024,0,40.0,20.0,26.32,47.37,13,10,14,17,5.12,5,5,2,2,1.96,4,2
2024-04-19,SP1,Ath Bilbao,Granada,1,1,D,1,1,2023/2024,0,40.0,20.0,57.89,47.37,17,5,15,11,12.0,11,6,4,0,1.32,2,4
2024-05-05,SP1,Sevilla,Granada,3,0,H,1,0,2023/2024,1,40.0,80.0,57.89,47.37,11,8,13,15,5.5,5,5,4,3,1.72,2,2
2024-05-15,SP1,Vallecano,Granada,2,1,H,1,0,2023/2024,1,40.0,40.0,36.84,47.37,18,10,17,12,7.1,6,9,6,1,1.55,3,4
2024-05-24,SP1,Girona,Granada,7,0,H,3,0,2023/2024,1,60.0,80.0,68.42,47.37,16,10,13,6,13.0,4,9,2,2,1.25,5,3
2023-08-18,SP1,Valencia,Las Palmas,1,0,H,0,0,2023/2024,0,0.0,0.0,36.84,26.32,9,7,6,12,7.5,6,4,4,1,1.65,0,0
2023-09-03,SP1,Girona,Las Palmas,1,0,H,0,0,2023/2024,0,0.0,50.0,68.42,26.32,11,10,10,15,5.6,3,6,5,5,1.76,3,3
2023-09-17,SP1,Sevilla,Las Palmas,1,0,H,0,0,2023/2024,0,0.0,66.67,57.89,26.32,26,12,12,13,6.5,7,9,3,2,1.66,5,3
2023-09-27,SP1,Real Madrid,Las Palmas,2,0,H,1,0,2023/2024,0,0.0,66.67,57.89,26.32,21,16,9,7,18.5,7,9,2,2,1.23,1,0
2023-10-08,SP1,Villarreal,Las Palmas,1,2,A,0,1,2023/2024,1,20.0,100.0,73.68,26.32,9,8,7,17,5.75,7,4,2,5,1.75,4,4
2023-10-28,SP1,Almeria,Las Palmas,1,2,A,0,1,2023/2024,1,40.0,100.0,68.42,26.32,10,10,19,13,3.45,3,4,2,3,2.48,1,3
2023-11-11,SP1,Osasuna,Las Palmas,1,1,D,0,0,2023/2024,0,40.0,20.0,26.32,26.32,11,6,10,25,4.62,8,3,3,1,2.09,1,1
2023-11-26,SP1,Betis,Las Palmas,1,0,H,1,0,2023/2024,0,40.0,40.0,36.84,26.32,12,15,12,7,6.0,7,6,6,4,1.72,2,1
2023-12-09,SP1,Alaves,Las Palmas,0,1,A,0,1,2023/2024,0,40.0,20.0,26.32,26.32,19,9,13,13,4.43,12,5,3,2,2.1,4,3
2023-12-20,SP1,Ath Bilbao,Las Palmas,1,0,H,0,0,2023/2024,0,20.0,60.0,57.89,26.32,19,5,11,12,10.0,5,10,2,1,1.4,3,1
2024-01-20,SP1,Vallecano,Las Palmas,0,2,A,0,1,2023/2024,0,0.0,20.0,36.84,26.32,16,10,8,19,5.5,12,3,0,5,1.79,1,3
2024-02-03,SP1,Granada,Las Palmas,1,1,D,1,0,2023/2024,0,0.0,20.0,47.37,26.32,3,16,16,6,4.05,2,1,9,6,2.23,3,4
2024-02-17,SP1,Ath Madrid,Las Palmas,5,0,H,2,0,2023/2024,1,20.0,60.0,78.95,26.32,13,11,9,19,8.0,3,7,5,2,1.5,2,2
2024-03-02,SP1,Getafe,Las Palmas,3,3,D,3,1,2023/2024,1,40.0,40.0,31.58,26.32,16,14,9,28,4.4,4,5,4,5,2.1,1,4
2024-03-30,SP1,Barcelona,Las Palmas,1,0,H,0,0,2023/2024,0,40.0,40.0,57.89,26.32,14,8,9,11,11.0,6,2,1,0,1.29,1,5
2024-04-20,SP1,Celta,Las Palmas,4,1,H,2,1,2023/2024,1,60.0,40.0,42.11,26.32,21,9,9,10,5.6,8,13,4,4,1.72,0,1
2024-05-04,SP1,Sociedad,Las Palmas,2,0,H,2,0,2023/2024,0,60.0,40.0,31.58,26.32,9,7,11,12,11.0,7,4,2,1,1.36,1,2
2024-05-11,SP1,Mallorca,Las Palmas,1,0,H,1,0,2023/2024,0,40.0,0.0,26.32,26.32,7,7,10,18,7.2,2,2,2,1,1.7,2,6
2024-05-19,SP1,Cadiz,Las Palmas,0,0,D,0,0,2023/2024,0,20.0,0.0,26.32,26.32,10,9,12,13,4.75,5,3,3,1,1.98,1,3
2024-08-25,SP1,Leganes,Las Palmas,2,1,H,0,0,2024/2025,1,100.0,100.0,47.37,52.63,10,10,10,11,3.56,3,5,7,5,2.51,1,1
2024-09-01,SP1,Alaves,Las Palmas,2,0,H,1,0,2024/2025,0,50.0,0.0,15.79,52.63,15,12,9,13,5.6,6,5,5,7,1.82,0,3
2024-09-21,SP1,Osasuna,Las Palmas,2,1,H,1,1,2024/2025,1,66.67,50.0,57.89,52.63,13,11,11,14,4.82,2,2,4,4,1.91,5,2
2024-09-30,SP1,Villarreal,Las Palmas,3,1,H,1,0,2024/2025,1,75.0,100.0,73.68,52.63,17,7,10,14,6.5,3,7,2,3,1.55,3,0
2024-10-21,SP1,Valencia,Las Palmas,2,3,A,1,1,2024/2025,1,80.0,40.0,47.37,52.63,14,11,12,12,4.8,11,7,2,6,1.95,9,4
2024-11-03,SP1,Ath Madrid,Las Palmas,2,0,H,1,0,2024/2025,0,60.0,40.0,52.63,52.63,15,1,13,13,10.5,9,3,1,1,1.36,1,1
2024-11-08,SP1,Vallecano,Las Palmas,1,3,A,0,1,2024/2025,1,80.0,40.0,52.63,52.63,35,11,13,9,4.82,12,7,4,3,1.94,3,1
2024-12-15,SP1,Sociedad,Las Palmas,0,0,D,0,0,2024/2025,0,60.0,0.0,42.11,52.63,15,9,12,17,12.0,8,4,6,3,1.45,3,2
2025-01-19,SP1,Real Madrid,Las Palmas,4,1,H,3,1,2024/2025,1,60.0,80.0,63.16,52.63,26,6,13,11,18.78,8,13,2,2,1.19,1,0
2025-02-03,SP1,Girona,Las Palmas,2,1,H,1,0,2024/2025,1,80.0,100.0,68.42,52.63,12,10,12,12,7.0,11,4,3,2,1.54,2,2
2025-02-16,SP1,Mallorca,Las Palmas,3,1,H,3,0,2024/2025,1,80.0,60.0,47.37,52.63,14,9,13,7,5.4,3,5,5,4,1.88,4,1
2025-02-28,SP1,Valladolid,Las Palmas,1,1,D,0,1,2024/2025,0,60.0,40.0,47.37,52.63,23,4,8,11,2.64,13,7,4,3,3.17,1,2
2025-03-09,SP1,Betis,Las Palmas,1,0,H,0,0,2024/2025,0,60.0,80.0,57.89,52.63,14,8,14,12,10.5,11,6,1,1,1.35,8,2
2025-03-31,SP1,Celta,Las Palmas,1,1,D,1,0,2024/2025,0,40.0,60.0,57.89,52.63,19,4,5,17,6.13,4,7,2,2,1.62,0,3
2025-04-12,SP1,Getafe,Las Palmas,1,3,A,1,0,2024/2025,1,40.0,80.0,26.32,52.63,11,10,15,14,5.86,3,6,2,5,1.76,2,0
2025-04-23,SP1,Ath Bilbao,Las Palmas,1,0,H,1,0,2024/2025,0,20.0,40.0,36.84,52.63,13,10,9,13,9.5,3,4,3,2,1.42,3,1
2025-05-13,SP1,Sevilla,Las Palmas,1,0,H,0,0,2024/2025,0,20.0,40.0,26.32,52.63,10,14,15,22,5.64,4,3,2,3,1.73,6,6
2025-05-24,SP1,Espanol,Las Palmas,2,0,H,0,0,2024/2025,0,20.0,20.0,36.84,52.63,8,10,11,12,9.5,3,3,6,4,1.44,2,3
2024-08-17,SP1,Osasuna,Leganes,1,1,D,0,1,2024/2025,0,0.0,0.0,57.89,36.84,16,10,12,14,5.32,6,5,4,4,1.91,2,3
2024-08-28,SP1,Valladolid,Leganes,0,0,D,0,0,2024/2025,0,0.0,0.0,47.37,36.84,12,8,19,13,4.09,4,2,4,1,2.26,5,1
2024-09-13,SP1,Betis,Leganes,2,0,H,0,0,2024/2025,0,0.0,0.0,57.89,36.84,14,3,18,11,6.5,11,5,1,0,1.72,2,1
2024-09-22,SP1,Getafe,Leganes,1,1,D,0,0,2024/2025,0,0.0,0.0,26.32,36.84,12,6,17,16,5.63,6,3,2,3,2.1,2,3
2024-09-28,SP1,Vallecano,Leganes,1,1,D,1,0,2024/2025,0,0.0,50.0,52.63,36.84,15,13,7,12,5.8,5,6,5,3,1.92,1,2
2024-10-20,SP1,Ath Madrid,Leganes,3,1,H,0,1,2024/2025,1,20.0,60.0,52.63,36.84,24,5,8,14,9.7,8,9,2,2,1.47,1,5
2024-11-02,SP1,Girona,Leganes,4,3,H,2,2,2024/2025,1,40.0,60.0,68.42,36.84,15,8,15,17,6.4,6,6,1,5,1.77,4,2
2024-11-30,SP1,Alaves,Leganes,1,1,D,0,0,2024/2025,0,40.0,60.0,15.79,36.84,18,6,15,15,6.0,13,7,8,3,1.86,4,1
