date,home,away,market,outcome,prob,odds,edge,EV
2025-09-12 14:00:00,Everton,Aston Villa,TG Interval,0-3,0.699195260883021,3.0,0.36586192754968766,1.097585782649063
2025-09-12 22:00:00,Brentford,Chelsea,TG Interval,0-3,0.6554763819465835,3.0,0.3221430486132502,0.9664291458397507
2025-09-12 19:45:00,West Ham,Tottenham,TG Interval,2-5,0.6400948498909442,3.0,0.3067615165576109,0.9202845496728327
2025-09-12 14:00:00,Bournemouth,Brighton,TG Interval,2-5,0.6393959168202094,3.0,0.30606258348687604,0.918187750460628
2025-09-12 14:00:00,Fulham,Leeds,TG Interval,0-3,0.6393940564720404,3.0,0.3060607231387071,0.9181821694161212
2025-09-14 16:00:00,Burnley,Liverpool,TG Interval,2-5,0.6384059755351325,3.0,0.30507264220179914,0.9152179266053975
2025-09-12 14:00:00,Crystal Palace,Sunderland,TG Interval,2-5,0.6381957047768326,3.0,0.3048623714434993,0.914587114330498
2025-09-12 14:00:00,Fulham,Leeds,TG Interval,2-5,0.6379685939424518,3.0,0.30463526060911844,0.9139057818273553
2025-09-12 22:00:00,Brentford,Chelsea,TG Interval,2-5,0.6356075584123985,3.0,0.30227422507906515,0.9068226752371955
2025-09-12 14:00:00,Newcastle,Wolves,TG Interval,2-5,0.6279302070509627,3.0,0.2945968737176294,0.8837906211528881
2025-09-12 14:00:00,Arsenal,Nott'm Forest,TG Interval,2-5,0.6273445276126571,3.0,0.2940111942793238,0.8820335828379715
2025-09-12 14:00:00,Bournemouth,Brighton,TG Interval,0-3,0.6247063155687265,3.0,0.29137298223539315,0.8741189467061794
2025-09-12 14:00:00,Everton,Aston Villa,TG Interval,2-5,0.6237970999525309,3.0,0.29046376661919754,0.8713912998575926
2025-09-14 18:30:00,Man City,Man United,TG Interval,2-5,0.6170573505272734,3.0,0.2837240171939401,0.8511720515818202
2025-09-12 14:00:00,Everton,Aston Villa,TG Interval,1-3,0.6040821718818098,3.0,0.2707488385484765,0.8122465156454295
2025-09-14 16:00:00,Burnley,Liverpool,TG Interval,0-3,0.5913709658604712,3.0,0.2580376325271379,0.7741128975814138
2025-09-12 19:45:00,West Ham,Tottenham,TG Interval,0-3,0.5886404074370597,3.0,0.2553070741037264,0.7659212223111791
2025-09-12 14:00:00,Crystal Palace,Sunderland,TG Interval,0-3,0.577123567972762,3.0,0.24379023463942867,0.731370703918286
2025-09-12 22:00:00,Brentford,Chelsea,TG Interval,1-3,0.5753100266413429,3.0,0.24197669330800958,0.7259300799240287
2025-09-12 14:00:00,Fulham,Leeds,TG Interval,1-3,0.5639931103990807,3.0,0.23065977706574742,0.6919793311972422
2025-09-12 14:00:00,Bournemouth,Brighton,TG Interval,1-3,0.5534169817149025,3.0,0.22008364838156919,0.6602509451447074
2025-09-12 22:00:00,Brentford,Chelsea,TG Interval,2-4,0.5435544454305965,3.0,0.21022111209726319,0.6306633362917895
2025-09-14 18:30:00,Man City,Man United,TG Interval,3-6,0.5433413022472662,3.0,0.21000796891393286,0.6300239067417985
2025-09-12 14:00:00,Everton,Aston Villa,TG Interval,2-4,0.5427368537701549,3.0,0.2094035204368216,0.6282105613104647
2025-09-12 14:00:00,Fulham,Leeds,TG Interval,2-4,0.5420952326987027,3.0,0.20876189936536943,0.6262856980961082
