Date,Home,Away,Pick_1X2,Prob_1X2,Odds_1X2,Edge_1X2,EV_1X2,Pick_OU,Prob_OU,Odds_OU,Edge_OU,EV_OU,Higher
2025-08-29 21:45:00,Lecce,Milan,1X2 A,70.3%,2.00,36.9%,0.41,OU 2.5 Over,83.3%,1.90,33.3%,0.58,OU (83.3%)
2025-08-30 19:30:00,Bologna,Como,1X2 H,86.4%,2.00,53.1%,0.73,OU 2.5 Over,90.0%,1.90,40.0%,0.71,OU (90.0%)
2025-08-30 19:30:00,Parma,Atalanta,1X2 H,48.7%,2.00,15.4%,-0.03,OU 2.5 Over,83.3%,1.90,33.3%,0.58,OU (83.3%)
2025-08-30 21:45:00,Napoli,Cagliari,1X2 A,70.3%,2.00,36.9%,0.41,OU 2.5 Over,78.6%,1.90,28.6%,0.49,OU (78.6%)
2025-08-31 19:30:00,Genoa,Juventus,1X2 A,74.8%,2.00,41.5%,0.50,OU 2.5 Under,51.2%,1.90,1.2%,-0.03,1X2 (74.8%)
2025-08-31 19:30:00,Torino,Fiorentina,1X2 A,53.1%,2.00,19.8%,0.06,OU 2.5 Over,83.3%,1.90,33.3%,0.58,OU (83.3%)
2025-08-31 21:45:00,Inter,Udinese,1X2 A,70.3%,2.00,36.9%,0.41,OU 2.5 Over,78.6%,1.90,28.6%,0.49,OU (78.6%)
2025-08-31 21:45:00,Lazio,Verona,1X2 A,75.9%,2.00,42.6%,0.52,OU 2.5 Under,51.2%,1.90,1.2%,-0.03,1X2 (75.9%)
