fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,next_round_only,next_round_span_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_next_round,upcoming_rows_after_filters,mu_home,mu_away,mu_total,lg_avg_h_base,lg_avg_a_base,lg_avg_h_effective,lg_avg_a_effective,team_anchor_enabled,team_anchor_rel,team_anchor_blend,team_anchor_h,team_anchor_a,sim_anchor_h,sim_anchor_a,sim_gf_h,sim_ga_h,sim_gf_a,sim_ga_a,over_score,under_score,sterile_anchor_override_enabled,sterile_anchor_mode,sterile_anchor_target_total,sterile_anchor_blend,p_over25,p_under25,p_over_2_5,p_under_2_5,pred_ou25,sterile_under25_boost_cap,sterile_under25_boost_applied,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,pred_btts,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_matchup_flag,sterile_matchup_score,sterile_valid_H,sterile_valid_A,sterile_weak_attack_H,sterile_weak_attack_A,sterile_strong_defense_H,sterile_strong_defense_A,sterile_strong_weak_attack_H,sterile_strong_weak_attack_A,sterile_stronger_defense_H,sterile_stronger_defense_A,sterile_moderate_trigger,sterile_strong_trigger,sterile_last10_valid_H,sterile_last10_valid_A,sterile_last10_weak_attack_H,sterile_last10_weak_attack_A,sterile_last10_strong_weak_attack_H,sterile_last10_strong_weak_attack_A,sterile_last10_strong_defense_H,sterile_last10_strong_defense_A,sterile_last10_stronger_defense_H,sterile_last10_stronger_defense_A,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2026-02-20T19:00:00,2026-02-20,Eredivisie,Netherlands,2025-2026,Fortuna Sittard,Excelsior,poisson_formula,2026-02-19T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,1,1,1,1,1,1,1,1,1,1.4558565621244186,0.9095453159222784,2.365401878046697,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,1.9251358767849156,1.6699225803474107,2.3427599143329383,2.3413932445813868,0.9984519161134346,1.5075118392368925,0.4254011159798248,0.508116370229735,1,NONE,,1.0,0.4212259852521768,0.5787740147478232,0.4212259852521768,0.5787740147478232,OU25_UNDER,0.05,0.0,,,,,,,0.4580037372009373,0.5419962627990627,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,2.9668929238058426,3.999387200067509,3.0,4.0,3.0,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,1,2,0,1,0,0,0,0,0,0,2026-02-20,2026-02-20,2026-02-20,2,1,1
2026-02-21T17:45:00,2026-02-21,Eredivisie,Netherlands,2025-2026,PSV Eindhoven,Heerenveen,poisson_formula,2026-02-20T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.404826021304286,2.035981021034209,3.440807042338495,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,2.7037035778641254,1.4738618517683568,3.3402325502695507,0.993692875559086,1.954030827977628,2.0671746054587,0.5653135261786713,0.3869715474854178,1,NONE,,1.0,0.6680554756783041,0.3319445243216958,0.6680554756783041,0.3319445243216958,OU25_OVER,0.05,0.0,,,,,,,0.6560767243365472,0.3439232756634528,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,2.99767248498697,2.963708485610471,3.0,3.0,3.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,3,0,2,0,0,0,0,0,2026-02-21,2026-02-21,2026-02-21,3,1,1
2026-02-21T19:00:00,2026-02-21,Eredivisie,Netherlands,2025-2026,NAC Breda,FC Volendam,poisson_formula,2026-02-20T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,2.5820104061135893,1.9294993138809369,4.511509719994526,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,1.2853755180338486,1.451941145237654,1.2442716042325637,2.252286152175522,0.6515961382997852,1.3264794318351336,0.6359416659722237,0.3103949589888091,1,NONE,,1.0,0.827624779426734,0.172375220573266,0.827624779426734,0.172375220573266,OU25_OVER,0.05,0.0,,,,,,,0.7901391572117304,0.2098608427882695,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,3.9958896229815815,2.9685907264032103,4.0,3.0,4.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,2026-02-21,2026-02-21,2026-02-21,1,0,1
2026-02-21T20:00:00,2026-02-21,Eredivisie,Netherlands,2025-2026,Ajax,NEC Nijmegen,poisson_formula,2026-02-20T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,2.9683669108319983,1.5551547834124702,4.523521694244469,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,2.1675917364686943,1.8351904959945025,2.6749440921009904,1.006953429568084,2.663427562420921,1.6602393808363982,0.716896634976951,0.2631689049262718,1,NONE,,1.0,0.8287819635437925,0.1712180364562074,0.8287819635437925,0.1712180364562074,OU25_OVER,0.05,0.0,,,,,,,0.7483068850826461,0.2516931149173539,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,2.995004832184972,2.9979412369562173,3.0,3.0,3.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,1,1,0,0,0,0,0,2026-02-21,2026-02-21,2026-02-21,1,1,X
2026-02-22T11:15:00,2026-02-22,Eredivisie,Netherlands,2025-2026,Twente,Groningen,poisson_formula,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.108582010341706,1.1797155420858805,2.2882975524275864,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,1.4976985357977797,0.6674268406050965,1.996358442135312,0.3338923106704404,1.0009613705397526,0.9990386294602474,0.490790938117432,0.4694068939861481,1,NONE,,1.0,0.400855441077294,0.599144558922706,0.400855441077294,0.599144558922706,OU25_UNDER,0.05,0.0,,,,,,,0.4640462468760954,0.5359537531239046,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,2.999890269045101,2.99338266499513,3.0,3.0,3.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,3,0,3,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,2,1,1
2026-02-22T13:30:00,2026-02-22,Eredivisie,Netherlands,2025-2026,GO Ahead Eagles,Heracles,poisson_formula,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.9767528728574248,1.3479509732931272,3.324703846150552,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,2.276860437845561,1.3840830466664706,1.2272353090782753,1.7537538020334629,1.0144122912994784,3.326485566612846,0.5807485749036634,0.3706509108943113,1,NONE,,1.0,0.6455029679919821,0.3544970320080178,0.6455029679919821,0.3544970320080178,OU25_OVER,0.05,0.0,,,,,,,0.6376928839271807,0.3623071160728193,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,3.8697183697465474,2.9196645197965987,4.0,3.0,4.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,2,1,0,1,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,4,0,1
2026-02-22T13:30:00,2026-02-22,Eredivisie,Netherlands,2025-2026,Utrecht,PEC Zwolle,poisson_formula,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.2943148657796444,1.0755869555218145,2.369901821301459,1.5,1.2,1.5,1.2,1,0.0,0.0,1.5,1.2,1.296030021261796,1.2955708738192326,0.339403354705551,1.339403354705551,1.251738392932914,2.2526566878180407,0.4544282368321432,0.491354203750196,1,NONE,,1.0,0.4224080788851124,0.5775919211148877,0.4224080788851124,0.5775919211148877,OU25_UNDER,0.05,0.0,,,,,,,0.4783068316348995,0.5216931683651005,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,2.984425439443883,3.9973871291657472,3.0,4.0,3.0,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1,1,1,0,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,1,1,X
2026-02-22T15:45:00,2026-02-22,Eredivisie,Netherlands,2025-2026,AZ Alkmaar,Sparta Rotterdam,poisson_formula,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.443452439958958,1.7376991964093638,3.181151636368321,1.5,1.2,1.5,1.2,1,0.1648918402892221,0.1401580642458388,1.446907794613047,1.2630835905893705,1.1211976408733166,1.6500889116071182,1.0,1.3062622995328637,1.9939155236813728,1.2423952817466333,0.5539533459953119,0.3956532960302883,1,NONE,,1.0,0.6161460456595291,0.3838539543404708,0.6161460456595291,0.3838539543404708,OU25_OVER,0.05,0.0,,,,,,,0.6295018974086303,0.3704981025913697,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,3.8244592014461114,3.997610657681504,4.0,4.0,4.0,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,3,0,3,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,3,1,1
2026-02-22T19:00:00,2026-02-22,Eredivisie,Netherlands,2025-2026,Feyenoord,Telstar,poisson_formula,2026-02-21T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,2.4105331136848385,1.5334039717023928,3.943937085387232,1.5,1.2,1.5,1.2,1,0.1921571296036441,0.1633335601630975,1.579359030565942,1.2442800643146088,1.9858709409548023,1.471102058085262,2.2218230334662383,1.6925488128341315,1.2496553033363926,1.7499188484433668,0.6475666590129389,0.319083495832527,1,NONE,,1.0,0.7535209894643858,0.2464790105356141,0.7535209894643858,0.2464790105356141,OU25_OVER,0.05,0.0,,,,,,,0.7138045313134376,0.2861954686865624,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,3.960785648018221,3.999984140646189,4.0,4.0,4.0,4.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,1,2,0,1,0,0,0,0,0,2026-02-22,2026-02-22,2026-02-22,2,1,1
