Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,MaxC>2.5,AvgAwayGoalsConceded,HS,AvgCAHH,MaxC<2.5,AvgAwayGoalsScored,B365AHA,AvgHomeGoalsConceded,AS,Over2.5
2023-09-30,E0,17:30,Tottenham,Liverpool,H,D,S Hooper,2023/2024,75.0,66.67,8,4,63.16,84.21,1.25,0.67,2.0,1.75,1.44,1.26,24,1.9,3.22,1.95,1.96,1.42,12,1
2023-10-08,E0,14:00,Brighton,Liverpool,D,A,A Taylor,2023/2024,80.0,100.0,3,4,63.16,57.89,1.4,1.6,2.6,1.8,1.35,1.26,14,1.83,3.67,1.95,1.9,1.42,14,1
2023-11-05,E0,16:30,Luton,Liverpool,D,D,A Madley,2023/2024,80.0,40.0,5,6,63.16,68.42,1.4,1.4,0.8,1.8,1.38,1.26,8,1.95,3.62,1.95,1.85,1.95,24,0
2023-11-25,E0,12:30,Man City,Liverpool,D,H,C Kavanagh,2023/2024,60.0,60.0,5,3,63.16,57.89,1.4,0.8,3.2,1.6,1.58,1.26,16,1.87,2.79,1.95,1.96,0.84,8,0
2023-12-06,E0,19:30,Sheffield United,Liverpool,A,A,S Hooper,2023/2024,40.0,80.0,1,8,63.16,84.21,1.2,3.2,0.8,1.4,1.4,1.26,6,2.08,3.66,1.95,1.88,3.0,15,0
2023-12-09,E0,12:30,Crystal Palace,Liverpool,A,D,A Madley,2023/2024,40.0,60.0,4,2,63.16,63.16,1.0,1.8,0.8,1.6,1.74,1.26,8,2.08,2.42,1.95,1.84,1.37,14,1
2023-12-26,E0,17:30,Burnley,Liverpool,A,A,P Tierney,2023/2024,20.0,40.0,0,10,63.16,57.89,0.6,1.6,1.2,1.6,1.54,1.26,9,1.84,2.93,1.95,2.03,2.26,19,0
2024-01-21,E0,16:30,Bournemouth,Liverpool,A,D,A Madley,2023/2024,40.0,80.0,1,7,63.16,63.16,0.4,1.4,1.8,2.2,1.48,1.26,11,1.99,3.19,1.95,1.91,1.47,14,1
2024-02-04,E0,16:30,Arsenal,Liverpool,H,D,A Taylor,2023/2024,60.0,60.0,7,1,63.16,73.68,0.8,0.8,2.4,2.2,1.76,1.26,15,1.91,2.38,1.95,1.98,0.84,10,1
2024-02-17,E0,12:30,Brentford,Liverpool,A,A,M Oliver,2023/2024,80.0,100.0,6,8,63.16,68.42,1.0,3.0,1.4,2.6,1.5,1.26,15,1.81,3.01,1.95,1.99,1.79,15,1
2024-03-02,E0,15:00,Nott'm Forest,Liverpool,A,D,P Tierney,2023/2024,60.0,60.0,2,2,63.16,52.63,0.8,1.4,1.4,2.4,1.58,1.26,8,1.89,2.61,1.95,1.88,1.58,22,0
2024-04-07,E0,15:30,Man United,Liverpool,D,A,A Taylor,2023/2024,80.0,80.0,5,7,63.16,68.42,1.2,1.2,2.0,2.4,1.34,1.26,9,1.96,3.73,1.95,1.98,1.47,28,1
2024-04-21,E0,16:30,Fulham,Liverpool,A,D,C Pawson,2023/2024,80.0,80.0,5,7,63.16,63.16,1.4,1.2,1.6,2.2,1.48,1.26,12,2.05,2.86,1.95,1.92,1.26,14,1
2024-04-24,E0,20:00,Everton,Liverpool,H,H,A Madley,2023/2024,60.0,20.0,6,7,63.16,36.84,1.2,0.8,1.4,2.0,1.53,1.26,16,2.02,2.78,1.95,1.92,0.95,23,0
2024-04-27,E0,12:30,West Ham,Liverpool,D,H,A Taylor,2023/2024,60.0,40.0,8,8,63.16,52.63,1.4,1.6,1.2,1.6,1.42,1.26,11,2.02,3.35,1.95,1.75,1.47,28,1
2024-05-13,E0,20:00,Aston Villa,Liverpool,D,A,S Hooper,2023/2024,80.0,80.0,5,7,63.16,78.95,2.0,1.8,2.6,2.0,1.39,1.26,19,1.89,3.3,1.95,1.91,1.47,14,1
2024-08-17,E0,12:30,Ipswich,Liverpool,A,D,T Robinson,2024/2025,0.0,0.0,2,5,63.16,52.63,0.0,2.0,0.0,2.0,1.4,1.32,7,1.99,3.38,2.32,1.91,2.32,18,0
2024-09-01,E0,16:00,Man United,Liverpool,A,A,A Taylor,2024/2025,50.0,50.0,3,3,63.16,52.63,0.0,1.5,0.5,2.5,1.52,1.32,8,1.91,2.87,2.32,1.86,1.47,11,1
2024-09-28,E0,17:30,Wolves,Liverpool,A,A,A Taylor,2024/2025,66.67,100.0,3,6,63.16,57.89,0.33,3.33,1.33,2.33,1.42,1.32,8,2.01,3.17,2.32,1.97,1.68,10,1
2024-10-05,E0,12:30,Crystal Palace,Liverpool,A,A,S Hooper,2024/2025,50.0,25.0,5,4,63.16,47.37,0.25,1.25,0.5,2.0,1.7,1.32,9,2.03,2.38,2.32,1.75,1.37,16,0
2024-10-27,E0,16:30,Arsenal,Liverpool,D,H,A Taylor,2024/2025,60.0,60.0,3,4,63.16,52.63,0.6,1.2,2.4,2.0,1.91,1.32,9,1.93,2.02,2.32,2.08,0.89,9,1
2024-11-24,E0,14:00,Southampton,Liverpool,A,D,S Barrott,2024/2025,80.0,60.0,5,11,63.16,68.42,1.0,2.0,1.2,2.2,1.44,1.32,7,1.97,3.16,2.32,2.0,2.47,27,1
2024-12-04,E0,19:30,Newcastle,Liverpool,D,H,A Madley,2024/2025,80.0,20.0,6,5,63.16,63.16,1.6,1.4,1.0,2.2,1.72,1.32,17,1.85,2.43,2.32,2.01,1.05,16,1
2024-12-22,E0,16:30,Tottenham,Liverpool,A,A,S Barrott,2024/2025,80.0,80.0,5,12,63.16,73.68,2.0,2.8,2.4,3.0,1.29,1.32,9,1.87,3.99,2.32,1.89,1.84,24,1
2024-12-29,E0,17:15,West Ham,Liverpool,A,A,A Taylor,2024/2025,100.0,60.0,0,13,63.16,57.89,2.0,2.4,1.0,3.8,1.44,1.32,7,1.86,3.18,2.32,2.03,1.79,22,1
2025-01-14,E0,20:00,Nott'm Forest,Liverpool,D,H,C Kavanagh,2024/2025,80.0,40.0,3,7,63.16,31.58,1.8,1.0,1.2,3.6,1.64,1.32,6,1.85,2.49,2.32,2.05,0.84,23,0
2025-01-18,E0,15:00,Brentford,Liverpool,A,D,A Madley,2024/2025,60.0,60.0,6,8,63.16,63.16,1.4,2.2,1.4,3.4,1.35,1.32,11,1.91,3.56,2.32,1.89,1.84,37,0
2025-02-01,E0,15:00,Bournemouth,Liverpool,A,A,D England,2024/2025,40.0,20.0,3,7,63.16,31.58,0.8,0.6,1.4,3.2,1.47,1.32,14,1.99,2.92,2.32,1.84,0.84,19,0
2025-02-12,E0,19:30,Everton,Liverpool,D,D,M Oliver,2024/2025,40.0,60.0,3,4,63.16,47.37,0.6,1.4,1.8,2.4,1.87,1.32,10,1.84,2.17,2.32,2.01,1.21,6,1
2025-02-19,E0,19:30,Aston Villa,Liverpool,D,H,C Pawson,2024/2025,40.0,60.0,4,3,63.16,57.89,1.0,1.4,1.6,1.8,1.6,1.32,9,1.97,2.55,2.32,1.85,1.05,17,1
2025-02-23,E0,16:30,Man City,Liverpool,A,A,A Taylor,2024/2025,40.0,60.0,5,4,63.16,73.68,0.8,1.0,2.4,2.0,1.58,1.32,16,1.95,2.79,2.32,2.0,1.21,8,0
2025-04-06,E0,14:00,Fulham,Liverpool,H,H,C Kavanagh,2024/2025,60.0,40.0,6,6,63.16,63.16,1.4,1.2,1.4,2.0,1.87,1.32,12,1.92,2.1,2.32,1.86,1.58,14,1
2025-04-20,E0,16:30,Leicester,Liverpool,A,D,S Attwell,2024/2025,60.0,60.0,0,10,63.16,47.37,1.4,2.6,0.0,1.8,1.39,1.32,5,1.83,3.37,2.32,1.85,1.79,28,0
2025-05-04,E0,16:30,Chelsea,Liverpool,H,H,S Hooper,2024/2025,60.0,40.0,7,2,63.16,57.89,1.6,0.6,1.6,1.6,1.53,1.32,17,2.03,2.71,2.32,2.02,0.95,11,1
2025-05-19,E0,20:00,Brighton,Liverpool,H,A,J Brooks,2024/2025,60.0,80.0,12,5,63.16,68.42,1.8,2.0,1.8,1.6,1.5,1.32,25,1.94,2.9,2.32,1.9,1.37,18,1
2023-08-12,E0,15:00,Brighton,Luton,H,H,D Coote,2023/2024,100.0,100.0,12,3,73.68,57.89,4.0,1.0,4.0,1.0,1.62,2.53,27,2.0,2.66,1.26,1.95,1.42,9,1
2023-08-25,E0,20:00,Chelsea,Luton,H,H,R Jones,2023/2024,100.0,50.0,8,1,73.68,63.16,3.5,0.5,2.0,0.5,1.67,2.53,19,2.01,2.45,1.26,1.98,1.37,11,1
2023-09-16,E0,15:00,Fulham,Luton,H,D,M Salisbury,2023/2024,66.67,50.0,2,2,73.68,63.16,2.67,1.5,0.5,0.33,2.19,2.53,13,1.85,1.86,1.26,2.03,1.26,7,0
2023-09-30,E0,15:00,Everton,Luton,A,A,A Taylor,2023/2024,75.0,25.0,5,2,73.68,36.84,2.25,1.25,0.25,0.75,2.13,2.53,23,1.81,1.89,1.26,1.84,0.95,9,1
2023-10-21,E0,15:00,Nott'm Forest,Luton,D,D,S Barrott,2023/2024,80.0,50.0,8,4,73.68,52.63,2.2,1.25,1.5,1.0,2.24,2.53,19,1.94,1.81,1.26,1.99,1.58,13,1
2023-10-29,E0,14:00,Aston Villa,Luton,H,H,J Brooks,2023/2024,80.0,100.0,6,1,73.68,78.95,2.0,0.8,4.0,1.0,1.53,2.53,17,1.92,2.93,1.26,1.93,1.47,7,1
2023-11-11,E0,15:00,Man United,Luton,H,D,G Scott,2023/2024,60.0,60.0,4,4,73.68,68.42,1.6,1.6,0.8,1.0,1.54,2.53,15,1.83,2.76,1.26,1.97,1.47,10,0
2023-12-02,E0,15:00,Brentford,Luton,H,D,A Taylor,2023/2024,80.0,80.0,6,1,73.68,68.42,2.0,1.4,2.0,1.2,1.85,2.53,27,1.87,2.12,1.26,1.89,1.79,7,1
2023-12-26,E0,15:00,Sheffield United,Luton,A,A,S Allison,2023/2024,80.0,60.0,6,4,73.68,84.21,2.2,1.8,1.2,1.4,2.36,2.53,21,2.08,1.76,1.26,1.81,3.0,12,1
2024-01-12,E0,19:45,Burnley,Luton,D,H,T Harrington,2023/2024,60.0,40.0,7,5,73.68,57.89,2.0,1.4,1.4,1.2,2.06,2.53,13,1.83,1.92,1.26,1.84,2.26,14,0
2024-02-03,E0,15:00,Newcastle,Luton,D,D,T Bramall,2023/2024,60.0,80.0,6,8,73.68,68.42,2.2,2.0,2.2,1.8,1.67,2.53,19,1.88,2.48,1.26,1.98,1.16,11,1
2024-02-21,E0,19:30,Liverpool,Luton,H,A,A Madley,2023/2024,80.0,80.0,13,3,73.68,68.42,2.8,1.2,3.2,2.0,1.39,2.53,29,1.92,3.4,1.26,2.02,0.89,12,1
2024-03-09,E0,15:00,Crystal Palace,Luton,D,H,S Singh,2023/2024,60.0,80.0,4,2,73.68,63.16,2.4,1.4,2.2,2.0,1.9,2.53,21,1.9,2.08,1.26,1.89,1.37,8,0
2024-03-13,E0,19:30,Bournemouth,Luton,H,A,S Allison,2023/2024,60.0,60.0,10,4,73.68,63.16,2.8,2.2,1.4,2.0,1.43,2.53,24,1.82,3.1,1.26,1.85,1.47,8,1
2024-03-30,E0,15:00,Tottenham,Luton,H,A,J Gillett,2023/2024,80.0,100.0,4,3,73.68,84.21,3.0,1.4,2.2,2.0,1.23,2.53,17,1.83,4.6,1.26,1.98,1.42,7,1
2024-04-03,E0,19:30,Arsenal,Luton,H,H,C Pawson,2023/2024,60.0,80.0,4,1,73.68,73.68,2.6,0.6,3.2,1.2,1.34,2.53,13,2.02,3.7,1.26,2.04,0.84,5,0
2024-04-13,E0,15:00,Man City,Luton,H,H,J Brooks,2023/2024,60.0,60.0,13,2,73.68,57.89,2.8,0.6,2.6,1.2,1.25,2.53,33,1.95,4.6,1.26,2.02,0.84,4,1
2024-04-27,E0,15:00,Wolves,Luton,H,H,D Coote,2023/2024,80.0,60.0,5,6,73.68,63.16,3.0,1.4,1.0,1.2,1.71,2.53,13,1.9,2.38,1.26,1.89,1.58,9,1
2024-05-11,E0,15:00,West Ham,Luton,H,A,M Oliver,2023/2024,80.0,40.0,8,1,73.68,52.63,2.8,1.4,1.4,0.8,1.43,2.53,24,1.86,3.17,1.26,1.87,1.47,4,1
2023-08-11,E0,20:00,Burnley,Man City,A,A,C Pawson,2023/2024,100.0,100.0,1,8,68.42,57.89,0.0,3.0,0.0,3.0,1.73,0.95,6,1.92,2.45,2.37,2.07,2.26,17,1
2023-08-27,E0,14:00,Sheffield United,Man City,A,D,J Gillett,2023/2024,100.0,50.0,2,9,68.42,84.21,0.5,1.5,0.5,2.5,1.66,0.95,6,2.03,2.45,2.37,1.96,3.0,30,1
2023-09-16,E0,15:00,West Ham,Man City,A,H,A Madley,2023/2024,100.0,100.0,3,15,68.42,52.63,0.67,2.0,2.0,2.67,1.83,0.95,6,1.86,2.23,2.37,2.07,1.47,29,1
2023-09-30,E0,15:00,Wolves,Man City,H,H,C Pawson,2023/2024,100.0,100.0,1,8,68.42,63.16,1.0,2.67,1.33,2.25,1.75,0.95,3,2.02,2.36,2.37,1.96,1.58,23,1
2023-10-08,E0,16:30,Arsenal,Man City,H,D,M Oliver,2023/2024,80.0,80.0,2,1,68.42,73.68,1.0,1.2,2.0,1.8,2.13,0.95,12,1.76,2.04,2.37,2.11,0.84,4,0
2023-10-29,E0,15:30,Man United,Man City,A,A,P Tierney,2023/2024,80.0,80.0,3,10,68.42,68.42,1.0,2.0,1.2,1.8,1.74,0.95,7,1.86,2.4,2.37,1.87,1.47,21,1
2023-11-12,E0,16:30,Chelsea,Man City,D,D,A Taylor,2023/2024,80.0,40.0,9,10,68.42,63.16,1.6,2.0,1.2,2.2,1.87,0.95,17,1.89,2.13,2.37,1.96,1.37,15,1
2023-12-06,E0,20:15,Aston Villa,Man City,H,D,J Brooks,2023/2024,60.0,80.0,7,2,68.42,78.95,1.6,0.8,3.4,1.6,1.72,0.95,22,1.82,2.44,2.37,1.92,1.47,2,0
2023-12-10,E0,14:00,Luton,Man City,A,H,T Robinson,2023/2024,60.0,60.0,2,6,68.42,68.42,1.4,1.8,1.4,1.8,1.62,0.95,4,1.87,2.58,2.37,1.95,1.95,18,1
2023-12-27,E0,20:15,Everton,Man City,A,H,J Brooks,2023/2024,80.0,60.0,2,9,68.42,36.84,1.4,1.4,1.4,2.4,2.0,0.95,7,1.78,2.05,2.37,2.01,0.95,23,1
2024-01-13,E0,17:30,Newcastle,Man City,A,H,C Kavanagh,2023/2024,80.0,80.0,5,11,68.42,68.42,1.8,1.4,2.2,2.4,1.84,0.95,12,2.01,2.33,2.37,1.98,1.16,27,1
2024-02-05,E0,20:00,Brentford,Man City,A,D,J Gillett,2023/2024,80.0,100.0,3,15,68.42,68.42,1.2,2.4,1.8,2.2,1.55,0.95,9,1.83,2.72,2.37,1.94,1.79,25,1
2024-02-24,E0,17:30,Bournemouth,Man City,A,A,J Gillett,2023/2024,80.0,60.0,4,6,68.42,63.16,1.0,1.6,1.2,2.4,1.54,0.95,13,1.86,2.78,2.37,1.91,1.47,15,0
2024-03-10,E0,15:45,Liverpool,Man City,D,A,M Oliver,2023/2024,60.0,80.0,6,6,68.42,68.42,1.0,1.2,3.2,2.2,1.52,0.95,19,1.83,2.88,2.37,2.0,0.89,10,0
2024-04-06,E0,12:30,Crystal Palace,Man City,A,D,P Tierney,2023/2024,60.0,80.0,4,8,68.42,63.16,1.2,2.0,2.0,2.4,1.73,0.95,7,1.8,2.29,2.37,1.95,1.37,18,1
2024-04-25,E0,20:00,Brighton,Man City,A,A,J Gillett,2023/2024,60.0,60.0,3,6,68.42,57.89,0.8,1.8,1.2,2.6,1.47,0.95,7,1.91,3.2,2.37,1.98,1.42,14,1
2024-04-28,E0,16:30,Nott'm Forest,Man City,A,A,S Hooper,2023/2024,40.0,40.0,2,5,68.42,52.63,0.6,1.4,1.2,2.4,1.58,0.95,14,2.01,2.72,2.37,1.91,1.58,11,0
2024-05-11,E0,12:30,Fulham,Man City,A,A,A Taylor,2023/2024,60.0,60.0,1,9,68.42,63.16,0.6,1.8,1.0,3.0,1.35,0.95,1,1.81,3.54,2.37,2.06,1.26,16,1
2024-05-14,E0,20:00,Tottenham,Man City,A,D,C Kavanagh,2023/2024,60.0,80.0,5,5,68.42,84.21,0.4,1.6,1.8,3.2,1.32,0.95,10,1.89,4.1,2.37,1.98,1.42,8,0
2024-08-18,E0,16:30,Chelsea,Man City,A,A,A Taylor,2024/2025,0.0,0.0,3,5,47.37,57.89,0.0,2.0,0.0,2.0,1.61,1.11,10,1.9,2.52,1.53,1.86,0.95,11,0
2024-08-31,E0,17:30,West Ham,Man City,A,A,M Oliver,2024/2025,50.0,100.0,2,8,47.37,57.89,0.5,2.5,1.0,2.5,1.58,1.11,10,1.99,2.73,1.53,2.04,1.79,23,1
2024-09-28,E0,12:30,Newcastle,Man City,D,A,J Gillett,2024/2025,33.33,33.33,4,6,47.37,63.16,0.67,0.67,1.33,2.0,1.63,1.11,11,2.04,2.49,1.53,2.01,1.05,16,0
2024-10-20,E0,14:00,Wolves,Man City,A,D,C Kavanagh,2024/2025,50.0,100.0,2,7,47.37,57.89,0.75,3.0,1.25,2.0,1.52,1.11,3,1.87,2.79,1.53,1.88,1.68,22,1
2024-11-02,E0,15:00,Bournemouth,Man City,H,H,M Oliver,2024/2025,60.0,40.0,6,4,47.37,31.58,1.0,0.8,1.6,1.8,1.64,1.11,12,1.97,2.59,1.53,1.99,0.84,18,1
2024-11-09,E0,17:30,Brighton,Man City,H,A,S Barrott,2024/2025,80.0,80.0,4,6,47.37,68.42,1.4,1.4,1.8,1.6,1.53,1.11,10,1.87,2.9,1.53,1.95,1.37,15,1
2024-12-01,E0,16:00,Liverpool,Man City,H,H,C Kavanagh,2024/2025,60.0,60.0,7,2,47.37,63.16,1.6,0.4,2.2,1.0,1.57,1.11,18,2.03,2.75,1.53,2.05,0.84,8,0
2024-12-07,E0,15:00,Crystal Palace,Man City,D,D,R Jones,2024/2025,80.0,20.0,3,4,47.37,47.37,1.8,1.2,0.8,1.2,1.73,1.11,12,1.93,2.42,1.53,2.01,1.37,12,1
2024-12-21,E0,12:30,Aston Villa,Man City,H,H,P Bankes,2024/2025,80.0,60.0,6,6,47.37,57.89,2.0,1.0,1.8,1.0,1.66,1.11,11,1.96,2.44,1.53,1.86,1.05,12,1
2024-12-29,E0,14:30,Leicester,Man City,A,A,M Oliver,2024/2025,60.0,80.0,4,5,47.37,47.37,1.6,2.0,1.2,1.2,1.37,1.11,11,1.95,3.56,1.53,1.9,1.79,14,0
2025-01-14,E0,19:30,Brentford,Man City,D,D,A Taylor,2024/2025,60.0,80.0,6,8,47.37,63.16,1.6,2.0,2.2,1.4,1.44,1.11,18,1.91,3.01,1.53,2.03,1.84,21,1
2025-01-19,E0,16:30,Ipswich,Man City,A,A,S Barrott,2024/2025,80.0,60.0,4,9,47.37,52.63,1.2,2.8,0.6,2.6,1.57,1.11,8,1.82,2.74,1.53,2.0,2.32,17,1
2025-02-02,E0,16:30,Arsenal,Man City,H,H,P Bankes,2024/2025,80.0,60.0,7,4,47.37,52.63,1.8,0.8,2.0,2.4,1.76,1.11,12,1.89,2.44,1.53,1.91,0.89,7,1
2025-02-26,E0,19:30,Tottenham,Man City,A,A,J Gillett,2024/2025,60.0,60.0,6,5,47.37,73.68,1.4,1.4,1.0,2.4,1.37,1.11,11,2.04,3.43,1.53,2.06,1.84,12,0
2025-03-08,E0,12:30,Nott'm Forest,Man City,H,D,C Kavanagh,2024/2025,60.0,40.0,4,3,47.37,31.58,1.6,0.6,2.4,2.0,1.67,1.11,9,1.91,2.51,1.53,1.9,0.84,14,0
2025-04-06,E0,16:30,Man United,Man City,D,D,J Brooks,2024/2025,40.0,40.0,2,5,47.37,52.63,1.2,1.6,1.0,1.6,1.68,1.11,13,2.03,2.43,1.53,1.85,1.47,9,0
2025-04-19,E0,15:00,Everton,Man City,A,D,S Hooper,2024/2025,20.0,40.0,3,7,47.37,47.37,1.2,1.6,1.2,0.8,2.0,1.11,8,1.94,2.06,1.53,1.97,1.21,12,0
2025-05-10,E0,15:00,Southampton,Man City,D,D,T Robinson,2024/2025,0.0,60.0,0,5,47.37,68.42,0.2,1.6,0.6,0.6,1.45,1.11,2,1.89,3.2,1.53,1.92,2.47,26,0
2025-05-25,E0,16:00,Fulham,Man City,A,A,A Madley,2024/2025,0.0,60.0,3,5,47.37,63.16,0.2,1.8,1.4,0.8,1.61,1.11,13,2.05,2.6,1.53,2.0,1.58,20,0
2023-08-19,E0,17:30,Tottenham,Man United,H,D,M Oliver,2023/2024,0.0,0.0,6,6,57.89,84.21,2.0,0.0,2.0,0.0,1.55,1.58,17,1.89,2.65,1.37,2.08,1.42,22,0
2023-09-03,E0,16:30,Arsenal,Man United,H,D,A Taylor,2023/2024,50.0,100.0,5,2,57.89,73.68,2.5,1.33,2.33,0.5,1.53,1.58,17,1.96,2.84,1.37,1.92,0.84,10,1
2023-09-23,E0,20:00,Burnley,Man United,A,A,T Harrington,2023/2024,33.33,75.0,4,4,57.89,57.89,1.67,3.0,0.75,0.67,1.75,1.58,12,1.8,2.31,1.37,1.95,2.26,11,0
2023-10-21,E0,20:00,Sheffield United,Man United,A,D,M Oliver,2023/2024,50.0,80.0,6,5,57.89,84.21,1.5,3.0,0.8,1.0,1.53,1.58,12,1.89,2.83,1.37,1.91,3.0,14,1
2023-11-04,E0,12:30,Fulham,Man United,A,D,J Brooks,2023/2024,40.0,40.0,3,5,57.89,63.16,1.2,1.4,0.8,1.0,1.9,1.58,18,1.84,2.14,1.37,1.94,1.26,12,0
2023-11-26,E0,16:30,Everton,Man United,A,A,J Brooks,2023/2024,60.0,60.0,6,4,57.89,36.84,0.8,1.4,1.0,1.6,1.96,1.58,24,1.94,2.03,1.37,1.9,0.95,9,1
2023-12-02,E0,20:00,Newcastle,Man United,H,D,R Jones,2023/2024,40.0,40.0,4,1,57.89,68.42,0.4,0.2,2.4,1.4,1.81,1.58,22,2.0,2.34,1.37,1.98,1.16,8,0
2023-12-17,E0,16:30,Liverpool,Man United,D,D,M Oliver,2023/2024,40.0,60.0,8,1,57.89,68.42,0.4,0.6,2.4,1.2,1.45,1.58,34,1.91,3.41,1.37,2.0,0.89,6,0
2023-12-23,E0,12:30,West Ham,Man United,H,D,S Hooper,2023/2024,20.0,40.0,5,3,57.89,52.63,0.6,0.8,1.8,0.8,1.69,1.58,12,1.89,2.45,1.37,1.93,1.47,11,0
2023-12-30,E0,17:30,Nott'm Forest,Man United,H,D,T Robinson,2023/2024,40.0,60.0,2,5,57.89,52.63,1.0,2.0,1.2,0.8,1.79,1.58,8,1.97,2.31,1.37,1.89,1.58,10,1
2024-02-01,E0,20:15,Wolves,Man United,A,A,J Gillett,2023/2024,40.0,60.0,7,8,57.89,63.16,1.6,1.2,2.0,1.0,1.92,1.58,16,1.79,2.03,1.37,1.9,1.58,21,1
2024-02-11,E0,16:30,Aston Villa,Man United,A,A,R Jones,2023/2024,60.0,60.0,10,5,57.89,78.95,1.6,1.6,1.4,1.4,1.53,1.58,23,1.88,2.74,1.37,2.01,1.47,17,1
2024-02-18,E0,16:30,Luton,Man United,A,A,D Coote,2023/2024,80.0,80.0,4,9,57.89,68.42,1.8,1.6,1.8,1.8,1.59,1.58,22,1.86,2.69,1.37,2.05,1.95,21,1
2024-03-03,E0,15:30,Man City,Man United,H,A,A Madley,2023/2024,100.0,40.0,8,1,57.89,57.89,2.0,0.6,2.0,2.0,1.38,1.58,27,1.89,3.3,1.37,1.98,0.84,3,1
2024-03-30,E0,20:00,Brentford,Man United,D,D,S Hooper,2023/2024,80.0,80.0,5,5,57.89,68.42,1.8,2.4,1.6,2.0,1.46,1.58,31,1.84,2.93,1.37,1.93,1.79,11,0
2024-04-04,E0,20:15,Chelsea,Man United,H,D,J Gillett,2023/2024,80.0,80.0,10,5,57.89,63.16,2.0,2.2,2.4,1.8,1.44,1.58,28,2.01,3.07,1.37,1.86,1.37,19,1
2024-04-13,E0,17:30,Bournemouth,Man United,D,H,T Harrington,2023/2024,80.0,80.0,5,2,57.89,63.16,2.2,1.6,2.2,1.8,1.41,1.58,20,2.08,3.25,1.37,2.06,1.47,8,1
2024-05-06,E0,20:00,Crystal Palace,Man United,H,H,J Gillett ,2023/2024,80.0,60.0,10,2,57.89,63.16,2.8,1.4,2.8,1.4,1.57,1.58,18,2.01,2.66,1.37,1.83,1.37,7,1
2024-05-19,E0,16:00,Brighton,Man United,A,D,C Pawson,2023/2024,60.0,60.0,3,4,57.89,57.89,2.2,2.2,0.4,1.6,1.35,1.58,17,2.04,3.6,1.37,1.95,1.42,11,0
2024-08-24,E0,12:30,Brighton,Man United,H,H,C Pawson,2024/2025,100.0,100.0,5,4,47.37,68.42,2.0,1.0,2.0,1.0,1.6,1.37,14,2.09,2.62,1.11,2.04,1.37,11,1
2024-09-14,E0,12:30,Southampton,Man United,A,A,S Attwell,2024/2025,100.0,50.0,4,10,47.37,68.42,1.0,2.0,0.0,2.0,1.6,1.37,6,1.86,2.56,1.11,1.95,2.47,20,1
2024-09-21,E0,17:30,Crystal Palace,Man United,D,D,D Coote,2024/2025,66.67,33.33,4,6,47.37,47.37,0.67,1.33,0.67,1.33,1.71,1.37,9,1.78,2.37,1.11,2.05,1.37,15,0
2024-10-06,E0,14:00,Aston Villa,Man United,D,D,R Jones,2024/2025,50.0,50.0,1,4,47.37,57.89,0.5,1.25,1.5,1.0,1.5,1.37,11,1.91,2.88,1.11,1.95,1.05,10,0
2024-10-27,E0,14:00,West Ham,Man United,H,D,D Coote,2024/2025,60.0,100.0,3,5,47.37,57.89,0.8,2.0,1.6,1.0,1.69,1.37,12,2.01,2.41,1.11,2.04,1.79,18,1
2024-11-24,E0,16:30,Ipswich,Man United,D,D,A Taylor,2024/2025,40.0,20.0,6,4,47.37,52.63,0.6,1.4,1.0,1.0,1.68,1.37,11,2.04,2.43,1.11,2.07,2.32,11,0
2024-12-04,E0,20:15,Arsenal,Man United,H,D,S Barrott,2024/2025,20.0,80.0,6,2,47.37,52.63,1.0,1.0,2.8,0.4,1.7,1.37,14,1.99,2.47,1.11,1.89,0.89,5,0
2024-12-15,E0,16:30,Man City,Man United,A,H,A Taylor,2024/2025,40.0,80.0,3,3,47.37,73.68,1.2,1.6,1.6,0.8,1.5,1.37,10,2.11,2.93,1.11,1.95,1.21,10,1
2024-12-26,E0,17:30,Wolves,Man United,H,D,T Harrington,2024/2025,40.0,60.0,4,4,47.37,57.89,1.6,1.6,1.8,0.8,1.77,1.37,7,1.84,2.23,1.11,1.95,1.68,11,0
2025-01-05,E0,16:30,Liverpool,Man United,D,D,M Oliver,2024/2025,40.0,60.0,6,4,47.37,63.16,1.6,1.0,2.2,1.0,1.54,1.37,19,2.0,2.8,1.11,1.78,0.84,13,1
2025-01-26,E0,19:00,Fulham,Man United,A,D,A Taylor,2024/2025,40.0,40.0,3,1,47.37,63.16,1.4,1.2,1.0,1.0,1.9,1.37,9,2.04,2.04,1.11,1.9,1.58,4,0
2025-02-16,E0,16:30,Tottenham,Man United,H,H,P Bankes,2024/2025,40.0,80.0,7,6,47.37,73.68,1.2,2.4,1.6,1.0,1.57,1.37,22,1.92,2.85,1.11,2.04,1.84,16,0
2025-02-22,E0,12:30,Everton,Man United,D,H,A Madley,2024/2025,40.0,80.0,8,3,47.37,47.37,1.4,1.4,2.2,1.0,2.34,1.37,9,1.85,1.74,1.11,2.1,1.21,9,1
