Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,MaxC>2.5,AvgAwayGoalsConceded,HS,AvgCAHH,MaxC<2.5,AvgAwayGoalsScored,B365AHA,AvgHomeGoalsConceded,AS,Over2.5
2023-10-21,E0,15:00,Man City,Brighton,H,H,R Jones,2023/2024,100.0,50.0,6,3,63.16,57.89,2.5,0.5,2.5,2.25,1.43,1.84,10,1.95,3.4,1.32,2.06,0.84,5,1
2023-11-04,E0,15:00,Everton,Brighton,D,H,T Robinson,2023/2024,80.0,40.0,4,2,63.16,36.84,2.2,1.0,1.0,2.0,1.78,1.84,10,1.77,2.36,1.32,1.97,0.95,7,0
2023-11-25,E0,15:00,Nott'm Forest,Brighton,A,A,A Taylor,2023/2024,80.0,40.0,5,5,63.16,52.63,2.4,1.4,1.6,1.8,2.02,1.84,18,2.09,2.0,1.32,1.93,1.58,11,1
2023-12-03,E0,14:00,Chelsea,Brighton,H,H,C Pawson,2023/2024,80.0,60.0,5,9,63.16,63.16,2.8,2.2,1.8,1.6,1.7,1.84,8,2.05,2.44,1.32,1.95,1.37,18,1
2023-12-17,E0,14:00,Arsenal,Brighton,H,D,T Robinson,2023/2024,60.0,60.0,9,1,63.16,73.68,2.0,0.4,2.6,1.4,1.71,1.84,26,2.03,2.45,1.32,1.85,0.84,6,0
2023-12-21,E0,20:00,Crystal Palace,Brighton,D,H,J Brooks,2023/2024,40.0,60.0,3,6,63.16,63.16,1.8,2.0,1.0,1.4,2.17,1.84,11,1.88,1.95,1.32,1.92,1.37,18,0
2024-01-02,E0,19:30,West Ham,Brighton,D,D,S Barrott,2023/2024,40.0,40.0,2,8,63.16,52.63,1.6,0.6,1.8,1.2,1.74,1.84,6,1.87,2.38,1.32,2.05,1.47,22,0
2024-01-30,E0,19:45,Luton,Brighton,H,H,R Jones,2023/2024,40.0,80.0,8,2,63.16,68.42,2.0,1.8,2.2,0.6,1.71,1.84,18,1.85,2.36,1.32,2.02,1.95,9,1
2024-02-10,E0,15:00,Tottenham,Brighton,H,A,S Barrott,2023/2024,40.0,100.0,6,3,63.16,84.21,1.8,1.2,2.8,0.4,1.36,1.84,16,1.9,3.5,1.32,1.87,1.42,6,1
2024-02-18,E0,14:00,Sheffield United,Brighton,A,A,S Attwell,2023/2024,60.0,80.0,1,10,63.16,84.21,1.4,3.0,1.0,1.4,1.62,1.84,6,2.03,2.58,1.32,2.08,3.0,24,1
2024-03-02,E0,15:00,Fulham,Brighton,H,H,S Hooper,2023/2024,80.0,80.0,5,5,63.16,63.16,1.8,0.8,1.8,1.2,1.91,1.84,12,1.87,2.15,1.32,1.99,1.26,15,1
2024-03-31,E0,14:00,Liverpool,Brighton,H,D,D Coote,2023/2024,100.0,80.0,8,3,63.16,68.42,2.2,1.0,2.8,1.4,1.33,1.84,30,1.97,3.8,1.32,1.91,0.89,9,1
2024-04-03,E0,19:30,Brentford,Brighton,D,D,A Madley,2023/2024,80.0,60.0,2,6,63.16,68.42,1.4,2.0,1.0,1.4,1.61,1.84,5,1.89,2.63,1.32,2.05,1.79,24,0
2024-04-13,E0,15:00,Burnley,Brighton,D,D,S Hooper,2023/2024,60.0,40.0,3,8,63.16,57.89,1.2,2.0,0.8,1.4,1.61,1.84,11,1.99,2.54,1.32,2.04,2.26,20,0
2024-04-28,E0,14:00,Bournemouth,Brighton,H,H,P Tierney,2023/2024,60.0,80.0,6,1,63.16,63.16,1.8,1.2,2.4,0.4,1.42,1.84,15,1.96,3.12,1.32,1.91,1.47,13,1
2024-05-11,E0,15:00,Newcastle,Brighton,D,D,D England,2023/2024,40.0,60.0,7,4,63.16,68.42,1.4,1.2,3.0,0.6,1.41,1.84,18,1.92,3.3,1.32,1.98,1.16,15,0
2024-08-17,E0,15:00,Everton,Brighton,A,A,S Hooper,2024/2025,100.0,100.0,1,5,73.68,47.37,0.0,3.0,0.0,3.0,1.95,1.74,9,1.83,2.0,1.89,1.97,1.21,10,1
2024-08-31,E0,12:30,Arsenal,Brighton,D,H,C Kavanagh,2024/2025,50.0,0.0,7,4,73.68,52.63,0.5,0.5,1.5,2.0,1.58,1.74,11,2.05,2.63,1.89,1.89,0.89,22,0
2024-09-28,E0,15:00,Chelsea,Brighton,H,H,P Bankes,2024/2025,66.67,33.33,7,5,73.68,57.89,1.67,1.67,1.67,2.0,1.53,1.74,15,1.95,2.88,1.89,1.95,0.95,15,1
2024-10-19,E0,15:00,Newcastle,Brighton,A,A,P Bankes,2024/2025,50.0,25.0,6,5,73.68,63.16,1.25,0.75,1.0,1.75,1.55,1.74,21,1.91,2.66,1.89,1.89,1.05,10,0
2024-11-02,E0,15:00,Liverpool,Brighton,H,A,T Harrington,2024/2025,60.0,60.0,8,5,73.68,63.16,1.4,0.6,1.8,1.6,1.43,1.74,16,1.98,3.39,1.89,1.86,0.84,13,1
2024-11-23,E0,15:00,Bournemouth,Brighton,A,A,S Attwell,2024/2025,60.0,60.0,5,4,73.68,31.58,1.6,1.0,1.6,1.4,1.61,1.74,19,1.79,2.52,1.89,1.73,0.84,6,1
2024-12-05,E0,19:30,Fulham,Brighton,H,H,P Bankes,2024/2025,80.0,100.0,2,3,73.68,63.16,2.0,2.0,2.0,1.4,1.72,1.74,6,1.92,2.33,1.89,1.84,1.58,13,1
2024-12-08,E0,14:00,Leicester,Brighton,D,A,S Attwell,2024/2025,80.0,80.0,3,7,73.68,47.37,1.6,1.6,1.6,1.4,1.61,1.74,10,2.04,2.63,1.89,1.95,1.79,16,1
2024-12-21,E0,15:00,West Ham,Brighton,D,D,R Jones,2024/2025,80.0,60.0,4,6,73.68,57.89,1.8,1.6,1.4,1.4,1.52,1.74,11,2.05,2.77,1.89,2.07,1.79,12,0
2024-12-30,E0,19:45,Aston Villa,Brighton,D,D,C Pawson,2024/2025,80.0,80.0,4,4,73.68,57.89,1.8,1.2,2.0,1.6,1.7,1.74,20,1.86,2.41,1.89,1.95,1.05,13,1
2025-01-16,E0,19:30,Ipswich,Brighton,A,D,T Harrington,2024/2025,60.0,40.0,3,5,73.68,52.63,1.6,1.8,0.6,1.6,1.85,1.74,5,1.89,2.14,1.89,1.95,2.32,11,0
2025-01-19,E0,14:00,Man United,Brighton,A,D,P Bankes,2024/2025,60.0,80.0,1,3,73.68,52.63,1.2,2.4,1.2,2.0,1.84,1.74,10,1.97,2.13,1.89,2.05,1.47,6,1
2025-02-01,E0,12:30,Nott'm Forest,Brighton,H,H,S Hooper,2024/2025,60.0,60.0,9,5,73.68,31.58,2.2,0.8,2.8,1.6,1.97,1.74,14,1.91,2.09,1.89,1.8,0.84,10,1
2025-02-22,E0,15:00,Southampton,Brighton,A,A,D Bond,2024/2025,80.0,80.0,1,12,73.68,68.42,2.0,3.2,0.4,2.2,1.56,1.74,6,1.98,2.69,1.89,1.93,2.47,18,1
2025-03-15,E0,15:00,Man City,Brighton,D,H,S Hooper,2024/2025,80.0,80.0,3,3,73.68,73.68,2.0,1.2,2.6,2.2,1.53,1.74,11,2.02,2.78,1.89,2.06,1.21,15,1
2025-04-05,E0,15:00,Crystal Palace,Brighton,H,D,A Taylor,2024/2025,100.0,80.0,3,5,73.68,47.37,2.4,1.2,1.8,2.0,1.92,1.74,8,1.83,2.04,1.89,1.81,1.37,11,1
2025-04-19,E0,15:00,Brentford,Brighton,H,D,T Robinson,2024/2025,100.0,20.0,8,3,73.68,63.16,3.0,1.2,1.0,1.8,1.63,1.74,16,1.96,2.47,1.89,2.05,1.84,12,1
2025-05-10,E0,15:00,Wolves,Brighton,A,A,M Oliver,2024/2025,80.0,40.0,3,2,73.68,57.89,1.6,1.0,1.8,2.2,2.05,1.74,10,1.79,1.98,1.89,1.88,1.68,7,0
2025-05-25,E0,16:00,Tottenham,Brighton,A,H,R Jones,2024/2025,80.0,80.0,2,8,73.68,73.68,1.8,2.2,1.4,2.2,1.51,1.74,4,1.95,2.8,1.89,1.85,1.84,23,1
2023-09-18,E0,19:45,Nott'm Forest,Burnley,D,A,R Jones,2023/2024,0.0,50.0,4,3,63.16,52.63,1.0,1.0,1.5,1.0,2.1,1.84,14,1.82,1.93,1.16,2.0,1.58,10,0
2023-09-30,E0,15:00,Newcastle,Burnley,H,H,T Bramall,2023/2024,0.0,50.0,8,2,63.16,68.42,1.5,0.75,2.25,0.5,1.78,1.84,20,1.83,2.42,1.16,1.97,1.16,8,0
2023-10-03,E0,19:30,Luton,Burnley,A,A,P Bankes,2023/2024,33.33,66.67,3,4,63.16,68.42,1.33,1.67,1.0,1.0,2.35,1.84,18,2.05,1.74,1.16,1.85,1.95,14,1
2023-10-21,E0,15:00,Brentford,Burnley,H,H,J Smith,2023/2024,50.0,80.0,10,1,63.16,68.42,1.75,1.6,1.8,0.75,2.0,1.84,23,1.95,2.0,1.16,2.07,1.79,6,1
2023-10-28,E0,15:00,Bournemouth,Burnley,H,D,S Barrott,2023/2024,60.0,60.0,6,3,63.16,63.16,1.8,1.8,0.6,0.8,1.9,1.84,13,1.86,2.09,1.16,2.06,1.47,6,1
2023-11-11,E0,15:00,Arsenal,Burnley,H,H,M Oliver,2023/2024,80.0,80.0,6,5,63.16,73.68,2.2,0.8,2.8,0.8,1.75,1.84,16,2.03,2.74,1.16,1.91,0.84,8,1
2023-12-05,E0,19:30,Wolves,Burnley,H,H,J Gillett,2023/2024,80.0,60.0,4,3,63.16,63.16,2.0,1.0,1.6,0.8,2.03,1.84,7,1.94,2.03,1.16,2.0,1.58,12,0
2023-12-09,E0,15:00,Brighton,Burnley,D,A,S Hooper,2023/2024,60.0,40.0,11,3,63.16,57.89,2.0,1.2,1.4,0.6,1.75,1.84,29,1.87,2.34,1.16,2.05,1.42,6,0
2023-12-23,E0,15:00,Fulham,Burnley,A,D,R Welch,2023/2024,40.0,60.0,5,2,63.16,63.16,1.4,1.0,2.6,1.0,2.03,1.84,19,1.91,2.03,1.16,2.0,1.26,7,0
2023-12-30,E0,15:00,Aston Villa,Burnley,H,H,S Attwell,2023/2024,40.0,40.0,7,5,63.16,78.95,1.6,0.8,1.8,1.2,1.55,1.84,19,1.83,2.68,1.16,1.84,1.47,9,1
2024-01-31,E0,19:30,Man City,Burnley,H,H,S Barrott,2023/2024,40.0,60.0,4,3,63.16,57.89,1.6,1.4,2.2,1.2,1.35,1.84,14,2.0,3.66,1.16,2.01,0.84,8,1
2024-02-10,E0,15:00,Liverpool,Burnley,H,D,T Robinson,2023/2024,60.0,60.0,10,4,63.16,68.42,2.0,1.0,2.4,1.4,1.35,1.84,25,1.95,3.7,1.16,1.9,0.89,9,1
2024-02-24,E0,15:00,Crystal Palace,Burnley,H,D,L Smith,2023/2024,80.0,80.0,6,0,63.16,63.16,2.4,1.4,2.2,1.2,2.27,1.84,15,2.01,1.77,1.16,1.88,1.37,2,1
2024-03-10,E0,14:00,West Ham,Burnley,D,A,D England,2023/2024,100.0,60.0,4,4,63.16,52.63,2.8,2.2,1.4,1.2,1.9,1.84,22,1.81,2.16,1.16,2.04,1.47,11,1
2024-03-30,E0,15:00,Chelsea,Burnley,D,H,D England,2023/2024,100.0,80.0,13,7,63.16,63.16,2.6,1.8,2.0,1.2,1.44,1.84,33,1.92,3.25,1.16,1.78,1.37,18,1
2024-04-06,E0,15:00,Everton,Burnley,H,H,M Oliver,2023/2024,80.0,40.0,3,1,63.16,36.84,2.2,1.2,1.0,1.0,1.85,1.84,12,1.96,2.1,1.16,2.06,0.95,6,0
2024-04-20,E0,15:00,Sheffield United,Burnley,A,A,A Madley,2023/2024,80.0,100.0,11,9,63.16,84.21,1.8,4.0,1.2,1.6,1.81,1.84,18,1.93,2.23,1.16,1.85,3.0,16,1
2024-04-27,E0,15:00,Man United,Burnley,D,D,J Brooks,2023/2024,60.0,60.0,10,7,63.16,68.42,1.4,1.4,2.0,1.8,1.41,1.84,27,2.01,3.82,1.16,1.83,1.47,16,0
2024-05-11,E0,15:00,Tottenham,Burnley,H,D,J Gillett,2023/2024,60.0,100.0,9,3,63.16,84.21,1.4,1.4,2.4,1.6,1.25,1.84,21,1.79,4.5,1.16,2.02,1.42,7,1
2023-08-20,E0,16:30,West Ham,Chelsea,H,D,J Brooks,2023/2024,100.0,100.0,6,4,78.95,52.63,3.0,1.0,3.0,1.0,1.93,1.95,12,1.97,2.26,1.74,2.08,1.47,17,1
2023-09-17,E0,14:00,Bournemouth,Chelsea,D,D,D Coote,2023/2024,50.0,0.0,4,6,78.95,63.16,1.5,1.0,0.33,0.5,1.77,1.95,13,2.01,2.31,1.74,2.01,1.47,14,0
2023-10-02,E0,20:00,Fulham,Chelsea,A,A,T Robinson,2023/2024,33.33,33.33,3,4,78.95,63.16,1.0,1.67,0.33,1.0,2.08,1.95,10,2.0,1.92,1.74,2.05,1.26,11,0
2023-10-07,E0,15:00,Burnley,Chelsea,A,D,S Attwell,2023/2024,50.0,80.0,3,5,78.95,57.89,1.0,3.2,0.8,1.75,1.96,1.95,10,2.0,2.1,1.74,1.99,2.26,9,1
2023-11-06,E0,20:00,Tottenham,Chelsea,A,D,M Oliver,2023/2024,60.0,60.0,5,8,78.95,84.21,1.0,1.2,1.8,2.2,1.77,1.95,8,1.99,2.29,1.74,2.05,1.42,17,1
2023-11-25,E0,15:00,Newcastle,Chelsea,H,D,S Hooper,2023/2024,60.0,40.0,5,4,78.95,68.42,1.2,0.2,2.4,2.2,1.83,1.95,14,1.96,2.21,1.74,2.0,1.16,7,1
2023-12-06,E0,20:15,Man United,Chelsea,H,D,C Kavanagh,2023/2024,80.0,60.0,9,3,78.95,68.42,1.6,1.2,1.0,2.4,1.68,1.95,28,2.05,2.53,1.74,2.11,1.47,13,1
2023-12-10,E0,14:00,Everton,Chelsea,H,D,M Oliver,2023/2024,80.0,60.0,5,4,78.95,36.84,2.0,0.8,1.8,2.0,1.99,1.95,9,1.84,2.04,1.74,2.03,0.95,16,0
2023-12-24,E0,13:00,Wolves,Chelsea,H,D,D Coote,2023/2024,80.0,60.0,6,5,78.95,63.16,2.2,1.0,1.6,1.4,1.84,1.95,14,1.96,2.2,1.74,1.99,1.58,16,1
2023-12-30,E0,12:30,Luton,Chelsea,A,A,P Tierney,2023/2024,80.0,80.0,6,8,78.95,68.42,2.4,2.0,1.8,1.2,1.64,1.95,15,1.93,2.53,1.74,1.87,1.95,12,1
2024-01-31,E0,20:15,Liverpool,Chelsea,H,H,P Tierney,2023/2024,80.0,60.0,13,3,78.95,68.42,2.4,1.4,2.6,1.2,1.57,1.95,28,2.05,2.75,1.74,1.95,0.89,4,1
2024-02-12,E0,20:00,Crystal Palace,Chelsea,A,H,M Oliver,2023/2024,80.0,80.0,4,5,78.95,63.16,2.2,1.8,1.8,1.6,1.9,1.95,13,1.95,2.11,1.74,1.86,1.37,14,1
2024-02-17,E0,17:30,Man City,Chelsea,D,A,A Madley,2023/2024,80.0,40.0,5,6,78.95,57.89,2.0,0.8,2.0,1.8,1.39,1.95,31,1.88,3.48,1.74,1.92,0.84,9,0
2024-03-02,E0,15:00,Brentford,Chelsea,D,A,J Gillett,2023/2024,80.0,100.0,5,6,78.95,68.42,2.0,3.0,1.6,2.0,1.67,1.95,14,1.98,2.4,1.74,1.92,1.79,17,1
2024-04-07,E0,17:30,Sheffield United,Chelsea,D,D,R Jones,2023/2024,80.0,100.0,6,3,78.95,84.21,2.0,4.2,1.0,1.8,1.43,1.95,11,1.96,3.12,1.74,1.84,3.0,6,1
2024-04-23,E0,20:00,Arsenal,Chelsea,H,H,S Hooper,2023/2024,80.0,60.0,10,1,78.95,73.68,2.2,0.8,2.6,1.6,1.6,1.95,27,1.85,2.55,1.74,1.95,0.84,7,1
2024-04-27,E0,20:00,Aston Villa,Chelsea,D,H,C Pawson,2023/2024,80.0,80.0,4,5,78.95,78.95,2.4,2.0,2.0,1.4,1.47,1.95,9,2.06,3.12,1.74,2.0,1.47,21,1
2024-05-11,E0,17:30,Nott'm Forest,Chelsea,A,D,T Harrington,2023/2024,100.0,60.0,4,5,78.95,52.63,2.6,1.8,1.6,1.8,1.65,1.95,20,2.02,2.54,1.74,2.03,1.58,12,1
2024-05-15,E0,19:45,Brighton,Chelsea,A,A,M Salisbury,2023/2024,100.0,60.0,2,6,78.95,57.89,2.4,1.8,0.6,1.8,1.38,1.95,12,1.82,3.39,1.74,2.01,1.42,13,1
2024-08-25,E0,14:00,Wolves,Chelsea,A,D,D England,2024/2025,100.0,100.0,4,8,52.63,57.89,2.0,6.0,2.0,6.0,1.69,1.32,12,1.97,2.47,1.53,2.01,1.68,14,1
2024-09-14,E0,20:00,Bournemouth,Chelsea,A,D,A Taylor,2024/2025,50.0,0.0,7,3,52.63,31.58,1.0,1.0,0.5,3.5,1.52,1.32,19,1.95,2.98,1.53,2.05,0.84,10,0
2024-09-21,E0,12:30,West Ham,Chelsea,A,A,S Barrott,2024/2025,66.67,100.0,7,5,52.63,57.89,0.67,2.67,0.67,3.33,1.56,1.32,15,1.86,2.66,1.53,2.0,1.79,12,1
2024-10-20,E0,16:30,Liverpool,Chelsea,H,H,J Brooks,2024/2025,75.0,50.0,5,2,52.63,63.16,1.0,0.5,1.75,2.75,1.42,1.32,9,1.83,3.3,1.53,1.87,0.84,12,1
2024-11-03,E0,16:30,Man United,Chelsea,D,D,R Jones,2024/2025,60.0,60.0,4,3,52.63,52.63,1.0,1.6,0.8,2.4,1.51,1.32,11,1.97,2.8,1.53,1.95,1.47,12,0
2024-11-23,E0,12:30,Leicester,Chelsea,A,A,A Madley,2024/2025,60.0,60.0,1,7,52.63,47.37,0.8,1.6,1.0,1.6,1.61,1.32,4,1.9,2.6,1.53,1.95,1.79,16,1
2024-12-04,E0,19:30,Southampton,Chelsea,A,A,T Harrington,2024/2025,80.0,60.0,4,13,52.63,68.42,1.0,2.4,1.4,2.4,1.41,1.32,6,2.01,3.35,1.53,1.92,2.47,26,1
2024-12-08,E0,16:30,Tottenham,Chelsea,A,H,A Taylor,2024/2025,80.0,80.0,5,8,52.63,73.68,1.6,1.8,2.6,2.6,1.37,1.32,13,1.89,3.45,1.53,2.04,1.84,17,1
2024-12-22,E0,14:00,Everton,Chelsea,D,D,C Kavanagh,2024/2025,60.0,20.0,4,5,52.63,47.37,1.2,0.2,1.0,2.4,1.65,1.32,5,2.02,2.42,1.53,1.78,1.21,12,0
2024-12-30,E0,19:45,Ipswich,Chelsea,H,H,J Brooks,2024/2025,60.0,40.0,6,5,52.63,52.63,1.4,1.6,0.8,2.2,1.52,1.32,9,1.82,2.78,1.53,1.88,2.32,20,0
2025-01-04,E0,15:00,Crystal Palace,Chelsea,D,A,T Robinson,2024/2025,40.0,60.0,6,1,52.63,47.37,1.4,2.0,1.4,2.0,1.58,1.32,13,1.86,2.75,1.53,1.95,1.37,15,0
2025-01-25,E0,17:30,Man City,Chelsea,H,D,J Brooks,2024/2025,40.0,80.0,6,4,52.63,73.68,1.8,1.0,2.4,1.2,1.46,1.32,15,2.04,3.15,1.53,1.84,1.21,10,1
2025-02-14,E0,20:00,Brighton,Chelsea,H,H,K Kavanagh,2024/2025,40.0,40.0,5,0,52.63,68.42,1.8,1.0,1.0,0.4,1.64,1.32,13,1.83,2.55,1.53,2.08,1.37,8,1
2025-02-22,E0,17:30,Aston Villa,Chelsea,H,A,M Oliver,2024/2025,60.0,60.0,6,7,52.63,57.89,2.2,1.2,1.6,0.6,1.65,1.32,12,1.93,2.44,1.53,1.92,1.05,15,1
2025-03-16,E0,13:30,Arsenal,Chelsea,H,H,C Kavanagh,2024/2025,60.0,60.0,4,2,52.63,52.63,2.0,1.0,2.0,0.6,2.13,1.32,12,1.94,1.9,1.53,1.84,0.89,8,0
2025-04-06,E0,14:00,Brentford,Chelsea,D,D,M Oliver,2024/2025,60.0,0.0,2,5,52.63,63.16,1.8,1.2,0.2,0.4,1.7,1.32,9,1.79,2.54,1.53,1.9,1.84,21,0
2025-04-20,E0,14:00,Fulham,Chelsea,A,H,A Taylor,2024/2025,60.0,60.0,1,8,52.63,63.16,1.4,1.4,1.6,0.6,1.82,1.32,6,1.88,2.18,1.53,2.09,1.58,13,1
2025-05-11,E0,12:00,Newcastle,Chelsea,H,H,J Brooks,2024/2025,40.0,80.0,6,3,52.63,63.16,1.2,0.4,3.2,0.6,1.61,1.32,15,1.96,2.51,1.53,2.01,1.05,10,0
2025-05-25,E0,16:00,Nott'm Forest,Chelsea,A,D,A Taylor,2024/2025,20.0,20.0,2,2,52.63,31.58,0.8,1.2,0.6,0.6,1.71,1.32,10,1.81,2.28,1.53,1.93,0.84,6,0
2023-08-12,E0,15:00,Sheffield United,Crystal Palace,A,D,J Brooks,2023/2024,0.0,0.0,1,8,47.37,84.21,0.0,1.0,0.0,1.0,2.65,1.68,8,2.05,1.57,1.05,2.06,3.0,24,0
2023-08-26,E0,15:00,Brentford,Crystal Palace,D,H,P Bankes,2023/2024,0.0,50.0,1,5,47.37,68.42,0.5,1.5,1.5,1.0,2.34,1.68,12,1.83,1.74,1.05,2.03,1.79,15,0
2023-09-16,E0,15:00,Aston Villa,Crystal Palace,H,D,D England,2023/2024,33.33,100.0,5,3,47.37,78.95,1.33,0.5,3.5,1.0,1.95,1.68,16,1.95,2.04,1.05,1.99,1.47,6,1
2023-09-30,E0,15:00,Man United,Crystal Palace,A,A,C Kavanagh,2023/2024,25.0,50.0,4,2,47.37,68.42,1.0,1.5,1.25,1.0,1.91,1.68,19,1.96,2.13,1.05,1.93,1.47,8,0
2023-10-21,E0,15:00,Newcastle,Crystal Palace,H,H,T Robinson,2023/2024,40.0,60.0,7,3,47.37,68.42,1.6,0.6,2.6,0.8,2.05,1.68,10,2.07,2.03,1.05,1.87,1.16,17,1
2023-11-04,E0,15:00,Burnley,Crystal Palace,A,A,P Bankes,2023/2024,40.0,60.0,5,3,47.37,57.89,1.6,3.0,0.8,1.0,2.51,1.68,17,1.87,1.64,1.05,1.88,2.26,4,0
2023-11-25,E0,15:00,Luton,Crystal Palace,H,D,J Gillett,2023/2024,60.0,40.0,3,8,47.37,68.42,1.8,1.2,1.0,1.0,2.38,1.68,8,1.85,1.74,1.05,1.83,1.95,16,1
2023-12-03,E0,14:00,West Ham,Crystal Palace,D,H,M Oliver,2023/2024,40.0,40.0,3,2,47.37,52.63,1.4,1.2,1.6,1.0,2.2,1.68,9,1.94,1.83,1.05,1.89,1.47,9,0
2023-12-16,E0,15:00,Man City,Crystal Palace,D,H,P Tierney,2023/2024,60.0,80.0,9,2,47.37,57.89,1.8,1.6,2.8,1.2,1.82,1.68,19,2.02,2.36,1.05,2.02,0.84,5,1
2023-12-27,E0,19:30,Chelsea,Crystal Palace,H,D,M Salisbury,2023/2024,60.0,60.0,4,5,47.37,63.16,1.4,1.8,2.2,1.4,2.0,1.68,9,1.98,2.03,1.05,2.04,1.37,13,1
2024-01-20,E0,12:30,Arsenal,Crystal Palace,H,H,P Tierney,2023/2024,80.0,60.0,6,5,47.37,73.68,2.4,0.8,2.4,1.0,1.78,1.68,21,1.83,2.29,1.05,1.99,0.84,12,1
2024-02-03,E0,15:00,Brighton,Crystal Palace,H,H,S Hooper,2023/2024,80.0,60.0,6,5,47.37,57.89,2.8,1.0,2.2,1.0,2.1,1.68,13,1.9,1.9,1.05,1.99,1.42,7,1
2024-02-19,E0,20:00,Everton,Crystal Palace,D,D,P Tierney,2023/2024,80.0,40.0,4,4,47.37,36.84,2.8,1.2,1.2,1.0,2.43,1.68,19,2.06,1.67,1.05,1.98,0.95,10,0
2024-03-02,E0,15:00,Tottenham,Crystal Palace,H,D,J Brooks,2023/2024,80.0,100.0,6,1,47.37,84.21,3.0,1.4,2.4,0.8,1.56,1.68,14,1.86,2.74,1.05,1.75,1.42,4,1
2024-03-30,E0,15:00,Nott'm Forest,Crystal Palace,D,A,C Kavanagh,2023/2024,60.0,40.0,5,3,47.37,52.63,2.8,1.4,1.2,0.8,2.13,1.68,12,1.93,1.85,1.05,1.95,1.58,10,0
2024-04-02,E0,19:45,Bournemouth,Crystal Palace,H,D,G Scott,2023/2024,40.0,60.0,6,2,47.37,63.16,2.0,1.4,1.8,0.8,1.82,1.68,11,1.88,2.17,1.05,1.92,1.47,3,0
2024-04-14,E0,14:00,Liverpool,Crystal Palace,A,A,C Kavanagh,2023/2024,20.0,60.0,6,5,47.37,68.42,1.2,1.0,2.0,0.8,1.33,1.68,21,1.87,3.75,1.05,1.91,0.89,8,0
2024-04-27,E0,15:00,Fulham,Crystal Palace,D,D,S Attwell,2023/2024,20.0,60.0,2,4,47.37,63.16,1.2,1.0,1.6,0.8,2.0,1.68,9,1.8,2.14,1.05,2.07,1.26,14,0
2024-05-11,E0,15:00,Wolves,Crystal Palace,A,A,T Bramall,2023/2024,20.0,60.0,7,3,47.37,63.16,0.8,1.8,0.8,1.2,1.88,1.68,13,1.93,2.09,1.05,1.73,1.58,13,1
2024-08-18,E0,14:00,Brentford,Crystal Palace,H,H,S Barrott,2024/2025,100.0,100.0,5,6,42.11,63.16,2.0,1.0,2.0,1.0,2.09,1.32,9,2.05,1.91,1.42,1.82,1.84,14,1
2024-09-01,E0,13:30,Chelsea,Crystal Palace,D,H,J Gillett,2024/2025,50.0,0.0,7,3,42.11,57.89,1.5,1.5,0.5,1.0,1.57,1.32,13,1.8,2.62,1.42,1.86,0.95,9,0
2024-09-28,E0,15:00,Everton,Crystal Palace,H,A,A Madley,2024/2025,66.67,100.0,2,5,42.11,47.37,1.67,2.33,1.33,1.0,1.93,1.32,8,1.99,2.0,1.42,1.92,1.21,17,1
2024-10-21,E0,20:00,Nott'm Forest,Crystal Palace,H,D,T Robinson,2024/2025,50.0,0.0,6,7,42.11,31.58,1.5,0.75,0.75,0.75,2.38,1.32,20,2.01,1.68,1.42,1.84,0.84,20,0
2024-11-02,E0,17:30,Wolves,Crystal Palace,D,D,A Taylor,2024/2025,60.0,100.0,6,7,42.11,57.89,1.6,2.8,1.4,1.0,2.0,1.32,11,2.08,2.0,1.42,2.08,1.68,19,1
2024-11-23,E0,15:00,Aston Villa,Crystal Palace,D,A,T Robinson,2024/2025,60.0,60.0,5,6,42.11,57.89,1.6,1.2,1.8,1.2,1.9,1.32,17,1.92,2.1,1.42,1.83,1.05,13,1
2024-12-03,E0,19:30,Ipswich,Crystal Palace,A,D,C Pawson,2024/2025,60.0,20.0,2,3,42.11,52.63,1.4,1.4,0.8,1.2,2.05,1.32,9,1.91,1.91,1.42,2.05,2.32,13,0
2024-12-15,E0,14:00,Brighton,Crystal Palace,A,A,M Oliver,2024/2025,60.0,80.0,5,5,42.11,68.42,1.2,1.8,1.8,1.6,1.83,1.32,17,1.9,2.2,1.42,2.0,1.37,13,1
2024-12-26,E0,15:00,Bournemouth,Crystal Palace,D,D,T Bramall,2024/2025,60.0,40.0,4,4,42.11,31.58,1.0,0.8,1.0,1.6,1.72,1.32,18,1.8,2.3,1.42,1.97,0.84,10,0
2025-01-15,E0,19:30,Leicester,Crystal Palace,A,D,A Madley,2024/2025,40.0,60.0,4,4,42.11,47.37,0.6,2.0,1.0,1.6,1.91,1.32,21,1.9,2.1,1.42,1.93,1.79,9,0
2025-01-18,E0,15:00,West Ham,Crystal Palace,A,D,T Bramall,2024/2025,20.0,60.0,0,7,42.11,57.89,0.2,2.2,1.2,1.6,2.11,1.32,7,1.99,1.95,1.42,1.98,1.79,12,0
2025-02-02,E0,14:00,Man United,Crystal Palace,A,D,J Brooks,2024/2025,20.0,60.0,2,3,42.11,52.63,0.2,2.2,0.8,1.8,1.97,1.32,17,2.01,2.01,1.42,1.88,1.47,11,0
