Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,AY
2024-12-13,F1,Toulouse,St Etienne,2,1,H,0,0,2024/2025,1,40.0,80.0,47.06,58.82,11,3,15,16,8.62,2,3,4,2,1.48,4
2025-01-24,F1,Auxerre,St Etienne,1,1,D,1,1,2024/2025,0,20.0,60.0,58.82,58.82,11,8,13,15,4.15,3,4,5,3,2.06,0
2025-02-01,F1,Lille,St Etienne,4,1,H,1,1,2024/2025,1,60.0,80.0,58.82,58.82,29,9,12,11,7.5,7,1,13,2,1.55,1
2025-02-15,F1,Marseille,St Etienne,5,1,H,1,0,2024/2025,1,60.0,80.0,64.71,58.82,28,7,9,14,12.5,14,3,14,2,1.25,1
2025-03-09,F1,Le Havre,St Etienne,1,1,D,1,1,2024/2025,0,60.0,60.0,70.59,58.82,13,12,17,9,3.3,5,6,7,3,2.48,3
2025-03-16,F1,Montpellier,St Etienne,0,2,A,0,1,2024/2025,0,60.0,40.0,70.59,58.82,13,11,7,4,3.19,4,6,3,6,2.42,3
2025-04-06,F1,Lens,St Etienne,1,0,H,0,0,2024/2025,0,20.0,40.0,35.29,58.82,20,8,20,14,5.9,6,3,5,3,1.64,2
2025-04-26,F1,Strasbourg,St Etienne,3,1,H,1,1,2024/2025,1,80.0,40.0,70.59,58.82,18,17,7,10,5.7,5,8,7,6,1.57,0
2025-05-10,F1,Reims,St Etienne,0,2,A,0,2,2024/2025,0,20.0,20.0,35.29,58.82,19,9,12,13,3.41,4,5,3,4,2.23,0
2023-08-20,F1,Monaco,Strasbourg,3,0,H,2,0,2023/2024,1,100.0,100.0,52.94,52.94,9,4,16,19,4.4,4,3,4,1,1.85,1
2023-09-03,F1,Nice,Strasbourg,2,0,H,1,0,2023/2024,0,0.0,50.0,35.29,52.94,16,4,12,7,5.03,5,2,6,0,1.97,1
2023-09-24,F1,Metz,Strasbourg,0,1,A,0,0,2023/2024,0,66.67,33.33,52.94,52.94,13,4,15,16,2.73,1,1,1,1,3.23,0
2023-10-21,F1,Paris SG,Strasbourg,3,0,H,2,0,2023/2024,1,80.0,50.0,82.35,52.94,8,7,10,11,17.0,1,6,4,1,1.22,0
2023-10-29,F1,Rennes,Strasbourg,1,1,D,1,0,2023/2024,0,80.0,40.0,70.59,52.94,20,11,16,14,8.0,7,5,3,3,1.52,2
2023-12-01,F1,Reims,Strasbourg,2,1,H,2,0,2023/2024,1,60.0,40.0,47.06,52.94,13,10,7,7,5.2,4,5,4,3,1.78,1
2023-12-07,F1,Brest,Strasbourg,1,1,D,1,0,2023/2024,0,40.0,40.0,29.41,52.94,13,9,18,11,5.18,6,0,3,5,2.01,0
2023-12-17,F1,Lorient,Strasbourg,1,2,A,0,1,2023/2024,1,80.0,60.0,64.71,52.94,7,12,12,14,3.28,6,1,1,9,2.56,2
2024-01-12,F1,Marseille,Strasbourg,1,1,D,1,0,2023/2024,0,40.0,40.0,52.94,52.94,8,18,10,11,6.0,6,4,2,4,1.67,2
2024-01-28,F1,Clermont,Strasbourg,1,1,D,0,1,2023/2024,0,40.0,40.0,41.18,52.94,14,6,16,12,2.45,5,2,6,2,3.28,3
2024-02-10,F1,Lens,Strasbourg,3,1,H,2,1,2023/2024,1,40.0,40.0,41.18,52.94,10,19,14,14,5.8,4,5,6,5,1.73,1
2024-03-03,F1,Montpellier,Strasbourg,2,2,D,0,0,2023/2024,1,60.0,60.0,47.06,52.94,21,12,17,12,3.87,8,4,7,4,2.08,3
2024-03-16,F1,Nantes,Strasbourg,1,3,A,1,1,2023/2024,1,40.0,60.0,47.06,52.94,11,11,15,16,4.21,4,5,2,6,2.22,3
2024-04-07,F1,Toulouse,Strasbourg,0,0,D,0,0,2023/2024,0,80.0,60.0,64.71,52.94,11,8,17,16,3.59,4,3,2,1,2.24,0
2024-04-21,F1,Lille,Strasbourg,1,0,H,1,0,2023/2024,0,80.0,60.0,52.94,52.94,6,8,19,11,6.28,4,4,2,2,1.63,3
2024-05-04,F1,Le Havre,Strasbourg,3,1,H,1,0,2023/2024,1,20.0,60.0,47.06,52.94,15,5,13,6,3.08,3,2,7,3,2.66,1
2024-05-19,F1,Lyon,Strasbourg,2,1,H,1,0,2023/2024,1,80.0,60.0,58.82,52.94,15,10,10,7,9.77,7,2,6,4,1.35,0
2024-08-18,F1,Montpellier,Strasbourg,1,1,D,0,0,2024/2025,0,0.0,0.0,70.59,47.06,7,11,18,20,3.81,6,4,5,4,2.12,3
2024-08-30,F1,Lyon,Strasbourg,4,3,H,1,1,2024/2025,1,50.0,50.0,64.71,47.06,22,14,6,10,3.85,9,2,13,7,2.12,2
2024-09-21,F1,Lille,Strasbourg,3,3,D,2,2,2024/2025,1,66.67,66.67,58.82,47.06,15,12,12,16,6.1,9,5,7,9,1.59,2
2024-10-19,F1,Paris SG,Strasbourg,4,2,H,1,0,2024/2025,1,100.0,75.0,76.47,47.06,18,16,12,10,11.0,5,5,10,8,1.33,2
2024-11-02,F1,St Etienne,Strasbourg,2,0,H,0,0,2024/2025,0,20.0,60.0,52.94,47.06,13,9,4,9,2.75,2,3,3,3,3.75,1
2024-11-24,F1,Nice,Strasbourg,2,1,H,0,1,2024/2025,1,80.0,80.0,52.94,47.06,15,10,8,16,4.82,4,7,5,3,1.82,0
2024-11-30,F1,Brest,Strasbourg,3,1,H,2,0,2024/2025,1,20.0,80.0,52.94,47.06,11,12,8,15,3.75,4,3,8,4,2.2,2
2024-12-15,F1,Le Havre,Strasbourg,0,3,A,0,2,2024/2025,1,60.0,80.0,70.59,47.06,11,9,7,11,2.5,3,2,1,5,3.55,1
2025-01-12,F1,Toulouse,Strasbourg,1,2,A,1,2,2024/2025,1,40.0,80.0,47.06,47.06,19,8,14,12,4.32,3,2,5,2,2.08,4
2025-01-19,F1,Marseille,Strasbourg,1,1,D,0,1,2024/2025,0,60.0,80.0,64.71,47.06,18,7,14,13,5.6,9,3,3,3,1.63,3
2025-02-02,F1,Rennes,Strasbourg,1,0,H,0,0,2024/2025,0,60.0,60.0,47.06,47.06,13,7,10,14,4.33,6,2,3,3,2.08,3
2025-02-16,F1,Lens,Strasbourg,0,2,A,0,0,2024/2025,0,20.0,40.0,35.29,47.06,7,13,15,12,4.39,7,3,0,5,1.93,2
2025-03-02,F1,Auxerre,Strasbourg,0,1,A,0,0,2024/2025,0,40.0,20.0,58.82,47.06,14,6,10,10,2.51,5,3,5,3,3.18,3
2025-03-09,F1,Nantes,Strasbourg,0,1,A,0,0,2024/2025,0,40.0,0.0,35.29,47.06,11,9,17,12,2.54,3,9,2,1,3.1,1
2025-04-06,F1,Reims,Strasbourg,0,1,A,0,1,2024/2025,0,40.0,0.0,35.29,47.06,14,13,9,11,2.19,4,7,7,4,3.8,2
2025-04-19,F1,Monaco,Strasbourg,0,0,D,0,0,2024/2025,0,80.0,0.0,58.82,47.06,12,5,10,18,6.4,3,2,4,2,1.55,3
2025-05-10,F1,Angers,Strasbourg,2,1,H,1,1,2024/2025,1,40.0,20.0,47.06,47.06,5,15,10,6,1.85,2,6,2,3,4.54,2
2025-08-17,F1,Metz,Strasbourg,0,1,A,0,0,2025/2026,0,0.0,0.0,0.0,50.0,2,9,13,16,2.05,3,3,0,4,4.0,2
2025-08-31,F1,Monaco,Strasbourg,3,2,H,1,0,2025/2026,1,100.0,50.0,100.0,50.0,12,12,12,13,7.0,6,5,4,4,1.5,1
2023-08-13,F1,Nantes,Toulouse,1,2,A,1,0,2023/2024,1,100.0,100.0,47.06,58.82,9,9,14,14,2.44,7,5,4,5,3.14,2
2023-08-27,F1,Strasbourg,Toulouse,2,0,H,0,0,2023/2024,0,50.0,50.0,64.71,58.82,11,7,17,16,3.62,3,3,3,1,2.22,3
2023-09-17,F1,Marseille,Toulouse,0,0,D,0,0,2023/2024,0,33.33,33.33,52.94,58.82,24,10,11,9,7.5,6,1,6,3,1.48,5
2023-09-24,F1,Lens,Toulouse,2,1,H,1,1,2023/2024,1,33.33,50.0,41.18,58.82,27,7,15,16,8.07,9,4,7,2,1.52,1
2023-10-08,F1,Brest,Toulouse,1,1,D,0,1,2023/2024,0,25.0,40.0,29.41,58.82,13,9,18,18,5.5,3,5,2,3,1.77,2
2023-10-29,F1,Montpellier,Toulouse,3,0,H,1,0,2023/2024,1,75.0,40.0,47.06,58.82,19,16,15,13,4.5,3,4,6,5,1.9,3
2023-11-12,F1,Lille,Toulouse,1,1,D,1,0,2023/2024,0,20.0,40.0,52.94,58.82,13,2,16,12,7.0,11,1,6,1,1.6,4
2023-11-26,F1,Nice,Toulouse,1,0,H,0,0,2023/2024,0,0.0,40.0,35.29,58.82,8,19,19,9,7.53,4,2,3,3,1.58,4
2023-12-10,F1,Lyon,Toulouse,3,0,H,2,0,2023/2024,1,60.0,40.0,58.82,58.82,15,16,15,15,4.75,2,1,7,6,1.92,3
2024-01-14,F1,Metz,Toulouse,0,1,A,0,1,2023/2024,0,20.0,40.0,52.94,58.82,14,4,18,20,2.7,5,2,2,2,3.14,2
2024-02-04,F1,Reims,Toulouse,2,3,A,0,3,2023/2024,1,60.0,40.0,47.06,58.82,17,9,16,13,4.76,10,6,5,4,1.9,3
2024-02-18,F1,Monaco,Toulouse,1,2,A,0,1,2023/2024,1,40.0,60.0,52.94,58.82,22,14,12,18,6.1,4,6,5,7,1.65,3
2024-03-10,F1,Le Havre,Toulouse,1,0,H,0,0,2023/2024,0,60.0,60.0,47.06,58.82,12,5,17,12,2.71,3,3,4,0,3.15,1
2024-03-31,F1,Clermont,Toulouse,0,3,A,0,1,2023/2024,1,60.0,60.0,41.18,58.82,15,11,12,15,2.08,12,3,5,5,4.01,1
2024-04-13,F1,Rennes,Toulouse,1,2,A,1,2,2023/2024,1,80.0,80.0,70.59,58.82,19,10,18,20,4.75,8,4,4,3,1.88,3
2024-04-28,F1,Lorient,Toulouse,1,2,A,1,0,2023/2024,1,40.0,80.0,64.71,58.82,15,14,17,14,3.03,5,1,5,5,2.6,3
2024-05-12,F1,Paris SG,Toulouse,1,3,A,1,1,2023/2024,1,80.0,80.0,82.35,58.82,15,18,8,12,8.5,4,6,3,5,1.39,0
2024-08-25,F1,Nice,Toulouse,1,1,D,0,0,2024/2025,0,0.0,0.0,52.94,52.94,10,15,21,11,4.2,4,4,4,3,2.16,1
2024-09-22,F1,Brest,Toulouse,2,0,H,1,0,2024/2025,0,66.67,0.0,52.94,52.94,9,10,18,15,3.0,4,3,5,1,2.93,1
2024-10-05,F1,Lille,Toulouse,2,1,H,0,1,2024/2025,1,75.0,33.33,58.82,52.94,10,9,8,13,4.84,4,6,3,3,1.87,2
2024-10-27,F1,Montpellier,Toulouse,0,3,A,0,3,2024/2025,1,80.0,50.0,70.59,52.94,9,15,20,8,2.21,1,3,2,6,3.44,2
2024-11-10,F1,Rennes,Toulouse,0,2,A,0,2,2024/2025,0,40.0,40.0,47.06,52.94,7,9,16,16,3.31,5,3,1,2,2.41,1
2024-11-22,F1,Paris SG,Toulouse,3,0,H,1,0,2024/2025,1,80.0,60.0,76.47,52.94,17,11,14,11,8.31,7,5,8,2,1.44,2
2024-12-07,F1,Monaco,Toulouse,2,0,H,0,0,2024/2025,0,40.0,60.0,58.82,52.94,19,6,16,15,4.5,2,3,5,3,1.92,2
2025-01-05,F1,Lens,Toulouse,0,1,A,0,0,2024/2025,0,40.0,40.0,35.29,52.94,14,8,12,20,4.16,7,1,1,4,2.07,2
2025-01-18,F1,Lyon,Toulouse,0,0,D,0,0,2024/2025,0,40.0,20.0,64.71,52.94,11,13,8,8,4.54,8,5,3,4,1.92,0
2025-02-09,F1,Auxerre,Toulouse,2,2,D,0,0,2024/2025,1,40.0,40.0,58.82,52.94,9,7,9,11,2.58,3,5,3,3,3.09,1
2025-02-23,F1,Le Havre,Toulouse,1,4,A,0,1,2024/2025,1,80.0,40.0,70.59,52.94,11,11,13,11,2.16,5,3,3,5,4.1,2
2025-03-02,F1,Angers,Toulouse,0,4,A,0,0,2024/2025,1,20.0,60.0,47.06,52.94,5,19,9,13,2.11,4,9,1,13,4.1,3
2025-03-16,F1,Strasbourg,Toulouse,2,1,H,0,1,2024/2025,1,60.0,80.0,70.59,52.94,10,11,14,10,2.94,4,3,3,7,2.73,2
2025-04-06,F1,Marseille,Toulouse,3,2,H,1,1,2024/2025,1,60.0,100.0,64.71,52.94,9,8,15,11,5.02,5,1,4,3,1.75,3
2025-04-20,F1,Reims,Toulouse,1,0,H,1,0,2024/2025,0,20.0,80.0,35.29,52.94,8,18,12,11,2.15,0,9,2,6,3.99,0
2025-04-27,F1,Nantes,Toulouse,0,0,D,0,0,2024/2025,0,20.0,60.0,35.29,52.94,11,6,11,13,2.74,3,5,3,3,3.03,3
2025-05-17,F1,St Etienne,Toulouse,2,3,A,1,2,2024/2025,1,100.0,60.0,52.94,52.94,18,17,7,10,3.01,7,6,7,9,2.46,2
2025-08-16,F1,Nice,Toulouse,0,1,A,0,0,2025/2026,0,0.0,0.0,50.0,0.0,13,10,13,12,4.2,9,4,2,2,2.0,3
