Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,AY
2024-04-24,F1,Monaco,Lille,1,0,H,0,0,2023/2024,0,40.0,40.0,52.94,41.18,19,13,9,9,2.93,7,5,7,4,2.5,2
2024-04-28,F1,Metz,Lille,1,2,A,1,2,2023/2024,1,80.0,40.0,52.94,41.18,5,14,12,15,1.68,2,4,2,4,6.03,2
2024-05-12,F1,Nantes,Lille,1,2,A,0,2,2023/2024,1,80.0,40.0,47.06,41.18,9,12,7,17,1.85,5,4,5,3,5.26,2
2024-08-17,F1,Reims,Lille,0,2,A,0,1,2024/2025,0,0.0,0.0,35.29,41.18,2,21,13,6,2.66,0,8,0,6,3.03,2
2024-09-13,F1,St Etienne,Lille,1,0,H,1,0,2024/2025,0,0.0,0.0,52.94,41.18,10,17,10,12,1.75,2,7,5,4,5.57,1
2024-09-28,F1,Le Havre,Lille,0,3,A,0,2,2024/2025,1,100.0,33.33,70.59,41.18,7,18,9,11,1.97,1,5,4,10,4.5,1
2024-10-18,F1,Monaco,Lille,0,0,D,0,0,2024/2025,0,40.0,25.0,58.82,41.18,14,3,14,13,3.93,6,1,4,1,2.15,5
2024-10-26,F1,Lens,Lille,0,2,A,0,0,2024/2025,0,0.0,20.0,35.29,41.18,11,11,14,16,3.89,8,2,4,3,2.2,4
2024-11-10,F1,Nice,Lille,2,2,D,0,1,2024/2025,1,60.0,40.0,52.94,41.18,17,13,9,12,3.36,6,2,5,6,2.4,2
2024-12-01,F1,Montpellier,Lille,2,2,D,1,1,2024/2025,1,100.0,60.0,70.59,41.18,11,13,21,9,1.88,7,2,5,4,5.16,5
2024-12-14,F1,Marseille,Lille,1,1,D,1,0,2024/2025,0,60.0,40.0,64.71,41.18,9,10,9,14,3.73,3,8,3,5,2.25,3
2025-01-10,F1,Auxerre,Lille,0,0,D,0,0,2024/2025,0,40.0,40.0,58.82,41.18,13,13,8,7,1.8,6,10,3,5,5.15,4
2025-01-25,F1,Strasbourg,Lille,2,1,H,0,1,2024/2025,1,80.0,60.0,70.59,41.18,11,15,9,10,2.58,6,7,7,6,3.15,2
2025-02-16,F1,Rennes,Lille,0,2,A,0,0,2024/2025,0,40.0,40.0,47.06,41.18,4,18,18,9,2.65,4,8,0,7,3.17,1
2025-03-01,F1,Paris SG,Lille,4,1,H,4,0,2024/2025,1,80.0,40.0,76.47,41.18,26,6,10,6,9.5,9,3,11,2,1.4,1
2025-03-15,F1,Nantes,Lille,1,0,H,0,0,2024/2025,0,20.0,40.0,35.29,41.18,10,13,15,9,2.03,3,5,3,4,4.54,3
2025-04-05,F1,Lyon,Lille,2,1,H,1,1,2024/2025,1,100.0,60.0,64.71,41.18,10,10,14,15,3.25,1,3,4,4,2.36,2
2025-04-12,F1,Toulouse,Lille,1,2,A,1,2,2024/2025,1,40.0,60.0,47.06,41.18,10,6,11,15,2.43,4,2,5,3,3.41,2
2025-04-27,F1,Angers,Lille,0,2,A,0,1,2024/2025,0,40.0,60.0,47.06,41.18,6,9,10,17,1.49,7,2,3,5,7.67,5
2025-05-10,F1,Brest,Lille,2,0,H,1,0,2024/2025,0,40.0,40.0,52.94,41.18,12,18,14,6,1.74,3,7,4,2,5.0,1
2025-08-17,F1,Brest,Lille,3,3,D,1,2,2025/2026,1,100.0,100.0,100.0,100.0,18,10,13,11,3.13,2,2,5,6,2.55,1
2025-08-30,F1,Lorient,Lille,1,7,A,0,0,2025/2026,1,100.0,100.0,100.0,100.0,6,20,18,14,2.21,3,8,2,11,3.33,3
2023-08-12,F1,Paris SG,Lorient,0,0,D,0,0,2023/2024,0,0.0,0.0,82.35,64.71,20,4,6,8,8.5,9,2,4,0,1.44,0
2023-09-03,F1,Le Havre,Lorient,3,0,H,0,0,2023/2024,1,100.0,50.0,47.06,64.71,17,9,7,10,3.25,5,4,6,2,2.7,0
2023-09-23,F1,Nantes,Lorient,5,3,H,1,1,2023/2024,1,75.0,66.67,47.06,64.71,19,10,17,8,3.5,4,2,9,7,2.4,3
2023-10-08,F1,Lyon,Lorient,3,3,D,3,1,2023/2024,1,75.0,75.0,58.82,64.71,9,6,10,22,4.9,5,2,6,5,1.81,0
2023-10-28,F1,Reims,Lorient,1,0,H,0,0,2023/2024,0,40.0,60.0,47.06,64.71,12,9,7,16,5.0,4,4,5,1,1.81,3
2023-11-12,F1,Clermont,Lorient,1,0,H,0,0,2023/2024,0,0.0,60.0,41.18,64.71,17,10,10,15,3.63,5,4,6,3,2.31,2
2023-12-03,F1,Toulouse,Lorient,1,1,D,0,0,2023/2024,0,60.0,40.0,64.71,64.71,11,11,10,16,4.44,3,4,6,5,2.08,4
2023-12-20,F1,Brest,Lorient,4,0,H,4,0,2023/2024,1,60.0,40.0,29.41,64.71,12,7,17,8,5.6,1,0,7,3,1.75,2
2024-01-14,F1,Lille,Lorient,3,0,H,1,0,2023/2024,1,20.0,40.0,52.94,64.71,24,1,22,10,13.0,7,1,10,0,1.33,4
2024-02-04,F1,Metz,Lorient,1,2,A,1,1,2023/2024,1,40.0,60.0,52.94,64.71,10,12,13,12,4.5,4,3,3,4,2.28,1
2024-02-18,F1,Strasbourg,Lorient,1,3,A,0,2,2023/2024,1,80.0,80.0,64.71,64.71,18,13,12,13,5.5,9,4,4,6,1.75,1
2024-03-03,F1,Rennes,Lorient,1,2,A,0,0,2023/2024,1,80.0,100.0,70.59,64.71,22,12,9,12,8.0,6,3,6,6,1.52,2
2024-03-17,F1,Monaco,Lorient,2,2,D,1,1,2023/2024,1,60.0,100.0,52.94,64.71,23,11,8,21,8.5,10,8,8,6,1.4,1
2024-04-07,F1,Montpellier,Lorient,2,0,H,0,0,2023/2024,0,80.0,80.0,47.06,64.71,13,19,18,11,4.3,5,7,5,5,1.85,6
2024-04-19,F1,Nice,Lorient,3,0,H,1,0,2023/2024,1,80.0,80.0,35.29,64.71,19,9,7,11,6.5,2,3,10,4,1.59,2
2024-05-03,F1,Lens,Lorient,2,0,H,0,0,2023/2024,0,20.0,60.0,41.18,64.71,18,11,14,10,7.5,4,4,6,5,1.47,2
2024-05-12,F1,Marseille,Lorient,3,1,H,2,1,2023/2024,1,60.0,60.0,52.94,64.71,13,14,6,9,7.44,9,5,4,3,1.52,4
2025-08-17,F1,Auxerre,Lorient,1,0,H,0,0,2025/2026,0,0.0,0.0,0.0,0.0,7,14,14,18,3.0,4,5,3,3,2.55,2
2023-08-13,F1,Strasbourg,Lyon,2,1,H,0,0,2023/2024,1,100.0,100.0,64.71,58.82,8,23,11,8,2.83,1,6,2,7,2.68,2
2023-08-27,F1,Nice,Lyon,0,0,D,0,0,2023/2024,0,0.0,50.0,35.29,58.82,21,6,14,8,3.9,7,2,4,1,2.1,4
2023-09-23,F1,Brest,Lyon,1,0,H,0,0,2023/2024,0,33.33,33.33,29.41,58.82,27,6,16,17,2.75,10,1,11,3,2.89,1
2023-10-01,F1,Reims,Lyon,2,0,H,1,0,2023/2024,0,33.33,25.0,47.06,58.82,8,11,14,19,4.05,1,5,3,6,2.07,2
2023-11-12,F1,Rennes,Lyon,0,1,A,0,0,2023/2024,0,60.0,20.0,70.59,58.82,8,12,18,5,4.32,6,9,2,5,1.96,1
2023-12-02,F1,Lens,Lyon,3,2,H,1,1,2023/2024,1,60.0,20.0,41.18,58.82,10,12,14,11,5.4,3,6,7,7,1.8,0
2023-12-06,F1,Marseille,Lyon,3,0,H,2,0,2023/2024,1,40.0,40.0,52.94,58.82,12,6,11,14,4.61,10,3,5,1,2.0,2
2023-12-15,F1,Monaco,Lyon,0,1,A,0,0,2023/2024,0,40.0,40.0,52.94,58.82,19,5,12,13,4.75,6,1,4,2,1.82,2
2024-01-14,F1,Le Havre,Lyon,3,1,H,1,0,2023/2024,1,40.0,60.0,47.06,58.82,14,9,4,15,2.55,3,7,7,2,3.43,0
2024-02-11,F1,Montpellier,Lyon,1,2,A,1,0,2023/2024,1,20.0,80.0,47.06,58.82,15,19,11,11,2.69,1,5,8,5,2.97,2
2024-02-23,F1,Metz,Lyon,1,2,A,1,1,2023/2024,1,40.0,80.0,52.94,58.82,15,11,12,13,2.04,4,3,4,5,4.41,2
2024-03-09,F1,Lorient,Lyon,0,2,A,0,0,2023/2024,0,40.0,60.0,64.71,58.82,9,13,7,10,2.21,4,7,0,6,3.66,0
2024-03-15,F1,Toulouse,Lyon,2,3,A,0,1,2023/2024,1,80.0,80.0,64.71,58.82,13,18,12,18,2.77,5,3,5,6,2.88,2
2024-04-07,F1,Nantes,Lyon,1,3,A,1,0,2023/2024,1,40.0,80.0,47.06,58.82,14,19,14,8,2.25,5,5,6,10,3.71,2
2024-04-21,F1,Paris SG,Lyon,4,1,H,4,1,2023/2024,1,60.0,80.0,82.35,58.82,14,16,10,9,6.0,4,10,6,6,1.65,0
2024-05-06,F1,Lille,Lyon,3,4,A,2,0,2023/2024,1,80.0,80.0,52.94,58.82,8,11,14,14,3.51,4,4,5,7,2.11,1
2024-05-12,F1,Clermont,Lyon,0,1,A,0,0,2023/2024,0,60.0,80.0,41.18,58.82,18,6,12,8,1.69,7,2,5,2,5.3,2
2024-08-18,F1,Rennes,Lyon,3,0,H,2,0,2024/2025,1,100.0,100.0,47.06,64.71,22,16,12,13,3.21,7,7,8,2,2.44,1
2024-09-15,F1,Lens,Lyon,0,0,D,0,0,2024/2025,0,0.0,50.0,35.29,64.71,12,8,11,12,4.4,5,8,5,3,1.84,0
2024-09-29,F1,Toulouse,Lyon,1,2,A,1,1,2024/2025,1,50.0,66.67,47.06,64.71,10,4,15,12,3.05,3,4,4,1,2.5,2
2024-10-20,F1,Le Havre,Lyon,0,4,A,0,1,2024/2025,1,100.0,75.0,70.59,64.71,7,16,11,17,1.75,4,6,1,8,5.12,4
2024-11-01,F1,Lille,Lyon,1,1,D,1,0,2024/2025,0,60.0,60.0,58.82,64.71,14,14,10,12,3.23,4,9,2,3,2.28,1
2024-11-23,F1,Reims,Lyon,1,1,D,0,1,2024/2025,0,60.0,40.0,35.29,64.71,14,13,13,11,2.33,4,2,6,7,3.29,0
2024-12-07,F1,Angers,Lyon,0,3,A,0,1,2024/2025,1,80.0,60.0,47.06,64.71,10,16,13,13,1.7,2,7,2,10,5.56,2
2024-12-15,F1,Paris SG,Lyon,3,1,H,2,1,2024/2025,1,60.0,60.0,76.47,64.71,13,7,8,7,8.0,4,3,6,3,1.43,3
2025-01-11,F1,Brest,Lyon,2,1,H,2,1,2024/2025,1,60.0,60.0,52.94,64.71,11,10,10,10,2.27,4,7,6,3,3.7,2
2025-01-26,F1,Nantes,Lyon,1,1,D,0,1,2024/2025,0,40.0,60.0,35.29,64.71,7,15,11,14,1.93,4,8,5,4,4.33,1
2025-02-02,F1,Marseille,Lyon,3,2,H,0,0,2024/2025,1,60.0,80.0,64.71,64.71,20,10,10,13,3.61,6,2,11,4,2.12,1
2025-02-16,F1,Montpellier,Lyon,1,4,A,1,1,2024/2025,1,80.0,80.0,70.59,64.71,11,9,12,14,1.6,7,4,4,6,5.62,1
2025-03-09,F1,Nice,Lyon,0,2,A,0,0,2024/2025,0,20.0,60.0,52.94,64.71,18,8,11,12,3.68,9,2,4,5,2.23,2
2025-03-28,F1,Strasbourg,Lyon,4,2,H,0,0,2024/2025,1,60.0,60.0,70.59,64.71,14,16,15,12,2.62,6,5,7,11,2.85,2
2025-04-13,F1,Auxerre,Lyon,1,3,A,0,0,2024/2025,1,60.0,80.0,58.82,64.71,14,13,9,11,1.86,3,6,3,7,4.41,1
2025-04-20,F1,St Etienne,Lyon,2,1,H,1,0,2024/2025,1,100.0,80.0,52.94,64.71,18,14,13,12,1.64,8,6,6,2,5.1,4
2025-05-10,F1,Monaco,Lyon,2,0,H,0,0,2024/2025,0,60.0,60.0,58.82,64.71,11,9,18,16,4.0,3,5,5,4,1.86,4
2025-08-16,F1,Lens,Lyon,0,1,A,0,1,2025/2026,0,0.0,0.0,50.0,0.0,18,11,20,13,2.9,13,8,5,3,2.54,3
2023-08-18,F1,Metz,Marseille,2,2,D,0,1,2023/2024,1,100.0,100.0,52.94,47.06,10,22,9,15,1.77,4,9,5,5,5.14,2
2023-09-01,F1,Nantes,Marseille,1,1,D,1,1,2023/2024,0,66.67,50.0,47.06,47.06,10,26,13,7,1.65,2,7,2,9,5.81,2
2023-09-24,F1,Paris SG,Marseille,4,0,H,2,0,2023/2024,1,75.0,66.67,82.35,47.06,15,6,14,11,6.8,8,3,5,0,1.58,3
2023-09-30,F1,Monaco,Marseille,3,2,H,2,2,2023/2024,1,75.0,75.0,52.94,47.06,10,8,15,17,2.93,2,6,7,4,2.57,4
2023-10-21,F1,Nice,Marseille,1,0,H,0,0,2023/2024,0,0.0,60.0,35.29,47.06,10,9,6,13,3.43,4,2,2,1,2.43,3
2023-11-12,F1,Lens,Marseille,1,0,H,0,0,2023/2024,0,40.0,40.0,41.18,47.06,14,8,15,19,3.39,4,5,3,2,2.46,2
2023-11-25,F1,Strasbourg,Marseille,1,1,D,1,1,2023/2024,0,40.0,40.0,64.71,47.06,15,16,16,14,1.97,7,11,7,3,4.34,2
2023-12-10,F1,Lorient,Marseille,2,4,A,1,4,2023/2024,1,80.0,40.0,64.71,47.06,15,18,17,17,1.77,4,6,9,8,5.5,3
2023-12-20,F1,Montpellier,Marseille,1,1,D,1,0,2023/2024,0,20.0,20.0,47.06,47.06,12,17,13,21,2.1,5,10,6,4,4.1,1
2024-02-04,F1,Lyon,Marseille,1,0,H,1,0,2023/2024,0,40.0,20.0,58.82,47.06,12,8,10,14,2.69,3,2,7,1,2.92,1
2024-02-18,F1,Brest,Marseille,1,0,H,0,0,2023/2024,0,20.0,20.0,29.41,47.06,15,9,9,14,3.17,6,4,5,2,2.61,1
2024-03-02,F1,Clermont,Marseille,1,5,A,0,1,2023/2024,1,40.0,40.0,41.18,47.06,7,17,13,9,1.67,7,4,2,11,5.51,1
2024-03-17,F1,Rennes,Marseille,2,0,H,1,0,2023/2024,0,60.0,20.0,70.59,47.06,7,8,12,9,2.74,4,5,4,1,2.79,3
2024-04-05,F1,Lille,Marseille,3,1,H,0,0,2023/2024,1,100.0,40.0,52.94,47.06,14,13,18,13,4.28,4,2,6,4,2.0,6
2024-04-21,F1,Toulouse,Marseille,2,2,D,1,1,2023/2024,1,80.0,60.0,64.71,47.06,10,11,13,11,2.8,7,4,3,3,2.78,2
2024-05-15,F1,Reims,Marseille,1,0,H,1,0,2023/2024,0,40.0,60.0,47.06,47.06,10,19,9,17,1.92,3,10,3,3,4.23,1
2024-05-19,F1,Le Havre,Marseille,1,2,A,0,0,2023/2024,1,40.0,60.0,47.06,47.06,13,22,11,11,1.79,5,3,6,7,4.87,0
2024-08-17,F1,Brest,Marseille,1,5,A,1,3,2024/2025,1,100.0,100.0,52.94,70.59,7,7,8,10,2.42,5,0,5,5,3.4,1
2024-08-31,F1,Toulouse,Marseille,1,3,A,0,2,2024/2025,1,50.0,100.0,47.06,70.59,4,11,12,10,2.31,2,3,2,5,3.25,2
2024-09-22,F1,Lyon,Marseille,2,3,A,0,0,2024/2025,1,66.67,100.0,64.71,70.59,18,6,7,13,2.47,10,3,9,5,2.96,3
2024-09-29,F1,Strasbourg,Marseille,1,0,H,1,0,2024/2025,0,33.33,75.0,70.59,70.59,14,10,7,17,2.26,8,3,6,3,3.32,1
2024-10-20,F1,Montpellier,Marseille,0,5,A,0,3,2024/2025,1,75.0,80.0,70.59,70.59,13,21,18,11,1.79,3,2,5,10,4.82,3
2024-11-03,F1,Nantes,Marseille,1,2,A,1,1,2024/2025,1,60.0,80.0,35.29,70.59,7,9,6,16,2.2,2,5,3,4,3.86,1
2024-11-23,F1,Lens,Marseille,1,3,A,0,0,2024/2025,1,40.0,80.0,35.29,70.59,16,7,9,17,3.31,6,0,7,4,2.37,3
2024-12-08,F1,St Etienne,Marseille,0,2,A,0,1,2024/2025,0,20.0,60.0,52.94,70.59,3,21,10,13,1.67,0,9,2,10,6.64,1
2025-01-11,F1,Rennes,Marseille,1,2,A,1,1,2024/2025,1,40.0,80.0,47.06,70.59,5,13,13,11,2.37,2,3,4,7,3.49,2
2025-01-26,F1,Nice,Marseille,2,0,H,1,0,2024/2025,0,80.0,60.0,52.94,70.59,14,18,9,12,2.73,6,12,5,6,2.77,1
2025-02-09,F1,Angers,Marseille,0,2,A,0,0,2024/2025,0,20.0,40.0,47.06,70.59,5,18,8,10,1.64,1,7,0,10,6.0,2
2025-02-22,F1,Auxerre,Marseille,3,0,H,1,0,2024/2025,1,60.0,40.0,58.82,70.59,9,8,13,9,1.59,2,5,5,2,6.1,3
2025-03-16,F1,Paris SG,Marseille,3,1,H,2,0,2024/2025,1,80.0,60.0,76.47,70.59,16,11,9,7,9.2,5,5,5,2,1.37,0
2025-03-29,F1,Reims,Marseille,3,1,H,1,0,2024/2025,1,40.0,60.0,35.29,70.59,7,20,9,6,1.69,0,12,5,8,5.78,0
2025-04-12,F1,Monaco,Marseille,3,0,H,1,0,2024/2025,1,100.0,80.0,58.82,70.59,15,8,18,6,3.83,4,4,10,4,1.94,1
2025-05-04,F1,Lille,Marseille,1,1,D,0,0,2024/2025,0,40.0,80.0,58.82,70.59,5,13,8,9,3.1,2,5,1,6,2.47,2
2025-05-10,F1,Le Havre,Marseille,1,3,A,0,0,2024/2025,1,60.0,80.0,70.59,70.59,10,22,12,12,1.56,2,9,4,5,6.54,2
2025-08-15,F1,Rennes,Marseille,1,0,H,0,0,2025/2026,0,0.0,0.0,0.0,0.0,12,24,11,8,1.97,1,12,5,2,3.9,3
2025-08-31,F1,Lyon,Marseille,1,0,H,0,0,2025/2026,0,50.0,0.0,50.0,0.0,17,5,11,16,2.45,9,4,5,2,3.0,2
2023-08-13,F1,Rennes,Metz,5,1,H,1,1,2023/2024,1,100.0,100.0,70.59,52.94,29,9,10,7,5.6,5,4,14,3,1.7,2
2023-08-27,F1,Clermont,Metz,0,1,A,0,0,2023/2024,0,50.0,50.0,41.18,52.94,16,10,10,8,4.2,10,2,4,5,2.06,1
2023-09-16,F1,Lens,Metz,0,1,A,0,1,2023/2024,0,0.0,33.33,41.18,52.94,31,2,12,12,7.0,9,1,10,2,1.55,2
2023-10-01,F1,Toulouse,Metz,3,0,H,2,0,2023/2024,1,66.67,50.0,64.71,52.94,15,8,7,10,4.54,4,6,10,3,1.97,0
2023-10-22,F1,Monaco,Metz,2,1,H,1,1,2023/2024,1,80.0,60.0,52.94,52.94,27,8,11,12,9.9,10,2,13,4,1.35,3
2023-11-05,F1,Lyon,Metz,1,1,D,0,0,2023/2024,0,60.0,40.0,58.82,52.94,15,10,14,16,5.82,4,9,4,5,1.69,1
2023-11-26,F1,Lorient,Metz,2,3,A,2,1,2023/2024,1,80.0,60.0,64.71,52.94,11,14,17,10,4.0,5,6,5,5,2.15,1
2023-12-03,F1,Lille,Metz,2,0,H,2,0,2023/2024,0,20.0,60.0,52.94,52.94,16,7,11,8,9.0,6,1,6,4,1.48,0
2023-12-20,F1,Paris SG,Metz,3,1,H,0,0,2023/2024,1,100.0,60.0,82.35,52.94,13,3,9,6,23.0,5,5,5,1,1.17,1
2024-01-27,F1,Nice,Metz,1,0,H,0,0,2023/2024,0,20.0,40.0,35.29,52.94,15,2,13,10,9.7,5,2,9,1,1.52,1
2024-02-09,F1,Marseille,Metz,1,1,D,0,0,2023/2024,0,60.0,40.0,52.94,52.94,18,7,16,12,9.0,6,3,6,3,1.45,0
2024-02-18,F1,Montpellier,Metz,3,0,H,1,0,2023/2024,1,40.0,40.0,47.06,52.94,21,14,13,17,5.95,7,4,7,4,1.72,3
2024-03-03,F1,Nantes,Metz,0,2,A,0,0,2023/2024,0,20.0,40.0,47.06,52.94,9,13,11,7,5.1,10,3,2,4,1.93,2
2024-03-17,F1,Reims,Metz,2,1,H,1,1,2023/2024,1,40.0,40.0,47.06,52.94,17,12,10,17,5.1,7,7,7,4,1.8,4
2024-04-07,F1,Brest,Metz,4,3,H,3,1,2023/2024,1,20.0,60.0,29.41,52.94,24,8,17,11,8.0,8,5,10,6,1.52,1
2024-04-21,F1,Le Havre,Metz,0,1,A,0,0,2023/2024,0,20.0,60.0,47.06,52.94,16,9,19,9,3.81,4,2,4,2,2.3,3
2024-05-12,F1,Strasbourg,Metz,2,1,H,0,0,2023/2024,1,60.0,60.0,64.71,52.94,10,11,10,10,3.52,3,6,2,2,2.18,2
2025-08-23,F1,Lyon,Metz,3,0,H,2,0,2025/2026,1,100.0,100.0,50.0,100.0,13,11,15,13,7.5,4,3,8,2,1.44,2
2025-08-31,F1,Paris FC,Metz,3,2,H,1,1,2025/2026,1,100.0,100.0,100.0,100.0,24,14,8,4,4.75,14,6,9,2,1.77,1
2023-08-13,F1,Clermont,Monaco,2,4,A,1,2,2023/2024,1,100.0,100.0,41.18,70.59,15,14,16,7,2.47,6,2,7,8,3.28,4
2023-08-25,F1,Nantes,Monaco,3,3,D,2,1,2023/2024,1,100.0,100.0,47.06,70.59,3,27,7,8,1.91,1,10,3,10,5.0,2
2023-09-17,F1,Lorient,Monaco,2,2,D,1,1,2023/2024,1,66.67,100.0,64.71,70.59,10,20,14,13,1.75,8,6,3,7,5.2,1
2023-10-07,F1,Reims,Monaco,1,3,A,0,1,2023/2024,1,50.0,100.0,47.06,70.59,11,11,14,10,2.71,10,5,4,4,2.92,3
2023-10-29,F1,Lille,Monaco,2,0,H,2,0,2023/2024,0,20.0,80.0,52.94,70.59,7,16,13,17,2.95,2,8,5,6,2.58,2
2023-11-11,F1,Le Havre,Monaco,0,0,D,0,0,2023/2024,0,40.0,60.0,47.06,70.59,9,10,18,10,1.76,2,4,5,4,5.0,3
2023-11-24,F1,Paris SG,Monaco,5,2,H,2,1,2023/2024,1,100.0,60.0,82.35,70.59,16,14,19,9,6.66,2,10,11,7,1.5,1
2023-12-09,F1,Rennes,Monaco,1,2,A,0,0,2023/2024,1,60.0,60.0,70.59,70.59,15,12,22,9,2.63,5,5,5,5,2.89,6
2023-12-20,F1,Toulouse,Monaco,1,2,A,1,2,2023/2024,1,40.0,60.0,64.71,70.59,20,12,10,17,1.94,4,5,5,4,4.2,3
2024-01-27,F1,Marseille,Monaco,2,2,D,1,2,2023/2024,1,60.0,80.0,52.94,70.59,22,6,12,11,3.03,10,1,9,5,2.46,3
2024-02-11,F1,Nice,Monaco,2,3,A,1,1,2023/2024,1,40.0,100.0,35.29,70.59,15,9,14,17,3.39,8,2,5,5,2.46,4
2024-02-25,F1,Lens,Monaco,2,3,A,1,2,2023/2024,1,60.0,100.0,41.18,70.59,20,15,13,10,3.23,9,3,10,9,2.4,3
2024-03-10,F1,Strasbourg,Monaco,0,1,A,0,0,2023/2024,0,80.0,80.0,64.71,70.59,8,17,15,9,2.12,5,8,1,6,3.59,3
2024-03-30,F1,Metz,Monaco,2,5,A,0,3,2023/2024,1,60.0,80.0,52.94,70.59,13,17,8,8,1.67,5,5,7,7,5.53,0
2024-04-21,F1,Brest,Monaco,0,2,A,0,1,2023/2024,0,20.0,60.0,29.41,70.59,12,8,9,8,2.8,7,4,2,3,2.73,2
2024-04-28,F1,Lyon,Monaco,3,2,H,2,1,2023/2024,1,60.0,60.0,58.82,70.59,15,13,14,15,2.94,3,3,4,5,2.39,3
2024-05-12,F1,Montpellier,Monaco,0,2,A,0,0,2023/2024,0,40.0,40.0,47.06,70.59,14,19,10,20,1.75,3,3,3,9,4.49,1
2024-08-24,F1,Lyon,Monaco,0,2,A,0,0,2024/2025,0,0.0,0.0,64.71,70.59,2,15,7,10,2.61,0,6,1,4,2.85,0
2024-09-14,F1,Auxerre,Monaco,0,3,A,0,2,2024/2025,1,100.0,50.0,58.82,70.59,13,19,16,13,1.87,1,6,3,9,4.81,0
2024-10-05,F1,Rennes,Monaco,1,2,A,1,2,2024/2025,1,75.0,66.67,47.06,70.59,14,5,16,9,2.64,10,4,3,2,3.06,4
2024-10-27,F1,Nice,Monaco,2,1,H,1,1,2024/2025,1,50.0,75.0,52.94,70.59,17,11,11,16,1.97,6,6,9,5,4.26,5
2024-11-09,F1,Strasbourg,Monaco,1,3,A,1,0,2024/2025,1,60.0,80.0,70.59,70.59,5,19,18,16,2.02,1,2,2,8,4.04,2
2024-12-01,F1,Marseille,Monaco,2,1,H,0,1,2024/2025,1,60.0,100.0,64.71,70.59,9,7,16,15,2.75,5,3,4,4,2.71,1
2024-12-14,F1,Reims,Monaco,0,0,D,0,0,2024/2025,0,40.0,80.0,35.29,70.59,8,14,22,15,2.25,1,4,0,3,3.68,3
2025-01-10,F1,Nantes,Monaco,2,2,D,1,0,2024/2025,1,40.0,80.0,35.29,70.59,10,15,14,17,2.15,3,11,4,7,4.93,0
2025-01-17,F1,Montpellier,Monaco,2,1,H,0,1,2024/2025,1,100.0,80.0,70.59,70.59,12,26,9,7,1.64,4,16,4,11,5.38,2
2025-02-07,F1,Paris SG,Monaco,4,1,H,1,1,2024/2025,1,60.0,80.0,76.47,70.59,16,9,11,9,7.16,1,1,7,3,1.48,0
2025-02-22,F1,Lille,Monaco,2,1,H,2,1,2024/2025,1,80.0,80.0,58.82,70.59,9,13,18,11,3.3,1,6,6,3,2.51,2
2025-03-07,F1,Toulouse,Monaco,1,1,D,0,1,2024/2025,0,40.0,80.0,47.06,70.59,8,13,17,16,2.29,3,5,3,3,3.43,3
2025-03-15,F1,Angers,Monaco,0,2,A,0,0,2024/2025,0,20.0,60.0,47.06,70.59,6,16,11,12,1.44,0,9,2,5,8.5,2
2025-04-05,F1,Brest,Monaco,2,1,H,1,0,2024/2025,1,60.0,60.0,52.94,70.59,13,10,16,13,1.85,2,9,4,3,4.63,2
2025-04-26,F1,Le Havre,Monaco,1,1,D,1,0,2024/2025,0,60.0,40.0,70.59,70.59,9,19,13,12,1.41,3,6,3,7,8.7,0
2025-05-03,F1,St Etienne,Monaco,1,3,A,0,1,2024/2025,1,100.0,40.0,52.94,70.59,11,12,12,15,1.5,6,5,1,6,6.5,0
2025-05-17,F1,Lens,Monaco,4,0,H,1,0,2024/2025,1,40.0,60.0,35.29,70.59,15,6,9,14,2.5,5,4,5,4,2.7,1
2025-08-24,F1,Lille,Monaco,1,0,H,0,0,2025/2026,0,0.0,0.0,0.0,0.0,18,6,14,7,2.2,8,3,1,1,3.35,2
2023-08-19,F1,Lyon,Montpellier,1,4,A,0,2,2023/2024,1,100.0,100.0,58.82,58.82,7,14,10,20,4.0,6,2,3,8,1.94,1
2023-09-03,F1,Lille,Montpellier,1,0,H,1,0,2023/2024,0,0.0,50.0,52.94,58.82,15,9,14,15,4.07,5,5,6,5,2.08,1
2023-09-17,F1,Strasbourg,Montpellier,2,2,D,0,2,2023/2024,1,66.67,66.67,64.71,58.82,14,11,17,17,2.6,2,4,7,4,3.1,6
2023-10-01,F1,Lorient,Montpellier,0,3,A,0,1,2023/2024,1,75.0,75.0,64.71,58.82,14,14,6,13,2.4,8,3,3,8,3.24,1
2023-10-22,F1,Nantes,Montpellier,2,0,H,1,0,2023/2024,0,60.0,60.0,47.06,58.82,14,11,13,16,2.41,4,3,5,6,3.2,1
2023-11-03,F1,Paris SG,Montpellier,3,0,H,1,0,2023/2024,1,100.0,60.0,82.35,58.82,21,7,13,10,11.6,9,2,10,2,1.28,0
2023-12-03,F1,Monaco,Montpellier,2,0,H,1,0,2023/2024,0,40.0,60.0,52.94,58.82,27,9,13,15,5.5,8,2,9,4,1.68,3
2023-12-17,F1,Metz,Montpellier,0,1,A,0,1,2023/2024,0,20.0,40.0,52.94,58.82,19,6,14,15,2.38,12,5,4,3,3.38,2
