Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,MaxAHA,AY
2025-10-04,I1,Inter,Cremonese,4,1,H,2,0,2025/2026,1,100.0,50.0,75.0,42.86,27,3,8,9,21.0,13,1,9,2,1.18,1.92,1
2025-10-29,I1,Genoa,Cremonese,0,2,A,0,1,2025/2026,0,20.0,40.0,42.86,42.86,16,12,13,16,5.33,7,3,1,4,1.8,2.0,1
2025-11-07,I1,Pisa,Cremonese,1,0,H,0,0,2025/2026,0,0.0,20.0,0.0,42.86,14,13,17,11,3.6,4,5,6,3,2.38,1.9,2
2025-12-01,I1,Bologna,Cremonese,1,3,A,1,2,2025/2026,1,60.0,40.0,50.0,42.86,29,10,12,13,7.0,13,8,7,5,1.55,22.0,2
2023-08-26,I1,Monza,Empoli,2,0,H,1,0,2023/2024,0,0.0,0.0,42.11,31.58,20,18,7,14,4.15,6,5,5,6,2.01,1.97,2
2023-09-17,I1,Roma,Empoli,7,0,H,3,0,2023/2024,1,100.0,50.0,52.63,31.58,14,8,5,15,9.5,2,6,9,2,1.42,1.9,2
2023-10-01,I1,Bologna,Empoli,3,0,H,1,0,2023/2024,1,50.0,66.67,36.84,31.58,21,12,16,11,5.5,2,6,9,4,1.75,2.08,4
2023-10-23,I1,Fiorentina,Empoli,0,2,A,0,1,2023/2024,0,75.0,50.0,68.42,31.58,19,7,17,13,7.97,13,3,7,3,1.45,1.94,3
2023-11-06,I1,Frosinone,Empoli,2,1,H,0,0,2023/2024,1,80.0,60.0,73.68,31.58,17,10,9,7,3.54,9,2,5,2,2.33,2.09,2
2023-11-12,I1,Napoli,Empoli,0,1,A,0,0,2023/2024,0,80.0,60.0,63.16,31.58,18,8,13,11,12.5,8,3,7,3,1.32,2.07,1
2023-12-02,I1,Genoa,Empoli,1,1,D,1,0,2023/2024,0,20.0,40.0,42.11,31.58,21,9,19,15,4.53,5,3,1,1,2.05,1.94,1
2023-12-16,I1,Torino,Empoli,1,0,H,1,0,2023/2024,0,60.0,20.0,26.32,31.58,10,7,10,15,6.75,6,4,3,2,1.66,1.84,2
2023-12-30,I1,Cagliari,Empoli,0,0,D,0,0,2023/2024,0,60.0,20.0,63.16,31.58,15,5,18,18,3.8,8,6,3,1,2.17,2.16,3
2024-01-13,I1,Verona,Empoli,2,1,H,1,0,2023/2024,1,40.0,20.0,57.89,31.58,12,14,17,20,3.72,5,9,7,1,2.22,2.05,3
2024-01-27,I1,Juventus,Empoli,1,1,D,0,0,2023/2024,0,20.0,20.0,26.32,31.58,9,16,6,11,15.0,6,7,3,5,1.3,1.95,1
2024-02-09,I1,Salernitana,Empoli,1,3,A,0,1,2023/2024,1,100.0,40.0,68.42,31.58,13,17,17,10,3.41,4,8,4,3,2.51,1.89,2
2024-02-24,I1,Sassuolo,Empoli,2,3,A,0,1,2023/2024,1,60.0,60.0,47.37,31.58,19,14,14,12,3.42,4,1,5,6,2.38,1.97,3
2024-03-10,I1,Milan,Empoli,1,0,H,1,0,2023/2024,0,40.0,60.0,52.63,31.58,15,5,13,18,9.0,11,4,5,2,1.45,1.91,4
2024-04-01,I1,Inter,Empoli,2,0,H,1,0,2023/2024,0,60.0,40.0,52.63,31.58,19,14,16,14,19.0,8,6,7,3,1.22,2.16,2
2024-04-13,I1,Lecce,Empoli,1,0,H,0,0,2023/2024,0,40.0,40.0,36.84,31.58,14,3,15,18,4.31,10,3,7,0,2.21,2.0,0
2024-04-28,I1,Atalanta,Empoli,2,0,H,1,0,2023/2024,0,80.0,20.0,68.42,31.58,17,11,14,19,7.5,8,1,5,2,1.53,1.92,2
2024-05-12,I1,Lazio,Empoli,2,0,H,1,0,2023/2024,0,40.0,0.0,26.32,31.58,11,16,15,18,6.0,7,7,5,3,1.74,1.84,1
2024-05-19,I1,Udinese,Empoli,1,1,D,0,0,2023/2024,0,40.0,0.0,47.37,31.58,8,4,18,14,4.6,5,5,2,1,2.02,1.88,7
2024-08-25,I1,Roma,Empoli,1,2,A,0,1,2024/2025,1,100.0,100.0,52.63,57.89,17,10,9,10,8.25,8,5,6,3,1.51,2.06,3
2024-08-31,I1,Bologna,Empoli,1,1,D,1,1,2024/2025,0,0.0,50.0,47.37,57.89,14,4,18,15,5.7,6,3,3,2,1.77,2.08,3
2024-09-20,I1,Cagliari,Empoli,0,2,A,0,1,2024/2025,0,25.0,33.33,57.89,57.89,21,9,21,15,4.0,10,4,2,4,2.15,2.07,2
2024-10-06,I1,Lazio,Empoli,2,1,H,1,1,2024/2025,1,100.0,50.0,63.16,57.89,16,7,17,10,6.5,5,3,6,2,1.64,1.89,4
2024-10-27,I1,Parma,Empoli,1,1,D,0,1,2024/2025,0,60.0,40.0,52.63,57.89,17,6,17,12,3.64,9,3,4,2,2.23,2.04,5
2024-11-08,I1,Lecce,Empoli,1,1,D,0,1,2024/2025,0,40.0,20.0,42.11,57.89,18,11,24,7,4.0,4,3,3,6,2.37,1.87,3
2024-11-30,I1,Milan,Empoli,3,0,H,2,0,2024/2025,1,40.0,40.0,47.37,57.89,20,9,16,12,11.0,7,3,4,0,1.36,2.07,2
2024-12-08,I1,Verona,Empoli,1,4,A,1,4,2024/2025,1,100.0,60.0,57.89,57.89,12,15,16,15,3.25,5,8,3,5,2.85,1.8,2
2024-12-22,I1,Atalanta,Empoli,3,2,H,2,1,2024/2025,1,80.0,60.0,52.63,57.89,16,7,15,11,11.0,6,3,7,3,1.3,2.05,1
2025-01-04,I1,Venezia,Empoli,1,1,D,1,1,2024/2025,0,60.0,60.0,31.58,57.89,8,18,14,15,3.06,2,8,3,6,2.68,1.92,2
2025-01-19,I1,Inter,Empoli,3,1,H,0,0,2024/2025,1,60.0,80.0,63.16,57.89,18,5,9,11,11.73,7,3,7,1,1.37,1.98,0
2025-02-02,I1,Juventus,Empoli,4,1,H,0,1,2024/2025,1,80.0,80.0,42.11,57.89,23,10,13,14,8.9,8,6,8,3,1.43,2.02,3
2025-02-16,I1,Udinese,Empoli,3,0,H,1,0,2024/2025,1,80.0,80.0,52.63,57.89,17,16,17,12,4.62,9,5,9,4,1.96,2.1,0
2025-03-02,I1,Genoa,Empoli,1,1,D,0,1,2024/2025,0,20.0,60.0,42.11,57.89,5,7,18,12,5.01,3,6,1,1,2.01,1.95,3
2025-03-15,I1,Torino,Empoli,1,0,H,0,0,2024/2025,0,20.0,60.0,15.79,57.89,13,16,12,9,5.16,5,5,3,2,1.93,2.06,0
2025-03-29,I1,Como,Empoli,1,1,D,0,0,2024/2025,0,60.0,40.0,47.37,57.89,16,14,22,5,5.8,4,1,5,4,1.83,1.89,5
2025-04-14,I1,Napoli,Empoli,3,0,H,1,0,2024/2025,1,60.0,40.0,47.37,57.89,17,12,15,8,8.75,5,5,6,1,1.47,1.87,1
2025-04-27,I1,Fiorentina,Empoli,2,1,H,2,0,2024/2025,1,40.0,40.0,63.16,57.89,6,8,18,16,4.2,1,6,3,5,2.17,2.11,2
2025-05-18,I1,Monza,Empoli,1,3,A,1,0,2024/2025,1,60.0,60.0,47.37,57.89,12,9,16,8,1.8,2,6,4,4,5.39,2.0,1
2023-08-19,I1,Genoa,Fiorentina,1,4,A,0,3,2023/2024,1,100.0,100.0,42.11,36.84,4,9,13,14,2.51,3,4,2,5,3.67,1.92,3
2023-09-03,I1,Inter,Fiorentina,4,0,H,1,0,2023/2024,1,50.0,100.0,52.63,36.84,21,6,12,13,5.56,1,1,11,2,1.75,2.08,1
2023-09-24,I1,Udinese,Fiorentina,0,2,A,0,1,2023/2024,0,33.33,66.67,47.37,36.84,20,6,11,13,2.36,10,3,8,2,3.54,2.04,1
2023-09-28,I1,Frosinone,Fiorentina,1,1,D,0,1,2023/2024,0,75.0,50.0,73.68,36.84,11,19,11,6,2.07,8,10,3,6,4.09,2.07,3
2023-10-08,I1,Napoli,Fiorentina,1,3,A,1,1,2023/2024,1,75.0,60.0,63.16,36.84,16,12,14,4,5.8,6,4,4,3,1.66,1.88,4
2023-10-30,I1,Lazio,Fiorentina,1,0,H,0,0,2023/2024,0,20.0,40.0,26.32,36.84,11,9,17,12,3.61,0,4,4,5,2.42,1.94,3
2023-11-25,I1,Milan,Fiorentina,1,0,H,1,0,2023/2024,0,0.0,20.0,52.63,36.84,9,20,10,9,4.02,3,11,6,4,2.16,2.13,2
2023-12-10,I1,Roma,Fiorentina,1,1,D,1,0,2023/2024,0,40.0,20.0,52.63,36.84,4,14,14,14,4.4,1,6,1,8,2.08,2.13,3
2023-12-22,I1,Monza,Fiorentina,0,1,A,0,1,2023/2024,0,20.0,20.0,42.11,36.84,7,14,16,12,2.63,1,4,2,5,3.06,1.87,4
2024-01-06,I1,Sassuolo,Fiorentina,1,0,H,1,0,2023/2024,0,60.0,0.0,47.37,36.84,7,9,14,10,2.23,1,8,1,3,3.68,1.94,2
2024-02-02,I1,Lecce,Fiorentina,3,2,H,1,0,2023/2024,1,60.0,20.0,36.84,36.84,16,10,14,13,2.33,1,3,8,3,3.88,1.86,3
2024-02-14,I1,Bologna,Fiorentina,2,0,H,1,0,2023/2024,0,40.0,20.0,36.84,36.84,18,12,8,11,3.51,2,3,7,3,2.61,1.91,3
2024-02-18,I1,Empoli,Fiorentina,1,1,D,0,1,2023/2024,0,40.0,20.0,31.58,36.84,5,9,14,15,2.2,0,3,4,4,3.97,1.85,2
2024-03-02,I1,Torino,Fiorentina,0,0,D,0,0,2023/2024,0,20.0,20.0,26.32,36.84,8,14,13,13,3.3,4,5,2,3,2.66,2.1,4
2024-04-07,I1,Juventus,Fiorentina,1,0,H,1,0,2023/2024,0,40.0,20.0,26.32,36.84,7,13,8,16,5.57,5,6,2,2,1.8,2.07,1
2024-04-21,I1,Salernitana,Fiorentina,0,2,A,0,0,2023/2024,0,40.0,0.0,68.42,36.84,5,12,11,13,1.66,2,5,1,7,6.0,1.91,4
2024-05-05,I1,Verona,Fiorentina,2,1,H,1,1,2023/2024,1,60.0,20.0,57.89,36.84,9,13,11,12,2.3,1,2,4,4,3.67,2.07,1
2024-05-23,I1,Cagliari,Fiorentina,2,3,A,0,1,2023/2024,1,60.0,40.0,63.16,36.84,14,11,14,13,1.83,4,5,6,5,5.08,1.85,4
2024-06-02,I1,Atalanta,Fiorentina,2,3,A,2,3,2023/2024,1,80.0,60.0,68.42,36.84,12,8,9,5,5.5,4,4,3,4,1.64,1.91,2
2024-08-17,I1,Parma,Fiorentina,1,1,D,1,0,2024/2025,0,0.0,0.0,52.63,57.89,13,14,9,15,2.2,4,9,5,7,3.8,1.95,2
2024-09-15,I1,Atalanta,Fiorentina,3,2,H,3,2,2024/2025,1,100.0,50.0,52.63,57.89,13,13,15,16,4.83,4,2,7,5,1.93,1.83,3
2024-09-29,I1,Empoli,Fiorentina,0,0,D,0,0,2024/2025,0,0.0,33.33,36.84,57.89,8,13,12,15,2.31,2,4,1,0,3.65,1.97,1
2024-10-20,I1,Lecce,Fiorentina,0,6,A,0,3,2024/2025,1,75.0,50.0,42.11,57.89,5,19,14,8,2.4,1,3,2,11,3.49,2.05,5
2024-10-31,I1,Genoa,Fiorentina,0,1,A,0,0,2024/2025,0,40.0,40.0,42.11,57.89,14,12,10,13,1.72,4,4,4,4,5.6,2.11,2
2024-11-03,I1,Torino,Fiorentina,0,1,A,0,1,2024/2025,0,40.0,40.0,15.79,57.89,9,8,12,16,2.27,1,3,1,3,3.95,2.01,1
2024-11-24,I1,Como,Fiorentina,0,2,A,0,1,2024/2025,0,60.0,20.0,47.37,57.89,10,8,15,11,2.07,3,4,4,4,4.36,2.04,1
2024-12-15,I1,Bologna,Fiorentina,1,0,H,0,0,2024/2025,0,20.0,20.0,47.37,57.89,16,10,10,16,2.92,1,3,6,4,2.86,2.0,2
2024-12-29,I1,Juventus,Fiorentina,2,2,D,1,1,2024/2025,1,80.0,20.0,42.11,57.89,15,11,9,14,5.1,7,2,5,4,1.95,1.94,1
2025-01-13,I1,Monza,Fiorentina,2,1,H,1,0,2024/2025,1,80.0,40.0,47.37,57.89,10,11,9,26,1.95,2,4,3,2,4.65,1.9,1
2025-01-26,I1,Lazio,Fiorentina,1,2,A,0,2,2024/2025,1,60.0,60.0,63.16,57.89,22,7,12,9,3.8,14,2,3,3,2.2,1.89,4
2025-02-10,I1,Inter,Fiorentina,2,1,H,1,1,2024/2025,1,80.0,80.0,63.16,57.89,22,7,15,16,7.3,8,1,8,2,1.51,1.86,3
2025-02-23,I1,Verona,Fiorentina,1,0,H,0,0,2024/2025,0,40.0,80.0,57.89,57.89,7,8,8,19,2.13,4,1,3,3,4.1,1.92,3
2025-03-09,I1,Napoli,Fiorentina,2,1,H,1,0,2024/2025,1,40.0,80.0,47.37,57.89,19,7,5,10,7.1,4,4,11,2,1.63,1.9,2
2025-04-05,I1,Milan,Fiorentina,2,2,D,1,2,2024/2025,1,60.0,80.0,47.37,57.89,19,15,12,12,5.1,7,4,6,8,1.85,1.99,3
2025-04-23,I1,Cagliari,Fiorentina,1,2,A,1,1,2024/2025,1,60.0,80.0,57.89,57.89,8,8,15,15,2.68,4,4,2,4,3.21,2.13,2
2025-05-04,I1,Roma,Fiorentina,1,0,H,1,0,2024/2025,0,20.0,60.0,52.63,57.89,12,13,8,9,5.13,7,4,4,5,1.8,2.06,2
2025-05-12,I1,Venezia,Fiorentina,2,1,H,0,0,2024/2025,1,20.0,80.0,31.58,57.89,4,5,17,21,2.9,1,5,4,1,2.83,2.11,4
2025-05-25,I1,Udinese,Fiorentina,2,3,A,1,0,2024/2025,1,60.0,80.0,52.63,57.89,12,25,6,15,2.45,2,8,3,11,3.21,2.02,2
2025-08-24,I1,Cagliari,Fiorentina,1,1,D,0,0,2025/2026,0,0.0,0.0,28.57,50.0,14,4,14,18,2.55,3,2,6,1,3.2,1.93,2
2025-08-31,I1,Torino,Fiorentina,0,0,D,0,0,2025/2026,0,0.0,0.0,71.43,50.0,7,16,13,21,2.46,7,3,4,4,3.35,2.05,2
2025-09-28,I1,Pisa,Fiorentina,0,0,D,0,0,2025/2026,0,0.0,0.0,0.0,50.0,11,14,15,15,2.2,4,6,1,2,3.6,1.93,1
2025-10-19,I1,Milan,Fiorentina,2,1,H,0,0,2025/2026,1,75.0,25.0,57.14,50.0,14,5,12,14,5.5,1,3,4,1,1.73,1.93,3
2025-10-29,I1,Inter,Fiorentina,3,0,H,0,0,2025/2026,1,100.0,40.0,75.0,50.0,22,10,16,11,9.2,8,5,8,2,1.37,2.0,2
2025-11-09,I1,Genoa,Fiorentina,2,2,D,1,1,2025/2026,1,40.0,60.0,42.86,50.0,10,7,15,20,2.85,3,7,6,3,3.1,1.93,3
2025-11-30,I1,Atalanta,Fiorentina,2,0,H,1,0,2025/2026,0,20.0,60.0,28.57,50.0,21,15,10,15,5.6,4,5,9,3,1.67,22.0,3
2025-12-06,I1,Sassuolo,Fiorentina,3,1,H,2,1,2025/2026,1,80.0,80.0,57.14,50.0,13,9,15,15,2.7,7,1,5,1,2.88,1.83,3
2023-09-02,I1,Udinese,Frosinone,0,0,D,0,0,2023/2024,0,50.0,0.0,47.37,47.37,12,12,9,14,4.54,3,5,6,2,1.97,1.89,2
2023-09-22,I1,Salernitana,Frosinone,1,1,D,0,1,2023/2024,0,33.33,0.0,68.42,47.37,19,9,12,12,3.19,8,6,6,3,2.59,2.13,2
2023-10-01,I1,Roma,Frosinone,2,0,H,1,0,2023/2024,0,75.0,0.0,52.63,47.37,11,8,11,12,9.5,7,3,5,0,1.43,1.88,2
2023-10-22,I1,Bologna,Frosinone,2,1,H,2,0,2023/2024,1,60.0,25.0,36.84,47.37,12,12,14,10,5.19,4,5,6,5,1.78,1.95,2
2023-10-29,I1,Cagliari,Frosinone,4,3,H,0,2,2023/2024,1,60.0,40.0,63.16,47.37,24,10,7,8,3.57,5,7,6,6,2.34,1.94,4
2023-11-12,I1,Inter,Frosinone,2,0,H,1,0,2023/2024,0,60.0,40.0,52.63,47.37,21,12,16,7,17.0,9,4,6,3,1.2,2.03,1
2023-12-02,I1,Milan,Frosinone,3,1,H,1,0,2023/2024,1,20.0,60.0,52.63,47.37,10,15,6,11,8.25,6,7,3,3,1.48,1.91,1
2023-12-16,I1,Lecce,Frosinone,2,1,H,1,1,2023/2024,1,40.0,80.0,36.84,47.37,18,11,14,8,3.68,5,4,6,5,2.25,2.07,4
2023-12-29,I1,Lazio,Frosinone,3,1,H,0,0,2023/2024,1,20.0,80.0,26.32,47.37,13,11,15,18,6.5,6,2,5,2,1.65,2.08,2
2024-01-15,I1,Atalanta,Frosinone,5,0,H,3,0,2023/2024,1,80.0,80.0,68.42,47.37,21,8,8,11,9.0,8,2,9,5,1.44,1.96,1
2024-01-28,I1,Verona,Frosinone,1,1,D,1,0,2023/2024,0,20.0,80.0,57.89,47.37,15,11,12,17,3.6,1,9,5,6,2.51,1.85,2
2024-02-11,I1,Fiorentina,Frosinone,5,1,H,3,0,2023/2024,1,40.0,80.0,68.42,47.37,18,11,8,16,7.0,2,5,7,3,1.58,2.02,1
2024-02-25,I1,Juventus,Frosinone,3,2,H,2,2,2023/2024,1,40.0,80.0,26.32,47.37,22,7,6,12,11.0,8,3,5,3,1.36,1.98,2
2024-03-09,I1,Sassuolo,Frosinone,1,0,H,0,0,2023/2024,0,40.0,60.0,47.37,47.37,10,11,9,14,3.09,1,2,4,1,2.51,1.96,1
2024-03-30,I1,Genoa,Frosinone,1,1,D,1,1,2023/2024,0,60.0,40.0,42.11,47.37,9,15,11,16,4.59,3,8,3,3,1.96,1.94,1
2024-04-14,I1,Napoli,Frosinone,2,2,D,1,0,2023/2024,1,60.0,60.0,63.16,47.37,20,13,14,11,9.5,6,2,9,6,1.37,1.94,1
2024-04-21,I1,Torino,Frosinone,0,0,D,0,0,2023/2024,0,0.0,40.0,26.32,47.37,13,12,17,10,5.75,6,4,2,3,1.76,2.06,2
2024-05-05,I1,Empoli,Frosinone,0,0,D,0,0,2023/2024,0,20.0,20.0,31.58,47.37,7,17,11,15,3.16,3,8,1,5,2.58,1.87,3
2024-05-19,I1,Monza,Frosinone,0,1,A,0,1,2023/2024,0,60.0,20.0,42.11,47.37,14,16,13,14,2.38,3,4,2,5,3.2,2.07,2
2023-08-27,I1,Lazio,Genoa,0,1,A,0,1,2023/2024,0,0.0,0.0,26.32,42.11,16,5,16,9,5.0,15,1,2,3,1.91,1.9,2
2023-09-03,I1,Torino,Genoa,1,0,H,0,0,2023/2024,0,0.0,0.0,26.32,42.11,10,7,7,13,4.33,4,0,3,2,2.15,1.85,5
2023-09-22,I1,Lecce,Genoa,1,0,H,0,0,2023/2024,0,33.33,0.0,36.84,42.11,18,8,10,12,3.27,4,3,3,1,2.65,1.84,3
2023-10-01,I1,Udinese,Genoa,2,2,D,1,2,2023/2024,1,50.0,25.0,47.37,42.11,11,8,12,12,3.69,5,0,2,4,2.44,1.92,2
2023-10-22,I1,Atalanta,Genoa,2,0,H,0,0,2023/2024,0,25.0,20.0,68.42,42.11,13,15,9,17,7.0,8,4,8,4,1.56,1.98,2
2023-11-05,I1,Cagliari,Genoa,2,1,H,0,0,2023/2024,1,80.0,40.0,63.16,42.11,12,8,11,14,3.05,1,1,4,2,2.83,1.98,2
2023-11-26,I1,Frosinone,Genoa,2,1,H,1,1,2023/2024,1,80.0,60.0,73.68,42.11,9,13,14,5,3.29,4,2,5,3,2.62,1.82,4
2023-12-10,I1,Monza,Genoa,1,0,H,0,0,2023/2024,0,40.0,60.0,42.11,42.11,6,16,13,11,3.96,2,3,3,1,2.3,2.06,2
2023-12-22,I1,Sassuolo,Genoa,1,2,A,1,0,2023/2024,1,60.0,60.0,47.37,42.11,12,14,9,11,3.3,3,6,3,5,2.59,1.95,1
2024-01-05,I1,Bologna,Genoa,1,1,D,0,1,2023/2024,0,0.0,60.0,36.84,42.11,21,3,10,8,4.8,11,2,8,1,2.39,1.86,3
2024-01-21,I1,Salernitana,Genoa,1,2,A,1,1,2023/2024,1,100.0,60.0,68.42,42.11,11,5,15,7,2.53,5,5,2,5,3.45,1.88,5
2024-02-03,I1,Empoli,Genoa,0,0,D,0,0,2023/2024,0,40.0,40.0,31.58,42.11,15,10,12,11,2.94,6,6,4,2,3.06,1.86,3
2024-02-17,I1,Napoli,Genoa,1,1,D,0,0,2023/2024,0,60.0,40.0,63.16,42.11,25,6,13,9,5.76,7,2,7,4,1.78,2.14,2
2024-03-04,I1,Inter,Genoa,2,1,H,2,0,2023/2024,1,80.0,40.0,52.63,42.11,16,10,17,5,15.0,4,5,5,2,1.28,1.86,3
2024-03-17,I1,Juventus,Genoa,0,0,D,0,0,2023/2024,0,40.0,40.0,26.32,42.11,17,5,11,11,8.5,12,2,2,2,1.53,1.98,1
2024-04-07,I1,Verona,Genoa,1,2,A,1,1,2023/2024,1,60.0,40.0,57.89,42.11,12,11,15,14,3.13,5,3,3,5,2.81,2.06,1
2024-04-15,I1,Fiorentina,Genoa,1,1,D,0,1,2023/2024,0,80.0,40.0,68.42,42.11,20,7,19,8,5.06,6,2,3,3,1.95,2.02,2
2024-05-05,I1,Milan,Genoa,3,3,D,1,1,2023/2024,1,60.0,60.0,52.63,42.11,26,6,10,8,7.85,7,1,7,2,1.44,1.88,1
2024-05-19,I1,Roma,Genoa,1,0,H,0,0,2023/2024,0,20.0,40.0,52.63,42.11,21,11,10,10,8.0,6,3,6,4,1.52,2.09,0
2024-08-24,I1,Monza,Genoa,0,1,A,0,1,2024/2025,0,0.0,0.0,47.37,36.84,9,11,17,6,2.96,8,3,2,1,2.81,2.06,3
2024-09-21,I1,Venezia,Genoa,2,0,H,0,0,2024/2025,0,0.0,0.0,31.58,36.84,12,9,12,9,2.7,3,4,4,0,3.13,2.07,3
2024-10-05,I1,Atalanta,Genoa,5,1,H,1,0,2024/2025,1,100.0,33.33,52.63,36.84,23,7,15,9,8.19,4,2,8,2,1.48,1.84,0
2024-10-27,I1,Lazio,Genoa,3,0,H,1,0,2024/2025,1,100.0,50.0,63.16,36.84,18,6,6,12,8.15,7,4,4,2,1.47,2.01,1
2024-11-04,I1,Parma,Genoa,0,1,A,0,0,2024/2025,0,60.0,40.0,52.63,36.84,13,15,18,5,5.0,3,7,0,7,1.85,2.01,5
2024-12-01,I1,Udinese,Genoa,0,2,A,0,1,2024/2025,0,20.0,40.0,52.63,36.84,4,15,11,13,4.35,6,4,2,5,2.03,1.87,3
2024-12-15,I1,Milan,Genoa,0,0,D,0,0,2024/2025,0,20.0,40.0,47.37,36.84,22,5,12,11,7.5,9,2,4,0,1.57,1.88,2
2024-12-28,I1,Empoli,Genoa,1,2,A,0,0,2024/2025,1,40.0,40.0,36.84,36.84,12,14,13,16,3.41,7,4,8,5,2.65,1.78,2
2025-01-05,I1,Lecce,Genoa,0,0,D,0,0,2024/2025,0,40.0,20.0,42.11,36.84,10,4,15,11,2.8,9,4,3,1,3.04,2.05,1
2025-01-17,I1,Roma,Genoa,3,1,H,1,1,2024/2025,1,60.0,40.0,52.63,36.84,16,7,12,12,8.92,3,2,7,3,1.5,2.08,1
2025-02-02,I1,Fiorentina,Genoa,2,1,H,2,0,2024/2025,1,60.0,60.0,63.16,36.84,7,17,14,17,4.88,1,8,6,3,1.95,2.05,1
2025-02-08,I1,Torino,Genoa,1,1,D,1,0,2024/2025,0,0.0,60.0,15.79,36.84,10,6,10,11,3.73,4,2,3,2,2.48,1.99,2
2025-02-22,I1,Inter,Genoa,1,0,H,0,0,2024/2025,0,60.0,40.0,63.16,36.84,18,11,14,7,12.0,6,7,5,2,1.35,2.1,2
2025-03-07,I1,Cagliari,Genoa,1,1,D,1,0,2024/2025,0,60.0,40.0,57.89,36.84,9,8,15,16,3.41,2,5,1,2,2.57,1.83,2
2025-03-29,I1,Juventus,Genoa,1,0,H,1,0,2024/2025,0,40.0,20.0,42.11,36.84,9,9,11,13,8.1,4,3,6,3,1.6,1.94,2
2025-04-13,I1,Verona,Genoa,0,0,D,0,0,2024/2025,0,40.0,0.0,57.89,36.84,14,4,11,19,2.94,6,2,2,1,3.06,1.87,1
2025-04-27,I1,Como,Genoa,1,0,H,0,0,2024/2025,0,20.0,0.0,47.37,36.84,14,4,15,19,5.08,6,3,3,1,1.82,2.04,1
2025-05-11,I1,Napoli,Genoa,2,2,D,1,1,2024/2025,1,80.0,20.0,47.37,36.84,22,8,14,12,13.02,8,0,11,2,1.32,1.92,2
2025-05-24,I1,Bologna,Genoa,1,3,A,0,3,2024/2025,1,40.0,40.0,47.37,36.84,16,5,23,13,8.0,13,1,5,3,1.55,2.08,2
2025-09-15,I1,Como,Genoa,1,1,D,1,0,2025/2026,0,0.0,0.0,14.29,85.71,13,13,17,13,5.66,0,8,4,6,1.72,2.03,2
2025-09-20,I1,Bologna,Genoa,2,1,H,0,0,2025/2026,1,50.0,50.0,50.0,85.71,14,7,15,12,4.75,8,2,6,4,2.15,2.0,5
2025-10-05,I1,Napoli,Genoa,2,1,H,0,1,2025/2026,1,66.67,66.67,71.43,85.71,12,6,15,16,9.0,7,5,5,1,1.48,2.0,3
2025-10-26,I1,Torino,Genoa,2,1,H,0,1,2025/2026,1,50.0,75.0,71.43,85.71,13,11,9,14,3.35,9,1,6,3,2.5,1.9,2
2025-11-03,I1,Sassuolo,Genoa,1,2,A,0,1,2025/2026,1,40.0,80.0,57.14,85.71,13,16,13,13,3.5,3,7,4,5,2.6,1.78,3
2025-11-22,I1,Cagliari,Genoa,3,3,D,2,2,2025/2026,1,40.0,100.0,28.57,85.71,11,13,16,22,2.8,6,2,5,8,3.33,1.88,3
2025-12-08,I1,Udinese,Genoa,1,2,A,0,1,2025/2026,1,60.0,100.0,57.14,85.71,23,12,12,16,3.5,6,2,6,6,2.5,1.8,0
2023-08-28,I1,Cagliari,Inter,0,2,A,0,2,2023/2024,0,0.0,0.0,63.16,57.89,12,17,10,9,1.45,4,7,2,3,8.86,2.05,1
2023-09-24,I1,Empoli,Inter,0,1,A,0,0,2023/2024,0,0.0,0.0,31.58,57.89,7,23,11,15,1.34,3,6,1,6,13.0,2.02,2
2023-09-30,I1,Salernitana,Inter,0,4,A,0,0,2023/2024,1,50.0,33.33,68.42,57.89,12,16,10,12,1.46,3,3,3,6,9.34,1.97,1
2023-10-21,I1,Torino,Inter,0,3,A,0,0,2023/2024,1,20.0,50.0,26.32,57.89,7,14,8,13,1.8,2,4,3,4,5.66,2.0,2
2023-11-04,I1,Atalanta,Inter,1,2,A,0,1,2023/2024,1,40.0,60.0,68.42,57.89,14,10,9,13,2.17,6,1,4,4,3.75,1.9,1
2023-11-26,I1,Juventus,Inter,1,1,D,1,1,2023/2024,0,20.0,60.0,26.32,57.89,4,8,13,12,2.34,1,0,1,4,3.62,1.97,1
2023-12-03,I1,Napoli,Inter,0,3,A,0,1,2023/2024,1,80.0,80.0,63.16,57.89,15,11,13,2,2.49,6,4,4,4,3.23,2.13,2
2023-12-17,I1,Lazio,Inter,0,2,A,0,1,2023/2024,0,20.0,60.0,26.32,57.89,13,12,15,13,1.99,8,7,4,4,4.7,2.03,2
2023-12-29,I1,Genoa,Inter,1,1,D,1,1,2023/2024,0,0.0,40.0,42.11,57.89,13,16,15,13,1.72,8,2,4,6,6.8,1.9,2
2024-01-13,I1,Monza,Inter,1,5,A,0,2,2023/2024,1,40.0,40.0,42.11,57.89,9,20,12,6,1.44,4,5,2,7,9.5,1.85,2
2024-01-28,I1,Fiorentina,Inter,0,1,A,0,1,2023/2024,0,40.0,40.0,68.42,57.89,14,8,12,6,1.94,7,6,4,4,5.23,1.94,3
