Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,MaxCA,MaxCH,MaxD,Last5AwayOver2.5Count,Last5HomeOver2.5Count,Over2.5
2024-11-30,D1,14:30,Union Berlin,Leverkusen,A,2024/2025,60.0,60.0,47.06,58.82,1.95,5.6,4.0,3.0,3.0,1
2024-12-14,D1,14:30,Augsburg,Leverkusen,A,2024/2025,40.0,40.0,52.94,58.82,1.62,7.0,4.46,2.0,2.0,0
2025-01-10,D1,19:30,Dortmund,Leverkusen,A,2024/2025,60.0,60.0,76.47,58.82,2.12,3.88,3.67,3.0,3.0,1
2025-01-25,D1,14:30,RB Leipzig,Leverkusen,D,2024/2025,60.0,80.0,64.71,58.82,2.16,4.02,4.16,3.0,4.0,1
2025-02-08,D1,14:30,Wolfsburg,Leverkusen,D,2024/2025,60.0,80.0,58.82,58.82,2.23,4.58,4.1,3.0,4.0,0
2025-02-22,D1,14:30,Holstein Kiel,Leverkusen,A,2024/2025,40.0,80.0,70.59,58.82,1.23,17.0,7.02,2.0,4.0,0
2025-03-01,D1,17:30,Ein Frankfurt,Leverkusen,A,2024/2025,60.0,60.0,70.59,58.82,1.89,4.5,4.22,3.0,3.0,1
2025-03-16,D1,18:30,Stuttgart,Leverkusen,A,2024/2025,60.0,100.0,76.47,58.82,2.35,3.54,3.73,3.0,5.0,1
2025-04-05,D1,14:30,Heidenheim,Leverkusen,A,2024/2025,40.0,60.0,58.82,58.82,1.53,6.5,4.94,2.0,3.0,0
2025-04-20,D1,18:30,St Pauli,Leverkusen,D,2024/2025,40.0,0.0,17.65,58.82,1.73,5.2,4.0,2.0,0.0,0
2025-05-04,D1,16:30,Freiburg,Leverkusen,D,2024/2025,60.0,80.0,82.35,58.82,2.31,3.26,3.75,3.0,4.0,1
2025-05-17,D1,14:30,Mainz,Leverkusen,D,2024/2025,60.0,60.0,35.29,58.82,2.97,2.57,4.12,3.0,3.0,1
2025-08-30,D1,14:30,Werder Bremen,Leverkusen,D,2025/2026,100.0,100.0,100.0,100.0,1.95,3.75,4.0,1.0,1.0,1
2023-08-19,D1,14:30,Augsburg,M'gladbach,D,2023/2024,100.0,100.0,58.82,76.47,2.51,2.92,3.88,1.0,1.0,1
2023-09-17,D1,16:30,Darmstadt,M'gladbach,D,2023/2024,100.0,100.0,64.71,76.47,3.0,2.6,3.79,2.0,2.0,1
2023-09-30,D1,14:30,Bochum,M'gladbach,A,2023/2024,100.0,33.33,58.82,76.47,3.19,2.44,3.95,3.0,1.0,1
2023-10-22,D1,14:30,FC Koln,M'gladbach,H,2023/2024,100.0,75.0,41.18,76.47,3.07,2.57,3.93,4.0,3.0,1
2023-11-04,D1,14:30,Freiburg,M'gladbach,D,2023/2024,100.0,60.0,58.82,76.47,3.76,2.12,4.1,5.0,3.0,1
2023-11-25,D1,14:30,Dortmund,M'gladbach,H,2023/2024,100.0,60.0,64.71,76.47,6.25,1.56,5.5,5.0,3.0,1
2023-12-09,D1,14:30,Union Berlin,M'gladbach,H,2023/2024,100.0,60.0,58.82,76.47,3.77,2.23,3.81,5.0,3.0,1
2023-12-20,D1,19:30,Ein Frankfurt,M'gladbach,H,2023/2024,100.0,80.0,52.94,76.47,4.81,1.98,4.1,5.0,4.0,1
2024-01-27,D1,17:30,Leverkusen,M'gladbach,D,2023/2024,80.0,60.0,82.35,76.47,13.31,1.26,6.9,4.0,3.0,0
2024-02-03,D1,14:30,Bayern Munich,M'gladbach,H,2023/2024,80.0,60.0,70.59,76.47,21.0,1.2,9.8,4.0,3.0,1
2024-02-17,D1,17:30,RB Leipzig,M'gladbach,H,2023/2024,60.0,40.0,58.82,76.47,9.5,1.37,5.8,3.0,2.0,0
2024-03-02,D1,14:30,Mainz,M'gladbach,D,2023/2024,40.0,0.0,35.29,76.47,4.3,1.98,3.92,2.0,0.0,0
2024-03-16,D1,14:30,Heidenheim,M'gladbach,D,2023/2024,20.0,40.0,58.82,76.47,2.72,2.67,3.82,1.0,2.0,0
2024-04-07,D1,16:30,Wolfsburg,M'gladbach,A,2023/2024,40.0,80.0,64.71,76.47,3.85,2.02,4.03,2.0,4.0,1
2024-04-20,D1,14:30,Hoffenheim,M'gladbach,H,2023/2024,40.0,80.0,70.59,76.47,3.05,2.37,4.2,2.0,4.0,1
2024-05-04,D1,14:30,Werder Bremen,M'gladbach,D,2023/2024,60.0,60.0,70.59,76.47,3.4,2.16,3.96,3.0,3.0,1
2024-05-18,D1,14:30,Stuttgart,M'gladbach,H,2023/2024,80.0,80.0,76.47,76.47,13.0,1.25,7.0,4.0,4.0,1
2024-08-31,D1,14:30,Bochum,M'gladbach,A,2024/2025,0.0,0.0,47.06,64.71,2.38,2.96,3.88,0.0,0.0,0
2024-09-21,D1,17:30,Ein Frankfurt,M'gladbach,H,2024/2025,0.0,50.0,70.59,64.71,4.43,1.8,4.36,0.0,1.0,0
2024-10-04,D1,19:30,Augsburg,M'gladbach,H,2024/2025,33.33,100.0,52.94,64.71,2.93,2.55,4.02,1.0,4.0,1
2024-10-25,D1,19:30,Mainz,M'gladbach,D,2024/2025,25.0,20.0,35.29,64.71,3.23,2.38,3.93,1.0,1.0,0
2024-11-09,D1,17:30,RB Leipzig,M'gladbach,D,2024/2025,20.0,40.0,64.71,64.71,5.3,1.68,4.8,1.0,2.0,0
2024-11-30,D1,14:30,Freiburg,M'gladbach,H,2024/2025,40.0,80.0,82.35,64.71,3.93,2.09,3.91,2.0,4.0,1
2024-12-21,D1,14:30,Hoffenheim,M'gladbach,A,2024/2025,60.0,60.0,58.82,64.71,3.14,2.39,3.93,3.0,3.0,1
2025-01-14,D1,19:30,Wolfsburg,M'gladbach,H,2024/2025,60.0,60.0,58.82,64.71,4.2,1.93,4.06,3.0,3.0,1
2025-01-18,D1,17:30,Leverkusen,M'gladbach,H,2024/2025,80.0,80.0,64.71,64.71,11.6,1.29,6.59,4.0,4.0,1
2025-02-01,D1,14:30,Stuttgart,M'gladbach,A,2024/2025,100.0,80.0,76.47,64.71,5.06,1.69,4.84,5.0,4.0,1
2025-02-15,D1,14:30,Union Berlin,M'gladbach,A,2024/2025,100.0,40.0,47.06,64.71,3.48,2.2,3.75,5.0,2.0,1
2025-03-01,D1,14:30,Heidenheim,M'gladbach,A,2024/2025,100.0,40.0,58.82,64.71,2.7,2.83,3.85,5.0,2.0,1
2025-03-15,D1,14:30,Werder Bremen,M'gladbach,A,2024/2025,100.0,60.0,52.94,64.71,3.3,2.34,3.79,5.0,3.0,1
2025-04-06,D1,14:30,St Pauli,M'gladbach,D,2024/2025,80.0,0.0,17.65,64.71,3.24,2.4,3.67,4.0,0.0,0
2025-04-20,D1,16:30,Dortmund,M'gladbach,H,2024/2025,80.0,80.0,76.47,64.71,7.62,1.4,5.5,4.0,4.0,1
2025-04-26,D1,14:30,Holstein Kiel,M'gladbach,H,2024/2025,80.0,80.0,70.59,64.71,2.72,2.71,4.0,4.0,4.0,1
2025-05-10,D1,17:30,Bayern Munich,M'gladbach,H,2024/2025,60.0,80.0,82.35,64.71,19.0,1.18,10.5,3.0,4.0,0
2025-08-30,D1,14:30,Stuttgart,M'gladbach,H,2025/2026,0.0,0.0,0.0,0.0,5.0,1.59,4.6,0.0,0.0,0
2023-08-20,D1,14:30,Union Berlin,Mainz,H,2023/2024,100.0,100.0,58.82,52.94,3.93,2.25,3.63,1.0,1.0,1
2023-09-02,D1,14:30,Werder Bremen,Mainz,H,2023/2024,100.0,100.0,70.59,52.94,2.7,2.86,3.75,2.0,2.0,1
2023-09-23,D1,14:30,Augsburg,Mainz,H,2023/2024,100.0,100.0,58.82,52.94,2.88,2.74,3.76,3.0,3.0,1
2023-10-06,D1,19:30,M'gladbach,Mainz,D,2023/2024,100.0,75.0,76.47,52.94,3.69,2.3,4.01,4.0,3.0,1
2023-10-27,D1,19:30,Bochum,Mainz,D,2023/2024,100.0,50.0,58.82,52.94,2.65,2.9,3.74,5.0,2.0,1
2023-11-11,D1,14:30,Darmstadt,Mainz,D,2023/2024,80.0,80.0,64.71,52.94,2.38,3.28,3.84,4.0,4.0,0
2023-11-26,D1,16:30,Hoffenheim,Mainz,D,2023/2024,60.0,80.0,70.59,52.94,4.2,1.92,4.2,3.0,4.0,0
2023-12-10,D1,16:30,FC Koln,Mainz,D,2023/2024,40.0,20.0,41.18,52.94,3.1,2.82,3.64,2.0,1.0,0
2023-12-19,D1,19:30,Dortmund,Mainz,D,2023/2024,20.0,60.0,64.71,52.94,6.3,1.62,5.0,1.0,3.0,0
2024-01-26,D1,19:30,Ein Frankfurt,Mainz,H,2023/2024,0.0,80.0,52.94,52.94,4.0,2.28,3.66,0.0,4.0,0
2024-02-11,D1,14:30,Stuttgart,Mainz,H,2023/2024,20.0,60.0,76.47,52.94,7.26,1.57,4.88,1.0,3.0,1
2024-02-23,D1,19:30,Leverkusen,Mainz,H,2023/2024,40.0,80.0,82.35,52.94,13.0,1.37,6.7,2.0,4.0,1
2024-03-09,D1,14:30,Bayern Munich,Mainz,H,2023/2024,60.0,60.0,70.59,52.94,13.9,1.25,7.4,3.0,3.0,1
2024-03-30,D1,14:30,RB Leipzig,Mainz,D,2023/2024,60.0,20.0,58.82,52.94,9.0,1.4,5.6,3.0,1.0,0
2024-04-21,D1,18:30,Freiburg,Mainz,D,2023/2024,60.0,80.0,58.82,52.94,2.44,3.02,3.75,3.0,4.0,0
2024-05-05,D1,18:30,Heidenheim,Mainz,D,2023/2024,40.0,60.0,58.82,52.94,2.5,3.05,3.82,2.0,3.0,0
2024-05-18,D1,14:30,Wolfsburg,Mainz,A,2023/2024,40.0,80.0,64.71,52.94,2.35,3.47,3.78,2.0,4.0,1
2024-08-31,D1,14:30,Stuttgart,Mainz,D,2024/2025,100.0,100.0,76.47,70.59,5.21,1.69,4.42,1.0,1.0,1
2024-09-20,D1,19:30,Augsburg,Mainz,A,2024/2025,100.0,100.0,52.94,70.59,3.18,2.44,3.72,2.0,3.0,1
2024-10-05,D1,17:30,St Pauli,Mainz,A,2024/2025,100.0,33.33,17.65,70.59,3.68,2.26,3.66,3.0,1.0,1
2024-11-03,D1,14:30,Freiburg,Mainz,D,2024/2025,75.0,80.0,82.35,70.59,5.03,1.87,4.22,3.0,4.0,0
2024-11-24,D1,14:30,Holstein Kiel,Mainz,A,2024/2025,80.0,60.0,70.59,70.59,2.37,3.4,3.73,4.0,3.0,1
2024-12-08,D1,14:30,Wolfsburg,Mainz,H,2024/2025,80.0,60.0,58.82,70.59,3.9,2.23,3.55,4.0,3.0,1
2024-12-21,D1,14:30,Ein Frankfurt,Mainz,A,2024/2025,80.0,80.0,70.59,70.59,3.84,2.16,4.07,4.0,4.0,1
2025-01-14,D1,19:30,Leverkusen,Mainz,H,2024/2025,60.0,60.0,64.71,70.59,9.5,1.39,5.39,3.0,3.0,0
2025-01-19,D1,14:30,Union Berlin,Mainz,H,2024/2025,80.0,40.0,47.06,70.59,2.98,2.88,3.28,4.0,2.0,1
2025-01-31,D1,19:30,Werder Bremen,Mainz,H,2024/2025,60.0,60.0,52.94,70.59,3.14,2.5,3.55,3.0,3.0,0
2025-02-16,D1,18:30,Heidenheim,Mainz,A,2024/2025,40.0,40.0,58.82,70.59,2.15,3.86,3.73,2.0,2.0,0
2025-03-01,D1,14:30,RB Leipzig,Mainz,A,2024/2025,40.0,80.0,64.71,70.59,4.07,2.01,3.84,2.0,4.0,1
2025-03-07,D1,19:30,M'gladbach,Mainz,A,2024/2025,60.0,60.0,58.82,70.59,2.71,2.82,3.5,3.0,3.0,1
2025-03-30,D1,16:30,Dortmund,Mainz,H,2024/2025,60.0,80.0,76.47,70.59,5.2,1.71,4.32,3.0,4.0,1
2025-04-12,D1,14:30,Hoffenheim,Mainz,H,2024/2025,60.0,20.0,58.82,70.59,3.0,2.58,3.56,3.0,1.0,0
2025-04-26,D1,14:30,Bayern Munich,Mainz,H,2024/2025,80.0,100.0,82.35,70.59,12.0,1.27,7.5,4.0,5.0,1
2025-05-10,D1,14:30,Bochum,Mainz,A,2024/2025,80.0,80.0,47.06,70.59,2.25,3.22,3.89,4.0,4.0,1
2025-08-31,D1,14:30,Wolfsburg,Mainz,D,2025/2026,0.0,0.0,50.0,0.0,3.3,2.2,3.8,0.0,0.0,0
2023-08-19,D1,14:30,Leverkusen,RB Leipzig,H,2023/2024,100.0,100.0,82.35,76.47,2.99,2.5,3.75,1.0,1.0,1
2023-09-03,D1,16:30,Union Berlin,RB Leipzig,A,2023/2024,100.0,100.0,58.82,76.47,2.18,3.7,3.64,2.0,2.0,1
2023-09-23,D1,14:30,M'gladbach,RB Leipzig,A,2023/2024,66.67,66.67,76.47,76.47,1.76,5.0,5.0,2.0,2.0,0
2023-10-21,D1,14:30,Darmstadt,RB Leipzig,A,2023/2024,75.0,100.0,64.71,76.47,1.53,6.65,5.3,3.0,4.0,1
2023-11-04,D1,14:30,Mainz,RB Leipzig,H,2023/2024,60.0,60.0,35.29,76.47,1.78,5.06,4.75,3.0,3.0,0
2023-11-25,D1,14:30,Wolfsburg,RB Leipzig,H,2023/2024,60.0,80.0,64.71,76.47,1.97,3.93,4.1,3.0,4.0,1
2023-12-09,D1,17:30,Dortmund,RB Leipzig,A,2023/2024,60.0,80.0,64.71,76.47,2.8,2.81,4.11,3.0,4.0,1
2023-12-19,D1,17:30,Werder Bremen,RB Leipzig,D,2023/2024,60.0,40.0,70.59,76.47,1.65,5.77,4.8,3.0,2.0,0
2024-01-27,D1,14:30,Stuttgart,RB Leipzig,H,2023/2024,60.0,60.0,76.47,76.47,2.74,2.77,3.98,3.0,3.0,1
2024-02-10,D1,14:30,Augsburg,RB Leipzig,D,2023/2024,80.0,60.0,58.82,76.47,1.74,4.6,4.4,4.0,3.0,1
2024-02-24,D1,17:30,Bayern Munich,RB Leipzig,H,2023/2024,80.0,60.0,70.59,76.47,4.8,1.81,4.64,4.0,3.0,1
2024-03-02,D1,14:30,Bochum,RB Leipzig,A,2023/2024,80.0,40.0,58.82,76.47,1.71,4.75,4.6,4.0,2.0,1
2024-03-15,D1,19:30,FC Koln,RB Leipzig,A,2023/2024,100.0,40.0,41.18,76.47,1.51,7.0,4.91,5.0,2.0,1
2024-04-06,D1,14:30,Freiburg,RB Leipzig,A,2023/2024,100.0,100.0,58.82,76.47,1.61,5.57,4.45,5.0,5.0,1
2024-04-20,D1,14:30,Heidenheim,RB Leipzig,A,2023/2024,100.0,80.0,58.82,76.47,1.5,6.75,5.4,5.0,4.0,1
2024-05-03,D1,19:30,Hoffenheim,RB Leipzig,D,2023/2024,80.0,80.0,70.59,76.47,1.55,5.71,5.5,4.0,4.0,0
2024-05-18,D1,14:30,Ein Frankfurt,RB Leipzig,D,2023/2024,80.0,60.0,52.94,76.47,3.16,2.8,4.09,4.0,3.0,1
2024-08-31,D1,17:30,Leverkusen,RB Leipzig,A,2024/2025,100.0,100.0,64.71,47.06,5.15,1.75,4.3,1.0,1.0,1
2024-09-22,D1,18:30,St Pauli,RB Leipzig,D,2024/2025,50.0,0.0,17.65,47.06,1.7,5.88,4.37,1.0,0.0,0
2024-10-06,D1,14:30,Heidenheim,RB Leipzig,A,2024/2025,33.33,66.67,58.82,47.06,1.77,5.32,4.5,1.0,2.0,0
2024-10-19,D1,14:30,Mainz,RB Leipzig,A,2024/2025,25.0,25.0,35.29,47.06,1.92,4.22,4.1,1.0,1.0,0
2024-11-02,D1,17:30,Dortmund,RB Leipzig,H,2024/2025,40.0,80.0,76.47,47.06,3.27,2.26,3.93,2.0,4.0,1
2024-11-23,D1,14:30,Hoffenheim,RB Leipzig,H,2024/2025,40.0,80.0,58.82,47.06,2.23,3.55,3.79,2.0,4.0,1
2024-12-07,D1,14:30,Holstein Kiel,RB Leipzig,A,2024/2025,40.0,40.0,70.59,47.06,1.6,7.0,4.5,2.0,2.0,0
2024-12-20,D1,19:30,Bayern Munich,RB Leipzig,H,2024/2025,60.0,100.0,82.35,47.06,13.0,1.26,7.95,3.0,5.0,1
2025-01-15,D1,19:30,Stuttgart,RB Leipzig,H,2024/2025,80.0,60.0,76.47,47.06,3.76,2.05,3.9,4.0,3.0,1
2025-01-18,D1,14:30,Bochum,RB Leipzig,D,2024/2025,80.0,20.0,47.06,47.06,2.23,3.6,3.92,4.0,1.0,1
2025-02-01,D1,17:30,Union Berlin,RB Leipzig,D,2024/2025,60.0,40.0,47.06,47.06,2.48,3.25,3.66,3.0,2.0,0
2025-02-14,D1,19:30,Augsburg,RB Leipzig,D,2024/2025,60.0,20.0,52.94,47.06,2.45,3.26,3.54,3.0,1.0,0
2025-03-08,D1,17:30,Freiburg,RB Leipzig,D,2024/2025,40.0,60.0,82.35,47.06,2.94,2.65,3.4,2.0,3.0,0
2025-03-29,D1,14:30,M'gladbach,RB Leipzig,H,2024/2025,20.0,60.0,58.82,47.06,2.45,2.97,3.7,1.0,3.0,0
2025-04-11,D1,19:30,Wolfsburg,RB Leipzig,A,2024/2025,20.0,20.0,58.82,47.06,2.51,2.86,3.93,1.0,1.0,1
2025-04-26,D1,17:30,Ein Frankfurt,RB Leipzig,H,2024/2025,40.0,80.0,70.59,47.06,3.48,2.07,4.1,2.0,4.0,1
2025-05-10,D1,14:30,Werder Bremen,RB Leipzig,D,2024/2025,40.0,20.0,52.94,47.06,3.59,2.08,3.75,2.0,1.0,0
2025-08-22,D1,19:30,Bayern Munich,RB Leipzig,H,2025/2026,100.0,100.0,100.0,50.0,11.0,1.26,7.5,1.0,1.0,1
2025-09-13,D1,14:30,Mainz,RB Leipzig,A,2025/2026,50.0,0.0,0.0,50.0,2.88,2.38,3.75,1.0,0.0,0
2024-08-30,D1,19:30,Union Berlin,St Pauli,H,2024/2025,0.0,0.0,47.06,41.18,4.43,2.04,3.6,0.0,0.0,0
2024-09-15,D1,14:30,Augsburg,St Pauli,H,2024/2025,50.0,100.0,52.94,41.18,4.1,2.14,3.84,1.0,2.0,1
2024-09-28,D1,14:30,Freiburg,St Pauli,A,2024/2025,66.67,100.0,82.35,41.18,6.25,1.61,4.27,2.0,3.0,1
2024-10-18,D1,19:30,Dortmund,St Pauli,H,2024/2025,75.0,75.0,76.47,41.18,11.7,1.32,6.02,3.0,3.0,1
2024-11-02,D1,14:30,Hoffenheim,St Pauli,A,2024/2025,60.0,80.0,58.82,41.18,4.13,1.98,4.1,3.0,4.0,0
2024-11-24,D1,16:30,M'gladbach,St Pauli,H,2024/2025,60.0,60.0,58.82,41.18,4.56,2.0,4.0,3.0,3.0,0
2024-12-07,D1,14:30,Leverkusen,St Pauli,H,2024/2025,60.0,80.0,64.71,41.18,11.8,1.31,7.1,3.0,4.0,1
2024-12-21,D1,14:30,Stuttgart,St Pauli,A,2024/2025,40.0,60.0,76.47,41.18,7.33,1.51,4.79,2.0,3.0,0
2025-01-15,D1,17:30,Bochum,St Pauli,H,2024/2025,20.0,20.0,47.06,41.18,3.03,2.63,3.5,1.0,1.0,0
2025-01-18,D1,14:30,Heidenheim,St Pauli,A,2024/2025,20.0,60.0,58.82,41.18,3.1,2.49,3.59,1.0,3.0,0
2025-02-09,D1,16:30,RB Leipzig,St Pauli,H,2024/2025,20.0,80.0,64.71,41.18,5.5,1.71,4.5,1.0,4.0,0
2025-02-22,D1,14:30,Mainz,St Pauli,H,2024/2025,0.0,20.0,35.29,41.18,5.55,1.82,3.74,0.0,1.0,0
2025-03-08,D1,14:30,Wolfsburg,St Pauli,D,2024/2025,0.0,40.0,58.82,41.18,4.81,1.89,3.88,0.0,2.0,0
2025-03-29,D1,14:30,Bayern Munich,St Pauli,H,2024/2025,20.0,100.0,82.35,41.18,29.0,1.14,9.6,1.0,5.0,1
2025-04-12,D1,14:30,Holstein Kiel,St Pauli,A,2024/2025,40.0,80.0,70.59,41.18,2.23,3.66,3.6,2.0,4.0,1
2025-04-27,D1,16:30,Werder Bremen,St Pauli,D,2024/2025,40.0,40.0,52.94,41.18,4.05,2.13,3.89,2.0,2.0,0
2025-05-11,D1,16:30,Ein Frankfurt,St Pauli,D,2024/2025,60.0,80.0,70.59,41.18,6.03,1.59,4.75,3.0,4.0,1
2025-08-29,D1,19:30,Hamburg,St Pauli,A,2025/2026,0.0,0.0,0.0,0.0,3.1,2.47,3.33,0.0,0.0,0
2023-08-25,D1,19:30,RB Leipzig,Stuttgart,H,2023/2024,100.0,100.0,58.82,70.59,6.0,1.65,5.0,1.0,1.0,1
2023-09-16,D1,14:30,Mainz,Stuttgart,A,2023/2024,100.0,50.0,35.29,70.59,2.79,2.71,3.78,2.0,1.0,1
2023-09-30,D1,14:30,FC Koln,Stuttgart,A,2023/2024,66.67,66.67,41.18,70.59,2.63,2.98,3.81,2.0,2.0,0
2023-10-21,D1,14:30,Union Berlin,Stuttgart,A,2023/2024,75.0,75.0,58.82,70.59,2.96,2.75,3.7,3.0,3.0,1
2023-11-05,D1,16:30,Heidenheim,Stuttgart,H,2023/2024,60.0,60.0,58.82,70.59,1.66,5.6,4.5,3.0,3.0,0
2023-11-25,D1,17:30,Ein Frankfurt,Stuttgart,A,2023/2024,60.0,40.0,52.94,70.59,2.6,3.05,3.82,3.0,2.0,1
2023-12-17,D1,18:30,Bayern Munich,Stuttgart,H,2023/2024,60.0,100.0,70.59,70.59,8.0,1.58,5.7,3.0,5.0,1
2024-01-14,D1,16:30,M'gladbach,Stuttgart,H,2023/2024,80.0,100.0,76.47,70.59,2.01,3.93,4.2,4.0,5.0,1
2024-01-20,D1,14:30,Bochum,Stuttgart,H,2023/2024,60.0,40.0,58.82,70.59,1.99,4.47,4.0,3.0,2.0,0
2024-02-03,D1,14:30,Freiburg,Stuttgart,A,2023/2024,80.0,40.0,58.82,70.59,2.33,3.4,3.85,4.0,2.0,1
2024-02-17,D1,14:30,Darmstadt,Stuttgart,A,2023/2024,80.0,60.0,64.71,70.59,1.52,7.54,5.0,4.0,3.0,1
2024-03-02,D1,17:30,Wolfsburg,Stuttgart,A,2023/2024,80.0,60.0,64.71,70.59,2.33,3.4,3.8,4.0,3.0,1
2024-03-16,D1,17:30,Hoffenheim,Stuttgart,A,2023/2024,80.0,40.0,70.59,70.59,1.77,4.4,4.33,4.0,2.0,1
2024-04-06,D1,17:30,Dortmund,Stuttgart,A,2023/2024,80.0,80.0,64.71,70.59,3.67,2.05,4.16,4.0,4.0,0
2024-04-21,D1,14:30,Werder Bremen,Stuttgart,H,2023/2024,80.0,60.0,70.59,70.59,1.77,4.8,4.75,4.0,3.0,1
2024-04-27,D1,17:30,Leverkusen,Stuttgart,D,2023/2024,80.0,80.0,82.35,70.59,4.75,1.88,4.4,4.0,4.0,1
2024-05-10,D1,19:30,Augsburg,Stuttgart,A,2023/2024,60.0,20.0,58.82,70.59,1.81,4.25,4.52,3.0,1.0,0
2024-08-24,D1,14:30,Freiburg,Stuttgart,H,2024/2025,100.0,100.0,82.35,64.71,2.11,3.95,3.87,1.0,1.0,1
2024-09-14,D1,14:30,M'gladbach,Stuttgart,A,2024/2025,100.0,100.0,58.82,64.71,2.53,2.78,4.11,2.0,2.0,1
2024-09-28,D1,14:30,Wolfsburg,Stuttgart,D,2024/2025,100.0,100.0,58.82,64.71,2.1,3.72,4.1,3.0,3.0,1
2024-10-19,D1,17:30,Bayern Munich,Stuttgart,H,2024/2025,100.0,33.33,82.35,64.71,10.48,1.33,6.01,4.0,1.0,1
2024-11-01,D1,19:30,Leverkusen,Stuttgart,D,2024/2025,80.0,80.0,64.71,64.71,5.5,1.64,5.0,4.0,4.0,0
2024-11-30,D1,14:30,Werder Bremen,Stuttgart,D,2024/2025,80.0,80.0,52.94,64.71,2.8,2.87,4.0,4.0,4.0,1
2024-12-15,D1,14:30,Heidenheim,Stuttgart,A,2024/2025,80.0,60.0,58.82,64.71,1.91,4.73,4.05,4.0,3.0,1
2025-01-12,D1,16:30,Augsburg,Stuttgart,A,2024/2025,60.0,20.0,52.94,64.71,2.06,4.15,3.79,3.0,1.0,0
2025-01-25,D1,14:30,Mainz,Stuttgart,H,2024/2025,40.0,40.0,35.29,64.71,2.47,3.54,3.65,2.0,2.0,0
2025-02-08,D1,14:30,Dortmund,Stuttgart,A,2024/2025,60.0,60.0,76.47,64.71,3.81,2.04,4.27,3.0,3.0,1
2025-02-23,D1,18:30,Hoffenheim,Stuttgart,D,2024/2025,40.0,60.0,58.82,64.71,2.1,3.63,4.22,2.0,3.0,0
2025-03-08,D1,14:30,Holstein Kiel,Stuttgart,D,2024/2025,40.0,80.0,70.59,64.71,1.53,6.23,4.8,2.0,4.0,1
2025-03-29,D1,17:30,Ein Frankfurt,Stuttgart,H,2024/2025,40.0,60.0,70.59,64.71,2.71,2.65,3.8,2.0,3.0,0
2025-04-05,D1,14:30,Bochum,Stuttgart,A,2024/2025,60.0,40.0,47.06,64.71,2.91,2.82,3.87,3.0,2.0,1
2025-04-19,D1,17:30,Union Berlin,Stuttgart,D,2024/2025,60.0,40.0,47.06,64.71,2.47,3.25,3.54,3.0,2.0,1
2025-05-03,D1,14:30,St Pauli,Stuttgart,A,2024/2025,60.0,0.0,17.65,64.71,2.61,2.88,3.57,3.0,0.0,0
2025-05-17,D1,14:30,RB Leipzig,Stuttgart,A,2024/2025,60.0,60.0,64.71,64.71,3.6,1.97,4.46,3.0,3.0,1
2025-08-23,D1,14:30,Union Berlin,Stuttgart,H,2025/2026,100.0,100.0,100.0,100.0,1.92,4.1,3.75,1.0,1.0,1
2025-09-13,D1,14:30,Freiburg,Stuttgart,H,2025/2026,100.0,100.0,100.0,100.0,2.65,3.0,3.7,2.0,2.0,1
2023-08-26,D1,14:30,Darmstadt,Union Berlin,A,2023/2024,100.0,100.0,64.71,35.29,2.07,4.21,3.63,1.0,1.0,1
2023-09-16,D1,14:30,Wolfsburg,Union Berlin,H,2023/2024,100.0,50.0,64.71,35.29,3.68,2.25,3.62,2.0,1.0,1
2023-09-30,D1,14:30,Heidenheim,Union Berlin,H,2023/2024,66.67,66.67,58.82,35.29,2.35,3.37,3.78,2.0,2.0,0
2023-10-07,D1,14:30,Dortmund,Union Berlin,H,2023/2024,75.0,50.0,64.71,35.29,5.05,1.74,4.6,3.0,2.0,1
2023-10-28,D1,14:30,Werder Bremen,Union Berlin,H,2023/2024,60.0,80.0,70.59,35.29,2.55,3.1,3.68,3.0,4.0,0
2023-11-12,D1,14:30,Leverkusen,Union Berlin,H,2023/2024,60.0,100.0,82.35,35.29,9.5,1.4,6.5,3.0,5.0,1
2023-12-16,D1,14:30,Bochum,Union Berlin,H,2023/2024,60.0,80.0,58.82,35.29,2.88,2.77,3.6,3.0,4.0,1
2024-01-13,D1,14:30,Freiburg,Union Berlin,D,2023/2024,60.0,40.0,58.82,35.29,4.05,2.17,3.68,3.0,2.0,0
2024-01-24,D1,19:30,Bayern Munich,Union Berlin,H,2023/2024,40.0,60.0,70.59,35.29,23.0,1.15,9.3,2.0,3.0,0
2024-02-04,D1,16:30,RB Leipzig,Union Berlin,H,2023/2024,40.0,60.0,58.82,35.29,9.4,1.43,5.2,2.0,3.0,0
2024-02-07,D1,17:30,Mainz,Union Berlin,D,2023/2024,20.0,0.0,35.29,35.29,4.26,2.1,3.47,1.0,0.0,0
2024-02-17,D1,14:30,Hoffenheim,Union Berlin,A,2023/2024,0.0,40.0,70.59,35.29,4.13,1.96,3.84,0.0,2.0,0
2024-03-08,D1,19:30,Stuttgart,Union Berlin,H,2023/2024,0.0,60.0,76.47,35.29,7.0,1.53,4.7,0.0,3.0,0
2024-03-30,D1,14:30,Ein Frankfurt,Union Berlin,D,2023/2024,0.0,40.0,52.94,35.29,4.39,2.0,3.6,0.0,2.0,0
