Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,MaxCA,MaxCH,MaxD,Last5AwayOver2.5Count,Last5HomeOver2.5Count,Over2.5
2024-04-12,D1,19:30,Augsburg,Union Berlin,H,2023/2024,0.0,40.0,58.82,35.29,3.68,2.19,3.68,0.0,2.0,0
2024-04-28,D1,14:30,M'gladbach,Union Berlin,D,2023/2024,0.0,80.0,76.47,35.29,2.97,2.59,3.61,0.0,4.0,0
2024-05-11,D1,14:30,FC Koln,Union Berlin,H,2023/2024,20.0,60.0,41.18,35.29,2.85,2.79,3.54,1.0,3.0,1
2024-08-24,D1,14:30,Mainz,Union Berlin,D,2024/2025,0.0,0.0,35.29,52.94,3.99,2.15,3.4,0.0,0.0,0
2024-09-14,D1,14:30,RB Leipzig,Union Berlin,D,2024/2025,0.0,0.0,64.71,52.94,7.0,1.5,4.9,0.0,0.0,0
2024-09-28,D1,14:30,M'gladbach,Union Berlin,H,2024/2025,0.0,66.67,58.82,52.94,3.53,2.26,3.79,0.0,2.0,0
2024-10-20,D1,14:30,Holstein Kiel,Union Berlin,A,2024/2025,0.0,50.0,70.59,52.94,2.1,3.95,3.63,0.0,2.0,0
2024-11-02,D1,14:30,Bayern Munich,Union Berlin,H,2024/2025,20.0,50.0,82.35,52.94,21.59,1.18,8.7,1.0,2.0,1
2024-11-23,D1,14:30,Wolfsburg,Union Berlin,H,2024/2025,20.0,60.0,58.82,52.94,3.85,2.43,3.48,1.0,3.0,0
2024-12-06,D1,19:30,Stuttgart,Union Berlin,H,2024/2025,40.0,60.0,76.47,52.94,4.6,1.98,3.71,2.0,3.0,1
2024-12-21,D1,14:30,Werder Bremen,Union Berlin,H,2024/2025,60.0,80.0,52.94,52.94,3.56,2.36,3.52,3.0,4.0,1
2025-01-11,D1,14:30,Heidenheim,Union Berlin,H,2024/2025,60.0,60.0,58.82,52.94,2.62,3.29,3.31,3.0,3.0,0
2025-01-26,D1,16:30,St Pauli,Union Berlin,H,2024/2025,60.0,40.0,17.65,52.94,3.4,2.49,3.38,3.0,2.0,1
2025-02-08,D1,14:30,Hoffenheim,Union Berlin,A,2024/2025,80.0,60.0,58.82,52.94,3.15,2.43,3.75,4.0,3.0,1
2025-02-22,D1,17:30,Dortmund,Union Berlin,H,2024/2025,80.0,80.0,76.47,52.94,7.1,1.52,4.7,4.0,4.0,1
2025-03-09,D1,14:30,Ein Frankfurt,Union Berlin,A,2024/2025,80.0,60.0,70.59,52.94,4.05,2.04,4.22,4.0,3.0,1
2025-03-30,D1,14:30,Freiburg,Union Berlin,A,2024/2025,100.0,60.0,82.35,52.94,4.3,2.07,3.54,5.0,3.0,1
2025-04-12,D1,14:30,Leverkusen,Union Berlin,D,2024/2025,80.0,40.0,64.71,52.94,9.0,1.41,5.61,4.0,2.0,0
2025-04-27,D1,14:30,Bochum,Union Berlin,D,2024/2025,60.0,60.0,47.06,52.94,3.15,2.45,3.71,3.0,3.0,0
2025-05-17,D1,14:30,Augsburg,Union Berlin,A,2024/2025,60.0,60.0,52.94,52.94,4.45,1.98,3.63,3.0,3.0,1
2025-08-31,D1,16:30,Dortmund,Union Berlin,H,2025/2026,100.0,100.0,100.0,100.0,8.0,1.46,5.3,1.0,1.0,1
2023-08-26,D1,14:30,Freiburg,Werder Bremen,H,2023/2024,0.0,0.0,58.82,47.06,4.99,1.8,4.24,0.0,0.0,0
2023-09-17,D1,14:30,Heidenheim,Werder Bremen,H,2023/2024,50.0,100.0,58.82,47.06,3.0,2.41,4.0,1.0,2.0,1
2023-10-01,D1,14:30,Darmstadt,Werder Bremen,H,2023/2024,66.67,100.0,64.71,47.06,2.48,3.05,3.83,2.0,3.0,1
2023-10-20,D1,19:30,Dortmund,Werder Bremen,H,2023/2024,50.0,40.0,64.71,47.06,10.0,1.31,7.0,2.0,2.0,0
2023-11-05,D1,14:30,Wolfsburg,Werder Bremen,D,2023/2024,60.0,60.0,64.71,47.06,4.65,1.75,4.4,3.0,3.0,1
2023-12-02,D1,17:30,Stuttgart,Werder Bremen,H,2023/2024,60.0,80.0,76.47,47.06,9.4,1.41,5.5,3.0,4.0,0
2023-12-15,D1,19:30,M'gladbach,Werder Bremen,D,2023/2024,60.0,100.0,76.47,47.06,3.5,2.19,4.16,3.0,5.0,1
2024-01-14,D1,14:30,Bochum,Werder Bremen,D,2023/2024,40.0,60.0,58.82,47.06,3.46,2.25,3.82,2.0,3.0,0
2024-01-21,D1,14:30,Bayern Munich,Werder Bremen,A,2023/2024,40.0,80.0,70.59,47.06,29.0,1.1,14.0,2.0,4.0,0
2024-02-03,D1,14:30,Mainz,Werder Bremen,A,2023/2024,20.0,0.0,35.29,47.06,4.1,2.13,3.68,1.0,0.0,0
2024-02-16,D1,19:30,FC Koln,Werder Bremen,A,2023/2024,20.0,20.0,41.18,47.06,3.1,2.49,3.58,1.0,1.0,0
2024-03-03,D1,16:30,Hoffenheim,Werder Bremen,H,2023/2024,20.0,40.0,70.59,47.06,3.67,2.04,4.09,1.0,2.0,1
2024-03-16,D1,14:30,Union Berlin,Werder Bremen,H,2023/2024,40.0,40.0,58.82,47.06,3.86,2.14,3.7,2.0,2.0,1
2024-04-05,D1,19:30,Ein Frankfurt,Werder Bremen,D,2023/2024,40.0,40.0,52.94,47.06,4.66,1.87,4.11,2.0,2.0,0
2024-04-14,D1,16:30,Leverkusen,Werder Bremen,H,2023/2024,60.0,80.0,82.35,47.06,15.0,1.23,7.9,3.0,4.0,1
2024-04-27,D1,14:30,Augsburg,Werder Bremen,A,2023/2024,80.0,40.0,58.82,47.06,4.78,1.82,4.3,4.0,2.0,1
2024-05-11,D1,14:30,RB Leipzig,Werder Bremen,D,2023/2024,60.0,40.0,58.82,47.06,8.05,1.43,7.1,3.0,2.0,0
2024-08-24,D1,14:30,Augsburg,Werder Bremen,D,2024/2025,100.0,100.0,52.94,76.47,3.16,2.57,3.8,1.0,1.0,1
2024-09-15,D1,16:30,Mainz,Werder Bremen,A,2024/2025,100.0,50.0,35.29,76.47,3.5,2.26,3.84,2.0,1.0,1
2024-09-29,D1,16:30,Hoffenheim,Werder Bremen,A,2024/2025,100.0,100.0,58.82,76.47,3.1,2.37,4.07,3.0,3.0,1
2024-10-20,D1,16:30,Wolfsburg,Werder Bremen,A,2024/2025,100.0,100.0,58.82,76.47,3.75,2.05,3.87,4.0,4.0,1
2024-11-03,D1,16:30,M'gladbach,Werder Bremen,H,2024/2025,100.0,80.0,58.82,76.47,3.15,2.35,4.0,5.0,4.0,1
2024-11-23,D1,17:30,Ein Frankfurt,Werder Bremen,H,2024/2025,80.0,60.0,70.59,76.47,4.58,1.81,4.46,4.0,3.0,0
2024-12-07,D1,14:30,Bochum,Werder Bremen,A,2024/2025,60.0,60.0,47.06,76.47,2.2,3.75,3.75,3.0,3.0,0
2024-12-14,D1,17:30,St Pauli,Werder Bremen,A,2024/2025,40.0,40.0,17.65,76.47,2.68,3.0,3.58,2.0,2.0,0
2025-01-12,D1,14:30,RB Leipzig,Werder Bremen,H,2024/2025,40.0,80.0,64.71,76.47,4.15,1.98,4.32,2.0,4.0,1
2025-01-25,D1,14:30,Dortmund,Werder Bremen,D,2024/2025,40.0,60.0,76.47,76.47,6.34,1.58,4.58,2.0,3.0,1
2025-02-07,D1,19:30,Bayern Munich,Werder Bremen,H,2024/2025,60.0,100.0,82.35,76.47,23.0,1.12,14.2,3.0,5.0,1
2025-02-21,D1,19:30,Freiburg,Werder Bremen,H,2024/2025,80.0,80.0,82.35,76.47,4.2,2.05,3.76,4.0,4.0,1
2025-03-08,D1,14:30,Leverkusen,Werder Bremen,A,2024/2025,80.0,40.0,64.71,76.47,10.0,1.36,6.8,4.0,2.0,0
2025-03-29,D1,14:30,Holstein Kiel,Werder Bremen,A,2024/2025,80.0,80.0,70.59,76.47,2.26,3.28,3.98,4.0,4.0,1
2025-04-13,D1,14:30,Stuttgart,Werder Bremen,A,2024/2025,80.0,100.0,76.47,76.47,4.6,1.78,4.63,4.0,5.0,1
2025-05-03,D1,14:30,Union Berlin,Werder Bremen,D,2024/2025,80.0,40.0,47.06,76.47,2.44,3.38,3.55,4.0,2.0,1
2025-05-17,D1,14:30,Heidenheim,Werder Bremen,A,2024/2025,80.0,60.0,58.82,76.47,2.58,2.74,4.02,4.0,3.0,1
2025-08-23,D1,14:30,Ein Frankfurt,Werder Bremen,H,2025/2026,100.0,100.0,100.0,100.0,5.5,1.57,4.2,1.0,1.0,1
2025-09-14,D1,16:30,M'gladbach,Werder Bremen,A,2025/2026,100.0,50.0,50.0,100.0,3.2,2.15,4.2,2.0,1.0,1
2023-08-26,D1,14:30,FC Koln,Wolfsburg,A,2023/2024,100.0,100.0,41.18,52.94,3.47,2.25,3.73,1.0,1.0,1
2023-09-02,D1,14:30,Hoffenheim,Wolfsburg,H,2023/2024,100.0,100.0,70.59,52.94,2.65,2.73,3.98,2.0,2.0,1
2023-09-23,D1,14:30,Dortmund,Wolfsburg,H,2023/2024,66.67,33.33,64.71,52.94,4.7,1.76,4.6,2.0,1.0,0
2023-10-07,D1,14:30,Stuttgart,Wolfsburg,H,2023/2024,75.0,100.0,76.47,52.94,4.4,1.98,3.88,3.0,4.0,1
2023-10-28,D1,14:30,Augsburg,Wolfsburg,H,2023/2024,80.0,100.0,58.82,52.94,2.85,2.83,3.78,4.0,5.0,1
2023-11-10,D1,19:30,M'gladbach,Wolfsburg,H,2023/2024,80.0,80.0,76.47,52.94,2.92,2.4,3.9,4.0,4.0,1
2023-12-02,D1,14:30,Bochum,Wolfsburg,H,2023/2024,80.0,60.0,58.82,52.94,2.8,2.82,3.83,4.0,3.0,1
2023-12-16,D1,14:30,Darmstadt,Wolfsburg,A,2023/2024,80.0,40.0,64.71,52.94,2.15,4.09,3.8,4.0,2.0,0
2024-01-13,D1,14:30,Mainz,Wolfsburg,D,2023/2024,60.0,20.0,35.29,52.94,4.0,2.12,3.62,3.0,1.0,0
2024-01-20,D1,14:30,Heidenheim,Wolfsburg,D,2023/2024,40.0,40.0,58.82,52.94,2.64,2.94,3.72,2.0,2.0,0
2024-02-10,D1,14:30,Union Berlin,Wolfsburg,H,2023/2024,20.0,20.0,58.82,52.94,3.36,2.4,3.47,1.0,1.0,0
2024-02-25,D1,14:30,Ein Frankfurt,Wolfsburg,D,2023/2024,20.0,60.0,52.94,52.94,3.13,2.53,3.62,1.0,3.0,1
2024-03-10,D1,18:30,Leverkusen,Wolfsburg,H,2023/2024,20.0,60.0,82.35,52.94,11.02,1.32,6.2,1.0,3.0,0
2024-03-30,D1,14:30,Werder Bremen,Wolfsburg,A,2023/2024,20.0,60.0,70.59,52.94,2.71,2.76,3.72,1.0,3.0,0
2024-04-13,D1,14:30,RB Leipzig,Wolfsburg,H,2023/2024,40.0,20.0,58.82,52.94,11.58,1.29,5.8,2.0,1.0,1
2024-04-27,D1,14:30,Freiburg,Wolfsburg,A,2023/2024,60.0,80.0,58.82,52.94,3.27,2.35,3.7,3.0,4.0,1
2024-05-12,D1,16:30,Bayern Munich,Wolfsburg,H,2023/2024,40.0,40.0,70.59,52.94,6.5,1.53,6.6,2.0,2.0,0
2024-08-31,D1,14:30,Holstein Kiel,Wolfsburg,A,2024/2025,0.0,0.0,70.59,58.82,2.38,3.07,3.86,0.0,0.0,0
2024-09-22,D1,14:30,Leverkusen,Wolfsburg,H,2024/2025,50.0,100.0,64.71,58.82,12.0,1.31,6.2,1.0,2.0,1
2024-10-05,D1,14:30,Bochum,Wolfsburg,A,2024/2025,66.67,66.67,47.06,58.82,2.3,3.21,3.91,2.0,2.0,1
2024-10-26,D1,14:30,St Pauli,Wolfsburg,D,2024/2025,50.0,25.0,17.65,58.82,2.91,2.61,3.59,2.0,1.0,0
2024-11-10,D1,18:30,Heidenheim,Wolfsburg,A,2024/2025,60.0,60.0,58.82,58.82,2.65,3.01,3.6,3.0,3.0,1
2024-11-30,D1,14:30,RB Leipzig,Wolfsburg,A,2024/2025,80.0,60.0,64.71,58.82,5.0,1.8,4.38,4.0,3.0,1
2024-12-13,D1,19:30,Freiburg,Wolfsburg,H,2024/2025,80.0,80.0,82.35,58.82,3.3,2.38,3.54,4.0,4.0,1
2025-01-11,D1,14:30,Hoffenheim,Wolfsburg,A,2024/2025,60.0,40.0,58.82,58.82,3.15,2.45,3.6,3.0,2.0,0
2025-01-18,D1,14:30,Bayern Munich,Wolfsburg,H,2024/2025,80.0,100.0,82.35,58.82,21.0,1.18,9.4,4.0,5.0,1
2025-02-02,D1,14:30,Ein Frankfurt,Wolfsburg,D,2024/2025,60.0,60.0,70.59,58.82,3.87,2.16,4.1,3.0,3.0,0
2025-02-15,D1,14:30,Stuttgart,Wolfsburg,A,2024/2025,60.0,80.0,76.47,58.82,5.8,1.63,4.38,3.0,4.0,1
2025-03-01,D1,14:30,Werder Bremen,Wolfsburg,A,2024/2025,60.0,60.0,52.94,58.82,2.43,3.19,3.79,3.0,3.0,1
2025-03-15,D1,14:30,Augsburg,Wolfsburg,H,2024/2025,60.0,20.0,52.94,58.82,3.14,2.55,3.4,3.0,1.0,0
2025-04-06,D1,16:30,Union Berlin,Wolfsburg,H,2024/2025,40.0,20.0,47.06,58.82,3.41,2.38,3.52,2.0,1.0,0
2025-04-19,D1,14:30,Mainz,Wolfsburg,D,2024/2025,60.0,40.0,35.29,58.82,3.73,2.06,3.83,3.0,2.0,1
2025-05-03,D1,17:30,Dortmund,Wolfsburg,H,2024/2025,60.0,80.0,76.47,58.82,11.0,1.3,6.42,3.0,4.0,1
2025-05-17,D1,14:30,M'gladbach,Wolfsburg,A,2024/2025,40.0,60.0,58.82,58.82,2.84,2.36,4.37,2.0,3.0,0
2025-08-23,D1,14:30,Heidenheim,Wolfsburg,A,2025/2026,100.0,100.0,50.0,100.0,2.56,2.8,3.6,1.0,1.0,1
