Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,HS,Last5HomeOver2.5Perc,AST,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsScored,HST,AvgLast5HomeGoalsConceded,BFEC>2.5,BFEC<2.5,AvgHomeGoalsScored,AvgAwayGoalsConceded,AvgHomeGoalsConceded,Over2.5
2024-08-31,SP1,20:30,Leganes,Mallorca,A,A,2024/2025,0.0,4,50.0,3,0.5,1.0,31.58,47.37,0.5,2,1.0,3.7,1.37,1.21,1.21,1.42,0
2024-09-23,SP1,20:00,Betis,Mallorca,A,D,2024/2025,33.33,14,50.0,6,0.67,1.5,31.58,57.89,1.0,6,1.0,2.9,1.51,1.68,1.21,1.11,1
2024-09-27,SP1,20:00,Valladolid,Mallorca,A,D,2024/2025,50.0,11,25.0,6,0.75,0.5,31.58,47.37,1.25,1,0.5,3.1,1.47,0.58,1.21,1.68,1
2024-10-05,SP1,13:00,Espanol,Mallorca,H,H,2024/2025,60.0,8,80.0,4,1.0,1.6,31.58,36.84,1.2,3,1.4,3.05,1.47,1.21,1.21,1.05,1
2024-11-01,SP1,20:00,Alaves,Mallorca,H,D,2024/2025,60.0,13,60.0,2,1.0,1.4,31.58,15.79,1.2,3,1.4,3.05,1.48,0.74,1.21,0.89,0
2024-11-23,SP1,17:30,Las Palmas,Mallorca,A,D,2024/2025,80.0,14,40.0,3,1.4,1.2,31.58,47.37,1.6,3,1.6,2.84,1.53,1.11,1.21,1.53,1
2024-12-06,SP1,20:00,Celta,Mallorca,H,H,2024/2025,60.0,12,40.0,4,1.6,1.4,31.58,57.89,1.2,5,1.0,2.58,1.62,1.68,1.21,1.11,0
2024-12-21,SP1,13:00,Getafe,Mallorca,A,D,2024/2025,40.0,18,0.0,2,1.4,0.8,31.58,26.32,1.0,5,0.6,4.4,1.28,0.79,1.21,1.0,0
2025-01-20,SP1,20:00,Villarreal,Mallorca,H,H,2024/2025,40.0,14,80.0,2,1.8,2.2,31.58,73.68,0.8,7,1.0,1.95,2.02,2.26,1.21,1.42,1
2025-02-01,SP1,17:30,Ath Madrid,Mallorca,H,H,2024/2025,40.0,17,20.0,1,2.0,1.8,31.58,52.63,0.8,5,0.8,2.34,1.74,2.21,1.21,0.79,0
2025-02-24,SP1,20:00,Sevilla,Mallorca,D,H,2024/2025,20.0,19,20.0,2,1.8,1.0,31.58,26.32,0.4,4,1.4,2.64,1.6,0.89,1.21,1.21,0
2025-03-09,SP1,17:30,Ath Bilbao,Mallorca,D,D,2024/2025,20.0,8,40.0,2,1.6,2.6,31.58,36.84,0.6,2,0.4,2.42,1.68,1.68,1.21,0.68,0
2025-03-30,SP1,17:30,Valencia,Mallorca,H,D,2024/2025,20.0,8,60.0,2,1.8,1.4,31.58,47.37,0.4,2,1.0,2.72,1.56,1.37,1.21,1.05,0
2025-04-12,SP1,13:00,Sociedad,Mallorca,A,A,2024/2025,0.0,15,60.0,3,1.0,1.4,31.58,42.11,0.8,4,1.0,2.78,1.55,1.05,1.21,1.05,0
2025-04-22,SP1,20:30,Barcelona,Mallorca,H,D,2024/2025,0.0,40,60.0,0,0.8,2.6,31.58,68.42,0.8,13,1.0,1.63,2.58,2.74,1.21,1.05,0
2025-05-05,SP1,20:00,Girona,Mallorca,H,H,2024/2025,0.0,13,40.0,1,0.8,1.0,31.58,68.42,0.6,6,1.4,2.32,1.74,1.42,1.21,1.58,0
2025-05-14,SP1,20:30,Real Madrid,Mallorca,H,A,2024/2025,20.0,39,80.0,2,1.0,2.0,31.58,63.16,0.6,13,1.4,1.63,2.56,2.37,1.21,1.0,1
2025-05-24,SP1,20:00,Vallecano,Mallorca,D,D,2024/2025,20.0,27,40.0,2,0.8,0.8,31.58,52.63,0.6,8,1.4,2.1,1.87,1.26,1.21,1.37,0
2024-08-29,SP1,18:00,Girona,Osasuna,H,H,2024/2025,100.0,10,100.0,0,4.0,4.0,31.58,68.42,0.0,5,0.0,1.9,2.08,1.42,1.53,1.58,1
2024-09-16,SP1,20:00,Vallecano,Osasuna,H,A,2024/2025,100.0,17,100.0,2,3.5,2.0,31.58,52.63,0.5,6,1.5,2.66,1.59,1.26,1.53,1.37,1
2024-09-24,SP1,18:00,Valencia,Osasuna,D,D,2024/2025,66.67,10,25.0,2,2.33,1.0,31.58,47.37,0.33,2,0.75,2.88,1.52,1.37,1.53,1.05,0
2024-10-05,SP1,15:15,Getafe,Osasuna,D,H,2024/2025,50.0,11,0.0,2,2.0,0.8,31.58,26.32,0.5,3,0.4,3.0,1.48,0.79,1.53,1.0,0
2024-10-27,SP1,20:00,Sociedad,Osasuna,A,A,2024/2025,40.0,19,40.0,4,1.6,1.0,31.58,42.11,0.8,9,1.4,2.34,1.74,1.05,1.53,1.05,0
2024-11-09,SP1,13:00,Real Madrid,Osasuna,H,H,2024/2025,40.0,18,80.0,0,1.6,2.6,31.58,63.16,0.8,8,1.4,1.47,3.05,2.37,1.53,1.0,1
2024-12-02,SP1,20:00,Sevilla,Osasuna,D,D,2024/2025,20.0,12,20.0,3,1.2,1.0,31.58,26.32,0.8,5,0.8,2.36,1.72,0.89,1.53,1.21,0
2024-12-14,SP1,13:00,Espanol,Osasuna,D,D,2024/2025,20.0,9,60.0,0,1.2,1.2,31.58,36.84,0.8,3,1.2,2.4,1.7,1.21,1.53,1.05,0
2025-01-12,SP1,15:15,Ath Madrid,Osasuna,H,D,2024/2025,20.0,9,40.0,1,1.2,2.0,31.58,52.63,0.6,5,0.8,1.92,2.06,2.21,1.53,0.79,0
2025-01-24,SP1,20:00,Las Palmas,Osasuna,D,D,2024/2025,20.0,16,60.0,4,1.4,1.4,31.58,47.37,0.4,7,1.4,2.2,1.81,1.11,1.53,1.53,0
2025-02-10,SP1,20:00,Mallorca,Osasuna,D,D,2024/2025,0.0,10,60.0,4,0.8,1.2,31.58,47.37,0.6,2,1.8,2.72,1.57,1.05,1.53,1.11,0
2025-02-21,SP1,20:00,Celta,Osasuna,H,D,2024/2025,0.0,12,40.0,1,0.8,1.8,31.58,57.89,0.4,5,0.8,2.08,1.92,1.68,1.53,1.11,0
2025-03-27,SP1,20:00,Barcelona,Osasuna,H,H,2024/2025,20.0,19,60.0,0,1.4,3.2,31.58,68.42,0.4,5,0.2,1.36,3.75,2.74,1.53,1.05,1
2025-03-30,SP1,17:30,Ath Bilbao,Osasuna,D,D,2024/2025,20.0,11,40.0,2,1.2,2.2,31.58,36.84,0.4,5,0.4,2.0,1.97,1.68,1.53,0.68,0
2025-04-07,SP1,20:00,Leganes,Osasuna,D,D,2024/2025,20.0,13,40.0,6,1.2,1.4,31.58,47.37,0.4,7,1.6,2.78,1.55,1.21,1.53,1.42,0
2025-04-20,SP1,13:00,Valladolid,Osasuna,A,A,2024/2025,40.0,12,60.0,6,1.4,0.6,31.58,47.37,0.8,5,2.6,2.2,1.81,0.58,1.53,1.68,1
2025-05-03,SP1,15:15,Villarreal,Osasuna,H,H,2024/2025,60.0,15,60.0,4,2.0,1.6,31.58,73.68,1.2,5,1.2,1.64,2.52,2.26,1.53,1.42,1
2025-05-11,SP1,20:00,Betis,Osasuna,D,D,2024/2025,40.0,10,60.0,5,1.6,2.0,31.58,57.89,1.4,5,1.0,1.79,2.24,1.68,1.53,1.11,0
2025-05-24,SP1,20:00,Alaves,Osasuna,D,D,2024/2025,40.0,14,0.0,5,1.8,0.6,31.58,15.79,1.6,5,0.4,2.4,1.7,0.74,1.53,0.89,0
2024-08-18,SP1,20:30,Mallorca,Real Madrid,D,A,2024/2025,0.0,12,0.0,4,1.0,1.0,52.63,47.37,1.0,5,1.0,1.84,2.16,1.05,1.0,1.11,0
2024-08-29,SP1,20:30,Las Palmas,Real Madrid,D,H,2024/2025,0.0,7,50.0,8,1.0,1.5,52.63,47.37,1.0,3,1.5,1.63,2.56,1.11,1.0,1.53,0
2024-09-14,SP1,20:00,Sociedad,Real Madrid,A,D,2024/2025,0.0,11,66.67,7,0.67,0.67,52.63,42.11,1.33,2,2.0,2.04,1.94,1.05,1.0,1.05,0
2024-09-29,SP1,20:00,Ath Madrid,Real Madrid,D,D,2024/2025,0.0,12,50.0,4,0.75,1.75,52.63,52.63,1.25,4,0.25,2.12,1.87,2.21,1.0,0.79,0
2024-10-19,SP1,20:00,Celta,Real Madrid,A,A,2024/2025,20.0,13,60.0,3,0.8,1.6,52.63,57.89,1.4,5,1.2,1.66,2.48,1.68,1.0,1.11,1
2024-11-24,SP1,17:30,Leganes,Real Madrid,A,A,2024/2025,40.0,4,40.0,9,0.6,0.8,52.63,47.37,1.8,0,1.0,1.8,2.24,1.21,1.0,1.42,1
2024-12-04,SP1,20:00,Ath Bilbao,Real Madrid,H,D,2024/2025,60.0,9,40.0,5,0.8,1.8,52.63,36.84,1.8,3,0.8,1.93,2.06,1.68,1.0,0.68,1
2024-12-07,SP1,20:00,Girona,Real Madrid,A,A,2024/2025,80.0,10,80.0,7,0.8,2.0,52.63,68.42,2.0,4,1.8,1.62,2.6,1.42,1.0,1.58,1
2024-12-14,SP1,20:00,Vallecano,Real Madrid,D,D,2024/2025,100.0,14,60.0,6,1.2,1.4,52.63,52.63,2.4,5,1.8,1.86,2.14,1.26,1.0,1.37,1
2025-01-03,SP1,20:00,Valencia,Real Madrid,A,H,2024/2025,100.0,8,80.0,5,1.2,1.8,52.63,47.37,2.4,5,2.0,1.71,2.38,1.37,1.0,1.05,1
2025-01-25,SP1,20:00,Valladolid,Real Madrid,A,A,2024/2025,100.0,6,40.0,4,1.2,0.6,52.63,47.37,2.4,2,1.8,1.57,2.74,0.58,1.0,1.68,1
2025-02-01,SP1,20:00,Espanol,Real Madrid,H,D,2024/2025,80.0,5,20.0,7,1.0,1.0,52.63,36.84,2.2,2,0.6,1.55,2.8,1.21,1.0,1.05,0
2025-02-15,SP1,15:15,Osasuna,Real Madrid,D,A,2024/2025,60.0,11,60.0,6,1.2,1.4,52.63,57.89,1.8,4,1.4,1.51,2.92,1.74,1.0,1.21,0
2025-03-01,SP1,17:30,Betis,Real Madrid,H,D,2024/2025,60.0,18,80.0,2,1.0,1.8,52.63,57.89,1.4,3,1.4,1.66,2.5,1.68,1.0,1.11,1
2025-03-15,SP1,17:30,Villarreal,Real Madrid,A,A,2024/2025,60.0,23,60.0,5,1.0,2.4,52.63,73.68,1.4,10,1.0,1.6,2.64,2.26,1.0,1.42,1
2025-04-13,SP1,15:15,Alaves,Real Madrid,A,A,2024/2025,40.0,13,0.0,4,1.0,0.2,52.63,15.79,1.0,6,1.0,1.89,2.1,0.74,1.0,0.89,0
2025-04-23,SP1,20:30,Getafe,Real Madrid,A,A,2024/2025,40.0,20,80.0,7,0.8,1.0,52.63,26.32,1.2,6,1.8,2.2,1.82,0.79,1.0,1.0,0
2025-05-11,SP1,15:15,Barcelona,Real Madrid,H,H,2024/2025,60.0,23,60.0,5,1.4,2.8,52.63,68.42,1.6,9,1.6,1.3,4.2,2.74,1.0,1.05,1
2025-05-18,SP1,18:00,Sevilla,Real Madrid,A,D,2024/2025,40.0,6,40.0,6,1.0,1.0,52.63,26.32,1.8,1,1.4,1.62,2.56,0.89,1.0,1.21,0
2024-08-16,SP1,20:30,Las Palmas,Sevilla,D,D,2024/2025,100.0,13,100.0,5,2.0,2.0,52.63,47.37,2.0,5,2.0,2.22,1.81,1.11,1.68,1.53,1
2024-08-27,SP1,18:00,Mallorca,Sevilla,D,D,2024/2025,50.0,12,0.0,7,1.0,0.5,52.63,47.37,1.0,4,0.5,2.4,1.71,1.05,1.68,1.11,0
2024-09-20,SP1,20:00,Alaves,Sevilla,H,H,2024/2025,66.67,10,33.33,2,1.33,1.33,52.63,15.79,1.0,4,0.33,2.44,1.69,0.74,1.68,0.89,1
2024-09-29,SP1,15:15,Ath Bilbao,Sevilla,D,H,2024/2025,50.0,13,20.0,4,1.25,1.2,52.63,36.84,1.0,3,0.8,2.14,1.86,1.68,1.68,0.68,0
2024-10-20,SP1,20:00,Barcelona,Sevilla,H,H,2024/2025,60.0,21,75.0,1,2.0,3.75,52.63,68.42,1.0,9,0.5,1.44,3.2,2.74,1.68,1.05,1
2024-10-25,SP1,20:00,Espanol,Sevilla,A,A,2024/2025,40.0,16,80.0,3,1.6,1.6,52.63,36.84,1.0,1,1.6,2.34,1.73,1.21,1.68,1.05,0
2024-11-09,SP1,20:00,Leganes,Sevilla,H,D,2024/2025,40.0,8,20.0,2,1.8,0.8,52.63,47.37,1.0,4,0.6,2.9,1.52,1.21,1.68,1.42,0
2024-12-08,SP1,20:00,Ath Madrid,Sevilla,H,A,2024/2025,40.0,14,60.0,3,2.2,2.4,52.63,52.63,1.4,9,1.2,1.95,2.04,2.21,1.68,0.79,1
2024-12-22,SP1,15:15,Real Madrid,Sevilla,H,H,2024/2025,60.0,16,60.0,5,2.8,2.4,52.63,63.16,1.6,8,1.2,1.44,3.2,2.37,1.68,1.0,1
2025-01-18,SP1,13:00,Girona,Sevilla,A,H,2024/2025,60.0,7,100.0,6,2.0,2.4,52.63,68.42,1.8,4,1.8,2.06,1.92,1.42,1.68,1.58,1
2025-02-01,SP1,13:00,Getafe,Sevilla,D,D,2024/2025,60.0,7,0.0,1,2.0,0.8,52.63,26.32,1.4,1,0.4,3.1,1.46,0.79,1.68,1.0,0
2025-02-16,SP1,15:15,Valladolid,Sevilla,A,A,2024/2025,80.0,7,60.0,6,1.8,0.4,52.63,47.37,2.2,2,2.4,2.46,1.67,0.58,1.68,1.68,1
2025-03-01,SP1,15:15,Vallecano,Sevilla,D,D,2024/2025,60.0,20,40.0,5,1.2,1.2,52.63,52.63,1.8,8,0.8,2.62,1.6,1.26,1.68,1.37,0
2025-03-09,SP1,20:00,Sociedad,Sevilla,A,D,2024/2025,40.0,7,60.0,4,0.4,1.2,52.63,42.11,1.6,2,1.0,2.7,1.58,1.05,1.68,1.05,0
2025-03-30,SP1,20:00,Betis,Sevilla,H,H,2024/2025,40.0,11,80.0,2,0.6,2.0,52.63,57.89,1.4,3,0.8,2.32,1.74,1.68,1.68,1.11,1
2025-04-11,SP1,20:00,Valencia,Sevilla,H,H,2024/2025,40.0,8,40.0,5,0.8,1.2,52.63,47.37,1.4,6,0.8,2.48,1.66,1.37,1.68,1.05,0
2025-04-24,SP1,18:00,Osasuna,Sevilla,H,H,2024/2025,20.0,9,60.0,3,1.0,1.6,52.63,57.89,0.6,2,1.4,2.66,1.59,1.74,1.68,1.21,0
2025-05-10,SP1,15:15,Celta,Sevilla,H,D,2024/2025,40.0,8,60.0,10,1.4,1.8,52.63,57.89,0.8,4,1.2,2.06,1.92,1.68,1.68,1.11,1
2025-05-25,SP1,15:15,Villarreal,Sevilla,H,H,2024/2025,60.0,12,80.0,6,2.2,2.8,52.63,73.68,1.0,7,1.2,1.6,2.62,2.26,1.68,1.42,1
2024-08-24,SP1,20:30,Espanol,Sociedad,A,D,2024/2025,0.0,13,0.0,4,0.0,0.0,42.11,36.84,1.0,3,1.0,2.84,1.54,1.21,1.37,1.05,0
2024-09-01,SP1,18:15,Getafe,Sociedad,D,D,2024/2025,0.0,16,0.0,0,0.0,0.0,42.11,26.32,0.5,1,0.0,3.9,1.33,0.79,1.37,1.0,0
2024-09-17,SP1,18:00,Mallorca,Sociedad,H,H,2024/2025,0.0,10,25.0,4,0.33,0.75,42.11,47.37,0.33,4,0.75,3.85,1.34,1.05,1.37,1.11,0
2024-09-21,SP1,13:00,Valladolid,Sociedad,D,D,2024/2025,0.0,15,0.0,4,0.25,0.33,42.11,47.37,0.25,2,0.0,2.7,1.57,0.58,1.37,1.68,0
2024-10-19,SP1,17:30,Girona,Sociedad,A,A,2024/2025,0.0,8,60.0,4,0.2,1.4,42.11,68.42,0.4,3,1.2,2.44,1.68,1.42,1.37,1.58,0
2024-11-03,SP1,17:30,Sevilla,Sociedad,A,A,2024/2025,0.0,8,20.0,3,0.2,0.8,42.11,26.32,0.6,0,1.0,2.5,1.65,0.89,1.37,1.21,0
2024-11-24,SP1,20:00,Ath Bilbao,Sociedad,H,H,2024/2025,0.0,12,40.0,1,0.4,2.0,42.11,36.84,0.6,4,0.8,2.8,1.54,1.68,1.37,0.68,0
2024-12-08,SP1,13:00,Leganes,Sociedad,A,A,2024/2025,20.0,11,60.0,5,0.2,0.8,42.11,47.37,1.2,2,1.2,3.35,1.42,1.21,1.37,1.42,1
2024-12-21,SP1,15:15,Celta,Sociedad,H,H,2024/2025,20.0,11,40.0,1,0.6,1.6,42.11,57.89,1.2,7,0.8,2.84,1.53,1.68,1.37,1.11,0
2025-01-19,SP1,20:00,Valencia,Sociedad,H,H,2024/2025,20.0,7,60.0,3,0.8,1.6,42.11,47.37,1.0,2,1.4,3.4,1.4,1.37,1.37,1.05,0
2025-02-02,SP1,17:30,Osasuna,Sociedad,H,H,2024/2025,40.0,11,80.0,3,1.2,1.6,42.11,57.89,0.8,4,1.6,2.64,1.6,1.74,1.37,1.21,1
2025-02-16,SP1,20:00,Betis,Sociedad,H,D,2024/2025,60.0,24,80.0,1,1.6,1.8,42.11,57.89,0.8,8,1.6,2.44,1.68,1.68,1.37,1.11,1
2025-03-02,SP1,15:15,Barcelona,Sociedad,H,H,2024/2025,60.0,33,60.0,0,2.4,2.8,42.11,68.42,0.2,10,0.6,1.55,2.8,2.74,1.37,1.05,1
2025-03-16,SP1,17:30,Vallecano,Sociedad,D,A,2024/2025,80.0,10,40.0,4,2.4,1.2,42.11,52.63,0.6,5,1.0,2.98,1.49,1.26,1.37,1.37,1
2025-04-06,SP1,13:00,Las Palmas,Sociedad,A,A,2024/2025,100.0,13,60.0,8,2.4,1.0,42.11,47.37,1.2,5,2.0,2.26,1.78,1.11,1.37,1.53,1
2025-04-20,SP1,15:15,Villarreal,Sociedad,D,D,2024/2025,100.0,20,60.0,4,2.4,1.8,42.11,73.68,1.4,5,1.2,1.79,2.24,2.26,1.37,1.42,1
2025-04-23,SP1,20:30,Alaves,Sociedad,H,D,2024/2025,80.0,10,0.0,0,2.0,0.4,42.11,15.79,1.4,1,0.8,2.74,1.56,0.74,1.37,0.89,0
2025-05-10,SP1,20:00,Ath Madrid,Sociedad,H,H,2024/2025,80.0,13,80.0,1,2.0,2.8,42.11,52.63,1.4,7,1.2,2.24,1.8,2.21,1.37,0.79,1
2025-05-24,SP1,15:15,Real Madrid,Sociedad,H,H,2024/2025,60.0,16,60.0,1,2.0,1.8,42.11,63.16,1.0,8,1.0,1.36,3.7,2.37,1.37,1.0,0
2024-08-23,SP1,18:00,Celta,Valencia,H,H,2024/2025,100.0,7,100.0,5,3.0,2.5,42.11,57.89,1.0,5,1.0,2.16,1.84,1.68,1.79,1.11,1
2024-08-28,SP1,18:00,Ath Bilbao,Valencia,H,H,2024/2025,50.0,13,0.0,0,2.0,1.0,42.11,36.84,0.5,4,0.5,2.26,1.77,1.68,1.79,0.68,0
2024-09-15,SP1,20:00,Ath Madrid,Valencia,H,H,2024/2025,66.67,14,66.67,1,2.33,2.0,42.11,52.63,0.33,5,0.0,1.97,2.02,2.21,1.79,0.79,1
2024-09-28,SP1,17:30,Sociedad,Valencia,H,H,2024/2025,75.0,11,75.0,4,2.5,1.25,42.11,42.11,0.25,6,1.5,2.84,1.54,1.05,1.79,1.05,1
2024-10-04,SP1,20:00,Leganes,Valencia,D,D,2024/2025,60.0,8,25.0,1,2.0,0.5,42.11,47.37,0.2,0,1.0,3.45,1.4,1.21,1.79,1.42,0
2024-10-27,SP1,15:15,Getafe,Valencia,D,A,2024/2025,40.0,15,0.0,1,1.6,1.0,42.11,26.32,0.2,4,0.6,3.65,1.37,0.79,1.79,1.0,0
2024-11-29,SP1,20:00,Mallorca,Valencia,H,D,2024/2025,60.0,9,20.0,1,1.8,0.8,42.11,47.37,0.4,3,0.4,3.55,1.38,1.05,1.79,1.11,1
2024-12-13,SP1,20:00,Valladolid,Valencia,H,H,2024/2025,40.0,2,60.0,2,1.4,0.8,42.11,47.37,0.4,1,2.0,2.58,1.62,0.58,1.79,1.68,0
2024-12-18,SP1,20:30,Espanol,Valencia,D,H,2024/2025,20.0,10,40.0,4,1.0,1.2,42.11,36.84,0.6,3,1.0,2.94,1.5,1.21,1.79,1.05,0
2025-01-11,SP1,20:00,Sevilla,Valencia,D,D,2024/2025,20.0,15,0.0,1,1.2,0.8,42.11,26.32,0.8,5,0.8,2.52,1.64,0.89,1.79,1.21,0
2025-01-26,SP1,20:00,Barcelona,Valencia,H,H,2024/2025,40.0,22,80.0,2,2.4,2.4,42.11,68.42,0.8,11,1.4,1.44,3.2,2.74,1.79,1.05,1
2025-02-15,SP1,20:00,Villarreal,Valencia,D,H,2024/2025,20.0,13,60.0,3,2.2,2.4,42.11,73.68,0.8,4,1.0,1.91,2.08,2.26,1.79,1.42,0
2025-03-02,SP1,20:00,Osasuna,Valencia,D,H,2024/2025,40.0,12,60.0,5,2.6,1.6,42.11,57.89,1.4,5,1.6,2.44,1.68,1.74,1.79,1.21,1
2025-03-15,SP1,20:00,Girona,Valencia,D,D,2024/2025,40.0,14,80.0,2,2.6,1.4,42.11,68.42,1.4,4,1.6,2.06,1.92,1.42,1.79,1.58,0
2025-04-05,SP1,15:15,Real Madrid,Valencia,A,A,2024/2025,60.0,21,60.0,2,2.6,1.8,42.11,63.16,1.6,9,1.2,1.47,3.05,2.37,1.79,1.0,1
2025-04-19,SP1,13:00,Vallecano,Valencia,D,H,2024/2025,40.0,11,40.0,3,1.4,0.8,42.11,52.63,1.6,4,1.8,2.34,1.73,1.26,1.79,1.37,0
2025-05-03,SP1,17:30,Las Palmas,Valencia,A,D,2024/2025,60.0,15,60.0,5,1.6,1.2,42.11,47.37,2.0,3,2.0,2.2,1.81,1.11,1.79,1.53,1
2025-05-14,SP1,18:00,Alaves,Valencia,H,D,2024/2025,40.0,11,0.0,3,1.2,0.4,42.11,15.79,1.4,5,0.6,3.0,1.49,0.74,1.79,0.89,0
2025-05-23,SP1,20:00,Betis,Valencia,D,H,2024/2025,40.0,14,60.0,2,1.2,2.0,42.11,57.89,1.4,4,1.2,1.59,2.68,1.68,1.79,1.11,0
2024-08-25,SP1,16:00,Real Madrid,Valladolid,H,D,2024/2025,100.0,17,100.0,2,3.0,3.0,84.21,63.16,0.0,9,0.0,1.41,3.35,2.37,3.05,1.0,1
2024-08-31,SP1,16:00,Barcelona,Valladolid,H,H,2024/2025,100.0,23,100.0,2,5.0,4.5,84.21,68.42,0.0,10,0.5,1.42,3.3,2.74,3.05,1.05,1
2024-09-15,SP1,13:00,Celta,Valladolid,H,H,2024/2025,100.0,14,100.0,1,4.33,2.67,84.21,57.89,0.33,7,1.0,1.87,2.14,1.68,3.05,1.11,1
2024-09-24,SP1,18:00,Sevilla,Valladolid,H,H,2024/2025,100.0,22,50.0,2,3.75,1.0,84.21,26.32,0.5,5,1.25,2.12,1.87,0.89,3.05,1.21,1
2024-10-18,SP1,20:00,Alaves,Valladolid,A,D,2024/2025,100.0,10,60.0,4,3.4,1.2,84.21,15.79,1.0,4,1.4,2.32,1.75,0.74,3.05,0.89,1
2024-11-02,SP1,13:00,Osasuna,Valladolid,H,H,2024/2025,80.0,20,80.0,4,3.0,2.2,84.21,57.89,1.0,4,1.4,2.16,1.85,1.74,3.05,1.21,0
2024-11-22,SP1,20:00,Getafe,Valladolid,H,D,2024/2025,60.0,12,0.0,3,2.0,1.2,84.21,26.32,1.0,5,0.6,2.88,1.53,0.79,3.05,1.0,0
2024-12-07,SP1,13:00,Las Palmas,Valladolid,H,D,2024/2025,60.0,11,40.0,2,1.8,1.2,84.21,47.37,1.0,5,1.2,2.12,1.88,1.11,3.05,1.53,1
2024-12-20,SP1,20:00,Girona,Valladolid,H,H,2024/2025,60.0,23,80.0,1,2.0,2.2,84.21,68.42,0.8,7,1.6,1.9,2.08,1.42,3.05,1.58,1
2025-01-17,SP1,20:00,Espanol,Valladolid,H,H,2024/2025,60.0,12,40.0,4,2.0,1.4,84.21,36.84,0.4,4,0.8,2.62,1.6,1.21,3.05,1.05,1
2025-02-01,SP1,15:15,Villarreal,Valladolid,H,H,2024/2025,80.0,22,80.0,2,2.8,2.6,84.21,73.68,0.6,8,1.2,1.46,3.15,2.26,3.05,1.42,1
2025-02-07,SP1,20:00,Vallecano,Valladolid,H,D,2024/2025,80.0,20,80.0,3,2.6,1.8,84.21,52.63,0.6,6,1.4,2.16,1.84,1.26,3.05,1.37,0
2025-02-23,SP1,13:00,Ath Bilbao,Valladolid,H,H,2024/2025,80.0,29,60.0,3,3.6,2.8,84.21,36.84,0.6,16,0.4,1.73,2.34,1.68,3.05,0.68,1
2025-03-08,SP1,17:30,Valencia,Valladolid,H,D,2024/2025,80.0,17,60.0,4,3.4,1.4,84.21,47.37,0.8,4,1.0,2.02,1.95,1.37,3.05,1.05,1
2025-03-29,SP1,13:00,Sociedad,Valladolid,H,H,2024/2025,80.0,12,80.0,5,3.4,1.4,84.21,42.11,0.8,2,1.2,1.97,2.0,1.05,3.05,1.05,1
2025-04-14,SP1,20:00,Ath Madrid,Valladolid,H,H,2024/2025,80.0,24,40.0,3,3.2,2.0,84.21,52.63,1.0,9,1.4,1.49,2.96,2.21,3.05,0.79,1
2025-04-24,SP1,20:30,Betis,Valladolid,H,D,2024/2025,100.0,16,80.0,5,4.0,2.2,84.21,57.89,1.2,6,1.0,1.43,3.25,1.68,3.05,1.11,1
2025-05-10,SP1,17:30,Mallorca,Valladolid,H,D,2024/2025,100.0,12,60.0,7,3.0,1.2,84.21,47.37,1.2,4,1.0,1.87,2.12,1.05,3.05,1.11,1
2025-05-24,SP1,17:30,Leganes,Valladolid,H,H,2024/2025,100.0,16,40.0,2,3.2,1.6,84.21,47.37,1.0,6,1.0,1.62,2.54,1.21,3.05,1.42,1
2024-08-18,SP1,18:00,Sociedad,Vallecano,A,D,2024/2025,100.0,11,100.0,5,1.0,1.0,36.84,42.11,2.0,5,2.0,2.72,1.57,1.05,1.0,1.05,1
2024-08-24,SP1,20:30,Getafe,Vallecano,D,D,2024/2025,50.0,12,0.0,1,0.5,0.0,36.84,26.32,1.0,0,0.0,3.5,1.38,0.79,1.0,1.0,0
2024-08-31,SP1,18:15,Espanol,Vallecano,H,D,2024/2025,66.67,10,50.0,5,1.0,1.0,36.84,36.84,1.0,5,1.0,3.05,1.47,1.21,1.0,1.05,1
2024-09-25,SP1,18:00,Girona,Vallecano,D,D,2024/2025,50.0,11,66.67,0,0.75,1.67,36.84,68.42,0.75,0,1.33,2.04,1.95,1.42,1.0,1.58,0
2024-10-05,SP1,17:30,Valladolid,Vallecano,A,D,2024/2025,60.0,13,40.0,3,0.8,0.6,36.84,47.37,1.0,5,0.8,2.84,1.53,0.58,1.0,1.68,1
2024-10-20,SP1,13:00,Mallorca,Vallecano,H,D,2024/2025,40.0,19,20.0,2,0.8,0.8,36.84,47.37,0.6,5,0.6,2.88,1.52,1.05,1.0,1.11,0
2024-11-24,SP1,15:15,Sevilla,Vallecano,H,H,2024/2025,40.0,11,20.0,1,1.0,1.0,36.84,26.32,0.6,3,0.6,2.38,1.7,0.89,1.0,1.21,0
2024-12-07,SP1,17:30,Valencia,Vallecano,A,A,2024/2025,20.0,14,40.0,1,0.6,1.6,36.84,47.37,0.6,6,1.2,2.88,1.52,1.37,1.0,1.05,0
2024-12-18,SP1,20:30,Villarreal,Vallecano,D,D,2024/2025,20.0,14,60.0,3,0.8,1.6,36.84,73.68,0.8,5,1.2,1.9,2.08,2.26,1.0,1.42,0
2024-12-22,SP1,20:00,Betis,Vallecano,D,H,2024/2025,0.0,14,40.0,4,0.8,1.4,36.84,57.89,0.6,5,1.0,2.16,1.84,1.68,1.0,1.11,0
