country,league,alert,verif,datameci,orameci,etapa,txtechipa1,place1,txtechipa2,place2,underprob,underoddsc,cotau,overprob,overoddsc,cotao,homeprob,homeoddsc,cotaa,drawprob,drawoddsc,cotae,awayprob,awayoddsc,cotad,score,validated,result,scor1,scor2,scorp1,scorp2,elohomeo,eloawayo,elodiff,totalgh,totalga,totaldiff,scoredh,scoreda,scodiff,receivedh,receiveda,recdiff,ggh,gga,ngh,nga,gh0,gh1,gh2,gh3,gh4,ga0,ga1,ga2,ga3,ga4,goalminh,goalmina,formah,formaa,codechipa1,codechipa2
England,Premier L,,,5/14/2023,1700,36,Brentford,9 (8),West Ham,15 (17),52.901,1.89,1.79,47.099,2.123,2.12,47.382,2.11,1.83,25.674,3.895,3.7,26.944,3.711,4.79,1-0 (12.28); 1-1 (11.53); 2-0 ( 8.35); 0-0 ( 8.14); 2-1 ( 7.84);,650,2-0 (2-0),2,0,2,0,1769,1712,57,2.753,2.788,-0.034,1.37,1.34,0.03,1.384,1.448,-0.065,53.425,53.581,46.575,46.419,22.6,34.1,23.2,13.3,4.6,36,33.8,22,6.1,2.1,,,10,-4,01059,01022
England,Premier L,,,5/14/2023,1700,36,Everton,17 (18),Man City,1 (2),42.551,2.35,2.35,57.449,1.741,1.65,13.683,7.308,8.35,19.77,5.058,5.27,66.547,1.503,1.39,1-1 (11.15); 0-1 (10.67); 1-2 (10.35); 0-2 ( 9.90); 1-3 ( 8.38);,105,0-3 (0-2),0,3,0,2,1643,2108,-465,2.676,3.295,-0.619,1.31,2.42,-1.11,1.366,0.875,0.491,50.663,50.532,49.337,49.468,40.1,41.9,11.4,5.7,0,11.6,26.6,24.7,20,11.4,,,-5,5,01017,01009
England,Premier L,,,5/14/2023,1930,36,Arsenal,2 (3),Brighton,7 (4),39.037,2.562,2.74,60.963,1.64,1.48,69.529,1.438,1.74,17.523,5.707,4.39,12.948,7.723,4.48,2-0 (12.12); 2-1 (10.74); 1-0 ( 8.88); 1-1 ( 7.87); 3-0 ( 7.33);,246,0-3 (0-0),0,3,0,0,2005,1759,246,2.96,2.493,0.467,1.812,1.135,0.677,1.149,1.359,-0.21,53.581,50.673,46.419,49.327,10.9,21.1,28.8,17.4,13.4,42.1,37.3,13.8,5.2,1.2,,90,0,-12,01018,01036
England,Premier L,,,5/15/2023,2300,36,Leicester,18 (19),Liverpool,5 (9),46.825,2.136,2.63,53.175,1.881,1.51,20.233,4.942,4.63,21.7,4.608,4.27,58.067,1.722,1.74,0-2 (12.02); 0-1 (10.70); 1-2 ( 9.75); 1-1 ( 8.68); 0-0 ( 7.19);,158,0-3 (0-2),0,3,0,2,1613,1936,-323,2.923,3.114,-0.191,1.519,2.072,-0.552,1.404,1.042,0.362,56.637,53.05,43.363,46.95,41.3,33.5,13.9,10.1,1.2,17.4,25.9,29.1,17,6.3,,,3,8,01042,01002
England,Premier L,,,5/18/2023,2230,25,Newcastle,3 (6),Brighton,6 (4),49.536,2.019,2.54,50.464,1.982,1.57,53.321,1.875,1.8,23.749,4.211,4.2,22.931,4.361,4.33,1-0 (11.02); 2-0 (10.14); 1-1 ( 9.84); 2-1 ( 9.06); 0-0 ( 7.80);,268,4-1 (2-0),4,1,2,0,1885,1820,65,2.637,2.496,0.142,1.177,1.143,0.034,1.46,1.353,0.107,48.083,50.446,51.917,49.554,20.3,28.7,26.4,16,5.5,38.4,34.3,18.6,7,1.4,90,,1,-12,01016,01036
England,Premier L,,,5/20/2023,1530,37,Tottenham,7 (5),Brentford,9 (11),53.876,1.856,2.21,46.124,2.168,1.74,40.711,2.456,2.03,26.762,3.737,3.86,32.527,3.074,3.69,1-1 (13.07); 1-0 (12.19); 0-1 ( 8.37); 1-2 ( 8.23); 0-0 ( 7.81);,574,1-3 (1-0),1,3,1,0,1770,1786,-16,2.918,2.743,0.175,1.778,1.378,0.399,1.14,1.365,-0.225,51.852,52.703,48.148,47.297,24.4,38.1,22.4,10.8,3.6,32,34.3,21.6,8.7,2.9,,,-4,10,01001,01059
England,Premier L,,,5/20/2023,1800,37,Bournemouth,14 (16),Man Utd,4 (5),49.495,2.02,2.79,50.505,1.98,1.47,30.286,3.302,7.42,24.811,4.03,5.39,44.903,2.227,1.41,1-1 (10.12); 1-0 ( 9.24); 0-1 ( 8.92); 0-0 ( 8.14); 1-2 ( 8.07);,206,0-1 (0-1),0,1,0,1,1597,1847,-250,2.996,2.687,0.309,1.23,1.615,-0.385,1.765,1.072,0.694,52.212,50.928,47.788,49.072,31.2,35.4,22.8,8.2,2.4,26.1,28.6,22.8,15,4.8,,,-6,-6,01063,01020
England,Premier L,,,5/20/2023,1800,37,Fulham,10 (11),C Palace,12 (13),54.402,1.838,1.65,45.598,2.193,2.36,43.486,2.3,2.44,26.191,3.818,3.3,30.323,3.298,3.24,1-0 (12.21); 1-1 (11.11); 0-0 ( 9.05); 2-0 ( 8.31); 0-1 ( 8.24);,696,2-2 (1-1),2,2,1,1,1727,1720,7,2.807,2.521,0.286,1.02,1.122,-0.102,1.787,1.399,0.387,52.667,46.825,47.333,53.175,25.5,34.4,23.4,11,4.3,35.5,32.3,21.5,8.1,2.4,,,-2,-9,01010,01012
England,Premier L,,,5/20/2023,1800,37,Liverpool,5 (2),Aston Villa,8 (8),48.739,2.052,2.73,51.261,1.951,1.5,59.251,1.688,1.48,22.003,4.545,5,18.746,5.334,6.46,2-0 (11.15); 1-0 (10.94); 2-1 (10.13); 1-1 ( 9.94); 0-0 ( 7.48);,192,1-1 (0-1),1,1,0,1,1951,1832,119,3.114,2.644,0.47,2.074,1.11,0.964,1.04,1.534,-0.494,52.91,48.106,47.09,51.894,18.1,26.5,27,14.5,9.3,41.3,37.5,13.5,5.2,2,,,8,-7,01002,01003
England,Premier L,,,5/20/2023,1800,37,Wolves,13 (10),Everton,17 (14),53.357,1.874,1.94,46.643,2.144,1.96,44.821,2.231,3.24,25.517,3.919,3.58,29.662,3.371,2.37,1-0 (11.61); 1-1 (10.24); 2-0 ( 9.35); 0-0 ( 9.17); 2-1 ( 8.25);,407,1-1 (1-0),1,1,1,0,1677,1635,42,2.314,2.677,-0.363,1.074,1.307,-0.232,1.239,1.37,-0.131,45.213,50.529,54.787,49.471,25.2,31.9,25.7,11.7,4.6,36.4,32.1,19.4,8.3,3.1,,90,3,14,01031,01017
England,Premier L,,,5/20/2023,2030,37,Nottingham,16 (12),Arsenal,2 (1),45.44,2.201,2.17,54.56,1.833,1.76,18.576,5.383,5.28,21.014,4.759,4.23,60.41,1.655,1.66,0-2 (12.87); 1-2 ( 9.75); 0-1 ( 9.50); 0-3 ( 7.63); 0-0 ( 7.46);,139,1-0 (1-0),1,0,1,0,1607,1943,-336,2.861,2.96,-0.099,1,1.807,-0.807,1.861,1.153,0.708,50,53.439,50,46.561,42.6,32.3,15.8,8.6,0.7,17.5,22.3,30.2,17.9,6.4,,,11,-3,01037,01018
England,Premier L,,,5/21/2023,1630,37,West Ham,15 (14),Leeds,18 (19),57.417,1.742,2.07,42.583,2.348,1.83,50.809,1.968,2.74,26.26,3.808,3.56,22.932,4.361,2.65,1-0 (14.67); 1-1 (12.67); 2-0 (10.05); 0-0 ( 8.90); 2-1 ( 8.69);,188,3-1 (1-1),3,1,1,1,1694,1562,132,2.786,3.161,-0.375,1.336,1.339,-0.003,1.45,1.821,-0.372,53.439,58.036,46.561,41.964,21.6,35.6,24.4,12.7,4.7,41.2,35.6,15.9,5.8,1.5,90,,-4,-4,01022,01035
England,Premier L,,,5/21/2023,1700,37,Brighton,6 (9),Southampton,20 (16),57.625,1.735,3.43,42.375,2.36,1.33,64.375,1.553,1.21,21.75,4.598,7.65,13.875,7.207,13.5,2-0 (18.00); 1-0 (15.00); 0-0 (12.00); 2-1 ( 6.75); 4-0 ( 6.00);,40,3-1 (2-0),3,1,2,0,1800,1484,316,2.507,2.677,-0.171,1.142,1.222,-0.08,1.364,1.455,-0.091,50.667,51.323,49.333,48.677,20,25,30,7.5,10,60,22.5,12.5,5,0,,,-12,-13,01036,01004
England,Premier L,,,5/21/2023,1900,37,Man City,1 (1),Chelsea,11 (10),35.405,2.824,1.83,64.595,1.548,2.07,78.037,1.281,1.6,13.741,7.277,4.2,8.221,12.163,5.96,2-0 (14.03); 3-0 (10.52); 1-0 ( 9.22); 2-1 ( 9.07); 3-1 ( 6.80);,114,1-0 (1-0),1,0,1,0,2115,1672,443,3.294,2.753,0.541,2.422,1.729,0.692,0.873,1.024,-0.151,50.398,49.072,49.602,50.928,6.6,18.4,28,21,12.2,50.1,32.4,11.4,6.1,0,,,3,0,01009,01019
England,Premier L,,,5/22/2023,2300,37,Newcastle,3 (5),Leicester,19 (15),43.993,2.273,2.61,56.007,1.785,1.54,69.79,1.433,1.33,18.131,5.515,5.92,12.079,8.279,9.37,2-0 (14.59); 3-0 (10.72); 2-1 (10.33); 1-0 ( 9.66); 3-1 ( 7.59);,175,0-0 (0-0),0,0,0,0,1904,1597,307,2.644,2.924,-0.279,1.185,1.515,-0.329,1.459,1.409,0.05,48.235,56.471,51.765,43.529,13.5,20,30.2,22.2,9.7,48.3,34.2,13.1,3.4,0.5,,,-9,-2,01016,01042
England,Premier L,,,5/24/2023,2300,32,Brighton,6 (9),Man City,1 (2),40.553,2.466,2.73,59.447,1.682,1.49,17.949,5.571,3.8,21.652,4.619,4.24,60.399,1.656,1.91,1-2 (12.05); 0-2 (11.14); 1-1 ( 9.40); 0-1 ( 8.69); 1-3 ( 7.53);,99,1-1 (1-1),1,1,1,1,1805,2116,-311,2.513,3.288,-0.775,1.15,2.418,-1.268,1.363,0.87,0.492,50.885,50.265,49.115,49.735,34.5,37.3,20.2,7,1,12.3,25.2,32.3,20.2,7,,,-3,3,01036,01009
England,Premier L,,,5/25/2023,2300,32,Man Utd,4 (4),Chelsea,12 (11),47.595,2.101,2.3,52.405,1.908,1.68,60.044,1.665,1.55,22.416,4.461,4.39,17.539,5.701,6.53,2-0 (11.50); 2-1 (11.13); 1-0 (10.68); 1-1 (10.33); 3-0 ( 6.42);,380,4-1 (2-0),4,1,2,0,1858,1670,188,2.683,2.749,-0.066,1.614,1.725,-0.111,1.069,1.024,0.045,50.794,48.942,49.206,51.058,16,27.1,29.2,16.3,6.8,39.4,38.1,16.8,5.2,0.5,,,-5,7,01020,01019
England,Premier L,,,5/28/2023,1930,38,Arsenal,2 (4),Wolves,13 (18),43.683,2.289,3.14,56.317,1.776,1.37,64.072,1.561,1.28,20.422,4.897,6.28,15.506,6.449,9.77,2-1 (13.46); 2-0 (12.38); 1-1 ( 9.36); 1-0 ( 8.61); 3-1 ( 6.91);,304,5-0 (3-0),5,0,3,0,1911,1669,242,2.955,2.312,0.643,1.802,1.074,0.728,1.153,1.238,-0.085,53.298,45.503,46.702,54.497,14.2,22.6,32.5,16.7,9.5,38.1,41.4,14.4,5.5,0.6,,,-13,-1,01018,01031
England,Premier L,,,5/28/2023,1930,38,Aston Villa,7 (7),Brighton,6 (4),51.296,1.949,2.61,48.704,2.053,1.52,46.473,2.152,1.88,25.692,3.892,4.07,27.835,3.593,3.95,1-1 (12.07); 2-1 (10.09); 1-0 ( 9.98); 0-1 ( 9.04); 2-0 ( 8.35);,350,2-1 (2-1),2,1,2,1,1843,1815,28,2.642,2.511,0.13,1.109,1.15,-0.04,1.532,1.361,0.171,48.302,51.101,51.698,48.899,23.3,31.1,26,14.2,4.2,32.1,38.8,18.8,8.5,1.1,,,-4,-3,01003,01036
England,Premier L,,,5/28/2023,1930,38,Brentford,9 (9),Man City,1 (2),41.385,2.416,2.05,58.615,1.706,1.86,19.925,5.019,3.46,21.272,4.701,3.66,58.803,1.701,2.25,0-2 (10.09); 0-1 ( 9.73); 1-2 ( 9.45); 1-1 ( 9.11); 0-3 ( 7.84);,97,1-0 (0-0),1,0,0,0,1823,2105,-282,2.76,3.285,-0.525,1.4,2.414,-1.014,1.36,0.871,0.489,53.333,50.396,46.667,49.604,36.3,34,20.6,6.1,2,13.7,26.8,27.8,21.6,6.1,,,11,3,01059,01009
England,Premier L,,,5/28/2023,1930,38,Chelsea,12 (15),Newcastle,4 (3),51.152,1.955,2.56,48.848,2.047,1.56,27.453,3.643,2.76,25.324,3.949,3.82,47.223,2.118,2.48,1-1 (12.20); 0-1 ( 9.95); 1-0 ( 9.58); 1-2 ( 8.83); 0-0 ( 7.82);,318,1-1 (1-1),1,1,1,1,1658,1887,-229,2.755,2.636,0.118,1.723,1.182,0.541,1.032,1.455,-0.423,49.077,48.094,50.923,51.906,32.3,39.6,18.2,8.4,1.5,24.2,30.8,22.3,13.8,6.2,,,7,-10,01019,01016
England,Premier L,,,5/28/2023,1930,38,C Palace,11 (14),Nottingham,16 (20),54.646,1.83,2.06,45.354,2.205,1.83,47.104,2.123,1.62,25.646,3.899,4.19,27.251,3.67,5.75,1-0 (12.47); 1-1 (10.50); 2-0 (10.00); 0-0 ( 9.34); 2-1 ( 8.42);,485,1-1 (0-1),1,1,0,1,1725,1638,87,2.525,2.811,-0.286,1.124,1,0.124,1.401,1.811,-0.41,46.966,48.649,53.034,51.351,24.2,32.3,25.9,12.1,4.1,38.6,32.5,18.5,7.6,2.2,,,4,10,01012,01037
England,Premier L,,,5/28/2023,1930,38,Everton,17 (18),Bournemouth,15 (13),53.019,1.886,2.17,46.981,2.129,1.74,48.658,2.055,1.65,25.307,3.952,4.26,26.035,3.841,5.31,1-0 (12.35); 1-1 (11.92); 2-0 ( 8.83); 2-1 ( 8.52); 0-0 ( 8.27);,201,1-0 (0-0),1,0,0,0,1642,1585,57,2.675,2.987,-0.311,1.306,1.225,0.081,1.369,1.762,-0.393,50.66,51.982,49.34,48.018,22.3,33.3,23.8,13.9,5.4,37.1,35.8,16.4,7.9,1.9,,,21,-15,01017,01063
England,Premier L,,,5/28/2023,1930,38,Leeds,19 (16),Tottenham,8 (10),55.033,1.817,2.54,44.967,2.224,1.55,29.076,3.439,2.8,26.022,3.843,3.95,44.902,2.227,2.39,1-1 (10.44); 1-0 (10.33); 1-2 (10.00); 0-1 ( 9.88); 0-0 ( 9.77);,173,1-4 (0-1),1,4,0,1,1549,1732,-183,3.168,2.921,0.247,1.336,1.776,-0.439,1.832,1.145,0.687,58.407,51.979,41.593,48.021,34.9,36.9,18.4,7.5,2.3,28,28.3,27.1,9.2,5.7,,90,-4,-10,01035,01001
England,Premier L,,,5/28/2023,1930,38,Leicester,18 (19),West Ham,14 (17),53.741,1.861,2.5,46.259,2.162,1.57,38.811,2.577,2.11,26.146,3.825,4.01,35.043,2.854,3.29,1-0 (11.45); 1-1 (10.92); 0-0 ( 9.06); 0-1 ( 8.64); 1-2 ( 7.74);,397,2-1 (1-0),2,1,1,0,1613,1706,-93,2.915,2.789,0.126,1.51,1.34,0.17,1.405,1.449,-0.044,56.305,53.562,43.695,46.438,27.7,35,23.1,10.3,3.2,32.7,31.2,22.1,9.3,3.2,,,-11,3,01042,01022
England,Premier L,,,5/28/2023,1930,38,Man Utd,3 (2),Fulham,10 (6),47.447,2.108,3.01,52.553,1.903,1.41,57.778,1.731,1.49,22.698,4.406,5.09,19.524,5.122,6.14,2-0 (10.52); 1-0 (10.33); 2-1 (10.14); 1-1 ( 9.95); 0-0 ( 6.84);,397,2-1 (1-1),2,1,1,1,1869,1721,148,2.689,2.815,-0.126,1.62,1.026,0.594,1.069,1.788,-0.719,50.923,52.98,49.077,47.02,17.8,26.9,27.4,16.1,6.5,38.4,37,18.1,5.5,1,,,-5,9,01020,01010
England,Premier L,,,5/28/2023,1930,38,Southampton,20 (20),Liverpool,5 (8),35.6,2.809,3.23,64.4,1.553,1.36,11.911,8.396,5.77,19.489,5.131,4.87,68.6,1.458,1.53,1-1 (10.40); 1-2 (10.40); 0-1 ( 8.35); 0-2 ( 8.35); 1-3 ( 6.91);,12,4-4 (2-2),4,4,2,2,1478,1939,-461,2.681,3.111,-0.43,1.222,2.071,-0.85,1.459,1.04,0.42,51.451,53.034,48.549,46.966,33.4,41.6,25,0,0,8.5,25,25,16.6,8.3,,,-13,5,01004,01002
England,Premier L,,,8/11/2023,2300,01,Burnley,6 (6),Man City,13 (13),44.1,2.268,2.35,55.9,1.789,1.65,14.476,6.908,9.62,20.274,4.932,5.81,65.25,1.533,1.33,1-2 (11.66); 0-2 (11.16); 1-1 (10.49); 0-1 (10.04); 1-3 ( 9.07);,179,0-3 (0-2),0,3,0,2,1676,2075,-399,2.372,3.279,-0.907,0.97,2.408,-1.438,1.402,0.871,0.531,44.737,50.263,55.263,49.737,40,41.8,12.2,5,0,13.2,25.1,27.9,21.7,8.3,,,0,0,01030,01009
England,Premier L,,,8/12/2023,1530,01,Arsenal,1 (1),Nottingham,16 (16),43.475,2.3,2.65,56.525,1.769,1.49,65.679,1.523,1.19,19.747,5.064,8,14.574,6.861,16,2-1 (13.48); 2-0 (12.58); 1-1 ( 9.37); 1-0 ( 8.74); 3-1 ( 7.14);,264,2-1 (2-0),2,1,2,0,1920,1647,273,2.961,2.789,0.171,1.811,1,0.811,1.15,1.789,-0.639,53.158,50,46.842,50,13.6,22.3,32.1,17,9.8,39.2,42,12.8,4.9,1.1,,,0,0,01018,01037
England,Premier L,,,8/12/2023,1800,01,Bournemouth,3 (3),West Ham,19 (19),56.045,1.784,2.18,43.956,2.275,1.76,35.277,2.835,2.75,26.494,3.774,3.6,38.229,2.616,2.63,1-0 (12.35); 1-1 (10.97); 0-0 (10.26); 0-1 ( 9.11); 1-2 ( 8.50);,241,1-1 (0-0),1,1,0,0,1573,1686,-113,2.978,2.789,0.189,1.219,1.339,-0.12,1.759,1.45,0.309,51.754,53.684,48.246,46.316,31,37.3,19,10.3,2,33.1,29.4,22.8,8.2,4.5,,,0,0,01063,01022
England,Premier L,,,8/12/2023,1800,01,Brighton,5 (5),Luton,12 (12),56.115,1.782,2.54,43.885,2.279,1.56,63.371,1.578,1.27,21.853,4.576,6.36,14.777,6.767,11.36,1-0 (16.11); 2-0 (14.55); 0-0 ( 9.29); 1-1 ( 9.00); 3-0 ( 8.81);,140,4-1 (1-0),4,1,1,0,1802,1550,252,2.513,0,2.513,1.149,0,1.149,1.364,0,1.364,51.316,0,48.684,0,17.3,30,27.1,16.4,6.4,53.7,30,11.4,2.1,1.4,90,,0,0,01036,01048
England,Premier L,,,8/12/2023,1800,01,Everton,9 (9),Fulham,10 (10),52.631,1.9,1.72,47.369,2.111,2.23,40.58,2.464,2.39,25.708,3.89,3.32,33.712,2.966,3.3,1-0 (11.36); 1-1 (10.28); 0-0 ( 8.97); 0-1 ( 8.12); 2-0 ( 8.06);,561,0-1 (0-0),0,1,0,0,1653,1713,-60,2.671,2.816,-0.145,1.305,1.026,0.279,1.366,1.789,-0.424,50.526,53.289,49.474,46.711,26.7,33.8,24,10.5,4,33.6,30.4,21.9,10.3,3,,,0,0,01017,01010
England,Premier L,,,8/12/2023,1800,01,Sheff Utd,17 (17),C Palace,7 (7),54.802,1.825,1.56,45.198,2.212,2.59,32.914,3.038,3.98,26.107,3.83,3.22,40.98,2.44,2.17,1-0 (11.82); 1-1 (11.35); 1-2 ( 9.79); 0-0 ( 9.45); 0-1 ( 9.08);,223,0-1 (0-0),0,1,0,0,1565,1715,-150,2.118,2.524,-0.405,0.776,1.124,-0.347,1.342,1.4,-0.058,35.526,47.105,64.474,52.895,31.2,39,17.4,9.4,2.6,30.3,29.1,25.1,8.5,5.3,,,0,0,01024,01012
England,Premier L,,,8/12/2023,2030,01,Newcastle,15 (15),Aston Villa,2 (2),46.926,2.131,2.23,53.074,1.884,1.72,47.502,2.105,1.68,24.394,4.099,4.2,28.104,3.558,5.29,1-1 (10.40); 1-0 ( 9.79); 2-1 ( 9.11); 2-0 ( 8.58); 0-1 ( 7.04);,235,5-1 (2-1),5,1,2,1,1879,1855,24,2.635,2.643,-0.008,1.181,1.113,0.069,1.453,1.53,-0.077,48.246,48.496,51.754,51.504,20.7,30.6,26.8,14.4,4.6,32,34,21.7,10.2,1.7,90,,0,0,01016,01003
England,Premier L,,,8/13/2023,1700,01,Brentford,4 (4),Tottenham,18 (18),50.154,1.994,2.16,49.846,2.006,1.77,54.721,1.827,2.62,23.796,4.202,3.54,21.483,4.655,2.8,1-0 (10.84); 2-0 (10.45); 1-1 (10.16); 2-1 ( 9.80); 0-0 ( 7.82);,407,2-2 (2-2),2,2,2,2,1852,1758,94,2.737,2.926,-0.189,1.395,1.782,-0.387,1.342,1.145,0.197,52.632,52.105,47.368,47.895,20.2,28,27,15.2,5.6,38.7,36.3,17.6,6.8,0.4,,,0,0,01059,01001
England,Premier L,,,8/13/2023,1930,01,Chelsea,8 (8),Liverpool,11 (11),49.168,2.034,2.66,50.832,1.967,1.53,24.518,4.079,3.21,24.105,4.149,3.89,51.377,1.946,2.2,1-1 (11.39); 0-1 (11.14); 1-0 ( 7.94); 1-2 ( 7.87); 0-0 ( 7.77);,283,1-1 (1-1),1,1,1,1,1665,1923,-258,2.753,3.124,-0.371,1.721,2.076,-0.355,1.032,1.047,-0.016,49.211,53.158,50.789,46.842,36.3,37.1,15.1,9.8,1.7,21.4,30.7,21.2,16.6,7,,,0,0,01019,01002
England,Premier L,,,8/14/2023,0000,01,Man Utd,13 (13),Wolves,19 (20),45.126,2.216,2.38,54.874,1.822,1.63,63.159,1.583,1.27,21.187,4.72,6.3,15.654,6.388,12.25,2-0 (11.90); 2-1 (11.81); 1-0 ( 9.97); 1-1 ( 9.89); 3-0 ( 6.54);,324,1-0 (0-0),1,0,0,0,1876,1659,217,2.689,2.326,0.363,1.621,1.068,0.553,1.068,1.258,-0.189,51.053,45.263,48.947,54.737,14.1,25.3,30.2,16.6,8.9,39.4,39.1,16.3,4.6,0.6,,,0,0,01020,01031
England,Premier L,,,8/18/2023,2245,02,Nottingham,14 (14),Sheff Utd,16 (16),53.651,1.864,1.7,46.349,2.158,2.27,50.044,1.998,1.94,25.591,3.908,3.51,24.365,4.104,4.48,1-0 (14.82); 1-1 (12.79); 2-0 ( 9.53); 2-1 ( 8.23); 1-2 ( 7.22);,117,2-1 (1-0),2,1,1,0,1642,1547,95,2.795,2.104,0.691,1,0.766,0.234,1.795,1.338,0.457,51.282,35.065,48.718,64.935,18.2,38.4,24.7,12.8,5.9,38.6,33.3,18.8,8.5,0.8,,,0,0,01037,01024
England,Premier L,,,8/19/2023,1800,02,Fulham,6 (10),Brentford,8 (9),55.622,1.798,1.75,44.378,2.253,2.19,35.824,2.791,2.87,27.396,3.65,3.22,36.78,2.719,2.75,1-1 (14.10); 1-0 (12.46); 0-1 ( 9.12); 0-0 ( 8.06); 1-2 ( 8.04);,453,0-3 (0-1),0,3,0,1,1735,1841,-106,2.804,2.753,0.051,1.026,1.403,-0.376,1.778,1.351,0.427,52.941,53.247,47.059,46.753,26.5,41,22,8.1,2.4,30.4,34.4,19.6,10.1,4.4,,90,0,0,01010,01059
England,Premier L,,,8/19/2023,1800,02,Liverpool,12 (11),Bournemouth,10 (8),47.73,2.095,3.48,52.27,1.913,1.33,71.945,1.39,1.2,17.986,5.56,8.25,10.069,9.931,13,2-0 (14.11); 1-0 (13.61); 3-0 (12.67); 2-1 ( 7.91); 1-1 ( 7.63);,113,3-1 (2-1),3,1,2,1,1914,1573,341,3.121,2.974,0.147,2.073,1.218,0.855,1.047,1.755,-0.708,53.281,51.965,46.719,48.035,12.7,24.7,25.6,23,10.6,55.1,30.9,11.5,1.7,0,,,0,0,01002,01063
England,Premier L,,,8/19/2023,1800,02,Wolves,17 (17),Brighton,2 (10),53.892,1.856,2.6,46.108,2.169,1.55,35.581,2.811,4.11,26.849,3.725,4.21,37.571,2.662,1.83,1-1 (13.44); 1-0 (12.60); 1-2 ( 9.24); 0-1 ( 8.10); 0-0 ( 7.59);,449,1-4 (0-1),1,4,0,1,1653,1810,-157,2.319,2.524,-0.205,1.063,1.162,-0.099,1.257,1.362,-0.106,45.026,51.528,54.974,48.472,25.3,42,22,7.7,2.8,30,32,22,11.5,3.3,,,0,0,01031,01036
England,Premier L,,,8/19/2023,2030,02,Tottenham,9 (15),Man Utd,7 (14),49.699,2.012,2.61,50.301,1.988,1.54,34.453,2.903,3.07,25.118,3.981,3.87,40.43,2.473,2.28,1-1 (10.52); 1-0 ( 9.31); 0-1 ( 9.05); 0-0 ( 8.01); 2-1 ( 7.73);,351,2-0 (0-0),2,0,0,0,1768,1881,-113,2.929,2.685,0.244,1.782,1.619,0.163,1.147,1.066,0.081,52.231,50.919,47.769,49.081,28.9,33.6,24.7,10.2,2.2,27.7,31.3,20.7,13.3,5.6,,,0,0,01001,01020
England,Premier L,,,8/19/2023,2300,02,Man City,3 (13),Newcastle,1 (15),39.619,2.524,2.05,60.381,1.656,1.86,68.944,1.45,1.87,20.457,4.888,3.84,10.599,9.435,4.37,2-1 (14.10); 1-1 (13.45); 3-1 ( 9.60); 2-0 ( 9.45); 1-0 ( 9.01);,78,1-0 (1-0),1,0,1,0,2085,1905,180,3.278,2.644,0.634,2.409,1.192,1.217,0.869,1.452,-0.583,50.131,48.397,49.869,51.603,7.9,26.9,28.2,19.2,12.8,33.5,50,14.1,1.2,1.2,,,0,0,01009,01016
England,Premier L,,,8/20/2023,1700,02,Aston Villa,20 (8),Everton,15 (13),50.442,1.982,2.14,49.558,2.018,1.78,60.185,1.662,1.85,22.397,4.465,3.92,17.418,5.741,4.38,2-0 (13.25); 1-0 (12.63); 2-1 ( 9.87); 1-1 ( 9.41); 3-0 ( 7.35);,354,4-0 (2-0),4,0,2,0,1828,1630,198,2.655,2.667,-0.011,1.112,1.302,-0.189,1.543,1.365,0.178,48.689,50.394,51.311,49.606,16.1,28.5,29.9,16.6,6.2,44.3,33,16.9,4.5,0.8,,,0,0,01003,01017
England,Premier L,,,8/20/2023,1930,02,West Ham,13 (16),Chelsea,11 (12),52.637,1.9,2.19,47.363,2.111,1.75,44.809,2.232,3.25,25.601,3.906,3.65,29.59,3.38,2.27,1-0 (11.30); 1-1 (10.34); 2-0 ( 9.25); 0-0 ( 8.65); 2-1 ( 8.46);,599,3-1 (1-1),3,1,1,1,1685,1673,12,2.787,2.751,0.037,1.339,1.719,-0.381,1.449,1.031,0.417,53.806,49.344,46.194,50.656,24.5,32,26.2,12.1,4.1,35.3,32.3,21.2,7.8,2.8,90,,0,0,01022,01019
England,Premier L,,,8/21/2023,2300,02,C Palace,5 (10),Arsenal,4 (7),49.854,2.006,1.79,50.146,1.994,2.12,25.037,3.994,4.51,24.467,4.087,3.53,50.496,1.98,1.93,1-1 (11.91); 0-1 (11.52); 1-0 ( 8.05); 0-0 ( 7.79); 1-2 ( 7.35);,323,0-1 (0-0),0,1,0,0,1732,1924,-192,2.52,2.961,-0.441,1.123,1.811,-0.688,1.396,1.15,0.247,46.982,53.281,53.018,46.719,35.9,37.1,16,9.2,1.8,21.7,32.1,19.8,15.7,8.6,,,0,0,01012,01018
England,Premier L,,,8/25/2023,2300,03,Chelsea,15 (13),Luton,17 (18),53.296,1.876,2.4,46.704,2.141,1.63,51.723,1.933,1.27,24.388,4.1,6.25,23.889,4.186,12.5,1-0 (14.86); 1-1 (11.75); 2-0 (11.17); 2-1 ( 8.83); 0-0 ( 7.15);,109,3-0 (1-0),3,0,1,0,1652,1541,111,2.754,5,-2.246,1.717,1,0.717,1.037,4,-2.963,49.476,100,50.524,0,17.6,36.6,27.5,11,7.3,40.6,32.1,15.5,10,1.8,,,0,0,01019,01048
