season,date,time,country,league,home,away,code_home,code_away,ft_home,ft_away,ht_home,ht_away,result,validated,elo_home,elo_away,elo_diff,p_home,p_draw,p_away,fair_home,fair_draw,fair_away,odds_home,odds_draw,odds_away,p_over,p_under,fair_over,fair_under,odds_over,odds_under,shots,shots_on_target,corners,possession_home,possession_away,form_home,form_away,home_bonus_elo,EloDiff,Band_H,Band_A,lg_avg_gf_home,lg_avg_gf_away,lg_avg_shots_home,lg_avg_shots_away,lg_avg_sot_home,lg_avg_sot_away,lg_avg_cor_home,lg_avg_cor_away,lg_avg_poss_home,lg_avg_poss_away,datetime,elo_home_calc,elo_away_calc,EloDiff_calc,Band_H_calc,Band_A_calc,home_name_calc,away_name_calc,shots_H,shots_A,sot_H,sot_A,corners_H,corners_A,pos_H,pos_A,_stats_src,pressure_usable,xg_usable,xg_proxy_H,xg_proxy_A,shot_quality_H,shot_quality_A,finishing_luck_H,finishing_luck_A
2018-2019,2/23/2019,1800,England,Premier L,Newcastle,Huddersfield,1016,1064,2,0,0,0,2-0 (0-0),8,1470.7355878282538,1517.303547128495,-46.56795930024123,48.438,21.875,29.688,2.065,4.571,3.368,1.862,3.41,5.16,48.438,51.563,2.065,1.939,2.55,1.564,,,,,,15,-7,47.67456308768347,18.43204069975877,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-23,1470.7355878282538,1517.303547128495,18.43204069975877,PEER,PEER,Newcastle,Huddersfield,,,,,,,,,none,0,0,,,,,,
2018-2019,2/23/2019,1800,England,Premier L,Bournemouth,Wolves,1063,1031,1,1,1,0,1-1 (1-0),346,1452.5338347136117,1342.023766432291,110.51006828132064,40.713,27.394,31.894,2.456,3.65,3.135,2.86,3.38,2.66,44.12,55.88,2.267,1.79,2.04,1.884,,,,,,8,19,47.67456308768347,175.51006828132063,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-23,1452.5338347136117,1342.023766432291,175.51006828132063,BULLY,DOG,Bournemouth,Wolves,,,,,,,,,none,0,0,,,,,,
2018-2019,2/23/2019,2030,England,Premier L,Leicester,C Palace,1042,1012,1,4,0,1,1-4 (0-1),416,1478.1917235625874,1467.577154458509,10.614569104078328,44.093,25.954,29.953,2.268,3.853,3.339,2.26,3.33,3.62,46.817,53.183,2.136,1.88,2.25,1.729,,,,,,-3,3,47.67456308768347,75.61456910407833,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-23,1478.1917235625874,1467.577154458509,75.61456910407833,PEER,PEER,Leicester,C Palace,,,,,,,,,none,0,0,,,,,,
2018-2019,2/24/2019,1705,England,Premier L,Man Utd,Liverpool,1020,1002,0,0,0,0,0-0 (0-0),49,1597.7887222796005,1676.7041422395632,-78.91541995996295,36.708,21.032,42.26,2.724,4.755,2.366,3.19,3.55,2.36,60.502,39.498,1.653,2.532,1.826,2.11,,,,,,1,-8,47.67456308768347,-13.915419959962946,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-24,1597.7887222796005,1676.7041422395632,-13.915419959962946,PEER,PEER,Man Utd,Liverpool,,,,,,,,,none,0,0,,,,,,
2018-2019,2/24/2019,1705,England,Premier L,Arsenal,Southampton,1018,1004,2,0,2,0,2-0 (2-0),182,1576.5455517582338,1446.843403857204,129.70214790102978,66.452,19.494,14.054,1.505,5.13,7.116,1.507,4.62,6.8,58.669,41.331,1.704,2.42,1.584,2.5,,,,,,3,-3,47.67456308768347,194.7021479010297,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-24,1576.5455517582338,1446.843403857204,194.7021479010297,BULLY,DOG,Arsenal,Southampton,,,,,,,,,none,0,0,,,,,,
2018-2019,2/26/2019,2245,England,Premier L,Cardiff,Everton,1039,1017,0,3,0,1,0-3 (0-1),185,1407.039360312784,1461.5164623646367,-54.47710205185263,42.665,26.573,30.763,2.344,3.763,3.251,3.83,3.4,2.14,44.309,55.691,2.257,1.796,2.14,1.793,,,,,,11,-14,47.67456308768347,10.522897948147374,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-26,1407.039360312784,1461.5164623646367,10.522897948147374,PEER,PEER,Cardiff,Everton,,,,,,,,,none,0,0,,,,,,
2018-2019,2/26/2019,2245,England,Premier L,Huddersfield,Wolves,1064,1031,1,0,0,0,1-0 (0-0),6,1334.016232876,1517.8335667553254,-183.81733387932536,16.7,41.7,41.6,5.988,2.398,2.404,4.99,3.55,1.847,8.3,91.7,12.048,1.091,2.56,1.561,,,,,,-7,19,47.67456308768347,-118.81733387932536,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-26,1334.016232876,1517.8335667553254,-118.81733387932536,PEER,PEER,Huddersfield,Wolves,,,,,,,,,none,0,0,,,,,,
2018-2019,2/26/2019,2245,England,Premier L,Leicester,Brighton,1042,1036,2,1,1,0,2-1 (1-0),194,1456.9421044281614,1431.1276362662045,25.81446816195717,48.234,24.893,26.873,2.073,4.017,3.721,1.952,3.45,4.52,46.46,53.54,2.152,1.868,2.28,1.699,,,,,,-3,-19,47.67456308768347,90.81446816195717,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-26,1456.9421044281614,1431.1276362662045,90.81446816195717,PEER,PEER,Leicester,Brighton,,,,,,,,,none,0,0,,,,,,
2018-2019,2/26/2019,2300,England,Premier L,Newcastle,Burnley,1016,1030,2,0,2,0,2-0 (2-0),412,1460.5413682699027,1465.1294068220957,-4.5880385521927565,44.195,26.329,29.475,2.263,3.798,3.393,2.13,3.36,3.91,45.919,54.081,2.178,1.849,2.39,1.636,,,,,,15,12,47.67456308768347,60.41196144780724,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-26,1460.5413682699027,1465.1294068220957,60.41196144780724,PEER,PEER,Newcastle,Burnley,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2245,England,Premier L,Arsenal,Bournemouth,1018,1063,5,1,2,1,5-1 (2-1),216,1583.921463566089,1470.2055682014234,113.71589536466558,66.74,19.211,14.049,1.498,5.205,7.118,1.446,4.92,7.5,55.994,44.006,1.786,2.272,1.52,2.67,,,,,,3,8,47.67456308768347,178.71589536466558,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1583.921463566089,1470.2055682014234,178.71589536466558,BULLY,DOG,Arsenal,Bournemouth,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2245,England,Premier L,Southampton,Fulham,1004,1010,2,0,2,0,2-0 (2-0),58,1439.467492049349,1361.9932556866263,77.47423636272265,51.768,25.569,22.663,1.932,3.911,4.413,1.925,3.66,4.33,40.142,59.858,2.491,1.671,1.917,2.0,,,,,,-3,2,47.67456308768347,142.47423636272265,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1439.467492049349,1361.9932556866263,142.47423636272265,PEER,PEER,Southampton,Fulham,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2300,England,Premier L,Chelsea,Tottenham,1019,1001,2,0,0,0,2-0 (0-0),127,1676.303838283379,1523.2621385466532,153.04169973672583,35.305,24.352,40.343,2.832,4.107,2.479,2.32,3.51,3.31,56.926,43.074,1.757,2.322,1.862,2.07,,,,,,-22,4,47.67456308768347,218.04169973672583,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1676.303838283379,1523.2621385466532,218.04169973672583,BULLY,DOG,Chelsea,Tottenham,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2300,England,Premier L,C Palace,Man Utd,1012,1020,1,3,0,1,1-3 (0-1),202,1669.8731775450776,1485.0587787175884,184.8143988274892,19.704,21.358,58.938,5.075,4.682,1.697,3.3,3.4,2.36,54.351,45.649,1.84,2.191,1.934,1.99,,,,,,3,1,47.67456308768347,249.8143988274892,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1669.8731775450776,1485.0587787175884,249.8143988274892,BULLY,DOG,C Palace,Man Utd,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2300,England,Premier L,Man City,West Ham,1009,1022,1,0,0,0,1-0 (0-0),85,1558.0098275348907,1610.7425219450936,-52.73269441020284,70.817,16.152,13.032,1.412,6.191,7.674,1.162,8.21,19.14,62.421,37.579,1.602,2.661,1.32,3.5,,,,,,0,2,47.67456308768347,12.26730558979716,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1558.0098275348907,1610.7425219450936,12.26730558979716,PEER,PEER,Man City,West Ham,,,,,,,,,none,0,0,,,,,,
2018-2019,2/27/2019,2300,England,Premier L,Liverpool,Watford,1002,1025,5,0,2,0,5-0 (2-0),91,1488.826773592935,1598.1890262357845,-109.3622526428494,71.31,16.537,12.153,1.402,6.047,8.229,1.275,5.89,12.41,66.852,33.149,1.496,3.017,1.571,2.51,,,,,,-8,-1,47.67456308768347,-44.3622526428494,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-02-27,1488.826773592935,1598.1890262357845,-44.3622526428494,PEER,PEER,Liverpool,Watford,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1530,England,Premier L,Tottenham,Arsenal,1001,1018,1,1,0,1,1-1 (0-1),94,1596.2719241235684,1593.796052249784,2.475871873784399,53.718,22.695,23.587,1.862,4.406,4.24,2.08,3.67,3.74,53.037,46.963,1.885,2.129,1.636,2.41,,,,,,-13,3,47.67456308768347,67.4758718737844,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1596.2719241235684,1593.796052249784,67.4758718737844,PEER,PEER,Tottenham,Arsenal,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1800,England,Premier L,Brighton,Huddersfield,1036,1064,1,0,0,0,1-0 (0-0),5,1452.7116294209038,1475.7317049373985,-23.020075516494444,36.0,52.0,12.0,2.778,1.923,8.333,1.826,3.5,5.22,4.0,96.0,25.0,1.042,2.58,1.555,,,,,,-21,0,47.67456308768347,41.97992448350556,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1452.7116294209038,1475.7317049373985,41.97992448350556,PEER,PEER,Brighton,Huddersfield,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1800,England,Premier L,Bournemouth,Man City,1063,1009,0,1,0,0,0-1 (0-0),82,1423.683541870714,1347.3087056438735,76.37483622684022,18.292,21.694,60.015,5.467,4.61,1.666,12.62,7.02,1.229,55.298,44.702,1.808,2.237,1.42,2.95,,,,,,-12,8,47.67456308768347,141.37483622684022,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1423.683541870714,1347.3087056438735,141.37483622684022,PEER,PEER,Bournemouth,Man City,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1800,England,Premier L,Man Utd,Southampton,1020,1004,3,2,0,1,3-2 (0-1),187,1460.3309795177283,1673.7101359665132,-213.3791564487849,74.826,16.534,8.64,1.336,6.048,11.574,1.456,4.56,8.2,57.793,42.207,1.73,2.369,1.719,2.25,,,,,,9,-8,47.67456308768347,-148.3791564487849,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1460.3309795177283,1673.7101359665132,-148.3791564487849,PEER,PEER,Man Utd,Southampton,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1800,England,Premier L,Wolves,Cardiff,1031,1039,2,0,2,0,2-0 (2-0),99,1611.2840948913213,1448.639461728036,162.6446331632853,55.554,25.427,19.02,1.8,3.933,5.258,1.552,4.1,7.25,39.466,60.534,2.534,1.652,2.16,1.787,,,,,,-1,-3,47.67456308768347,227.6446331632853,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1611.2840948913213,1448.639461728036,227.6446331632853,BULLY,DOG,Wolves,Cardiff,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,1800,England,Premier L,Burnley,C Palace,1030,1012,1,3,0,1,1-3 (0-1),416,1504.5410939874516,1389.0094939609294,115.53160002652226,43.794,26.828,29.378,2.283,3.727,3.404,2.93,3.26,2.67,44.12,55.88,2.267,1.79,2.12,1.813,,,,,,14,9,47.67456308768347,180.53160002652223,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1504.5410939874516,1389.0094939609294,180.53160002652223,BULLY,DOG,Burnley,C Palace,,,,,,,,,none,0,0,,,,,,
2018-2019,3/2/2019,2030,England,Premier L,West Ham,Newcastle,1022,1016,2,0,2,0,2-0 (2-0),403,1481.2218202961528,1472.9591456710943,8.26267462505848,43.928,26.627,29.445,2.276,3.756,3.396,2.14,3.47,3.77,44.322,55.678,2.256,1.796,2.06,1.869,,,,,,7,8,47.67456308768347,73.26267462505848,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-02,1481.2218202961528,1472.9591456710943,73.26267462505848,PEER,PEER,West Ham,Newcastle,,,,,,,,,none,0,0,,,,,,
2018-2019,3/3/2019,1500,England,Premier L,Watford,Leicester,1025,1042,2,1,1,0,2-1 (1-0),338,1514.3897341825389,1464.3861988236515,50.00353535888712,49.163,25.361,25.476,2.034,3.943,3.925,2.61,3.39,2.94,47.658,52.342,2.098,1.911,1.934,1.99,,,,,,13,-16,47.67456308768347,115.00353535888712,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-03,1514.3897341825389,1464.3861988236515,115.00353535888712,PEER,PEER,Watford,Leicester,,,,,,,,,none,0,0,,,,,,
2018-2019,3/3/2019,1705,England,Premier L,Fulham,Chelsea,1010,1019,1,2,1,2,1-2 (1-2),21,1352.8212860079393,1572.480425356416,-219.65913934847663,17.986,22.456,59.558,5.56,4.453,1.679,7.01,4.72,1.495,58.983,41.017,1.695,2.438,1.729,2.25,,,,,,-12,-6,47.67456308768347,-154.65913934847663,DOG,BULLY,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-03,1352.8212860079393,1572.480425356416,-154.65913934847663,DOG,BULLY,Fulham,Chelsea,,,,,,,,,none,0,0,,,,,,
2018-2019,3/3/2019,1915,England,Premier L,Everton,Liverpool,1017,1002,0,0,0,0,0-0 (0-0),107,1479.5463287164914,1685.1762426474934,-205.629913931002,16.313,20.954,62.733,6.13,4.772,1.594,6.18,4.18,1.609,55.507,44.493,1.802,2.248,1.892,2.04,,,,,,-7,0,47.67456308768347,-140.62991393100197,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-03,1479.5463287164914,1685.1762426474934,-140.62991393100197,PEER,PEER,Everton,Liverpool,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1530,England,Premier L,C Palace,Brighton,1012,1036,1,2,0,1,1-2 (0-1),199,1492.5353551021508,1429.825087723818,62.710267378332674,56.406,24.259,19.334,1.773,4.122,5.172,1.869,3.55,4.88,44.056,55.944,2.27,1.787,2.26,1.724,,,,,,9,-21,47.67456308768347,127.71026737833267,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1492.5353551021508,1429.825087723818,127.71026737833267,PEER,PEER,C Palace,Brighton,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1800,England,Premier L,Southampton,Tottenham,1004,1001,2,1,0,1,2-1 (0-1),186,1444.391156555326,1594.353867071988,-149.96271051666213,22.403,22.826,54.771,4.464,4.381,1.826,4.38,3.82,1.877,52.232,47.768,1.915,2.093,1.84,2.08,,,,,,-8,-13,47.67456308768347,-84.96271051666213,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1444.391156555326,1594.353867071988,-84.96271051666213,PEER,PEER,Southampton,Tottenham,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1800,England,Premier L,Newcastle,Everton,1016,1017,3,2,0,2,3-2 (0-2),416,1461.0760878275628,1483.386519198645,-22.31043137108213,44.341,26.225,29.435,2.255,3.813,3.397,2.85,3.21,2.78,46.151,53.849,2.167,1.857,2.43,1.617,,,,,,8,-7,47.67456308768347,42.68956862891787,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1461.0760878275628,1483.386519198645,42.68956862891787,PEER,PEER,Newcastle,Everton,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1800,England,Premier L,Huddersfield,Bournemouth,1064,1063,0,2,0,1,0-2 (0-1),12,1341.1671597907696,1454.3596732864662,-113.19251349569664,36.828,27.814,35.358,2.715,3.595,2.828,3.33,3.28,2.4,42.886,57.114,2.332,1.751,2.31,1.684,,,,,,3,-7,47.67456308768347,-48.19251349569663,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1341.1671597907696,1454.3596732864662,-48.19251349569663,PEER,PEER,Huddersfield,Bournemouth,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1800,England,Premier L,Leicester,Fulham,1042,1010,3,1,1,0,3-1 (1-0),43,1457.5804500802617,1347.0002845364547,110.58016554380696,58.647,22.576,18.776,1.705,4.429,5.326,1.591,4.41,5.83,42.207,57.793,2.369,1.73,1.704,2.27,,,,,,-16,-12,47.67456308768347,175.58016554380697,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1457.5804500802617,1347.0002845364547,175.58016554380697,BULLY,DOG,Leicester,Fulham,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,1800,England,Premier L,Cardiff,West Ham,1039,1022,2,0,1,0,2-0 (1-0),83,1381.1704981046184,1493.1048781396844,-111.93438003506594,34.876,27.18,37.945,2.867,3.679,2.635,3.55,3.43,2.23,44.337,55.664,2.255,1.797,1.961,1.961,,,,,,-3,7,47.67456308768347,-46.93438003506594,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1381.1704981046184,1493.1048781396844,-46.93438003506594,PEER,PEER,Cardiff,West Ham,,,,,,,,,none,0,0,,,,,,
2018-2019,3/9/2019,2030,England,Premier L,Man City,Watford,1009,1025,3,1,0,0,3-1 (0-0),60,1679.6814421977754,1521.195482925929,158.48595927184647,73.005,15.722,11.273,1.37,6.36,8.871,1.157,8.59,18.6,66.459,33.541,1.505,2.981,1.32,3.5,,,,,,8,13,47.67456308768347,223.48595927184647,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-09,1679.6814421977754,1521.195482925929,223.48595927184647,BULLY,DOG,Man City,Watford,,,,,,,,,none,0,0,,,,,,
2018-2019,3/10/2019,1500,England,Premier L,Liverpool,Burnley,1002,1030,4,2,2,1,4-2 (2-1),117,1681.33605216534,1435.9079792561513,245.4280729091886,75.299,15.404,9.298,1.328,6.492,10.756,1.169,7.88,19.08,61.311,38.689,1.631,2.585,1.45,2.8,,,,,,0,2,47.67456308768347,310.4280729091886,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-10,1681.33605216534,1435.9079792561513,310.4280729091886,BULLY,DOG,Liverpool,Burnley,,,,,,,,,none,0,0,,,,,,
2018-2019,3/10/2019,1705,England,Premier L,Chelsea,Wolves,1019,1031,1,1,0,0,1-1 (0-0),194,1578.3014268279005,1512.3800898437626,65.92133698413795,63.477,21.118,15.405,1.575,4.735,6.491,1.531,4.28,7.35,53.547,46.453,1.868,2.153,1.97,1.961,,,,,,-6,-9,47.67456308768347,130.92133698413795,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-10,1578.3014268279005,1512.3800898437626,130.92133698413795,PEER,PEER,Chelsea,Wolves,,,,,,,,,none,0,0,,,,,,
2018-2019,3/10/2019,1930,England,Premier L,Arsenal,Man Utd,1018,1020,2,0,1,0,2-0 (1-0),88,1595.7141093013645,1615.5324000640312,-19.818290762666948,42.729,24.574,32.697,2.34,4.069,3.058,2.44,3.57,3.04,51.393,48.608,1.946,2.057,1.649,2.39,,,,,,7,8,47.67456308768347,45.18170923733305,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-10,1595.7141093013645,1615.5324000640312,45.18170923733305,PEER,PEER,Arsenal,Man Utd,,,,,,,,,none,0,0,,,,,,
2018-2019,3/16/2019,1800,England,Premier L,West Ham,Huddersfield,1022,1064,4,3,1,2,4-3 (1-2),5,1476.0907947034375,1328.2345557591466,147.8562389442909,44.0,20.0,36.0,2.273,5.0,2.778,1.657,3.8,6.3,64.0,36.0,1.563,2.778,2.11,1.819,,,,,,7,3,47.67456308768347,212.8562389442909,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-16,1476.0907947034375,1328.2345557591466,212.8562389442909,BULLY,DOG,West Ham,Huddersfield,,,,,,,,,none,0,0,,,,,,
2018-2019,3/16/2019,1800,England,Premier L,Burnley,Leicester,1030,1042,1,2,1,1,1-2 (1-1),368,1431.6046321635574,1465.5856151694566,-33.980983005899134,45.17,25.684,29.146,2.214,3.893,3.431,3.15,3.43,2.42,46.155,53.845,2.167,1.857,1.99,1.934,,,,,,2,-13,47.67456308768347,31.019016994100863,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-16,1431.6046321635574,1465.5856151694566,31.019016994100863,PEER,PEER,Burnley,Leicester,,,,,,,,,none,0,0,,,,,,
2018-2019,3/16/2019,1800,England,Premier L,Bournemouth,Newcastle,1063,1016,2,2,0,1,2-2 (0-1),429,1467.2922773180892,1469.8535294716469,-2.561252153557461,44.06,26.163,29.777,2.27,3.822,3.358,2.13,3.56,3.67,46.295,53.705,2.16,1.862,1.99,1.934,,,,,,-7,6,47.67456308768347,62.43874784644254,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-16,1467.2922773180892,1469.8535294716469,62.43874784644254,PEER,PEER,Bournemouth,Newcastle,,,,,,,,,none,0,0,,,,,,
2018-2019,3/17/2019,1715,England,Premier L,Fulham,Liverpool,1010,1002,1,2,0,1,1-2 (0-1),13,1338.99511944726,1685.6393992579335,-346.6442798106739,12.435,17.148,70.417,8.042,5.832,1.42,11.36,6.66,1.263,60.599,39.401,1.65,2.538,1.526,2.65,,,,,,-11,-1,47.67456308768347,-281.6442798106739,DOG,BULLY,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-17,1338.99511944726,1685.6393992579335,-281.6442798106739,DOG,BULLY,Fulham,Liverpool,,,,,,,,,none,0,0,,,,,,
2018-2019,3/17/2019,1930,England,Premier L,Everton,Chelsea,1017,1019,2,0,0,0,2-0 (0-0),205,1474.609077554561,1574.7019839191053,-100.0929063645442,27.834,25.689,46.477,3.593,3.893,2.152,4.42,3.78,1.884,47.921,52.079,2.087,1.92,1.99,1.934,,,,,,9,8,47.67456308768347,-35.092906364544206,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-17,1474.609077554561,1574.7019839191053,-35.092906364544206,PEER,PEER,Everton,Chelsea,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1530,England,Premier L,Fulham,Man City,1010,1009,0,2,0,2,0-2 (0-2),9,1335.6945367544024,1686.174874559921,-350.4803378055183,9.879,13.586,76.535,10.122,7.36,1.307,21.66,9.85,1.128,62.893,37.107,1.59,2.695,1.28,3.8,,,,,,-9,4,47.67456308768347,-285.4803378055183,DOG,BULLY,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1335.6945367544024,1686.174874559921,-285.4803378055183,DOG,BULLY,Fulham,Man City,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1800,England,Premier L,Man Utd,Watford,1020,1025,2,1,1,0,2-1 (1-0),173,1420.71419768598,1515.9795327525578,-95.2653350665778,69.568,17.652,12.78,1.437,5.665,7.825,1.438,4.95,7.66,58.466,41.534,1.71,2.408,1.621,2.43,,,,,,1,7,47.67456308768347,-30.26533506657779,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1420.71419768598,1515.9795327525578,-30.26533506657779,PEER,PEER,Man Utd,Watford,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1800,England,Premier L,Brighton,Southampton,1036,1004,0,1,0,0,0-1 (0-0),326,1476.476049647034,1465.5142461893288,10.961803457705171,44.106,25.502,30.392,2.267,3.921,3.29,2.57,3.16,3.16,46.23,53.771,2.163,1.86,2.42,1.625,,,,,,-2,6,47.67456308768347,75.96180345770517,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1476.476049647034,1465.5142461893288,75.96180345770517,PEER,PEER,Brighton,Southampton,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1800,England,Premier L,Leicester,Bournemouth,1042,1063,2,0,1,0,2-0 (1-0),429,1479.016626231365,1323.6944503905927,155.3221758407724,45.063,25.717,29.221,2.219,3.889,3.422,1.813,3.95,4.56,46.742,53.258,2.139,1.878,1.709,2.27,,,,,,7,0,47.67456308768347,220.3221758407724,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1479.016626231365,1323.6944503905927,220.3221758407724,BULLY,DOG,Leicester,Bournemouth,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1800,England,Premier L,Burnley,Wolves,1030,1031,2,0,1,0,2-0 (1-0),288,1602.4721291228311,1514.7020505637836,87.77007855904753,40.878,27.086,32.036,2.446,3.692,3.121,3.23,3.25,2.47,42.49,57.51,2.353,1.739,2.32,1.68,,,,,,-21,-4,47.67456308768347,152.77007855904753,BULLY,DOG,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1602.4721291228311,1514.7020505637836,152.77007855904753,BULLY,DOG,Burnley,Wolves,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,1800,England,Premier L,C Palace,Huddersfield,1012,1064,2,0,0,0,2-0 (0-0),6,1443.3438165946038,1456.7889721929555,-13.445155598351905,55.494,22.245,22.261,1.802,4.495,4.492,1.456,4.44,8.62,77.639,22.361,1.288,4.472,2.17,1.775,,,,,,6,-4,47.67456308768347,51.5548444016481,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1443.3438165946038,1456.7889721929555,51.5548444016481,PEER,PEER,C Palace,Huddersfield,,,,,,,,,none,0,0,,,,,,
2018-2019,3/30/2019,2030,England,Premier L,West Ham,Everton,1022,1017,0,2,0,2,0-2 (0-2),409,1480.6309000719914,1491.1190287042734,-10.488128632282042,41.742,26.796,31.463,2.396,3.732,3.178,2.56,3.41,2.99,44.763,55.237,2.234,1.81,1.854,2.08,,,,,,-5,13,47.67456308768347,54.51187136771796,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-30,1480.6309000719914,1491.1190287042734,54.51187136771796,PEER,PEER,West Ham,Everton,,,,,,,,,none,0,0,,,,,,
2018-2019,3/31/2019,1705,England,Premier L,Cardiff,Chelsea,1039,1019,1,2,0,0,1-2 (0-0),82,1398.184581540865,1558.1920327693929,-160.00745122852754,30.963,25.675,43.362,3.23,3.895,2.306,9.72,5.03,1.384,47.567,52.433,2.102,1.907,1.806,2.14,,,,,,-14,-2,47.67456308768347,-95.00745122852754,PEER,PEER,1.568421052631579,1.2526315789473683,,,,,,,,,2019-03-31,1398.184581540865,1558.1920327693929,-95.00745122852754,PEER,PEER,Cardiff,Chelsea,,,,,,,,,none,0,0,,,,,,
