fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,next_round_only,next_round_span_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_next_round,upcoming_rows_after_filters,mu_home,mu_away,mu_home_raw,mu_away_raw,mu_goal_multiplier,mu_total,p_over25,p_under25,p_over_2_5,p_under_2_5,pred_ou25,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,pred_btts,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2025-11-05T22:00:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,Sport Recife,Juventude,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,0.6910337060689926,2.196130561828613,0.4064904153347015,1.2918415069580078,1.7,2.8871642678976057,0.5510415829197336,0.4489584170802664,0.5510415829197336,0.4489584170802664,OU25_OVER,,,,,,,0.4434434458947485,0.5565565541052515,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,9.3525586509017,8.637178378325041,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,0,2,
2025-11-05T22:00:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,Vitoria,Internacional,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,1.438427609205246,0.6052328407764435,0.8461338877677917,0.3560193181037903,1.7,2.0436604499816893,0.3351389577834955,0.6648610422165044,0.3351389577834955,0.6648610422165044,OU25_UNDER,,,,,,,0.3463057295427945,0.6536942704572055,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.48557410941764,11.694310646934554,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,1,0,
2025-11-05T22:00:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,RB Bragantino,Corinthians,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,1.3476467311382294,1.3849395513534546,0.792733371257782,0.8146703243255615,1.7,2.732586282491684,0.5143235212919668,0.4856764787080332,0.5143235212919668,0.4856764787080332,OU25_OVER,,,,,,,0.5548608590481414,0.4451391409518586,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.978980403501142,13.812242386454724,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,2,1,
2025-11-05T22:30:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,Botafogo,Vasco DA Gama,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,2.208370363712311,0.4902751266956329,1.2990413904190063,0.2883971333503723,1.7,2.698645490407944,0.5060231662956233,0.4939768337043767,0.5060231662956233,0.4939768337043767,OU25_OVER,,,,,,,0.3449591710179317,0.6550408289820683,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.671321682312604,12.239162515354897,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,3,0,
2025-11-05T23:00:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,Atletico-MG,Bahia,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,2.868472158908844,0.4515964955091476,1.687336564064026,0.2656449973583221,1.7,3.320068654417992,0.6443871036670988,0.3556128963329011,0.6443871036670988,0.3556128963329011,OU25_OVER,,,,,,,0.3427537367465092,0.6572462632534908,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,12.134734419404175,13.577373372259492,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,3,0,
2025-11-05T23:00:00,2025-11-05,Serie A Brazil,Brazil,2025-2026,Gremio,Cruzeiro,full,2025-11-04T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,6,6,6,6,6,6,6,6,6,0.7328687518835068,1.1158652484416962,0.4310992658138275,0.6563913226127625,1.7,1.8487340003252029,0.282461316875982,0.717538683124018,0.282461316875982,0.717538683124018,OU25_UNDER,,,,,,,0.349276187282241,0.650723812717759,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,8.850755899636814,13.167042265667522,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-05,2025-11-05,2025-11-05,0,1,
2025-11-06T00:00:00,2025-11-06,Serie A Brazil,Brazil,2025-2026,Sao Paulo,Flamengo,full,2025-11-05T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,2.1402528882026672,1.2807566404342652,1.2589722871780396,0.7533862590789795,1.7,3.421009528636932,0.6642797207628525,0.3357202792371475,0.6642797207628525,0.3357202792371475,OU25_OVER,,,,,,,0.6372273284429272,0.3627726715570728,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,5.357363289125911,13.162945384091293,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-06,2025-11-06,2025-11-06,2,2,
2025-11-06T22:30:00,2025-11-06,Serie A Brazil,Brazil,2025-2026,Fluminense,Mirassol,full,2025-11-05T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.3834319949150085,0.496224695444107,0.8137835264205933,0.2918968796730041,1.7,1.8796566903591156,0.2907904337141666,0.7092095662858334,0.2907904337141666,0.7092095662858334,OU25_UNDER,,,,,,,0.2931010581949583,0.7068989418050418,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,7.772459608523368,13.49804601322024,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-06,2025-11-06,2025-11-06,1,0,
2025-11-06T23:00:00,2025-11-06,Serie A Brazil,Brazil,2025-2026,Ceara,Fortaleza EC,full,2025-11-05T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.8387213349342344,1.3712195515632628,1.081600785255432,0.8065997362136841,1.7,3.209940886497497,0.6221630345659496,0.3778369654340504,0.6221630345659496,0.3778369654340504,OU25_OVER,,,,,,,0.6275411167707756,0.3724588832292244,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.780990176267922,11.779691435131788,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-06,2025-11-06,2025-11-06,1,1,
2025-11-07T00:00:00,2025-11-07,Serie A Brazil,Brazil,2025-2026,Palmeiras,Santos,full,2025-11-06T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,1,1,1,1,1,1,1,1,1,1.475288063287735,0.337150664627552,0.8678165078163147,0.1983239203691482,1.7,1.812438727915287,0.2727115887768284,0.7272884112231717,0.2727115887768284,0.7272884112231717,OU25_UNDER,,,,,,,0.2207413941735023,0.7792586058264976,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,14.308779490889036,6.513966509188548,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-07,2025-11-07,2025-11-07,2,0,
