fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,next_round_only,next_round_span_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_next_round,upcoming_rows_after_filters,mu_home,mu_away,mu_home_raw,mu_away_raw,mu_goal_multiplier,mu_total,p_over25,p_under25,p_over_2_5,p_under_2_5,pred_ou25,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,pred_btts,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2026-02-27T19:30:00,2026-02-27,Bundesliga,Germany,2025-2026,FC Augsburg,1. FC Köln,full,2026-02-26T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,1,1,1,1,1,1,1,1,1,1.2839463949203491,1.3070012331008911,1.2839463949203491,1.3070012331008911,1.0,2.59094762802124,0.4792952421615519,0.520704757838448,0.4792952421615519,0.520704757838448,OU25_OVER,,,,,,,0.5273763667233352,0.4726236332766648,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.18076413111556,9.76485590578012,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-27,2026-02-27,2026-02-27,2,0,
2026-02-28T14:30:00,2026-02-28,Bundesliga,Germany,2025-2026,Werder Bremen,1. FC Heidenheim,full,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.7836817502975464,0.8292028903961182,1.7836817502975464,0.8292028903961182,1.0,2.612884640693665,0.4847973445648227,0.5152026554351773,0.4847973445648227,0.5152026554351773,OU25_OVER,,,,,,,0.4689073194288734,0.5310926805711266,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,6.769856401008414,8.274340967200036,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,2,0,
2026-02-28T14:30:00,2026-02-28,Bundesliga,Germany,2025-2026,Borussia Mönchengladbach,Union Berlin,full,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.1265735626220703,1.1978272199630735,1.1265735626220703,1.1978272199630735,1.0,2.324400782585144,0.410421265317186,0.5895787346828141,0.410421265317186,0.5895787346828141,OU25_OVER,,,,,,,0.4718506948936937,0.5281493051063063,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,8.550635274098157,8.985956959512844,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,1,0,
2026-02-28T14:30:00,2026-02-28,Bundesliga,Germany,2025-2026,1899 Hoffenheim,FC St. Pauli,full,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.812009572982788,0.7412179112434387,1.812009572982788,0.7412179112434387,1.0,2.553227484226227,0.4697627972513875,0.5302372027486124,0.4697627972513875,0.5302372027486124,OU25_OVER,,,,,,,0.437971285966068,0.562028714033932,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,7.639843136045664,5.804447375616041,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,0,1,
2026-02-28T14:30:00,2026-02-28,Bundesliga,Germany,2025-2026,Bayer Leverkusen,FSV Mainz 05,full,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,1.4006446599960327,0.4671100676059723,1.4006446599960327,0.4671100676059723,1.0,1.867754727602005,0.2875822870464219,0.712417712953578,0.2875822870464219,0.712417712953578,OU25_UNDER,,,,,,,0.2812209612048826,0.7187790387951174,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.17613555019982,9.477270621647952,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,1,1,
2026-02-28T17:30:00,2026-02-28,Bundesliga,Germany,2025-2026,Borussia Dortmund,Bayern München,full,2026-02-27T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,5,5,5,5,5,5,5,5,5,0.6799218654632568,2.0965583324432373,0.6799218654632568,2.0965583324432373,1.0,2.776480197906494,0.524908235532715,0.4750917644672849,0.524908235532715,0.4750917644672849,OU25_OVER,,,,,,,0.4327220685436604,0.5672779314563395,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,4.269760333088988,4.381753523848186,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-02-28,2026-02-28,2026-02-28,2,3,
2026-03-01T14:30:00,2026-03-01,Bundesliga,Germany,2025-2026,VfB Stuttgart,VfL Wolfsburg,full,2026-02-28T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.9386703968048096,0.5527631640434265,1.9386703968048096,0.5527631640434265,1.0,2.491433560848236,0.4539813494526182,0.5460186505473817,0.4539813494526182,0.5460186505473817,OU25_OVER,,,,,,,0.363538245248508,0.636461754751492,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,8.558407031581366,8.138619439100513,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-03-01,2026-03-01,2026-03-01,4,0,
2026-03-01T16:30:00,2026-03-01,Bundesliga,Germany,2025-2026,Eintracht Frankfurt,SC Freiburg,full,2026-02-28T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.278882622718811,1.1942576169967651,1.278882622718811,1.1942576169967651,1.0,2.473140239715576,0.4492784881820917,0.5507215118179083,0.4492784881820917,0.5507215118179083,OU25_OVER,,,,,,,0.5030427523435728,0.4969572476564272,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,10.11426346876794,10.213614317140417,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-03-01,2026-03-01,2026-03-01,2,0,
2026-03-01T18:30:00,2026-03-01,Bundesliga,Germany,2025-2026,Hamburger SV,RB Leipzig,full,2026-02-28T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.0454360246658323,1.1386202573776243,1.0454360246658323,1.1386202573776243,1.0,2.184056282043457,0.373007966127825,0.6269920338721751,0.373007966127825,0.6269920338721751,OU25_OVER,,,,,,,0.4407848302066774,0.5592151697933225,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,9.10138796250159,10.312967627841632,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2026-03-01,2026-03-01,2026-03-01,1,2,
