fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_filters,mu_home,mu_away,mu_total,p_over25,p_under25,p_over_2_5,p_under_2_5,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2026-01-08T22:45:00,2026-01-08,Serie A,Italy,2025-2026,Milan,Genoa,full,2026-01-07T23:59:59.999999,,,2025-08-01,2026-07-01,14,2,2,2,2,2,2,2,2,1.9106249809265137,0.6502749919891357,2.5608999729156494,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.25,1.69,2.25,1.69,0.227272727272727,-0.2318181818181818,0.4892703862660943,0.5107296137339057,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,98.13880498828055,28.71153270785216,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-08,2026-01-08,2026-01-08,1,1,1-1 (0-1)
2026-01-10T17:00:00,2026-01-10,Serie A,Italy,2025-2026,Como,Bologna,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.837323904037476,0.9686878323554992,2.806011736392975,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.16,1.76,2.16,1.76,0.3076756756756758,-0.3055135135135135,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.903267623574026,61.312694832044855,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,1,1-1 (0-0)
2026-01-10T17:00:00,2026-01-10,Serie A,Italy,2025-2026,Udinese,Pisa,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.5857487916946411,1.0562667846679688,2.64201557636261,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.29,1.69,2.29,1.69,0.249090909090909,-0.2318181818181818,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,92.08981973939956,67.11196684882617,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,2,2-2 (2-1)
2026-01-10T20:00:00,2026-01-10,Serie A,Italy,2025-2026,Roma,Sassuolo,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.840871930122376,0.933912992477417,2.7747849225997925,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.19,1.74,2.19,1.74,0.3258378378378379,-0.3134054054054055,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,80.25264831380815,37.58989598013132,9.0,9.0,9.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,0,2-0 (0-0)
2026-01-10T22:45:00,2026-01-10,Serie A,Italy,2025-2026,Atalanta,Torino,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,2.553341150283813,0.6748591065406799,3.2282002568244934,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,2.05,1.87,2.05,1.87,0.3380239520958084,-0.3505389221556886,0.4892703862660943,0.5107296137339057,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,76.42697291729526,49.870486345925926,10.0,9.0,10.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,0,2-0 (1-0)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Avellino,Sampdoria,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,1.3739094734191897,1.2589161396026611,2.6328256130218506,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.44,1.57,2.44,1.57,0.3309090909090908,-0.2863636363636362,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,16.611574297053238,85.86970761120494,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,1,2-1 (1-0)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Carrarese,Bari 1908,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,1.427536964416504,1.130737543106079,2.558274507522583,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.24,1.67,2.24,1.67,0.2218181818181819,-0.2409090909090908,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,21.89419595804264,69.02971861376011,9.0,9.0,9.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,0,1-0 (0-0)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Entella,Monza,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,0.9606520533561708,1.560785889625549,2.52143794298172,0.5238095238095238,0.4761904761904761,0.5238095238095238,0.4761904761904761,2.34,1.62,2.34,1.62,0.2257142857142857,-0.2285714285714285,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,57.12049862891225,14.191974325301857,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,0,1-0 (0-0)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Frosinone,Catanzaro,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,2.014187812805176,1.125750184059143,3.139937996864319,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.83,2.0,1.83,2.0,0.107891891891892,-0.2108108108108108,0.6521739130434783,0.3478260869565217,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,114.49715232730004,25.18812920023329,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,0,2-0 (0-0)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Reggiana,Venezia,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,0.997543215751648,2.0320990085601807,3.0296422243118286,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.99,1.83,1.99,1.83,0.2047567567567567,-0.2778918918918919,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,32.424663927708195,100.07332056063468,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,3,1-3 (1-2)
2026-01-10T17:00:00,2026-01-10,Serie B,Italy,2025-2026,Sudtirol,Spezia,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,1.4185471534729004,1.227820634841919,2.64636778831482,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.24,1.67,2.24,1.67,0.2218181818181819,-0.2409090909090908,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,56.61888309459346,106.52993447159936,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,1,2-1 (1-1)
2026-01-10T19:15:00,2026-01-10,Serie B,Italy,2025-2026,Stabia,Delfino Pescara,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,1.9626612663269043,1.0830023288726809,3.045663595199585,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.03,1.8,2.03,1.8,0.228972972972973,-0.2897297297297297,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,17.32035388175528,74.25501047864688,8.0,7.0,8.0,7.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,2,2-2 (0-1)
2026-01-10T21:30:00,2026-01-10,Serie B,Italy,2025-2026,Cesena,Empoli,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,8,8,8,8,8,8,8,8,1.5611931085586548,0.8779897689819336,2.4391828775405884,0.5238095238095238,0.4761904761904761,0.5238095238095238,0.4761904761904761,2.24,1.67,2.24,1.67,0.1733333333333335,-0.2047619047619048,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,41.588737824047854,106.21342783806382,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,0,1,0-1 (0-0)
2026-01-04T16:00:00,2026-01-04,Primera,Spain,2025-2026,FC Sevilla,Levante,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.7761032581329346,0.857352614402771,2.6334558725357056,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,1.99,1.92,1.99,1.92,0.0854545454545454,-0.1272727272727272,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,96.05351779481684,79.30760314119992,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,0,3,0-3 (0-1)
2026-01-04T18:15:00,2026-01-04,Primera,Spain,2025-2026,Real Madrid,Betis,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,3.272826194763184,0.968520998954773,4.2413471937179565,0.808069535580454,0.1919304644195459,0.808069535580454,0.1919304644195459,1.56,2.52,1.56,2.52,0.2605884755055083,-0.5163352296627441,0.6521739130434783,0.3478260869565217,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,72.64489240569492,16.763793221330094,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,5,1,5-1 (1-0)
2026-01-04T20:30:00,2026-01-04,Primera,Spain,2025-2026,Alaves,Oviedo,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.3110547065734863,0.945294976234436,2.2563496828079224,0.5,0.5,0.5,0.5,3.35,1.34,3.35,1.34,0.675,-0.3299999999999999,0.4892703862660943,0.5107296137339057,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,85.22497672576453,5.03442201510302,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,1,1,1-1 (0-0)
2026-01-04T20:30:00,2026-01-04,Primera,Spain,2025-2026,Mallorca,Girona,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.4160850048065186,0.9754013419151306,2.391486346721649,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,2.37,1.65,2.37,1.65,0.2365217391304348,-0.2108695652173913,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,63.072416272583375,68.95513421549744,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,1,2,1-2 (0-1)
2026-01-04T23:00:00,2026-01-04,Primera,Spain,2025-2026,Real Sociedad,Atletico,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.4361828565597534,1.7966349124908447,3.232817769050598,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,1.77,2.13,1.77,2.13,0.1552694610778444,-0.260239520958084,0.6521739130434783,0.3478260869565217,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,30.5200085393169,117.326937904078,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,1,1,1-1 (0-0)
2026-01-09T23:00:00,2026-01-09,Primera,Spain,2025-2026,Getafe,Real Sociedad,full,2026-01-08T23:59:59.999999,,,2025-08-01,2026-07-01,14,1,1,1,1,1,1,1,1,1.2509102821350098,1.312199354171753,2.5631096363067627,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.97,1.42,2.97,1.42,0.6199999999999999,-0.3545454545454545,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,110.96878914602004,112.48132185539434,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-09,2026-01-09,2026-01-09,1,2,1-2 (0-1)
2026-01-10T16:00:00,2026-01-10,Primera,Spain,2025-2026,Oviedo,Betis,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,0.9763612151145936,1.476858377456665,2.4532195925712585,0.5238095238095238,0.4761904761904761,0.5238095238095238,0.4761904761904761,2.1,1.8,2.1,1.8,0.1,-0.1428571428571429,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,4.252528877668969,98.6679099351332,9.0,9.0,9.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,1,1-1 (0-0)
2026-01-10T18:15:00,2026-01-10,Primera,Spain,2025-2026,Villarreal,Alaves,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,2.592534065246582,0.6931037306785583,3.2856377959251404,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,2.0,1.91,2.0,1.91,0.3053892215568863,-0.3366467065868265,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,111.77919013951224,34.99067750141698,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,3,1,3-1 (0-0)
2026-01-10T20:30:00,2026-01-10,Primera,Spain,2025-2026,Girona,Osasuna,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.1964571475982666,1.0702147483825684,2.266671895980835,0.5,0.5,0.5,0.5,2.4,1.63,2.4,1.63,0.1999999999999999,-0.185,0.4892703862660943,0.5107296137339057,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,73.42950268536904,70.77175046032592,9.0,9.0,9.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,0,1-0 (1-0)
2026-01-10T23:00:00,2026-01-10,Primera,Spain,2025-2026,Valencia,Elche,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.5817054510116575,1.112470626831055,2.6941760778427124,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.33,1.67,2.33,1.67,0.2709090909090907,-0.2409090909090908,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,109.51896880624491,44.27920600107416,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,1,1-1 (0-0)
2026-01-05T22:45:00,2026-01-05,Ligue 2,France,2025-2026,Montpellier,Dunkerque,full,2026-01-04T23:59:59.999999,,,2025-08-01,2026-07-01,14,1,1,1,1,1,1,1,1,1.3419833183288574,1.1563472747802734,2.498330593109131,0.5238095238095238,0.4761904761904761,0.5238095238095238,0.4761904761904761,2.44,1.57,2.44,1.57,0.2780952380952382,-0.2523809523809524,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,95.19372099389064,68.79847976505361,9.0,8.0,9.0,8.0,0,0,0,0,0,0,2026-01-05,2026-01-05,2026-01-05,1,3,1-3 (0-1)
2026-01-10T18:30:00,2026-01-10,Eredivisie,Netherlands,2025-2026,Alkmaar,Volendam,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,2.850789785385132,0.8771032691001892,3.727893054485321,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,1.33,3.37,1.33,3.37,-0.1319161676646705,0.1704191616766466,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,64.5010762472885,9.282856613026093,7.0,8.0,7.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,0,1-0 (1-0)
2026-01-10T20:45:00,2026-01-10,Eredivisie,Netherlands,2025-2026,Enschede,Zwolle,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,2.887463092803955,0.8425804972648621,3.730043590068817,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,1.48,2.74,1.48,2.74,-0.0340119760479041,-0.0483832335329341,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,79.00600421257316,39.32105733228597,8.0,9.0,8.0,9.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,1,1,1-1 (0-0)
2026-01-10T22:00:00,2026-01-10,Eredivisie,Netherlands,2025-2026,Eindhoven,Excelsior,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,3.4985551834106445,0.8335575461387634,4.332112729549408,0.8461538461538461,0.1538461538461538,0.8461538461538461,0.1538461538461538,1.23,4.3,1.23,4.3,0.0407692307692306,-0.3384615384615385,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,85.43673574228613,3.5230924300235986,8.0,7.0,8.0,7.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,5,1,5-1 (4-1)
2026-01-10T23:00:00,2026-01-10,Eredivisie,Netherlands,2025-2026,Groningen,Breda,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,2.1336865425109863,1.0215682983398438,3.15525484085083,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.94,1.94,1.94,1.94,0.1744864864864865,-0.2344864864864866,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,58.61270595148015,37.761391502897816,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,0,0,0-0 (0-0)
2026-01-04T17:00:00,2026-01-04,Ligue 1,France,2025-2026,Ol. Marseille,Nantes,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,3.3308968544006348,0.946622908115387,4.277519762516022,0.8461538461538461,0.1538461538461538,0.8461538461538461,0.1538461538461538,1.43,2.88,1.43,2.88,0.2099999999999999,-0.5569230769230769,0.6521739130434783,0.3478260869565217,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,102.60386174360548,32.78545854994415,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,0,2,0-2 (0-1)
2026-01-04T19:15:00,2026-01-04,Ligue 1,France,2025-2026,Brestois,Auxerre,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.918966293334961,0.9671419858932496,2.8861082792282104,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.21,1.74,2.21,1.74,0.3379459459459459,-0.3134054054054055,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,94.5785432782485,44.03053568143782,8.0,7.0,8.0,7.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,2,0,2-0 (1-0)
2026-01-04T19:15:00,2026-01-04,Ligue 1,France,2025-2026,Le Havre,Angers,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,1.5419830083847046,1.1088762283325195,2.650859236717224,0.5454545454545454,0.4545454545454546,0.5454545454545454,0.4545454545454546,2.24,1.72,2.24,1.72,0.2218181818181819,-0.2181818181818181,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,80.96054345841924,98.09177699915136,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,2,1,2-1 (1-0)
2026-01-04T19:15:00,2026-01-04,Ligue 1,France,2025-2026,Lorient,Metz,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,2.073291063308716,0.9944545030593872,3.067745566368103,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.92,1.99,1.92,1.99,0.1623783783783783,-0.2147567567567568,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,95.54968800021454,77.8901071240486,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,1,1,1-1 (0-1)
2026-01-04T22:45:00,2026-01-04,Ligue 1,France,2025-2026,PSG,Paris,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,5,5,5,5,5,5,5,5,4.444225788116455,0.815864622592926,5.260090410709381,1.0,0.0,1.0,0.0,1.32,3.43,1.32,3.43,0.32,-1.0,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,103.110312776161,2.1153470329222825,7.0,8.0,7.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,2,1,2-1 (1-0)
2026-01-04T18:30:00,2026-01-04,Primeira L,Portugal,2025-2026,Rio Ave,Casa Pia,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,3,3,3,3,3,3,3,3,1.267419457435608,1.1190887689590454,2.3865082263946533,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,2.47,1.58,2.47,1.58,0.288695652173913,-0.2443478260869565,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,86.26528080286731,37.52911873364504,7.0,8.0,7.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,3,1,3-1 (0-0)
2026-01-04T21:00:00,2026-01-04,Primeira L,Portugal,2025-2026,Santa Clara,Porto,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,3,3,3,3,3,3,3,3,0.8177931904792786,1.971955418586731,2.789748609066009,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.53,1.56,2.53,1.56,0.5316756756756758,-0.3844324324324324,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,14.468864199570977,103.01934518615607,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,0,1,0-1 (0-0)
2026-01-04T23:30:00,2026-01-04,Primeira L,Portugal,2025-2026,Alverca,Famalicao,full,2026-01-03T23:59:59.999999,,,2025-08-01,2026-07-01,14,3,3,3,3,3,3,3,3,0.9864110350608826,1.2943596839904783,2.280770719051361,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.4782608695652174,2.19,1.73,2.19,1.73,0.1426086956521739,-0.1726086956521738,0.4892703862660943,0.5107296137339057,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,2.568658492673511,73.37291109348426,8.0,7.0,8.0,7.0,0,0,0,0,0,0,2026-01-04,2026-01-04,2026-01-04,1,0,1-0 (0-0)
2026-01-09T22:30:00,2026-01-09,Bundesliga,Germany,2025-2026,Frankfurt,Dortmund,full,2026-01-08T23:59:59.999999,,,2025-08-01,2026-07-01,14,1,1,1,1,1,1,1,1,1.600428819656372,2.060379266738892,3.660808086395264,0.6526946107784432,0.3473053892215568,0.6526946107784432,0.3473053892215568,1.67,2.32,1.67,2.32,0.09,-0.1942514970059882,0.7352941176470589,0.2647058823529411,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,27.86474499111649,53.03561432620827,7.0,8.0,7.0,8.0,0,0,0,0,0,0,2026-01-09,2026-01-09,2026-01-09,3,3,3-3 (1-1)
2026-01-10T17:30:00,2026-01-10,Bundesliga,Germany,2025-2026,Berlin,1. FSV Mainz 05,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.8519874811172483,1.1169661283493042,2.9689536094665527,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,2.26,1.71,2.26,1.71,0.3682162162162161,-0.3252432432432433,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,69.44195988878899,98.1362315620526,8.0,7.0,8.0,7.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,2,2-2 (0-1)
2026-01-10T17:30:00,2026-01-10,Bundesliga,Germany,2025-2026,Freiburg,Hamburg,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.8350478410720823,1.0231120586395264,2.858159899711609,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.93,1.97,1.93,1.97,0.1684324324324324,-0.2226486486486487,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333332,0.1666666666666666,0,0,81.63107008086637,18.16908035511346,7.0,7.0,7.0,7.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,1,2-1 (0-0)
2026-01-10T17:30:00,2026-01-10,Bundesliga,Germany,2025-2026,Heidenheim,FC Koln,full,2026-01-09T23:59:59.999999,,,2025-08-01,2026-07-01,14,4,4,4,4,4,4,4,4,1.3260774612426758,1.4923750162124634,2.818452477455139,0.6054054054054054,0.3945945945945945,0.6054054054054054,0.3945945945945945,1.81,2.1,1.81,2.1,0.0957837837837838,-0.1713513513513513,0.5864661654135338,0.4135338345864662,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,23.170583011329523,52.9922687621764,8.0,8.0,8.0,8.0,0,0,0,0,0,0,2026-01-10,2026-01-10,2026-01-10,2,2,2-2 (2-1)
