date,home,away
2025-12-06 15:00:00,Bournemouth,Chelsea
2025-12-06 15:00:00,Everton,Nott'm Forest
2025-12-06 15:00:00,Man City,Sunderland
2025-12-06 15:00:00,Newcastle,Burnley
2025-12-06 15:00:00,Tottenham,Brentford
2025-12-06 17:30:00,Leeds,Liverpool
2025-12-07 14:00:00,Brighton,West Ham
2025-12-07 16:30:00,Fulham,Crystal Palace
2025-12-08 20:00:00,Wolves,Man United
