date,home,away
2025-12-06 14:00:00,Sassuolo,Fiorentina
2025-12-06 17:00:00,Inter,Como
2025-12-06 19:45:00,Verona,Atalanta
2025-12-07 11:30:00,Cremonese,Lecce
2025-12-07 14:00:00,Cagliari,Roma
2025-12-07 17:00:00,Lazio,Bologna
2025-12-07 19:45:00,Napoli,Juventus
2025-12-08 14:00:00,Pisa,Parma
2025-12-08 17:00:00,Udinese,Genoa
2025-12-08 19:45:00,Torino,Milan
2025-12-12 19:45:00,Lecce,Pisa
2025-12-13 14:00:00,Torino,Cremonese
2025-12-13 17:00:00,Parma,Lazio
2025-12-13 19:45:00,Atalanta,Cagliari
